year,certaines_DET erreurs_NOUN,certaines_DET terreurs_NOUN
1902,2.3716670316531463e-07,0.0
1903,2.3490958334093648e-07,1.0800440541913758e-09
1904,3.1549050483192786e-07,5.374625189347171e-10
1905,2.9467934847815513e-07,5.160759042333041e-10
1906,2.5978130935300214e-07,2.572092316910357e-09
1907,3.3119911613255226e-07,1.5428529565042481e-09
1908,3.511643313913737e-07,4.4202499438483756e-09
1909,3.746169703333635e-07,5.500983557560346e-10
1910,2.6346663517529123e-07,0.0
1911,3.0326131206237505e-07,5.320374141248863e-10
1912,3.255888278985708e-07,1.5628263128064646e-09
1913,3.9507274607331055e-07,1.060597942803554e-09
1914,3.756873176996578e-07,6.696743715117748e-10
1915,3.6991591967350246e-07,0.0
1916,3.8675866775861323e-07,0.0
1917,3.443457252672033e-07,2.1932848870420685e-09
1918,4.249959335567155e-07,1.1486376294556067e-09
1919,4.033037619421975e-07,0.0
1920,3.430221005018552e-07,7.572231730534895e-10
1921,4.142292722164598e-07,0.0
1922,3.541408908347421e-07,0.0
1923,4.246379319283733e-07,0.0
1924,3.674113013829583e-07,0.0
1925,3.4644261237559704e-07,3.299453377181294e-09
1926,3.6447872009404136e-07,1.1146138456652466e-09
1927,3.85763173404996e-07,3.3447675740205796e-09
1928,3.5649247376312587e-07,0.0
1929,3.9548441588266314e-07,0.0
1930,3.98086574371348e-07,0.0
1931,3.8093890974977285e-07,1.1405356659111021e-09
1932,4.2742192274403124e-07,0.0
1933,4.41620485958083e-07,1.1470662197865522e-09
1934,4.78065047104792e-07,4.7926320689839486e-09
1935,4.4043285640782415e-07,2.393656828303392e-09
1936,4.2194006155682473e-07,0.0
1937,4.872762779939421e-07,0.0
1938,5.134224885239291e-07,2.5930428915188486e-09
1939,5.031742524863603e-07,4.588215141154706e-09
1940,4.843345493554807e-07,0.0
1941,4.397738742056845e-07,0.0
1942,4.490633411791123e-07,0.0
1943,4.935499937630539e-07,2.9032352077962287e-09
1944,4.6912517959185607e-07,0.0
1945,4.661998680433044e-07,0.0
1946,5.150808348730607e-07,2.7842208538686464e-09
1947,5.209420672613874e-07,5.960435700558264e-09
1948,4.892349565466247e-07,7.610321262063735e-09
1949,5.144112336097351e-07,0.0
1950,5.328316063923921e-07,0.0
1951,4.818953556195993e-07,3.1984206394497505e-09
1952,5.536022307239818e-07,0.0
1953,5.473104565112408e-07,3.232148326759443e-09
1954,5.413984744961908e-07,4.886268278880834e-09
1955,5.42488146848541e-07,2.815682353940474e-09
1956,5.223963945866217e-07,5.232684952005684e-09
1957,4.991796380693359e-07,1.7670075402875796e-09
1958,5.343869204921248e-07,6.617794756635931e-09
1959,4.782211444620543e-07,6.975672928177801e-09
1960,5.758133454492054e-07,1.3841666701708277e-09
1961,5.516838683661263e-07,3.47407969059077e-09
1962,5.447740711872484e-07,1.2683912808952869e-09
1963,4.662024473134352e-07,3.2330267352165265e-09
1964,4.958434161039804e-07,4.867174663303331e-09
1965,4.738789485259076e-07,5.472043373977442e-10
1966,4.5420414274133236e-07,5.539074976468328e-09
1967,4.69367941846599e-07,1.9721342336964653e-09
1968,4.5947182769623396e-07,1.3474247273492779e-09
1969,4.3555458439925587e-07,4.5417578031781147e-10
1970,4.428572051295987e-07,3.6789800095249348e-09
1971,5.246303889094861e-07,5.652237344833111e-09
1972,6.320341050525258e-07,1.0260293725750103e-09
1973,4.4656950848320776e-07,2.205281512956958e-09
1974,5.648074044017903e-07,4.500457340128605e-09
1975,4.3921283676695566e-07,3.998036124386317e-09
1976,5.22216332399239e-07,1.7140580066410394e-09
1977,5.465407149074508e-07,4.11374712072643e-09
1978,4.3603940369507654e-07,1.1881182704343018e-09
1979,4.4065360604861326e-07,2.925986564150662e-09
1980,4.5253799285660534e-07,2.2740602734216964e-09
1981,3.751050901001918e-07,1.2651099057237047e-09
1982,4.450779087505907e-07,1.8622506869903077e-09
1983,4.104955344530481e-07,0.0
1984,4.157889126332748e-07,1.1598016991243298e-09
1985,4.583855304218787e-07,3.0077789148208467e-09
1986,3.7465534497016506e-07,1.1988970927134801e-09
1987,4.2225745033874773e-07,2.4443267410134695e-09
1988,4.215577220634259e-07,1.1993107618124554e-09
1989,3.600208025034135e-07,4.390497743145261e-09
1990,3.296433916943897e-07,2.724325431913144e-09
1991,3.2589746723488133e-07,5.2753188484189195e-09
1992,5.746871707401624e-07,1.1019888335184191e-09
1993,3.838670821210144e-07,5.539207426075166e-10
1994,3.8032221638673036e-07,5.274926606624319e-10
1995,2.966080714372765e-07,2.1689803286761844e-09
1996,3.0427124464438293e-07,0.0
1997,3.0063988987194534e-07,0.0
1998,3.013457554601473e-07,2.3840645013706308e-09
1999,3.3271065902340524e-07,2.7421207526856506e-09
2000,2.6022205545928045e-07,1.7672125984802278e-09
2001,2.725113787960254e-07,3.5049694258049158e-09
2002,2.580539462115894e-07,8.76244299341522e-10
2003,2.9793498868002644e-07,1.6667691671301554e-09
2004,3.043710705696867e-07,3.0833537945085254e-09
2005,2.5896560096327903e-07,2.251874686720612e-09
2006,2.7754576592542435e-07,8.235779835885637e-10
2007,2.5924171609403857e-07,1.1983438685803094e-09
2008,2.218126020636646e-07,4.257439678578834e-10
2009,2.393632669850376e-07,2.860915504498962e-09
2010,2.182392311311787e-07,1.4171379625338432e-09
2011,2.4091023043126825e-07,3.82397197240536e-10
2012,1.9268070339251153e-07,3.4042526575461807e-09
2013,1.896604953088854e-07,3.6258624991347688e-09
2014,1.8211393282285826e-07,2.5985342766432495e-09
2015,1.7666106177927077e-07,4.654808538617772e-09
2016,1.7005701735683942e-07,5.178350193091319e-09
2017,1.8665836165610017e-07,2.264050280587071e-09
2018,1.5695317756581062e-07,3.3559066636712487e-09
2019,1.5816124410150678e-07,3.06118530524202e-09
