year,aurez_VERB eu_VERB,aurez_VERB tu_VERB
1876,1.3422152278508293e-07,4.232210137899983e-09
1877,1.1874846705950404e-07,6.184815992682502e-10
1878,6.34104324603868e-08,0.0
1879,1.3807074594751612e-07,1.221865053580018e-09
1880,1.01401973040538e-07,6.417846254436199e-10
1881,8.506459181489845e-08,0.0
1882,9.051323957010027e-08,0.0
1883,8.278333751832179e-08,6.319338941018771e-10
1884,7.988053596363898e-08,1.9805090900604227e-09
1885,6.767917426486747e-08,6.445635691854079e-10
1886,7.873225627008651e-08,0.0
1887,7.377684596576728e-08,0.0
1888,7.481925479169149e-08,0.0
1889,9.523007804546069e-08,0.0
1890,7.603088647556433e-08,6.554386478008212e-10
1891,1.0644947678883909e-07,0.0
1892,9.528138633640992e-08,0.0
1893,8.683367269668452e-08,0.0
1894,1.2035940244459198e-07,0.0
1895,6.921406736637437e-08,0.0
1896,9.49421661289307e-08,5.89702897624278e-10
1897,6.23458333848248e-08,5.826713556089658e-10
1898,7.355861697533328e-08,5.6583548957434e-10
1899,9.286331703606265e-08,0.0
1900,6.644548022904928e-08,5.191053142894475e-10
1901,5.7005138387467014e-08,0.0
1902,6.236060556830125e-08,0.0
1903,5.994244389739833e-08,0.0
1904,6.557042553367864e-08,5.374625189347171e-10
1905,5.883265430384199e-08,0.0
1906,6.481672443214848e-08,1.0288369045596824e-09
1907,5.657127744029822e-08,0.0
1908,7.072399910157401e-08,0.0
1909,7.206288188399412e-08,5.500983557560346e-10
1910,8.390316708073442e-08,5.344150677544235e-10
1911,5.4267815130515373e-08,0.0
1912,6.824341625133457e-08,5.209421227725386e-10
1913,4.2423916823963737e-08,2.6514948014977335e-09
1914,6.227971738326232e-08,0.0
1915,3.2986132936230206e-08,0.0
1916,7.1418504887788e-08,2.197492410260793e-09
1917,4.605898240583883e-08,0.0
1918,6.891825421462272e-08,1.1486376294556067e-09
1919,4.880159565345821e-08,1.8415696745321952e-09
1920,6.512119199442168e-08,7.572231730534895e-10
1921,3.937828552125211e-08,0.0
1922,4.795657915224183e-08,0.0
1923,5.944930947521243e-08,0.0
1924,4.383152329978657e-08,0.0
1925,6.378942885021388e-08,0.0
1926,5.795991953050361e-08,0.0
1927,7.358488574027433e-08,0.0
1928,6.055801549109674e-08,1.1426041224282812e-09
1929,9.580749349424877e-08,0.0
1930,3.676261073337628e-08,0.0
1931,5.816731984964463e-08,3.4216069977333063e-09
1932,6.13734059129456e-08,0.0
1933,7.570636739728798e-08,0.0
1934,4.553000465534751e-08,0.0
1935,6.223507398317452e-08,1.196828414151696e-09
1936,4.243650053581405e-08,0.0
1937,5.288269733227935e-08,0.0
1938,4.537825049055755e-08,0.0
1939,5.8117393564316444e-08,0.0
1940,6.085878823114399e-08,2.5357829169792012e-09
1941,3.246652724442356e-08,5.9030051957620344e-09
1942,3.6410540360520827e-08,0.0
1943,3.774205836748479e-08,0.0
1944,3.855823393905666e-08,0.0
1945,3.485606470121638e-08,0.0
1946,4.037120149291695e-08,0.0
1947,6.198852986472048e-08,1.1920870957027319e-09
1948,5.870819563824625e-08,0.0
1949,5.104844191805569e-08,0.0
1950,6.38121662177582e-08,0.0
1951,7.782823274737893e-08,0.0
1952,6.85412260281737e-08,1.0544803918932644e-09
1953,8.295847209183194e-08,0.0
1954,2.443134050622575e-08,0.0
1955,3.472674947602172e-08,0.0
1956,4.883839466174322e-08,0.0
1957,4.8592706747285774e-08,8.835037701437898e-10
1958,6.4523497655955e-08,8.272243445794913e-10
1959,5.968075811324525e-08,0.0
1960,5.9519166484278685e-08,0.0
1961,4.794229724325305e-08,0.0
1962,7.673767044025226e-08,6.341956404476434e-10
1963,3.879631904624148e-08,0.0
1964,6.996563683969725e-08,0.0
1965,7.551420111440166e-08,0.0
1966,3.7665706997813686e-08,0.0
1967,5.768492528090974e-08,0.0
1968,5.1202139417227954e-08,0.0
1969,5.313856732414024e-08,0.0
1970,5.5184699476740207e-08,0.0
1971,6.782684636164049e-08,5.138397485282553e-10
1972,5.4379555081141007e-08,5.130146862875051e-10
1973,5.402939606824475e-08,0.0
1974,3.09406438248061e-08,0.0
1975,5.197447094928975e-08,5.711480177694739e-10
1976,4.056603941648973e-08,5.713526873840635e-10
1977,3.349765620441758e-08,5.876781838942691e-10
1978,4.158414057542359e-08,0.0
1979,5.559374827157626e-08,0.0
1980,4.0933084477501325e-08,0.0
1981,4.1748627666038374e-08,1.2651099057237047e-09
1982,3.662426451001011e-08,0.0
1983,3.978649232294629e-08,0.0
1984,4.1752862500743504e-08,0.0
1985,4.571824163690508e-08,0.0
1986,4.375974427262008e-08,0.0
1987,3.0554083707556856e-08,0.0
1988,3.897759981441595e-08,0.0
1989,3.1831110192115375e-08,5.488122178931576e-10
1990,2.942271493111548e-08,0.0
1991,2.5790447111262438e-08,0.0
1992,4.1324582866764104e-08,0.0
1993,4.2097976660215863e-08,0.0
1994,3.006708126918056e-08,0.0
1995,3.849940100053573e-08,5.422450821690461e-10
1996,3.3629980578098184e-08,0.0
1997,3.068732468136659e-08,0.0
1998,3.9575471788566574e-08,0.0
1999,2.8792268125243936e-08,0.0
2000,3.004261373007466e-08,0.0
2001,3.680217730561708e-08,0.0
2002,2.234422957769766e-08,0.0
2003,2.4584844382502524e-08,0.0
2004,2.5107310008820605e-08,0.0
2005,4.1434496722558833e-08,0.0
2006,4.323784352777693e-08,0.0
2007,2.915970043204652e-08,0.0
2008,3.661398295662366e-08,0.0
2009,4.339055337254649e-08,0.0
2010,4.487603533220863e-08,4.723793023408973e-10
2011,5.162362270993981e-08,7.64794394481072e-10
2012,7.251058065094185e-08,6.808505426114664e-10
2013,7.056486595047318e-08,0.0
2014,6.691225706845216e-08,0.0
2015,8.799804618320195e-08,2.2165753954528356e-10
2016,9.46602369822358e-08,0.0
2017,6.112935579949408e-08,2.515611330355938e-10
2018,6.556925313816464e-08,7.744400121190154e-10
2019,9.438655013127573e-08,0.0
