year,premières_ADJ erreurs_NOUN,premières_ADJ terreurs_NOUN
1898,2.3765091228256097e-08,5.092519295146758e-09
1899,2.5979618456517528e-08,0.0
1900,3.322274011452464e-08,5.191053142894475e-10
1901,1.8442838367604963e-08,5.029864968975062e-09
1902,1.5712908307818907e-08,1.4730852093691738e-09
1903,1.6200660368781428e-08,1.0800440541913758e-09
1904,1.7736262236667244e-08,8.599400302955473e-09
1905,1.2901897328276846e-08,5.160758931310738e-09
1906,1.594697174311932e-08,1.0288369045596824e-09
1907,1.0799970695529737e-08,1.5428529565042481e-09
1908,9.822778146428846e-09,1.2278472460991452e-08
1909,8.251475058784763e-09,3.300590023513905e-09
1910,1.2291546447329438e-08,0.0
1911,2.074945903984826e-08,6.384448969498635e-09
1912,2.031674206648404e-08,3.125652625612929e-09
1913,2.3863453435524207e-08,7.42418571064718e-09
1914,3.0135346662518714e-08,4.68772043404897e-09
1915,1.8849219074468238e-08,1.1780761921542648e-09
1916,2.6369908923129515e-08,1.2086208478478966e-08
1917,2.4126133979507358e-08,7.676496771580332e-09
1918,1.378365155346728e-08,0.0
1919,1.3811772170413406e-08,2.762354567309444e-09
1920,1.9687803387569147e-08,6.815008557481406e-09
1921,2.574734203619755e-08,0.0
1922,1.2542490601674672e-08,7.377935484775833e-10
1923,1.4862327368803108e-08,2.1231896241147297e-09
1924,1.0313299547703991e-08,1.289162443462999e-09
1925,1.4297631523163545e-08,2.1996355847875293e-09
1926,1.0031524944054127e-08,8.916910765321973e-09
1927,1.3379070296082318e-08,1.1149224654616319e-08
1928,1.3711249025050165e-08,1.3711249025050165e-08
1929,1.5596569369336066e-08,1.1140405931087116e-08
1930,2.10072066408884e-08,3.1510811737689437e-09
1931,3.5356606531422585e-08,2.2810713318222042e-09
1932,1.2055489939655217e-08,9.863582839386709e-09
1933,1.0323596200123575e-08,1.1470662197865522e-09
1934,2.6359476379411717e-08,1.1981580172459871e-09
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,1.8187071404440758e-08,2.424942913137329e-09
1937,2.2664012888640173e-08,0.0
1938,2.074434313215079e-08,1.2965214457594243e-09
1939,2.2941076593951948e-08,1.5294050470515685e-09
1940,2.5357829613881222e-08,0.0
1941,2.066051862925633e-08,2.9515025978810172e-09
1942,2.1239483061208375e-08,6.068423541449874e-09
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,9.639558484764166e-09,0.0
1945,1.089252066321933e-08,0.0
1946,2.5057987684817817e-08,2.7842208538686464e-09
1947,2.8610090296865565e-08,5.960435700558264e-09
1948,1.9569398546082084e-08,4.348755133776194e-09
1949,2.1597418964347526e-08,1.9634016634739737e-09
1950,2.8715476219076663e-08,2.1270722960764488e-09
1951,1.0661401539380222e-08,4.264560704569931e-09
1952,1.4762725264461096e-08,2.1089607837865287e-09
1953,2.3702419582605216e-08,2.1547654771580937e-09
1954,1.3681550115052232e-08,4.886268278880834e-09
1955,1.220129064449793e-08,6.569925492527773e-09
1956,2.441919733087161e-08,5.232684952005684e-09
1957,1.0602045463770082e-08,2.6505113659425206e-09
1958,2.9780077070995503e-08,5.790570245522986e-09
1959,1.0851047171911432e-08,4.650448914844674e-09
1960,2.145458388724819e-08,2.7683333403416555e-09
1961,1.320150300188061e-08,4.16889545107324e-09
1962,1.585489073363533e-08,6.976152100435229e-09
1963,1.2932106940866106e-08,1.939815863494232e-09
1964,2.9203047091641565e-08,5.475571551727398e-09
1965,3.173785145804686e-08,3.830430195250756e-09
1966,1.9940669560014612e-08,3.3234448526542337e-09
1967,2.6130779318123132e-08,9.860671168482327e-10
1968,1.7067380397861598e-08,3.5931326802796093e-09
1969,2.4071315607443466e-08,5.904285060864822e-09
1970,1.4715920038099739e-08,8.277704743875347e-09
1971,1.5415192677892264e-08,1.541519245584766e-09
1972,1.3851396474251487e-08,4.6171320100540925e-09
1973,1.7642252103655665e-08,4.9618833486420044e-09
1974,1.6314157136321228e-08,1.1251143350321513e-09
1975,1.9419033492340532e-08,5.711480177694739e-09
1976,1.2569759455516305e-08,3.4281160132820787e-09
1977,1.23412418062685e-08,1.1753563677885381e-09
1978,1.4257419245211622e-08,2.3762365408686037e-09
1979,1.404473604083023e-08,6.437170796402825e-09
1980,1.7055452161685025e-08,5.6851505725319385e-09
1981,1.707898356073656e-08,5.060439622894819e-09
1982,1.6760255405756652e-08,2.483000915987077e-09
1983,1.7682884490000106e-08,1.2630632095778083e-09
1984,1.1598016769198694e-08,4.639206796497319e-09
1985,1.6843562988810845e-08,4.812446441349039e-09
1986,1.6784559520033326e-08,1.7983456945813714e-09
1987,1.9554613928107756e-08,2.4443267410134695e-09
1988,1.798966131616453e-08,4.197587610832443e-09
1989,1.1525056464734007e-08,4.390497743145261e-09
1990,8.172976073694826e-09,1.6345953479657283e-09
1991,1.1722930182145319e-08,2.344586080837985e-09
1992,1.983579878128694e-08,4.4079553340736766e-09
1993,1.938722604677423e-08,3.877445031719162e-09
1994,1.0549853435293244e-08,2.637463358823311e-09
1995,1.3013881527967897e-08,5.964695848348356e-09
1996,1.1743802375008272e-08,1.6014276571496566e-09
1997,1.5343662340683295e-08,2.3974471297094624e-09
1998,1.716526476513991e-08,1.43043876743576e-09
1999,1.5081663917726473e-08,3.656160929565999e-09
2000,1.0603275590881367e-08,2.6508188977203417e-09
2001,1.3143635513301888e-08,1.3143635069212678e-09
2002,1.8401129509015846e-08,0.0
2003,1.3334153337041244e-08,2.9168460979889232e-09
2004,1.2773894830786503e-08,1.7619165015858584e-09
2005,1.7114247796712334e-08,2.702249757291497e-09
2006,1.1118302722934459e-08,3.706100981659688e-09
2007,1.2782334302130494e-08,1.1983438685803094e-09
2008,1.6604014163590364e-08,5.5346713878634546e-09
2009,1.7642312499788204e-08,4.291373478793048e-09
2010,1.5588517143783065e-08,2.8342759250676863e-09
2011,1.3001504761689375e-08,3.823971805871906e-09
2012,1.7021264397953928e-08,1.0212757750593937e-08
2013,1.7292574483462886e-08,7.2517249982695375e-09
2014,1.407539329534302e-08,5.413613113347537e-09
2015,1.4629397249166232e-08,6.428068743957738e-09
2016,1.9884865309904853e-08,7.45682449121432e-09
2017,1.1320251402935355e-08,4.779661555431858e-09
2018,1.4714360396794746e-08,1.1358453733123497e-08
2019,1.836711227554133e-08,6.632568272380013e-09
