year,sommes_VERB en_PRON,sommes_VERB tant_ADV
1845,4.185170965342877e-08,9.48638767539478e-09
1846,6.205771541090144e-08,2.2832555401919308e-08
1847,4.7999691332734074e-08,4.260646591092154e-08
1848,2.815827571112095e-08,2.735375304041554e-08
1849,7.709061833338637e-08,3.4355601030711114e-08
1850,5.0917471128286707e-08,5.5669765686161554e-08
1851,5.804495017969202e-08,3.224719336003545e-08
1852,3.906327350478023e-08,2.018269107395554e-08
1853,4.18035241978032e-08,3.2845626662947325e-08
1854,7.377843758149538e-08,4.2604447969551984e-08
1855,6.633671034705912e-08,3.980202833986368e-08
1856,5.487820686767009e-08,2.2779632402603056e-08
1857,5.174399575480493e-08,3.4658715009072694e-08
1858,6.704335930862726e-08,2.936205589776364e-08
1859,3.768208145515928e-08,4.3283474582267445e-08
1860,4.8060432078500526e-08,3.3871160098897235e-08
1861,9.714885607081669e-08,2.0750240636857598e-08
1862,5.1956842384015545e-08,3.6595690033891515e-08
1863,6.542953201460477e-08,4.395266373080631e-08
1864,6.616724590458034e-08,3.835782536043553e-08
1865,8.84886759422443e-08,4.706844336510585e-08
1866,7.882292862859686e-08,4.5736761933312664e-08
1867,6.69687949539366e-08,4.076361648230886e-08
1868,4.445886503390284e-08,3.408512938563035e-08
1869,6.983432143670143e-08,2.5882650689368347e-08
1870,9.575861525945584e-08,2.2362790730312554e-08
1871,9.665271250014484e-08,2.0180236148803488e-08
1872,7.619647846013322e-08,1.814201766592305e-08
1873,7.721946104766175e-08,3.6514627765882324e-08
1874,6.930546447847519e-08,1.3144139998644278e-08
1875,7.952922942422447e-08,2.9751941355016243e-08
1876,8.04119935082781e-08,3.4462285469771814e-08
1877,4.5149157301693776e-08,3.5253449937044934e-08
1878,4.046189516770937e-08,3.2611080058586595e-08
1879,7.697749992985337e-08,8.125402928271797e-08
1880,6.546203223933844e-08,3.3372799634889816e-08
1881,6.693607446095484e-08,2.649552932609822e-08
1882,6.721938916598447e-08,3.4608003574021495e-08
1883,6.19295192905156e-08,4.802697617378726e-08
1884,6.46966284989503e-08,9.836528391815591e-08
1885,6.381179673553561e-08,5.1565084646654213e-08
1886,4.5174246565693466e-08,3.484870347847391e-08
1887,6.920659956222153e-08,1.3384295982632466e-07
1888,6.086990111953128e-08,4.057993407968752e-08
1889,6.641045047217631e-08,3.00726554769426e-08
1890,7.275369284798217e-08,3.6704562944578356e-08
1891,8.286485808639554e-08,3.378336543846672e-08
1892,6.769993632360638e-08,4.952124754709075e-08
1893,6.77425830986067e-08,4.249307394843527e-08
1894,5.4823392048319874e-08,2.835692747282792e-08
1895,6.740847879882494e-08,1.2157600792761514e-07
1896,5.7201180680976904e-08,2.299841384001411e-08
1897,7.516460698298033e-08,5.302309347143819e-08
1898,6.733442603490403e-08,4.2437662273187016e-08
1899,5.9145087050183065e-08,2.266307141951529e-08
1900,6.229263505019844e-08,2.2321527737290126e-08
1901,4.806315345717849e-08,1.2854099118442264e-08
1902,6.727088930347236e-08,2.7006560543441083e-08
1903,5.4542223182352245e-08,1.674068350610014e-08
1904,5.0521478556220245e-08,2.3110889202371254e-08
1905,6.967025001358707e-08,1.2385822145688508e-08
1906,6.07013745934637e-08,2.0576738535282857e-08
1907,5.091414934099703e-08,2.9314207949937554e-08
1908,6.630375537497457e-08,1.964555629285769e-08
1909,6.876229718955074e-08,1.870334465081669e-08
1910,5.344150721953156e-08,4.1684376839157267e-08
1911,5.852411533169288e-08,2.2345570727111408e-08
1912,6.355493553655833e-08,3.854971808436858e-08
1913,4.719660751106858e-08,3.712092677687906e-08
1914,4.8216556081115414e-08,3.750176347239176e-08
1915,6.243804051564439e-08,2.1205371680821372e-08
1916,8.020847275247434e-08,2.197492321442951e-08
1917,6.031533672512523e-08,4.7155623406069935e-08
1918,8.729645628591243e-08,1.9526840588923733e-08
1919,8.102906434714896e-08,3.038589824200244e-08
1920,7.723676276327751e-08,3.558949046578164e-08
1921,6.588290091258386e-08,4.013556065274315e-08
1922,6.123686802084194e-08,3.098733003525922e-08
1923,8.598917844437892e-08,2.7601466001669905e-08
1924,4.383152329978657e-08,3.0939897754933554e-08
1925,7.808706214973427e-08,3.959344141435395e-08
1926,5.795991953050361e-08,3.1209186346359274e-08
1927,4.6826745148109694e-08,3.6792442870137165e-08
1928,6.741364444451392e-08,3.6563331917705e-08
1929,8.466708578680482e-08,3.0079096546842266e-08
1930,5.146765857944047e-08,3.361153133596417e-08
1931,1.0606981959426776e-07,1.3686427990933225e-08
1932,6.794912366103745e-08,3.06867029564728e-08
1933,6.423570653169008e-08,1.0323596200123575e-08
1934,5.391711255242626e-08,1.4377896206951846e-08
1935,6.582556011380802e-08,2.5133395809007197e-08
1936,7.274828561776303e-08,2.3036957230715416e-08
1937,6.295559273894469e-08,3.399602022113868e-08
1938,7.649476430060531e-08,2.2040865133021725e-08
1939,3.976452944698394e-08,2.2941076593951948e-08
1940,7.100192078723921e-08,2.2822046474857416e-08
1941,7.083606590185809e-08,2.066051862925633e-08
1942,1.1833425617169269e-07,1.8205270180260413e-08
1943,7.548411673496958e-08,2.322588166236983e-08
1944,7.069009200222354e-08,2.5705489292704442e-08
1945,8.931866801731303e-08,1.089252066321933e-08
1946,8.352662916877307e-08,6.960552134671616e-09
1947,1.4424253436118306e-07,2.8610090296865565e-08
1948,6.958008214041911e-08,2.5005341797168512e-08
1949,8.14811684790584e-08,2.4542520904446974e-08
1950,6.912984673590472e-08,1.595304155443955e-08
1951,6.076999170545605e-08,2.0256663901818683e-08
1952,7.170466886918803e-08,3.4797853487589236e-08
1953,7.433941107137798e-08,1.4005975934594517e-08
1954,7.231676590890856e-08,2.34540866728139e-08
1955,6.288357212724804e-08,2.0648336374051723e-08
1956,6.192010459926678e-08,1.4825940475304833e-08
1957,7.509782307124624e-08,1.9437083054185678e-08
1958,7.610464081153623e-08,1.3235589513271862e-08
1959,7.440718263751478e-08,3.720359131875739e-08
1960,9.481541951572581e-08,2.145458388724819e-08
1961,1.1881352435239023e-07,1.896847550142411e-07
1962,1.033738925571015e-07,2.029426049432459e-08
1963,9.634419484427781e-08,2.7157422977097667e-08
1964,9.004273238133464e-08,7.969998705448234e-08
1965,9.63079642701814e-08,2.5171399187229326e-08
1966,6.2591546168278e-08,1.8832853498906843e-08
1967,7.642019994591465e-08,2.9582013283402375e-08
1968,1.0375170944598722e-07,2.9643343779639508e-08
1969,8.538504658872625e-08,2.634219598007803e-08
1970,8.829552200495527e-08,1.7935027685211935e-08
1971,9.043579751732977e-08,3.596878173084406e-08
1972,6.463984902893571e-08,2.4111690422046195e-08
1973,8.765994152781786e-08,2.205281468548037e-08
1974,8.044567323395313e-08,2.418995848074701e-08
1975,8.909908899568109e-08,1.0851811893530794e-08
1976,8.227478787148357e-08,1.1369918695436354e-07
1977,1.010806442991452e-07,7.463513185257398e-08
1978,8.198016132610064e-08,4.455443658457625e-08
1979,1.0709111109008518e-07,5.383815349091492e-08
1980,6.253665674194053e-08,3.467942022439274e-08
1981,8.09670339663171e-08,4.1748627666038374e-08
1982,8.876727974893583e-08,4.0969514003563745e-08
1983,7.830991677337806e-08,4.357568172963511e-08
1984,8.872483192590153e-08,5.3930779841948606e-08
1985,8.421780961498371e-08,3.128090142467954e-08
1986,9.291452585102888e-08,5.454981888419752e-08
1987,8.310711052672559e-08,5.255302326645506e-08
1988,7.675588875599715e-08,2.7584148298842592e-08
1989,9.878620232939284e-08,4.390497565509577e-08
1990,1.0188977483949202e-07,3.650596269721973e-08
1991,1.2250461622898e-07,3.634108480810028e-08
1992,8.871010237498922e-08,4.022259147973273e-08
1993,9.416652346772025e-08,3.600484888011124e-08
1994,8.59813056308667e-08,5.1694279079583794e-08
1995,1.0899125868490955e-07,6.669614549537073e-08
1996,9.341661666439904e-08,2.5089033073300016e-08
1997,1.1076205908011616e-07,2.3974472185273044e-08
1998,9.536258716025259e-08,4.482041404685333e-08
1999,1.2248139569237537e-07,3.290544725587097e-08
2000,1.2105405744478048e-07,7.289752090855472e-08
2001,1.1172090097488763e-07,3.63640566547474e-08
2002,1.0602555988725726e-07,5.827024551763316e-08
2003,9.958945668131491e-08,3.9169076870848585e-08
2004,1.1496505436525695e-07,4.8893184612097684e-08
2005,1.0718923704189365e-07,3.828187189469645e-08
2006,9.718220184140591e-08,8.071064172554543e-08
2007,8.508241222671131e-08,5.072988784604604e-08
2008,1.0345578260739785e-07,5.960415450090295e-08
2009,1.0919161042011183e-07,4.8635563132393145e-08
2010,9.683775914481885e-08,5.1016964874861515e-08
2011,1.158663494038592e-07,6.95962896202218e-08
2012,1.1642543995549204e-07,1.0451055487692429e-07
2013,1.0263980243507831e-07,8.451048927327065e-08
2014,1.2364691315269738e-07,4.872251579968179e-08
2015,1.0683893236773656e-07,5.120289259252786e-08
2016,1.3608703852696635e-07,6.876848601677921e-08
2017,1.393648716430107e-07,4.7293493565803146e-08
2018,1.7528158480217826e-07,6.272964014897298e-08
2019,1.4999808684024174e-07,5.229524902006233e-08
