year,des_DET issues_NOUN,des_DET tissus_NOUN
1929,6.684243825105796e-09,1.2722343907256572e-06
1930,1.05036033204442e-08,1.4684038003309752e-06
1931,7.983749661377715e-09,1.4792748146419399e-06
1932,3.287861094491973e-09,1.3173362649609999e-06
1933,9.176529758292418e-09,1.464803565554007e-06
1934,7.188948103475923e-09,1.513273518938263e-06
1935,8.377798899061872e-09,1.553483308214254e-06
1936,9.699771652549316e-09,1.6150119357405401e-06
1937,7.554670666820584e-09,1.6569911345243327e-06
1938,5.186085783037697e-09,1.7127048863585514e-06
1939,9.176430282309411e-09,1.5248168487858038e-06
1940,7.607348528892999e-09,1.437788885283453e-06
1941,2.9515025978810172e-09,1.8122226315142598e-06
1942,0.0,1.5626191149920032e-06
1943,2.9032352077962287e-09,1.4138755242143475e-06
1944,6.4263723231761105e-09,1.5744612245072176e-06
1945,2.178504043826024e-09,1.3267090190893782e-06
1946,4.1763312808029696e-09,1.3071916384888027e-06
1947,3.5762612871081956e-09,1.3744764046919045e-06
1948,8.697510267552389e-09,1.6155625388591943e-06
1949,7.853606653895895e-09,1.416594304970431e-06
1950,2.1270722960764488e-09,1.286878752893017e-06
1951,6.396841278899501e-09,1.404106640734426e-06
1952,3.163441175679793e-09,1.5300510174398596e-06
1953,2.1547654771580937e-09,1.595603881909824e-06
1954,6.840775057526116e-09,1.487379947207046e-06
1955,2.815682353940474e-09,1.4707247864009787e-06
1956,6.976913269340912e-09,1.5916083455635999e-06
1957,6.184526224473075e-09,1.484286292097181e-06
1958,1.6544486891589827e-09,1.4037997626559218e-06
1959,6.200598257066758e-09,1.938462002470942e-06
1960,7.612916519406099e-09,1.369632954606459e-06
1961,6.94815938118154e-09,1.3555858568992107e-06
1962,1.331810839388936e-08,1.1035004048309816e-06
1963,5.819448034571906e-09,1.3307137614049225e-06
1964,1.0951143103454797e-08,1.2234860342630327e-06
1965,4.377634699181954e-09,1.2016607815468205e-06
1966,8.862519607077957e-09,1.2695559448161475e-06
1967,1.3804939413830652e-08,1.125102619070617e-06
1968,7.635406973349745e-09,1.1843863774174679e-06
1969,1.1808570121729645e-08,9.746612050776093e-07
1970,1.0117194748637814e-08,1.031034191356639e-06
1971,1.0790635052160269e-08,9.906830022998747e-07
1972,8.721249500354133e-09,1.0147430078433217e-06
1973,8.269805285010534e-09,1.0480600618478775e-06
1974,7.875800511758513e-09,8.567745890530887e-07
1975,7.996072248772634e-09,8.190262548168903e-07
1976,1.085570122683066e-08,7.736115108514241e-07
1977,1.1753563289307323e-08,8.732897622820701e-07
1978,1.4851478380428773e-08,8.423758437459128e-07
1979,6.437170463335917e-09,8.543881122591301e-07
1980,7.95921106799824e-09,7.794341598810206e-07
1981,1.3283654176632353e-08,7.875309311344836e-07
1982,1.8001756529884005e-08,8.175280257205486e-07
1983,1.7051353551345017e-08,9.075109073108933e-07
1984,1.739702604197646e-08,7.527112959593296e-07
1985,1.142956040922627e-08,8.042800825336371e-07
1986,1.2588419195935785e-08,9.681094113034305e-07
1987,1.099947066762752e-08,9.184557789865266e-07
1988,1.2592763276586538e-08,8.449144370814565e-07
1989,1.3171493229435782e-08,7.238832964162611e-07
1990,1.2531897297662908e-08,9.088350090280528e-07
1991,1.1136783939491579e-08,8.288111956744615e-07
1992,1.1019888224161889e-08,8.34205549082867e-07
1993,2.3264671966671813e-08,8.646702962522568e-07
1994,1.8462243289718572e-08,6.820480091818126e-07
1995,9.760411145975922e-09,7.819174125955897e-07
1996,1.4946657245218375e-08,9.11746134590885e-07
1997,1.7741109914481967e-08,7.350573216768908e-07
1998,1.7165264432073002e-08,7.891253623881767e-07
1999,1.0511462728013399e-08,7.536261925622512e-07
2000,1.899753598877396e-08,7.886185962036052e-07
2001,1.9715452381774412e-08,8.604700063585824e-07
2002,1.2267419968736704e-08,7.255303078324005e-07
2003,5.000307723435071e-09,7.575465925668823e-07
2004,1.8940601975714344e-08,8.985774417880066e-07
2005,1.2160123685767132e-08,7.786983182711538e-07
2006,1.1941880373456115e-08,8.622861731311104e-07
2007,1.4380126422963713e-08,8.120776815445652e-07
2008,1.2772319202269955e-08,9.298248002664877e-07
2009,1.4304577744539415e-08,8.41109184079869e-07
2010,1.6533276081531767e-08,9.683775950009021e-07
2011,1.453109355065152e-08,1.1208061927447943e-06
2012,1.9404239604003948e-08,1.1138715230174512e-06
2013,1.1714324732459147e-08,8.651865908149148e-07
2014,1.364230457767679e-08,8.135577509449377e-07
2015,1.6624315479774054e-08,8.773205664169836e-07
2016,1.8642060617413136e-08,8.082369031825465e-07
2017,1.559679022045124e-08,8.286423742731586e-07
2018,1.4972507067501084e-08,8.567888123423018e-07
2019,1.0969247732361964e-08,7.872348035675714e-07
