year,leurs_DET erreurs_NOUN,leurs_DET terreurs_NOUN
1927,5.89793996752519e-07,5.5746124161260013e-08
1928,6.078654042340759e-07,3.427812345080383e-08
1929,5.180288684680789e-07,3.007909676888687e-08
1930,6.260147618064593e-07,5.461873797685257e-08
1931,6.067649636065653e-07,2.0529641986399838e-08
1932,5.39209186634082e-07,2.4110979879310435e-08
1933,5.425623053056938e-07,2.408838994938378e-08
1934,6.182495173590041e-07,3.1152110224752505e-08
1935,6.379095696118497e-07,3.231436807027421e-08
1936,5.880486422249476e-07,3.15242587589637e-08
1937,5.653411774275696e-07,1.7627565185307503e-08
1938,6.288129235088036e-07,1.8151300906765755e-08
1939,6.148208475664774e-07,2.2941076593951948e-08
1940,5.096923603176151e-07,1.7750480196809804e-08
1941,5.548825119383594e-07,3.246652724442356e-08
1942,7.979977236782787e-07,2.1239483061208375e-08
1943,6.706473110185129e-07,4.935499831049128e-08
1944,6.844086311019737e-07,3.534504600111177e-08
1945,8.387240679752495e-07,1.5249527862692958e-08
1946,6.821341340668141e-07,2.7842208538686464e-08
1947,6.401507686160102e-07,3.2186353138285995e-08
1948,6.414413915578621e-07,3.370285384107774e-08
1949,6.842454745026316e-07,2.3560819073509265e-08
1950,7.11505688144598e-07,2.1270722072586068e-08
1951,5.863771248559857e-07,2.9851925376078725e-08
1952,5.304036281295055e-07,3.796129277588989e-08
1953,5.11756811372166e-07,3.3398865895151175e-08
1954,5.873294117719752e-07,4.29991580119804e-08
1955,5.678292804844887e-07,2.1586897602787758e-08
1956,5.503040458876285e-07,2.616342520411763e-08
1957,5.36286807406583e-07,2.297109880089465e-08
1958,5.418319681815831e-07,2.2335056470978998e-08
1959,5.363517567857912e-07,2.325224279786653e-08
1960,5.557429432201388e-07,2.2146666722733244e-08
1961,6.642440153470375e-07,2.153929301584867e-08
1962,6.976151776250106e-07,3.55149545328004e-08
1963,5.774185645179841e-07,2.133797494252576e-08
1964,8.061257803504418e-07,2.8594651979574337e-08
1965,6.117744426603622e-07,3.173785145804686e-08
1966,5.616621914228404e-07,3.8773524835278295e-08
1967,8.026586240106326e-07,3.056808139945133e-08
1968,6.56644984609045e-07,4.1770168185406575e-08
1969,6.871679554265597e-07,2.2254612375149918e-08
1970,6.139298101004442e-07,3.403056539341698e-08
1971,6.263706335829511e-07,3.8024140502912473e-08
1972,5.663682118850488e-07,2.5137719794621205e-08
1973,6.444935385374606e-07,2.7014699421901156e-08
1974,4.95612869855222e-07,2.3627400480563665e-08
1975,4.603453001017499e-07,2.6843955946986853e-08
1976,4.6508107498510753e-07,2.742492810625663e-08
1977,5.048155387044062e-07,1.9393379346865913e-08
1978,4.740592025598289e-07,2.0198010375338527e-08
1979,4.6698747846463107e-07,2.0481905949054635e-08
1980,4.934710640114304e-07,1.8760998088396263e-08
1981,4.586023489849822e-07,1.4548763971333756e-08
1982,5.276377210705618e-07,1.738100685599875e-08
1983,4.496504928397371e-07,1.8314416649900522e-08
1984,4.818976035991795e-07,1.797692661398287e-08
1985,4.6440107404066566e-07,1.5640450379272863e-08
1986,4.2321068161044195e-07,1.7983456501724504e-08
1987,4.717550554644845e-07,1.588812459374367e-08
1988,4.4194602777380965e-07,1.9188971966954682e-08
1989,4.769178034713661e-07,2.3050113373557224e-08
1990,4.5605209564314464e-07,2.2884334427430986e-08
1991,4.513328226707358e-07,1.582595565707834e-08
1992,4.93140007939985e-07,1.597883780846132e-08
1993,4.929894332761364e-07,3.0465642453236796e-08
1994,4.42566331138039e-07,1.846224317869627e-08
1995,4.267468818319742e-07,1.572510655023507e-08
1996,4.233107215867449e-07,1.49466583554414e-08
1997,4.6798170849626786e-07,1.0548768192286673e-08
1998,4.772897246319019e-07,1.9072516010965046e-08
1999,4.670745470392035e-07,1.690974471557638e-08
2000,4.7052036311612255e-07,1.8113929911578452e-08
2001,4.714183976517461e-07,2.4534785397767322e-08
2002,4.955161481134951e-07,2.8477939117976803e-08
2003,4.887800324482328e-07,2.708499913239848e-08
2004,5.105152860451767e-07,2.2023955992267474e-08
2005,4.958628325724135e-07,1.8014997493764895e-08
2006,5.550915673779855e-07,1.2765458912156191e-08
2007,4.897232050993239e-07,1.55784704303219e-08
2008,4.942887379399963e-07,2.8524845679944733e-08
2009,5.211634581669955e-07,2.336414262060771e-08
2010,5.248134096191848e-07,1.8895171649546683e-08
2011,5.517991370496134e-07,2.1796640020665947e-08
2012,4.932761923370776e-07,2.5872321507414142e-08
2013,4.6773627992990896e-07,3.0122549787847674e-08
2014,5.573855705875985e-07,3.378094506900631e-08
2015,4.989511479536191e-07,3.2583657022522416e-08
2016,5.700328040703084e-07,4.8676490838062136e-08
2017,5.023675688775597e-07,3.3457629555755375e-08
2018,5.258447695055679e-07,2.7879840047706494e-08
2019,5.124934232547673e-07,2.8571061960747102e-08
