year,mais_CONJ elles_PRON,mais_CONJ tel_ADJ
1848,1.4627822565671522e-05,7.482056219032529e-07
1849,1.4104231070177775e-05,8.019100334877294e-07
1850,1.4376378430824843e-05,8.635603023776639e-07
1851,1.4391277318281936e-05,7.868315492487454e-07
1852,1.4799771975049225e-05,7.754059652143042e-07
1853,1.5270229937414115e-05,7.882950114890264e-07
1854,1.4686584620449139e-05,8.879390804850118e-07
1855,1.4672088980205444e-05,7.259889969191136e-07
1856,1.4292148989625275e-05,8.174781953584898e-07
1857,1.4523953836942383e-05,8.527996442353469e-07
1858,1.433847103271546e-05,7.986479317878548e-07
1859,1.493992726864235e-05,9.283031943141395e-07
1860,1.46703317795982e-05,7.405883764022292e-07
1861,1.4337473203340778e-05,9.370619977744354e-07
1862,1.3912686881667469e-05,8.394418671286985e-07
1863,1.327220587654665e-05,8.690640243003145e-07
1864,1.4613851590183913e-05,8.395568613650539e-07
1865,1.4527204371006519e-05,7.469762124401313e-07
1866,1.3929276633461996e-05,7.887158801622718e-07
1867,1.4215340684131661e-05,8.982554220438033e-07
1868,1.4787018585593614e-05,8.061874439135863e-07
1869,1.4701346231049683e-05,7.803863582012127e-07
1870,1.4927449456081376e-05,7.609082786075305e-07
1871,1.3941357337898808e-05,7.0312191269295e-07
1872,1.4445279020947055e-05,7.583363412777544e-07
1873,1.5245754866555217e-05,7.153275305427087e-07
1874,1.4513520227410481e-05,7.175505629675172e-07
1875,1.3976546142657753e-05,7.495200691209902e-07
1876,1.5257723021022684e-05,7.962601387134782e-07
1877,1.4525658684760856e-05,7.044505423436931e-07
1878,1.3930365867054206e-05,7.258984453528683e-07
1879,1.4045338616597292e-05,7.612219405928045e-07
1880,1.3677072274731472e-05,8.41379630855954e-07
1881,1.3254039231469505e-05,7.091040288287331e-07
1882,1.3737380413658684e-05,7.121262228793057e-07
1883,1.3525280905923864e-05,7.614803223532363e-07
1884,1.3974471698929847e-05,6.75353618362351e-07
1885,1.3678283835361071e-05,7.702534503550851e-07
1886,1.2977270785086148e-05,7.098810215211415e-07
1887,1.3441096939459385e-05,6.639916421136149e-07
1888,1.3095271583551948e-05,7.564353268207924e-07
1889,1.3637323036164162e-05,6.860324788249272e-07
1890,1.3403065281636373e-05,6.42329865740976e-07
1891,1.350760976492893e-05,6.839538286840252e-07
1892,1.2965164046363498e-05,7.045807990380126e-07
1893,1.331511271018826e-05,7.137604711715539e-07
1894,1.3514281363313785e-05,6.540997787851666e-07
1895,1.3427528756437823e-05,6.999648576311301e-07
1896,1.323941989994637e-05,7.312315801755176e-07
1897,1.3283159319144033e-05,7.289218615369464e-07
1898,1.357043231564603e-05,8.391340315938578e-07
1899,1.3178299468563637e-05,6.771283551643137e-07
1900,1.3299997249305306e-05,6.286365419327922e-07
1901,1.3548779861594085e-05,7.080932391545502e-07
1902,1.2620411666830478e-05,5.592813323573864e-07
1903,1.3387146282184403e-05,7.160691950502951e-07
1904,1.3196854752095533e-05,7.314864944873989e-07
1905,1.2724883163173217e-05,7.751460202598537e-07
1906,1.3011186297262611e-05,6.255328344195732e-07
1907,1.2860708011430688e-05,5.677698879935633e-07
1908,1.3110462305121473e-05,6.134324905815447e-07
1909,1.3298077647050377e-05,6.639687057941046e-07
1910,1.283237486404687e-05,6.84585700128082e-07
1911,1.3072159049443144e-05,7.028214099591423e-07
1912,1.2917801882394997e-05,6.423216518669506e-07
1913,1.2953082318745146e-05,7.021158410225325e-07
1914,1.2658184687097673e-05,6.931129803433578e-07
1915,1.3001249271837878e-05,6.102434610966156e-07
1916,1.3295927828949061e-05,7.185799972830864e-07
1917,1.2586164984895731e-05,6.163130308323161e-07
1918,1.2142248124291655e-05,6.271561403536907e-07
1919,1.2096350246793008e-05,5.975893770937546e-07
1920,1.2502511481216061e-05,6.799864138429257e-07
1921,1.2134570624766639e-05,7.466728959570901e-07
1922,1.2237043847562745e-05,6.62538610640695e-07
1923,1.189835484183277e-05,7.675330380152445e-07
1924,1.1730088999684085e-05,7.46425058650857e-07
1925,1.1931923154406832e-05,6.983842979479959e-07
1926,1.1857262506964616e-05,6.854875209683087e-07
1927,1.226080257765716e-05,6.778728902645526e-07
1928,1.1703694326570258e-05,6.147210172002815e-07
1929,1.1829997220047517e-05,6.706524402488867e-07
1930,1.2079143971277517e-05,7.205472059013118e-07
1931,1.1625479828580865e-05,7.43629271937607e-07
1932,1.140558947554382e-05,6.641479046720633e-07
1933,1.1261896361247636e-05,6.595630850370071e-07
1934,1.131780095420254e-05,5.727195286908682e-07
1935,1.1338752756273607e-05,6.055951757844014e-07
1936,1.1474830216684495e-05,6.34122585552177e-07
1937,1.1253941011091229e-05,7.013252911747259e-07
1938,1.1856688843181473e-05,6.612259539906518e-07
1939,1.175041916212649e-05,6.54585363690785e-07
1940,1.0797363756864797e-05,6.390172870851529e-07
1941,1.0870384130612365e-05,6.552335776177642e-07
1942,1.1633167787294951e-05,6.007739159485936e-07
1943,1.2303911034905468e-05,8.593576410476089e-07
1944,1.1686357765938737e-05,6.587031577964808e-07
1945,1.1576570614124648e-05,7.036568092644302e-07
1946,1.162133798970899e-05,7.238974433221301e-07
1947,1.127118366639479e-05,7.688962000429456e-07
1948,1.1490498309285613e-05,7.044983192372456e-07
1949,1.1606649422901683e-05,6.665748628620349e-07
1950,1.148619071500434e-05,7.178869054769166e-07
1951,1.1601737014643732e-05,6.823297269420436e-07
1952,1.1317737744320766e-05,6.85412260281737e-07
1953,1.1598025594139472e-05,6.108760146616987e-07
1954,1.1423117257436388e-05,6.205560509897623e-07
1955,1.1145409416712937e-05,6.138187700344133e-07
1956,1.1388939128664788e-05,6.314106428817468e-07
1957,1.1348605767125264e-05,6.334721831535717e-07
1958,1.1413214224376134e-05,5.86502068244954e-07
1959,1.148350770563411e-05,6.433120631754718e-07
1960,1.1170917332492536e-05,6.692445708722516e-07
1961,1.152769095824624e-05,6.545166115756729e-07
1962,1.1258875701969373e-05,6.722473528952833e-07
1963,1.1677045449687284e-05,6.349664545268752e-07
1964,1.123769766309124e-05,6.114388213518396e-07
1965,1.1738080502254888e-05,6.500787606000813e-07
1966,1.1700187542373897e-05,6.635811473643116e-07
1967,1.1530575875440263e-05,6.927121489752608e-07
1968,1.1821406360468245e-05,7.172791072207474e-07
1969,1.123312949857791e-05,6.399336882623174e-07
1970,1.1031421536245034e-05,7.178609564562066e-07
1971,1.0996171113220043e-05,6.510349521704484e-07
1972,1.1013399216608377e-05,6.540937249610579e-07
1973,1.0789339967232081e-05,6.014905125084624e-07
1974,1.084047653421294e-05,5.501809141605918e-07
1975,1.0179000241805625e-05,6.077015086702886e-07
1976,1.0614590337354457e-05,5.850651518812811e-07
1977,1.0793884939630516e-05,6.088345969601505e-07
1978,1.0977024658131995e-05,6.314848519650695e-07
1979,1.0665806712495396e-05,6.735621127518243e-07
1980,1.0794963827720494e-05,5.867075572041358e-07
1981,1.0983684433085728e-05,6.16741061776338e-07
1982,1.1156123036926147e-05,6.15784216506654e-07
1983,1.0826977813849226e-05,5.772199074272066e-07
1984,1.0870241567317862e-05,5.717822375572723e-07
1985,1.0620467946864665e-05,6.214071390786557e-07
1986,1.0865604281207197e-05,5.688766577804927e-07
1987,1.0872976645259769e-05,6.165814170344674e-07
1988,1.076501371244376e-05,5.948581360826211e-07
1989,1.0843980589925195e-05,5.954612447567342e-07
1990,1.0953422815873637e-05,5.879094260308193e-07
1991,1.085836447600741e-05,6.049031924248993e-07
1992,1.116479961638106e-05,5.592593197434326e-07
1993,1.1102233429483022e-05,5.849403237334627e-07
1994,1.1404391216274234e-05,6.150564217932697e-07
1995,1.1155608490298619e-05,5.444140640520345e-07
1996,1.1222271723454469e-05,5.460868521822704e-07
1997,1.1527406059030909e-05,5.868950836429576e-07
1998,1.1625176057350473e-05,5.726523113480653e-07
1999,1.174313206320221e-05,5.342565287946854e-07
2000,1.1977283747910406e-05,5.124916668819424e-07
2001,1.1770125865950831e-05,4.893813496664734e-07
2002,1.1781980902014766e-05,5.559770102081529e-07
2003,1.2011988474114332e-05,5.925364519043796e-07
2004,1.182686446554726e-05,5.435512377971463e-07
2005,1.1899807532245177e-05,5.314424242897076e-07
2006,1.2005296639472363e-05,5.340903328487911e-07
2007,1.1660684549497091e-05,5.140895069644102e-07
2008,1.1637285751930904e-05,5.147244621639402e-07
2009,1.1637250736384885e-05,4.5488555144856946e-07
2010,1.2073070593032753e-05,4.931639949745659e-07
2011,1.1645906170087983e-05,4.397567749947484e-07
2012,1.1727310265996493e-05,4.187230899788119e-07
2013,1.1862985729749198e-05,4.811240614799317e-07
2014,1.1671533229673514e-05,5.242542755468094e-07
2015,1.1313622053421568e-05,5.313131339335087e-07
2016,1.1678836926876102e-05,5.348200033949979e-07
2017,1.1229437404836062e-05,4.560803432696048e-07
2018,1.1524441788424156e-05,4.716339674359915e-07
2019,1.1411844070607913e-05,5.040751744900263e-07
