year,plus_ADV eu_VERB,plus_ADV tu_VERB
1849,1.0139092410099693e-06,2.8490010572923552e-08
1850,9.647163778936374e-07,2.104588769924476e-08
1851,1.1060787983296905e-06,2.644269914142683e-08
1852,1.0241087693430018e-06,2.2135855370919444e-08
1853,1.0856972494366346e-06,1.5527023000672102e-08
1854,1.0271828614349943e-06,3.16935526711859e-08
1855,9.579021025274415e-07,4.2455496895854594e-08
1856,1.029225245474663e-06,2.485050787370824e-08
1857,1.1129840231660637e-06,3.514686719441329e-08
1858,9.753096037456999e-07,4.5511185930990905e-08
1859,1.0403309715911746e-06,1.884104161575806e-08
1860,9.364918014398427e-07,5.126445934422463e-08
1861,1.0096878213516902e-06,3.3483342765094903e-08
1862,9.415483646080247e-07,3.6595689145713095e-08
1863,9.734516197568155e-07,4.145535292821023e-08
1864,1.0706627335821395e-06,3.596045816678384e-08
1865,9.907906814987655e-07,3.5772016238055926e-08
1866,1.105467276829586e-06,2.530118803356629e-08
1867,1.0472367648617364e-06,2.620518202434141e-08
1868,9.138767040894891e-07,2.9639244836232592e-08
1869,1.0338410447729984e-06,2.3929244807874284e-08
1870,1.1043778158636997e-06,2.9243649279919737e-08
1871,1.0674283430489595e-06,1.4869648179427486e-08
1872,1.0679601700758212e-06,2.8422495468305442e-08
1873,9.691341347206617e-07,2.7535620672480832e-08
1874,1.093950913855224e-06,2.9275584623178474e-08
1875,1.0052723382614204e-06,3.432916295675881e-08
1876,8.651847451801586e-07,2.5393262825801344e-08
1877,9.029831176121661e-07,4.0201304507547775e-08
1878,1.0417428484288394e-06,1.6305539585204087e-08
1879,9.243408953807375e-07,2.016077393918181e-08
1880,1.019795718093519e-06,2.1820678153261497e-08
1881,9.55233531385602e-07,1.8825769887431676e-08
1882,9.284262318942638e-07,2.9283695024417966e-08
1883,1.0351077435188927e-06,1.7694149478941767e-08
1884,9.612070925868466e-07,2.9047466654219534e-08
1885,9.301052159571555e-07,2.320428871271929e-08
1886,9.62856802289025e-07,1.0325542199041138e-08
1887,1.016553596855374e-06,2.6768590455361618e-08
1888,1.0614188568069949e-06,1.268122895581314e-08
1889,1.0387597058070241e-06,7.51816386923565e-09
1890,9.294120104641479e-07,1.9663160266691904e-08
1891,1.0491966122572194e-06,1.784781566982474e-08
1892,9.734999366628472e-07,2.005923960268774e-08
1893,9.915050895870081e-07,2.4633665995921206e-08
1894,1.0271509154335945e-06,2.9617234442724794e-08
1895,1.0027011967395083e-06,1.444467434552621e-08
1896,1.0490814474906074e-06,3.1843957581934035e-08
1897,1.0097694485011743e-06,1.514945524583311e-08
1898,9.738029120853753e-07,4.470100445352898e-08
1899,1.0143106692339643e-06,2.2110313580014918e-08
1900,1.0106980425916845e-06,3.4260949410835906e-08
1901,9.590276022208855e-07,2.2354955442338564e-08
1902,8.023403665902151e-07,1.6694965410124496e-08
1903,9.099371141019219e-07,3.726151920346865e-08
1904,1.0088170938615804e-06,3.0097901948522576e-08
1905,9.862210390565451e-07,3.818961769042062e-08
1906,9.064053188012622e-07,3.4980454532984595e-08
1907,8.938261544244597e-07,3.7028472288369585e-08
1908,9.130272360380332e-07,3.045061314210784e-08
1909,9.285660098612425e-07,3.300590112331747e-08
1910,9.27744565615285e-07,5.825124116398683e-08
1911,8.108250426630548e-07,2.500575835284735e-08
1912,8.882063298187859e-07,4.636384742795485e-08
1913,9.248414016838069e-07,4.560571031930749e-08
1914,8.123150223582343e-07,4.28591603318651e-08
1915,9.318582669948228e-07,2.473960047932877e-08
1916,1.0449076626173337e-06,3.95548644949173e-08
1917,1.0944492032649578e-06,5.04455535121906e-08
1918,1.010801156553498e-06,3.216185273657857e-08
1919,9.419628668183577e-07,3.038589824200244e-08
1920,8.041710088946274e-07,3.028892692213958e-08
1921,9.208461051457562e-07,4.3921935533042245e-08
1922,8.809254836705804e-07,5.5334517412575224e-08
1923,8.981091923487838e-07,4.0340601525912234e-08
1924,9.320644380750309e-07,4.769901051915326e-08
1925,9.249467893823748e-07,5.2791253146722283e-08
1926,8.816595595817489e-07,4.124071395494866e-08
1927,1.0379928880865918e-06,5.0171510945773434e-08
1928,1.0786183111122227e-06,4.1133747963328915e-08
1929,9.580749065207783e-07,4.3447585085232276e-08
1930,8.717991022422211e-07,4.2014414169955216e-08
1931,8.474179935546999e-07,3.079446209142134e-08
1932,7.923745215521194e-07,3.507051804518824e-08
1933,8.006522307368868e-07,2.982372127036115e-08
1934,8.554848136554938e-07,5.391710899971258e-08
1935,7.851194254726579e-07,2.992070946561398e-08
1936,7.105082886482705e-07,4.243650097990326e-08
1937,8.083497959887609e-07,2.8959572295761404e-08
1938,6.923424393789901e-07,4.408172937786503e-08
1939,8.029376772356045e-07,2.7529289958749814e-08
1940,8.494872645314899e-07,4.05725257834888e-08
1941,7.614876835759787e-07,7.9690567034163e-08
1942,8.617161597612721e-07,8.799214423760304e-08
1943,7.432282131958345e-07,7.5484117623148e-08
1944,8.354284091183217e-07,5.1410976809052045e-08
1945,9.062576964424807e-07,8.06046500656521e-08
1946,7.684449769840285e-07,6.960552045853774e-08
1947,7.915458581919665e-07,7.033314153304104e-08
1948,7.153702199502732e-07,4.348755267002957e-08
1949,7.735802682873327e-07,4.221313743002497e-08
1950,6.806631063227542e-07,6.16850961421278e-08
1951,8.347877837877604e-07,3.3050345571439266e-08
1952,7.634437793058169e-07,3.796129410815752e-08
1953,7.767929446345079e-07,5.2791754079350994e-08
1954,7.036226179479854e-07,4.788542540268281e-08
1955,6.128801715021837e-07,3.754243271814062e-08
1956,6.93330775902723e-07,6.017587583784234e-08
1957,6.705793680339411e-07,3.799066305987253e-08
1958,7.808997679603635e-07,5.542403114233707e-08
1959,6.20834896380984e-07,3.8753739772801055e-08
1960,5.993441618556972e-07,6.367166704990268e-08
1961,6.100484029047948e-07,5.3500827545960306e-08
1962,6.811260959693755e-07,5.1369846709725664e-08
1963,6.685899052172317e-07,9.375777132447638e-08
1964,6.120471880421974e-07,6.083968262515782e-08
1965,5.898862696085416e-07,6.073967995234852e-08
1966,6.259154474719253e-07,4.5974321571939925e-08
1967,6.97642462910153e-07,5.7191891889019075e-08
1968,6.108325578679796e-07,4.6710725953857946e-08
1969,6.222207957762294e-07,4.9959335557403506e-08
1970,6.258864573283063e-07,5.978342509926904e-08
1971,5.70875954508665e-07,5.138397618509316e-08
1972,5.812456151943479e-07,4.411926379788156e-08
1973,5.34229457116453e-07,5.347807796596271e-08
1974,4.98988185881899e-07,4.106667494951921e-08
1975,4.86046985770372e-07,5.0832174913750805e-08
1976,5.302152885633404e-07,6.741961788847561e-08
1977,4.871852183896408e-07,5.054032303775102e-08
1978,5.150492938810203e-07,5.1089085406630375e-08
1979,5.489151249093993e-07,5.969012972784071e-08
1980,5.764742923020094e-07,6.594774859536301e-08
1981,5.256531494524097e-07,6.958104581400448e-08
1982,5.79780703446886e-07,6.269577434991902e-08
1983,5.658523036800034e-07,5.7469374148411134e-08
1984,5.369881819206057e-07,6.030968702219752e-08
1985,5.317753561939753e-07,7.158514137017846e-08
1986,6.084403025852225e-07,6.533989282964114e-08
1987,5.542510734812822e-07,6.355249393408258e-08
1988,5.378908554121153e-07,6.956002263081018e-08
1989,5.866802439413732e-07,4.939309894425037e-08
1990,5.230704687164689e-07,6.048002432201827e-08
1991,5.193257948121754e-07,6.330382618102703e-08
1992,5.317095883583534e-07,5.6201431730684703e-08
1993,5.566903382714372e-07,6.037736044461894e-08
1994,5.248551815384417e-07,7.068401641774358e-08
1995,5.595969128080469e-07,7.266084001145146e-08
1996,5.439516144178924e-07,6.40571080623431e-08
1997,5.259999511508795e-07,5.801822311468641e-08
1998,5.559638793783961e-07,6.293930709944107e-08
1999,5.900129735891824e-07,6.946705788379859e-08
2000,5.597646008936863e-07,7.289751824401947e-08
2001,5.331934858077148e-07,6.922314632618054e-08
2002,5.910267759645649e-07,6.966142152009525e-08
2003,5.767021207248035e-07,7.417122471764515e-08
2004,5.796705409011338e-07,7.179809546897786e-08
2005,6.516925736832491e-07,7.746449615098072e-08
2006,6.242721042326593e-07,8.524032413248506e-08
2007,7.114168170119228e-07,1.0425591412399626e-07
2008,7.510123509746336e-07,1.1409938238671202e-07
2009,8.558905619793222e-07,1.2063526799721558e-07
2010,1.012308871395362e-06,1.752527145626459e-07
2011,9.647881142882397e-07,1.7246113515057004e-07
2012,1.13191401851509e-06,2.2842536040457162e-07
2013,1.2679362271228456e-06,2.4655864905298586e-07
2014,1.3300164027896244e-06,2.4166368461919774e-07
2015,1.2559115702970303e-06,2.2675566668795e-07
2016,1.2599961110026925e-06,2.282616655691072e-07
2017,1.3410724477580516e-06,3.061499036505211e-07
2018,1.380826574859384e-06,2.997082901856629e-07
2019,1.3622274082081276e-06,3.15812282991601e-07
