year,leurs_DET huiles_NOUN,leurs_DET tuiles_NOUN
1860,2.0139609091529564e-08,1.2816115280145368e-08
1861,2.0278644541349422e-08,1.5091083604978905e-08
1862,2.1686334505943705e-08,1.400575744270327e-08
1863,2.0977407588773644e-08,1.548332484446746e-08
1864,1.4863656971897399e-08,6.712618905169165e-09
1865,4.942186671019755e-08,6.589582213223366e-09
1866,1.897589108068587e-08,1.6056523222118813e-08
1867,2.3778776281346836e-08,1.164674756637396e-08
1868,3.112120694481746e-08,9.87974813071446e-10
1869,1.1720445947105418e-08,6.8369265804335555e-09
1870,1.3761717099214366e-08,3.4404292748035914e-09
1871,4.991953161948004e-08,2.6552942955504477e-08
1872,3.084143074261192e-08,1.4513614310374123e-08
1873,2.095101514498765e-08,1.1373408881354408e-08
1874,3.525019420802522e-08,1.1949218281515073e-09
1875,1.1443054503956773e-08,1.716458086775674e-09
1876,1.6928841217733748e-08,1.6324239737741664e-08
1877,3.64904160221613e-08,2.1028373708986692e-08
1878,2.7779808675632012e-08,1.8117265465633636e-09
1879,2.871382953628654e-08,3.665595160740054e-09
1880,2.1178893305773272e-08,9.626769603698904e-09
1881,2.649552932609822e-08,5.5780060570498335e-09
1882,7.986462158271479e-09,1.7304001787010748e-08
1883,1.64302811356265e-08,6.951272890631799e-09
1884,3.1027975744279956e-08,3.300848483434038e-09
1885,2.9005360002720693e-08,1.933690718658454e-08
1886,2.3877816834882992e-08,2.0005737511041843e-08
1887,2.7421482973188915e-08,9.793386546164129e-09
1888,3.3605258797919646e-08,1.0779045211961602e-08
1889,2.192797943223468e-08,9.397704836544563e-09
1890,1.3108772733971819e-08,1.0487018364813139e-08
1891,2.6134301833735663e-08,6.3742202627281586e-09
1892,2.3193495124473884e-08,8.775916882086676e-09
1893,2.4017824173938607e-08,1.6627724974682678e-08
1894,1.0082463086646953e-08,2.0164925729204697e-08
1895,9.629783193076946e-09,1.3240951446391591e-08
1896,1.4152869098893461e-08,5.897029087265082e-09
1897,1.8062811357744124e-08,9.905413378419325e-09
1898,1.584339415217073e-08,9.619203211741478e-09
1899,3.205995469102163e-08,1.879376654301268e-08
1900,1.661137005726232e-08,4.671947717582725e-09
1901,2.738482152153665e-08,9.500856101851696e-09
1902,3.0934789674308405e-08,9.329538919189417e-09
1903,4.050165358648883e-08,6.480264325148255e-09
1904,1.5586412160928376e-08,8.599400302955473e-09
1905,1.9610884693932462e-08,1.5998352864698973e-08
1906,3.035068729673185e-08,1.0288369267641428e-08
1907,2.982849167665336e-08,9.257118349648152e-09
1908,1.8663278922304016e-08,2.2592390624964764e-08
1909,2.640472018811124e-08,1.4302557360679202e-08
1910,2.51175080734356e-08,2.8323998257917538e-08
1911,3.1390207766435196e-08,1.5961122201701983e-08
1912,3.1777467768279166e-08,1.40654377034366e-08
1913,2.2802856491921375e-08,1.113627856597077e-08
1914,2.0090231700464756e-08,2.209925398233281e-08
1915,3.534228554258334e-08,2.4739600590351074e-08
1916,2.8567400889301098e-08,1.9777431248257926e-08
1917,1.096642476827725e-08,2.8512703309502285e-08
1918,3.2161853624756986e-08,1.6080926812378493e-08
1919,2.6702760891339494e-08,2.5781975665495338e-08
1920,2.2716694303426266e-08,1.665890891899835e-08
1921,5.452378104564559e-08,2.196096815509918e-08
1922,2.951174238319254e-08,2.8036154731125862e-08
1923,2.229349149729387e-08,1.8047112249064412e-08
1924,2.7072411645789884e-08,3.480738541838946e-08
1925,1.7597084678300234e-08,1.7597084678300234e-08
1926,2.229227646921572e-08,1.89484357093761e-08
1927,2.2298449309232637e-08,2.5643217327342427e-08
1928,1.9424270192303084e-08,1.0283437101854531e-08
1929,5.3473950600846365e-08,1.893869061575515e-08
1930,4.096405348263943e-08,8.402882833991043e-09
1931,2.5091784650044247e-08,3.079446386777818e-08
1932,2.520693342944469e-08,1.4247397928102146e-08
1933,3.097078660196928e-08,1.1470662641954732e-08
1934,4.7926320689839486e-08,2.2765002327673756e-08
1935,5.864459140525469e-08,5.98414207075848e-09
1936,2.7886843056990074e-08,8.487299751891442e-09
1937,3.021868266728234e-08,1.8886677000118368e-08
1938,2.074434313215079e-08,1.4261735792331365e-08
1939,4.435274547631707e-08,7.647025235257843e-09
1940,1.5214697057785997e-08,1.2678914806940611e-08
1941,5.017554371988808e-08,1.1806010391524069e-08
1942,4.8547388331598995e-08,3.034211815133858e-08
1943,8.709705845433291e-09,3.774205858952939e-08
1944,2.8918675454292497e-08,3.213186161588055e-08
1945,8.714016175304096e-09,6.535512131478072e-09
1946,1.2528993842408909e-08,1.1136883415474585e-08
1947,1.7881307101674793e-08,7.152522796260996e-09
1948,1.0871888278529696e-08,1.3046265401328583e-08
1949,6.8719057111366055e-09,1.1780409536754632e-08
1950,2.0207186368637053e-08,8.508289184305795e-09
1951,1.2793681780642885e-08,1.0661401539380222e-08
1952,1.4762725264461096e-08,1.1599284532870513e-08
1953,2.154765532669245e-08,1.939288907237824e-08
1954,2.8340354063516315e-08,1.4658803948464083e-08
1955,2.2525458831523792e-08,1.0324168187025862e-08
1956,1.4825940475304833e-08,6.976913269340912e-09
1957,1.501956425897788e-08,2.03205861026845e-08
1958,9.926692356998501e-09,7.445019101215422e-09
1959,2.1702094343822864e-08,5.425523585955716e-09
1960,1.6609999708983025e-08,7.612916519406099e-09
1961,1.3201502280235644e-08,1.042223907177231e-08
1962,1.331810839388936e-08,1.331810839388936e-08
1963,2.069137017279843e-08,1.2932106940866106e-08
1964,1.2167936880302932e-08,1.0951143103454797e-08
1965,1.3132904541635071e-08,1.5868925395956524e-08
1966,1.3293779410616935e-08,1.2185964237687585e-08
1967,1.2818872185960117e-08,1.6763140209263838e-08
1968,1.931308746261351e-08,1.4821671889819754e-08
1969,1.8167030546578644e-08,9.537691525451919e-09
1970,2.115413444414571e-08,5.518470042042978e-09
1971,7.707596338946132e-09,1.0276794637498199e-08
1972,1.0773308467548759e-08,9.234264020108185e-09
1973,1.1577728109557484e-08,1.4334329778709076e-08
1974,1.5751600912494723e-08,5.625571619649605e-09
1975,7.4249242310031605e-09,2.8557400888473694e-09
1976,9.141642998145016e-09,9.141642942633865e-09
1977,1.23412418062685e-08,8.815172591880582e-09
1978,1.3663360332039076e-08,9.504946163474415e-09
1979,1.462993370893173e-08,6.437170796402825e-09
1980,7.390696055153967e-09,1.2507331170752423e-08
1981,3.795329828193417e-09,1.138598904049104e-08
1982,1.1173503899897241e-08,9.311253101884631e-09
1983,1.515675762675528e-08,9.47297440490047e-09
1984,9.858314165001048e-09,5.799008384599347e-09
1985,1.3835783185811579e-08,7.820225356169885e-09
1986,1.1389522214244607e-08,1.3187867686781374e-08
1987,1.2832715334809564e-08,7.332980445085013e-09
1988,8.395175221664886e-09,9.594486038988492e-09
1989,1.3720305780395847e-08,1.0976244468885454e-08
1990,1.0897301727652575e-08,1.0897301727652575e-08
1991,1.0550637696837839e-08,2.930732601047481e-09
1992,9.366905473484621e-09,5.509944056569793e-09
1993,1.0524494442609722e-08,5.539207315052863e-09
1994,1.5824779708850656e-08,4.2199412852994556e-09
1995,1.1387146947594573e-08,8.133676288046843e-09
1996,3.5765217898386936e-08,8.007138063703678e-09
1997,1.486417322560385e-08,4.79489448146353e-09
1998,6.198567992221626e-09,9.059445638115449e-09
1999,1.0511462811280126e-08,3.656160929565999e-09
2000,1.0603275590881367e-08,1.0603275590881367e-08
2001,1.1829271950869469e-08,5.257454027685071e-09
2002,1.3581786362237835e-08,7.009954394732176e-09
2003,1.0417307017007715e-08,8.750538071922165e-09
2004,9.690541175055856e-09,7.047666006343434e-09
2005,1.7564623533417034e-08,3.602999676388663e-09
2006,1.2765459078689645e-08,1.1530091548195287e-08
2007,1.8374605670334887e-08,3.994479413904628e-09
2008,1.5752527365853197e-08,8.940623352771127e-09
2009,1.6688674220333155e-08,1.0490023072406984e-08
2010,1.8422792846806146e-08,9.447585658239888e-09
2011,1.6443078870720385e-08,1.3766299211681599e-08
2012,2.0425516500388596e-08,1.6680838738070136e-08
2013,3.9605575929968495e-08,1.2829975415407091e-08
2014,1.7756649595135343e-08,1.6673927530352906e-08
2015,1.4629397804277744e-08,1.2634480128781433e-08
2016,2.7963090620808373e-08,1.5949318449282046e-08
2017,2.0628013630563657e-08,9.810883938587978e-09
2018,2.5556520399927507e-08,1.2649186809099433e-08
2019,1.811201366663795e-08,1.3775334095633696e-08
