year,quelques_DET huiles_NOUN,quelques_DET tuiles_NOUN
1883,8.847074184359371e-09,1.9589950994713945e-08
1884,1.4523733327109767e-08,1.1883054540362536e-08
1885,4.1896630609272734e-08,2.320428826863008e-08
1886,2.3877815502615363e-08,2.000573828819796e-08
1887,4.57024718070187e-09,1.6322312001992856e-08
1888,1.2047168373996442e-08,1.3315290647852862e-08
1889,1.628935564212952e-08,2.0048437132658137e-08
1890,2.949473992819307e-08,1.900772012009e-08
1891,2.039750413018737e-08,2.8683990294098294e-08
1892,1.7551833764173352e-08,1.6298132621272998e-08
1893,9.853466598208627e-09,2.1554457996231235e-08
1894,2.3945849303430577e-08,1.953477224425626e-08
1895,2.9491210584708938e-08,1.0833506536300774e-08
1896,2.8305738197786923e-08,1.6511680911435178e-08
1897,1.0488084289939081e-08,1.981082675683865e-08
1898,4.6964346189781736e-08,2.2067583649310052e-08
1899,2.3215829259015663e-08,2.4874102777516782e-08
1900,1.868779131442011e-08,1.505405422541628e-08
1901,4.079779358789892e-08,1.0618603774048552e-08
1902,3.0934788730618834e-08,1.8659077838378835e-08
1903,1.9440792975444765e-08,2.214090244478939e-08
1904,2.20359632763234e-08,1.1286712897629059e-08
1905,2.4255567776521048e-08,2.8900249970931213e-08
1906,1.0288369045596824e-08,2.623534012258233e-08
1907,3.54856175555085e-08,1.388567694160514e-08
1908,3.536200288145608e-08,1.1787333775714615e-08
1909,4.400786757230435e-08,3.4106097501762633e-08
1910,2.45830940048819e-08,1.6032451699565797e-08
1911,2.3941683746642184e-08,1.649315961582687e-08
1912,2.813087485176169e-08,1.3544495303108306e-08
1913,3.0227041314390135e-08,2.333315407554437e-08
1914,1.0714789611121489e-08,2.544762556233593e-08
1915,4.358881877664089e-08,3.652036184575991e-08
1916,6.592477230782379e-09,1.9777431248257926e-08
1917,2.7416061421092763e-08,2.7416060532914344e-08
1918,1.1141784739265859e-07,1.4932289182922887e-08
1919,4.9722380102146246e-08,1.7494911408455494e-08
1920,1.9687801611212308e-08,1.741613342431947e-08
1921,7.875657326295027e-08,1.9689142760626055e-08
1922,2.951174149501412e-08,1.9920426197472807e-08
1923,3.6094224498128824e-08,2.5478275489376756e-08
1924,2.8361574311297488e-08,1.2891624656674594e-08
1925,3.299453288363452e-08,9.898360131543882e-09
1926,2.6750732295965918e-08,1.6719207573956396e-08
1927,4.6826745592198904e-08,1.7838759358568268e-08
1928,4.68467675762696e-08,1.1426041446327417e-08
1929,2.2280812750352652e-08,1.0026365515614089e-08
1930,3.3611531891075686e-08,1.6805766112071296e-08
1931,4.219981875053236e-08,2.737285509368803e-08
1932,7.890866049464762e-08,2.301502632917618e-08
1933,3.670611903316967e-08,1.8353059072495626e-08
1934,5.99079026386562e-08,3.4746584276490466e-08
1935,4.0692164304800826e-08,1.4361940969820353e-08
1936,2.7886843056990074e-08,2.667437204451062e-08
1937,1.0324717059084776e-07,1.7627565185307503e-08
1938,7.260520129559467e-08,1.1668692678767911e-08
1939,2.5999884911698246e-08,1.6823455517567254e-08
1940,5.5787225061720846e-08,7.607348528892999e-09
1941,6.198155455550136e-08,1.1806010835613279e-08
1942,5.461581054078124e-08,2.4273694165799498e-08
1943,6.096793869758699e-08,1.1612940831184915e-08
1944,6.42637232317611e-08,3.534504600111177e-08
1945,3.92130714566008e-08,2.6142049414090707e-08
1946,2.0881655515836428e-08,2.645009899993056e-08
1947,2.26496545963073e-08,1.4305044926388177e-08
1948,5.0010683150247814e-08,2.0656587551570738e-08
1949,2.7487622400457212e-08,1.7670614971265763e-08
1950,2.658840370095561e-08,1.914365066468804e-08
1951,2.452122438434401e-08,2.2388944032059044e-08
1952,2.3198569065741026e-08,3.1634410646574906e-08
1953,3.663101155737536e-08,3.339886334163822e-08
1954,2.3454087338947716e-08,1.8567818393933067e-08
1955,1.783265579646809e-08,1.3139850985055546e-08
1956,1.2209598665435806e-08,1.2209598221346596e-08
1957,3.268963982838713e-08,2.4738105619537265e-08
1958,2.9780076737928596e-08,2.1507833403155985e-08
1959,2.2477168348800092e-08,3.5653439312000046e-08
1960,2.6991250345886897e-08,2.8375416016857002e-08
1961,4.16889545107324e-09,2.570818979918954e-08
1962,4.4393695941558065e-09,1.9025868547295488e-08
1963,9.69907976156037e-09,4.3322555987046485e-08
1964,1.3993127545575135e-08,1.886030154274465e-08
1965,1.5321721669181443e-08,2.2982581615593745e-08
1966,1.4955501836944052e-08,2.1602391653274822e-08
1967,6.4094360374689074e-09,2.7116845435770642e-08
1968,1.3025105854991281e-08,1.661823828547071e-08
1969,6.812636621500445e-09,2.4071316440110735e-08
1970,1.0117195081704722e-08,1.7015282960386457e-08
1971,1.541519245584766e-09,2.0553589274996398e-08
1972,4.1041173792777386e-09,2.257264597460562e-08
1973,1.378300912291408e-08,1.709093155888297e-08
1974,1.0688586238316589e-08,2.137717214356627e-08
1975,1.7134440088995007e-08,1.4278700444236847e-08
1976,1.7711932975839062e-08,2.2282755141045385e-08
1977,5.289103821581875e-09,2.174409208244299e-08
1978,1.0099005298691566e-08,1.722771458823047e-08
1979,7.607565133405103e-09,1.4629933042797916e-08
1980,9.66475621755336e-09,1.6486937370885357e-08
1981,8.855769562110538e-09,1.7711538513598413e-08
1982,1.6760256515979677e-08,2.2967758028791252e-08
1983,8.209910973278056e-09,2.084054262496693e-08
1984,5.219107812592938e-09,3.189454744756404e-08
1985,7.820225356169885e-09,2.1054453180902044e-08
1986,8.991728306373403e-09,2.158014855702106e-08
1987,8.555143982125202e-09,1.711028740913889e-08
1988,3.597932174415064e-09,1.7390005657702545e-08
1989,9.329807371116772e-09,1.7013178865710188e-08
1990,4.903785877363731e-09,2.778812091541738e-08
1991,7.619904984768056e-09,1.582595654525676e-08
1992,7.713921834628934e-09,1.4325854780228298e-08
1993,8.86273210376487e-09,2.7142116110212555e-08
1994,1.4242301560329906e-08,2.6902126526451298e-08
1995,1.084490158786977e-08,2.3316537756112865e-08
1996,7.473329288743003e-09,1.6014276127407356e-08
1997,9.110299292736102e-09,2.5892429977858455e-08
1998,1.0013071150005715e-08,2.479427130275269e-08
1999,8.683381846896765e-09,2.1936965688418297e-08
2000,5.3016377954406835e-09,2.2090157703047453e-08
2001,8.762423675534592e-09,1.7962968529294798e-08
2002,1.3581786695304743e-08,2.1029863517263436e-08
2003,1.1250691767106247e-08,2.416815325645416e-08
2004,9.250061883125937e-09,2.4226352701717246e-08
2005,1.30608737158866e-08,2.0266872180485507e-08
2006,9.882935525507008e-09,1.770692659164297e-08
2007,1.2382886382944491e-08,2.4765772321799773e-08
2008,1.149508682685152e-08,2.511889396483724e-08
2009,1.0966842989290626e-08,2.479460037285719e-08
2010,2.6925620011386542e-08,3.023227579390664e-08
2011,3.135656956310129e-08,3.020937855424677e-08
2012,2.4510620200146604e-08,3.5063802084067675e-08
2013,2.8170163313134822e-08,3.737427611838484e-08
2014,2.1004818329117825e-08,3.876146981163231e-08
2015,2.2387412285107544e-08,2.8150507702662253e-08
2016,1.9263462158747302e-08,3.3348575012581705e-08
2017,2.565923573616402e-08,3.44638764193661e-08
2018,1.9877293699899212e-08,3.2268334670959575e-08
2019,3.2142445371974304e-08,3.494853140217913e-08
