year,serons_VERB au_ADP,serons_VERB tôt_ADV
1922,6.271245212019494e-08,5.902348387820666e-09
1923,6.688047449188161e-08,0.0
1924,8.379555538340355e-08,1.289162443462999e-09
1925,8.028669640225417e-08,1.0998177923937646e-09
1926,8.471064916193427e-08,0.0
1927,7.024011949852138e-08,7.804457524684949e-09
1928,3.6563331917705e-08,2.2852082448565625e-09
1929,7.909688548579652e-08,1.1140406375176326e-09
1930,6.827342247106571e-08,3.1510811737689437e-09
1931,7.071321306284517e-08,1.1405356659111021e-09
1932,8.329247691563069e-08,3.287861094491973e-09
1933,5.391211388428019e-08,9.176529758292418e-09
1934,7.188948103475923e-08,1.1981580172459871e-09
1935,7.4203363453762e-08,1.196828414151696e-09
1936,5.577368611398015e-08,0.0
1937,4.5328025777280345e-08,0.0
1938,4.2785206488815675e-08,0.0
1939,5.199976982339649e-08,1.5294050470515685e-09
1940,8.875240098404902e-08,0.0
1941,7.67390702094417e-08,0.0
1942,5.76500234217292e-08,0.0
1943,8.129058670647282e-08,0.0
1944,7.390327994016843e-08,0.0
1945,9.367567344042982e-08,4.357008087652048e-09
1946,8.909506732379668e-08,1.3921104269343232e-09
1947,9.05986183852292e-08,1.1920870957027319e-09
1948,7.936478141346015e-08,0.0
1949,5.988375306742455e-08,0.0
1950,5.8494489252325366e-08,4.2541445921528975e-09
1951,8.209279656057333e-08,7.462981344019681e-09
1952,8.224947123380844e-08,1.0544803918932644e-09
1953,7.433941107137798e-08,1.0773827385790469e-09
1954,6.840775057526116e-08,8.795282724349818e-09
1955,7.039206195713632e-08,1.8771215692936494e-09
1956,6.45364508500279e-08,1.744228317335228e-09
1957,8.923387895265478e-08,8.835037701437898e-10
1958,5.1287909030861556e-08,8.272243445794913e-10
1959,7.130687862400009e-08,1.5501495642666896e-09
1960,6.574791910907152e-08,0.0
1961,1.0561202401504488e-07,0.0
1962,9.89345210200554e-08,1.2683912808952869e-09
1963,7.888584718784841e-08,0.0
1964,5.962289151284494e-08,0.0
1965,7.058935835857483e-08,1.0944086747954884e-09
1966,6.480717473777986e-08,1.6617224263271169e-09
1967,7.987143391119389e-08,1.9721342336964653e-09
1968,6.512552630510982e-08,8.982831700699023e-10
1969,7.266812218631458e-08,0.0
1970,6.852100398191396e-08,0.0
1971,6.114692752134943e-08,2.0553589941130213e-09
1972,7.233506948978174e-08,5.130146862875051e-10
1973,6.340184199871146e-08,0.0
1974,4.894247496167736e-08,0.0
1975,4.3407247574123176e-08,5.711480177694739e-10
1976,5.256444879364608e-08,2.856763492431469e-09
1977,8.168726850499297e-08,0.0
1978,4.871284886576177e-08,1.7821774056514528e-09
1979,6.086052195541924e-08,2.3407893401383717e-09
1980,4.832378053265529e-08,1.1370301367108482e-09
1981,6.768338067786317e-08,0.0
1982,4.531476704983106e-08,6.207502289967692e-10
1983,5.62063142695024e-08,1.2630632095778083e-09
1984,6.378909489512807e-08,0.0
1985,6.737425195524338e-08,1.2031116103372597e-09
1986,4.7955882820360785e-08,2.3977941854269602e-09
1987,5.071978037562985e-08,2.4443267410134695e-09
1988,5.876622566347578e-08,0.0
1989,6.3113404280557e-08,1.6464366536794728e-09
1990,6.048002632041971e-08,5.44865097484859e-10
1991,8.674968654531767e-08,0.0
1992,6.942529751086113e-08,1.65298330578878e-09
1993,4.874502579355067e-08,1.1078414852150331e-09
1994,5.8551684389840375e-08,4.2199412852994556e-09
1995,5.693573257303797e-08,3.795715741716776e-09
1996,7.63347216548027e-08,0.0
1997,6.233362626062444e-08,9.58978896292706e-10
1998,6.24624902911819e-08,1.43043876743576e-09
1999,5.667049407520608e-08,1.3710603763428253e-09
2000,5.964342619790841e-08,1.3254094488601709e-09
2001,6.57181757901526e-08,1.3143635069212678e-09
2002,6.002273522653923e-08,1.3143663935011318e-09
2003,5.5003383181428944e-08,1.2500769308587678e-09
2004,5.638132805074747e-08,4.404791253964646e-10
2005,7.115924205436386e-08,9.007499190971657e-10
2006,7.206307373053278e-08,4.1178899179428186e-10
2007,6.990339329604467e-08,7.988958938831558e-10
2008,7.450519490248553e-08,4.257439678578834e-10
2009,9.059565542202108e-08,2.860915504498962e-09
2010,1.1478817185661683e-07,3.7790344187271785e-09
2011,9.980566773037935e-08,2.6767803529281764e-09
2012,1.3548925892337138e-07,2.0425516833455504e-09
2013,1.6929989499203657e-07,2.2313000336282585e-09
2014,1.600264027956655e-07,1.7323561474213989e-09
2015,1.773260294157808e-07,4.433150790905671e-10
2016,1.9408456353176007e-07,1.86420612280358e-09
2017,1.5974131883922382e-07,1.2578056374223934e-09
2018,1.956751702891779e-07,2.0651733656507076e-09
2019,1.7448756750582106e-07,5.1019755087367e-10
