year,deux_DET eaux_NOUN,deux_DET taux_NOUN
1840,1.9554944685751252e-07,3.821813088222825e-09
1841,2.3370796498056734e-07,1.2841097074556274e-09
1842,1.9319803179485007e-07,4.024959032733477e-09
1843,1.9374668625005143e-07,1.5357969118667825e-08
1844,1.877087925095111e-07,1.6465684371524958e-09
1845,2.2209307815046486e-07,5.022205151750114e-09
1846,2.3944911009543546e-07,9.952652035849496e-09
1847,1.65032645327301e-07,2.480882876909618e-08
1848,1.5125016261663404e-07,1.367687652020777e-08
1849,1.5585712276333652e-07,8.379414939696517e-10
1850,1.6904599853262425e-07,6.788996032014438e-10
1851,1.5027193001060368e-07,6.449438760824933e-09
1852,2.0833745395520964e-07,6.510545436100301e-10
1853,2.538071157687227e-07,3.4637203327747557e-08
1854,1.8964175563240815e-07,1.558699302961486e-08
1855,2.3668939874710304e-07,3.714855978387277e-09
1856,1.8275478141926982e-07,2.0708756931497874e-09
1857,2.7580525463477557e-07,1.0251168802710708e-08
1858,2.025981833408963e-07,5.872411001917044e-09
1859,2.597008528226752e-07,6.619825576592575e-09
1860,2.4716792201839866e-07,1.8308735638683515e-09
1861,2.1316155418560356e-07,2.0278644541349422e-08
1862,2.512000492060906e-07,2.710791813242963e-09
1863,2.2625632700723486e-07,1.1987090431375691e-08
1864,3.1932889443808676e-07,3.3563094525845827e-09
1865,3.0406213258338255e-07,1.5061901947888146e-08
1866,3.0604706369175005e-07,7.298419202328432e-09
1867,2.0964146330015865e-07,1.8925964795357686e-08
1868,3.7197252522602753e-07,1.0373735648272486e-08
1869,2.500361775403803e-07,4.883519366671862e-09
1870,2.9645032917358094e-07,1.0894693147633916e-08
1871,3.313807326321694e-07,1.0621177271019633e-09
1872,2.3100835733202985e-07,9.675742873582749e-09
1873,2.4722197355941944e-07,1.7958012854535355e-09
1874,2.4973866263877653e-07,1.9716210886144836e-08
1875,3.2269414429464405e-07,1.1443054281912168e-09
1876,2.9867314310649817e-07,3.627608879952504e-09
1877,3.6861502650253897e-07,3.710889595609501e-09
1878,2.6571990474622e-07,1.6305540029293297e-08
1879,3.048553307571922e-07,4.887460214320072e-09
1880,2.7147488346201953e-07,3.8507077526617195e-09
1881,3.158545851533745e-07,1.673401861523871e-08
1882,3.108064907664243e-07,7.986462158271479e-09
1883,3.4756363653798417e-07,1.579834751908038e-08
1884,3.630933216314247e-07,7.922036360241691e-09
1885,2.945655560582239e-07,7.090199094506033e-09
1886,3.4913240387624e-07,9.034849313138693e-09
1887,3.832478638887693e-07,2.0239665943222462e-08
1888,3.265416665954035e-07,1.3949351895803375e-08
1889,2.618827292799608e-07,1.6915869593958632e-08
1890,2.91670203989014e-07,2.2940351840361473e-08
1891,2.5305653839069464e-07,1.3385862196457765e-08
1892,2.3757662592771567e-07,1.0656471260972467e-08
1893,2.4818419330774333e-07,1.1085149687062312e-08
1894,2.6340435121952055e-07,2.6466464575491955e-08
1895,2.5518925816925275e-07,1.625025980445116e-08
1896,2.2054888337841305e-07,1.7691086318105675e-08
1897,3.123118581527251e-07,1.6897470089816125e-08
1898,2.3878257504605926e-07,1.584339415217073e-08
1899,3.0346405388570474e-07,1.326618814800895e-08
1900,2.922562937213158e-07,2.0764212238510993e-08
1901,2.0957771351692855e-07,1.2854099118442264e-08
1902,2.563168124414261e-07,1.915010694464314e-08
1903,2.543503780927381e-07,1.3500550899436803e-08
1904,3.257022891389738e-07,6.987012746151322e-09
1905,3.158384638268785e-07,1.857873321853276e-08
1906,2.6441109790553696e-07,2.3148830408104004e-08
1907,3.342848184928471e-07,8.228549397415463e-09
1908,3.153111804987674e-07,2.161011281032188e-08
1909,3.2455802134734313e-07,1.265226234892225e-08
1910,3.014100866671754e-07,2.6186338430989053e-08
1911,2.2185960579790276e-07,2.128149745317387e-08
1912,2.7870402474761136e-07,2.917275843117295e-08
1913,2.487102257475726e-07,2.7575547179026216e-08
1914,2.2634993790404678e-07,1.339348720819089e-08
1915,4.1703897180056515e-07,2.238344798399794e-08
1916,2.5820535798359856e-07,2.197492321442951e-08
1917,2.9499682341338485e-07,5.3735480065597585e-08
1918,2.6533529240424514e-07,2.756730310693456e-08
1919,2.0349345597470148e-07,6.537572261322566e-08
1920,2.1126525950876385e-07,3.8618382713906385e-08
1921,2.0219235352669784e-07,2.7261890134244737e-08
1922,2.7150802139885855e-07,8.853522359686394e-09
1923,2.590291372506215e-07,1.6985516992917837e-08
1924,2.6427831256725653e-07,2.1915761649893284e-08
1925,2.111650161396028e-07,3.189471442510694e-08
1926,3.2546725425852685e-07,3.678225657388623e-08
1927,3.177529165343529e-07,2.3413372574054847e-08
1928,2.742249889386983e-07,3.1992914983902665e-08
1929,2.428608536497734e-07,3.676334259239411e-08
1930,2.2897855211923002e-07,2.4158288924880367e-08
1931,2.2582605918586296e-07,3.649714130915527e-08
1932,1.9727166034044785e-07,1.6439305028370654e-08
1933,2.7070761943193133e-07,3.441198770381959e-08
1934,2.132721306224994e-07,3.834105655187159e-08
1935,2.1901960156611722e-07,3.2314366293917374e-08
1936,2.012702564613278e-07,9.093536013082826e-08
1937,2.0523522925586235e-07,6.547381303789734e-08
1938,1.9966430764295495e-07,4.667477193631697e-08
1939,3.3646911745677244e-07,2.7529290846928234e-08
1940,3.575453888515767e-07,4.3108308034334186e-08
1941,2.774412468653509e-07,3.246652724442356e-08
1942,2.973527655214525e-07,3.034211815133858e-08
1943,3.280655676007882e-07,2.322588166236983e-08
1944,2.634812688029342e-07,3.534504600111177e-08
1945,3.7034567412774777e-07,4.1391576388605245e-08
1946,3.549881455455761e-07,2.7842208538686464e-08
1947,3.0159803565688037e-07,6.794896734163558e-08
1948,2.989769223304961e-07,5.979538397760109e-08
1949,2.7487622922262034e-07,1.0700539032626466e-07
1950,2.190884502706325e-07,5.636741717829352e-08
1951,2.9851923954993254e-07,3.944718685033877e-08
1952,2.4463944647834523e-07,7.486810993384552e-08
1953,2.95202881805956e-07,3.663101466599983e-08
1954,3.3422074663391754e-07,4.9839934845863354e-08
1955,3.0127802119750413e-07,4.3173796093753936e-08
1956,2.9739092788361177e-07,5.4943192662193496e-08
1957,2.9509026200358335e-07,6.80297873589808e-08
1958,2.4072228282934205e-07,8.024076247892253e-08
1959,2.7437647753814076e-07,8.293300313155783e-08
1960,2.6368374606011713e-07,6.574791555635784e-08
1961,2.9668640832980486e-07,6.600751145668937e-08
1962,2.3592077491585428e-07,5.771180378033591e-08
1963,2.586421374850545e-07,7.823924441652252e-08
1964,2.482258998348641e-07,7.118243150472381e-08
1965,2.8016862541058174e-07,9.138312151435457e-08
1966,2.902475080279743e-07,7.64392328322927e-08
1967,2.9434104042991294e-07,8.578783594614947e-08
1968,2.748746443514971e-07,7.545578362133654e-08
1969,2.566093195155439e-07,9.94644944185552e-08
1970,2.3085599709649074e-07,1.0852990861565104e-07
1971,2.3020020112340944e-07,1.048233091438533e-07
1972,2.7189778095682016e-07,9.388168509261163e-08
1973,2.519534116895983e-07,1.1687992307329864e-07
1974,2.396493653522569e-07,1.0407307504678442e-07
1975,2.096113220773077e-07,1.2393911674735136e-07
1976,1.8797503975598318e-07,8.570289988796276e-08
1977,2.3154519812607077e-07,1.0460671795442522e-07
1978,2.405939536487267e-07,9.26732277584108e-08
1979,2.744575454682874e-07,1.047503261908389e-07
1980,2.4105039431177033e-07,9.266795863993593e-08
1981,2.897101820664716e-07,7.21112611845598e-08
1982,2.805791071702757e-07,8.06975295475354e-08
1983,2.5892794663917584e-07,8.14675757965233e-08
1984,2.8705092197656157e-07,9.22042362461184e-08
1985,2.8092657089473505e-07,8.361625347674817e-08
1986,2.0680974399667207e-07,7.972665949651514e-08
1987,2.16322919133205e-07,1.0755037571641424e-07
1988,2.3386559155902376e-07,1.4031935702263354e-07
1989,2.145855804158714e-07,2.1129269711650522e-07
1990,2.1086279988757894e-07,1.1551139778021025e-07
1991,2.2039109204285978e-07,9.378344589805465e-08
1992,2.639263274595294e-07,1.0799490723911731e-07
1993,2.647741190742181e-07,1.1244591302528306e-07
1994,2.4475659177181086e-07,1.0602602795728444e-07
1995,2.2774293917393607e-07,9.055492533605047e-08
1996,2.0871940553668367e-07,8.754470925964597e-08
1997,2.330318693566369e-07,6.425158582956669e-08
1998,2.3792964931601546e-07,4.625085248122218e-08
1999,2.170845561089152e-07,6.946705699562017e-08
2000,2.4210811866431925e-07,8.791882599723522e-08
2001,2.760163293480389e-07,9.594853933592162e-08
2002,2.729500869769197e-07,6.484207548673737e-08
2003,2.470985251967761e-07,8.833876830038889e-08
2004,2.466683159951799e-07,7.311953442723507e-08
2005,2.5626335187212135e-07,6.3953245810211e-08
2006,2.9278198265814126e-07,3.788458857734156e-08
2007,2.328781548155412e-07,5.9517743622450325e-08
2008,2.7503059163436205e-07,6.769329408129465e-08
2009,3.156543451066085e-07,4.5774648294028e-08
2010,2.9051327343765365e-07,5.999217211893892e-08
2011,3.3612713035147124e-07,5.888916732033067e-08
2012,3.8808481539476247e-07,5.1063790085237315e-08
2013,3.645386483785984e-07,4.267361486398613e-08
2014,4.1576546716548535e-07,3.3780945596362244e-08
2015,3.86127433360528e-07,3.923338454114855e-08
2016,3.5772043593951253e-07,3.417711091913134e-08
2017,3.3457630377320413e-07,3.999822029143729e-08
2018,3.9238293014776104e-07,2.47820808318977e-08
2019,3.576484872702679e-07,3.469343390349877e-08
