year,beaucoup_ADV en_ADP,beaucoup_ADV dans_ADP
1854,1.998252628254704e-06,2.565099521234515e-06
1855,1.9184576558473054e-06,2.929429228970548e-06
1856,1.8430794170853915e-06,2.8055187613063026e-06
1857,2.1898449631407857e-06,3.0792559755354887e-06
1858,2.0152158413111465e-06,2.6665641144063557e-06
1859,1.8046662262349855e-06,2.886753009079257e-06
1860,2.0414240680111106e-06,2.792082113955985e-06
1861,2.0179609236947726e-06,2.7616683837550227e-06
1862,1.8537297137299902e-06,2.662901124494965e-06
1863,1.8490086404199246e-06,2.652143621162395e-06
1864,1.9926890217902837e-06,2.6625125428836327e-06
1865,1.9721678654605057e-06,2.660308382473886e-06
1866,1.988576059375191e-06,2.649326233949978e-06
1867,1.92316929314984e-06,2.7991015940642683e-06
1868,1.9631058876257157e-06,2.794980673570535e-06
1869,1.909455932036508e-06,2.6527275167609332e-06
1870,1.7465912378611392e-06,2.7592243441176834e-06
1871,1.8002895103563787e-06,2.4269390905828914e-06
1872,1.7984787064051488e-06,2.690461315069115e-06
1873,1.8400977523924666e-06,2.7218361537961755e-06
1874,2.0200152448524022e-06,2.922778776337509e-06
1875,1.8308886637896649e-06,2.623320142447483e-06
1876,1.8972394855154562e-06,2.575602366050589e-06
1877,1.9333733689563815e-06,2.4745447717577918e-06
1878,1.8612471421874943e-06,2.5430601908738026e-06
1879,2.04845673579257e-06,2.71926069217443e-06
1880,1.8951900528918486e-06,2.4079758986772504e-06
1881,1.6462090570712462e-06,2.4006344574445393e-06
1882,1.895453692668525e-06,2.393276417933521e-06
1883,1.80480321887444e-06,2.284441052324837e-06
1884,1.8563971480034525e-06,2.4274440875160508e-06
1885,1.838939851950272e-06,2.4731903067731764e-06
1886,1.699197014204401e-06,2.3200202576845186e-06
1887,1.8287518059878494e-06,2.286429435116588e-06
1888,1.7620568542042747e-06,2.4417706754320534e-06
1889,1.7767928284229129e-06,2.2911603991815355e-06
1890,1.6680913859090651e-06,2.2062065454520052e-06
1891,1.7656589079706464e-06,2.307467639184324e-06
1892,1.671185373197659e-06,2.264186605316354e-06
1893,1.6523031263204757e-06,2.1862379071535543e-06
1894,1.6982647821350838e-06,2.1941959857940674e-06
1895,1.5889141877778457e-06,2.31054605137615e-06
1896,1.634656427995651e-06,2.088727569571347e-06
1897,1.6402199207732338e-06,1.9845786027872236e-06
1898,1.6301720506817219e-06,2.2650394839729415e-06
1899,1.7063634913938586e-06,2.32158299695584e-06
1900,1.5926151490930351e-06,2.211907712990069e-06
1901,1.5665235650885734e-06,2.025358980972669e-06
1902,1.4293835874923388e-06,1.8006011259785737e-06
1903,1.3981169786347891e-06,2.0002416931674816e-06
1904,1.4135264336800901e-06,1.9300277926959097e-06
1905,1.5275846863005427e-06,2.1530686353798956e-06
1906,1.6631148582746391e-06,2.0731063159473706e-06
1907,1.5361673604274984e-06,1.919823489515693e-06
1908,1.4945356952011934e-06,2.034297267528018e-06
1909,1.5600788856318104e-06,2.0980751287424937e-06
1910,1.6379822227463592e-06,2.0190200302749872e-06
1911,1.5902597851891187e-06,2.0419595330167795e-06
1912,1.499271434113325e-06,1.856116796261631e-06
1913,1.4965037280489923e-06,1.903773295452993e-06
1914,1.5161427882048883e-06,2.052551963060978e-06
1915,1.4148695299809333e-06,1.9049491584155476e-06
1916,1.4580361948901555e-06,1.9151145806972636e-06
1917,1.537492721581657e-06,2.005759142775787e-06
1918,1.6115385506054736e-06,2.0124132333876332e-06
1919,1.4170879012453952e-06,1.6988479956125957e-06
1920,1.4879435639159055e-06,1.8150639107261668e-06
1921,1.3668809515365865e-06,1.6909945088627865e-06
1922,1.5006720559540554e-06,1.957366293936502e-06
1923,1.4182907079884899e-06,1.744200289977016e-06
1924,1.3703796639674692e-06,1.8370565157965757e-06
1925,1.2911860949316178e-06,1.7377120684614056e-06
1926,1.375433498651546e-06,1.7655482906775433e-06
1927,1.480617015658936e-06,1.9823321508738445e-06
1928,1.3448450317810057e-06,1.7687511899566744e-06
1929,1.432656290489831e-06,1.9183780750609003e-06
1930,1.4463462321145926e-06,1.7393967937096022e-06
1931,1.3572374655268504e-06,1.721068315418961e-06
1932,1.3217201058068895e-06,1.818187115532055e-06
1933,1.3799207181364181e-06,1.7148639699371415e-06
1934,1.2484806575230323e-06,1.5887575273154653e-06
1935,1.2435046983227949e-06,1.6635915471852059e-06
1936,1.2318710105319042e-06,1.4840650237601949e-06
1937,1.2628890999621945e-06,1.5675941540393978e-06
1938,1.207061472996429e-06,1.615465748727729e-06
1939,1.3198765600463958e-06,1.6594044609519187e-06
1940,1.0624930837366264e-06,1.6330442349499208e-06
1941,1.295709694204561e-06,1.6764535075708409e-06
1942,1.2652662917389534e-06,1.5929612118270597e-06
1943,1.1583908872125903e-06,1.628714926482644e-06
1944,1.0410723234599573e-06,1.8700743567023892e-06
1945,1.1654996114884852e-06,1.5772369579281076e-06
1946,1.1206489034520928e-06,1.6719246787033626e-06
1947,1.2552677617350128e-06,1.6856112097229925e-06
1948,1.163292040473607e-06,1.513366783001402e-06
1949,1.133864429903042e-06,1.609007654224115e-06
1950,1.0677903219402651e-06,1.5953041838656645e-06
1951,1.1535636303960928e-06,1.6450543398605078e-06
1952,1.1335664567013737e-06,1.5089614180396893e-06
1953,1.049370780492609e-06,1.5363477814389626e-06
1954,9.967986898118397e-07,1.5127885717447498e-06
1955,1.0615121937007643e-06,1.5326697848649928e-06
1956,1.1136897910546395e-06,1.524455569779093e-06
1957,1.0540200037212344e-06,1.4321595926958253e-06
1958,1.0356849315940053e-06,1.4037997289051418e-06
1959,1.1300589903839864e-06,1.4338883147502202e-06
1960,1.0581953802102362e-06,1.4810583479629713e-06
1961,1.189524823530519e-06,1.6328174297086662e-06
1962,1.2043375363646192e-06,1.5011411278464948e-06
1963,1.097935864891042e-06,1.5311613879021024e-06
1964,1.0738203854998574e-06,1.5209921002679039e-06
1965,1.1212216577405343e-06,1.5491355043195654e-06
1966,1.0535320598137332e-06,1.6667075897203176e-06
1967,1.0974927135976031e-06,1.5777073940625996e-06
1968,1.1727087212420884e-06,1.7570419004186988e-06
1969,1.122722551372135e-06,1.552827029627224e-06
1970,1.039771746036422e-06,1.507002139078395e-06
1971,1.0985893368342659e-06,1.5862233340158127e-06
1972,1.0727137578214752e-06,1.5528954691035324e-06
1973,1.0238019285679911e-06,1.5381838238681667e-06
1974,8.905279855753179e-07,1.4035800859346637e-06
1975,9.349693073090748e-07,1.4427198493649485e-06
1976,9.764416972757317e-07,1.3701037460123189e-06
1977,9.12664233965188e-07,1.4533281955664279e-06
1978,1.0241579957437352e-06,1.5178211469901726e-06
1979,1.0030282737716334e-06,1.5952479088809923e-06
1980,1.0256011364617734e-06,1.499174231867073e-06
1981,9.513626650914375e-07,1.5668385913159e-06
1982,9.516101044937386e-07,1.5351153024312225e-06
1983,9.62454123509815e-07,1.531464135950955e-06
1984,1.0165662160943612e-06,1.5976268059603171e-06
1985,9.757235375218443e-07,1.5195299738479662e-06
1986,1.0376454611105146e-06,1.5915359199425438e-06
1987,1.0101180123456288e-06,1.5515363429585705e-06
1988,1.0236117304884829e-06,1.6076760402938817e-06
1989,1.0926851246040314e-06,1.621740125301585e-06
1990,1.0041864015875035e-06,1.5670319726268644e-06
1991,1.0269286576658487e-06,1.5163610669333139e-06
1992,9.537712912788265e-07,1.6375554423575522e-06
1993,1.0003808483816101e-06,1.588090754012228e-06
1994,1.0280831475029117e-06,1.626787366149074e-06
1995,1.0665960417099996e-06,1.6630656318739057e-06
1996,9.971556664822856e-07,1.669221433076018e-06
1997,1.009325274026196e-06,1.6312230854964582e-06
1998,1.0246709507555352e-06,1.6688452433299972e-06
1999,1.0100144436364644e-06,1.6832051414894522e-06
2000,9.85662836683332e-07,1.6139068748088903e-06
2001,1.0155648624277092e-06,1.6447069128844305e-06
2002,1.039225708154845e-06,1.628061909286771e-06
2003,1.0283965821145102e-06,1.7230225921593956e-06
2004,1.001209056994412e-06,1.7139042256530956e-06
2005,1.0250533932776307e-06,1.669089556344261e-06
2006,1.0640627579050488e-06,1.8365789173913072e-06
2007,1.083302777260542e-06,1.7144305957117467e-06
2008,1.0788352255985956e-06,1.7221343568962766e-06
2009,1.124339746638725e-06,1.7299001910942025e-06
2010,1.1015885093001998e-06,1.703872158032027e-06
2011,1.2466148291423451e-06,1.534177499706857e-06
2012,1.2262117934369599e-06,1.6221264331761631e-06
2013,1.224425886903191e-06,1.5524269656452816e-06
2014,1.2691674555753707e-06,1.739718641147192e-06
2015,1.249040224138298e-06,1.6595499801042024e-06
2016,1.349477997791837e-06,1.7374400158587378e-06
2017,1.2059840628353413e-06,1.4542748658641358e-06
2018,1.3294553582454682e-06,1.5746946928629768e-06
2019,1.3823802191836876e-06,1.7428347973691416e-06
