year,beaucoup_ADV étendu_VERB,beaucoup_ADV détendu_VERB
1922,2.7298360905092522e-08,0.0
1923,3.290944050604594e-08,0.0
1924,1.933743654092268e-08,0.0
1925,3.629398648286042e-08,0.0
1926,3.901148559748435e-08,0.0
1927,3.1217830098739796e-08,0.0
1928,2.170947865920425e-08,1.1426041224282812e-09
1929,3.230717737778832e-08,2.2280812750352652e-09
1930,4.7266215830177316e-08,0.0
1931,2.3951248095954725e-08,2.2810713318222042e-09
1932,2.7398842306070037e-08,0.0
1933,2.7529589274877253e-08,0.0
1934,3.2350264689284813e-08,0.0
1935,3.351119559624749e-08,0.0
1936,4.00115567344983e-08,0.0
1937,4.1550688223424004e-08,0.0
1938,2.463390735840676e-08,0.0
1939,3.364691281149135e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,4.3548528338988035e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,4.037120149291695e-08,0.0
1947,3.814678706248742e-08,0.0
1948,1.522064252412747e-08,0.0
1949,3.141442661558358e-08,0.0
1950,1.808011518278363e-08,0.0
1951,4.264560615752089e-08,0.0
1952,4.007025466989944e-08,0.0
1953,1.723812381726475e-08,0.0
1954,1.172704333640695e-08,6.840775057526116e-09
1955,2.2525458831523792e-08,0.0
1956,1.831439710997529e-08,1.744228317335228e-09
1957,2.2087593976038988e-08,0.0
1958,2.2335056470978998e-08,2.4816730892496253e-09
1959,2.2477168570844697e-08,0.0
1960,2.353083417006019e-08,1.3841666701708277e-09
1961,2.292892631317045e-08,0.0
1962,1.5220695814832652e-08,0.0
1963,2.909724017285953e-08,0.0
1964,1.9468698653213323e-08,0.0
1965,1.641613067704384e-08,0.0
1966,3.1572724878969893e-08,1.1078149508847446e-09
1967,3.500538170442269e-08,4.930335584241163e-10
1968,1.661823922916028e-08,1.3474247273492779e-09
1969,2.815889921237158e-08,0.0
1970,2.713247759800197e-08,4.5987250119061684e-10
1971,1.3359833239690033e-08,5.138397485282553e-10
1972,2.1546616935097518e-08,0.0
1973,1.4334330167287135e-08,5.513203782392395e-10
1974,1.5751600912494723e-08,0.0
1975,1.6563292959403952e-08,0.0
1976,1.8283285996290033e-08,5.713526873840635e-10
1977,1.1753563455840776e-08,0.0
1978,1.841583241457556e-08,1.7821774056514528e-09
1979,1.287434159280565e-08,1.1703946700691858e-09
1980,2.2740602290127754e-08,1.1370301367108482e-09
1981,1.138598904049104e-08,0.0
1982,1.3656505259973528e-08,0.0
1983,4.4207211225000265e-09,0.0
1984,2.4355836458767044e-08,0.0
1985,8.421781494405423e-09,6.015558051686298e-10
1986,1.9182353483415682e-08,0.0
1987,2.3221103262471843e-08,0.0
1988,1.6190695006912392e-08,0.0
1989,1.9757239400064464e-08,0.0
1990,1.1442167213715493e-08,0.0
1991,1.582595565707834e-08,0.0
1992,2.0937788391961476e-08,0.0
1993,1.661762283333701e-08,0.0
1994,1.3714808844156323e-08,0.0
1995,1.2471637056421514e-08,5.422450821690461e-10
1996,1.014237493990322e-08,2.135236876199542e-09
1997,1.006927874414032e-08,2.876936688878118e-09
1998,9.536258005482523e-09,0.0
1999,1.416762351880152e-08,0.0
2000,1.0161472552283612e-08,4.4180314962005696e-10
2001,1.0076787404500465e-08,0.0
2002,7.886198361006791e-09,0.0
2003,1.2500768420409258e-08,0.0
2004,8.80958239690699e-09,4.404791253964646e-10
2005,1.8014997493764895e-08,1.3511248786457486e-09
2006,1.2353670086895363e-08,0.0
2007,1.0385647009059085e-08,3.994479469415779e-10
2008,9.79211112195344e-09,0.0
2009,9.059565542202108e-09,3.337734755248789e-09
2010,7.558068837454357e-09,4.723793023408973e-10
2011,1.0707121411712706e-08,0.0
2012,6.808505315092361e-09,1.3617010852229328e-09
2013,9.204113027294625e-09,8.367375126105969e-10
2014,1.2126492698882885e-08,1.9489005964601347e-09
2015,9.087958829923082e-09,4.433150790905671e-10
2016,1.4499380363020009e-08,6.214020409345267e-10
2017,6.792150397672003e-09,1.7609279590047322e-09
2018,6.9699601645822895e-09,5.162933414126769e-10
2019,5.612172948588068e-09,2.55098775436835e-10
