year,beaucoup_ADV aller_VERB
1954,1.6613311615287785e-08
1955,9.385607846468247e-09
1956,7.849027205963921e-09
1957,1.0602045463770082e-08
1958,9.099467845885556e-09
1959,1.2401196514133517e-08
1960,8.997083078554624e-09
1961,1.181187059273725e-08
1962,7.610347907416326e-09
1963,1.5518526907953856e-08
1964,4.867174663303331e-09
1965,9.302473458205895e-09
1966,1.38476865529924e-08
1967,5.916402479044791e-09
1968,1.392338955241712e-08
1969,1.2262746373892242e-08
1970,9.657322941336588e-09
1971,1.2332153964678128e-08
1972,4.6171320100540925e-09
1973,9.37244681864513e-09
1974,1.7439271360331077e-08
1975,3.4268881066168433e-09
1976,9.712995741040231e-09
1977,1.23412418062685e-08
1978,1.128712323605896e-08
1979,1.2289143924704149e-08
1980,1.3075846183596695e-08
1981,1.2018544381930951e-08
1982,9.932003663948308e-09
1983,1.136756910824488e-08
1984,8.118611560803402e-09
1985,1.7445119127046382e-08
1986,5.994485352545098e-09
1987,1.9554613928107756e-08
1988,8.994830658082265e-09
1989,1.2622680678475717e-08
1990,1.198703181159999e-08
1991,1.2309077312977479e-08
1992,1.5427843891302473e-08
1993,1.0524494165053966e-08
1994,1.5824779708850656e-08
1995,8.675921314704738e-09
1996,1.3345230698291743e-08
1997,7.671831170341648e-09
1998,1.3350762273489636e-08
1999,1.690974471557638e-08
2000,1.590491294223284e-08
2001,1.5772362971233633e-08
2002,1.1829298429688606e-08
2003,1.2500768420409258e-08
2004,1.9821561281219147e-08
2005,1.4862373554080932e-08
2006,1.7706927479821388e-08
2007,2.676301313897511e-08
2008,1.4475294740634581e-08
2009,2.4317781566196572e-08
2010,2.1257068993918438e-08
2011,2.982698177333987e-08
2012,3.43829533733242e-08
2013,3.5700800538052135e-08
2014,3.3780946040451454e-08
2015,3.236199930256589e-08
2016,4.059826608227013e-08
2017,3.949509874701107e-08
2018,4.827342792168565e-08
2019,3.061185438468783e-08
