year,trop_ADV entrer_VERB,trop_ADV rentrer_VERB
1872,4.8378714367913744e-09,6.047339295989218e-10
1873,5.9860045809045914e-09,5.986004469882289e-10
1874,8.961913877669758e-09,5.974609140757536e-10
1875,1.2015206607429718e-08,0.0
1876,4.232210137899983e-09,3.02300739996042e-09
1877,9.27722432209066e-09,4.329371083855449e-09
1878,1.9325083755461492e-08,0.0
1879,1.8327975581655664e-08,0.0
1880,6.417846254436199e-09,6.417846254436199e-10
1881,7.669758161910067e-09,0.0
1882,1.3976308999019693e-08,0.0
1883,1.3902545781263598e-08,3.159669414998234e-09
1884,7.922036360241691e-09,1.9805090900604227e-09
1885,9.023890079618013e-09,1.933690763067375e-09
1886,1.7424351739236954e-08,6.453463874400711e-10
1887,1.566941953967671e-08,3.9173548849191775e-09
1888,1.7119660356001987e-08,0.0
1889,1.8168895721260014e-08,6.265136742733546e-10
1890,5.243509182406569e-09,1.3108772956016423e-09
1891,1.5935549768641977e-08,0.0
1892,6.8953633913793055e-09,6.268512375839919e-10
1893,1.23168328869383e-08,6.158416554491453e-10
1894,1.5753848003896564e-08,0.0
1895,1.8055843487019274e-09,0.0
1896,1.1794058174530164e-08,1.179405795248556e-09
1897,1.6897470089816125e-08,2.9133566670225264e-09
1898,6.224190496340043e-09,5.6583548957434e-10
1899,1.326618814800895e-08,0.0
1900,4.671947717582725e-09,0.0
1901,1.397184767881754e-08,0.0
1902,1.1293653123800595e-08,0.0
1903,9.1803746826713e-09,0.0
1904,1.1824175416563776e-08,0.0
1905,1.3934049469810361e-08,0.0
1906,1.594697174311932e-08,1.5432553013283723e-09
1907,1.1828539925318182e-08,0.0
1908,8.349361202419914e-09,0.0
1909,1.3752458727367411e-08,5.500983557560346e-10
1910,1.7635697346918278e-08,0.0
1911,1.4365010514438836e-08,0.0
1912,2.5526164293410147e-08,0.0
1913,5.302989602995467e-09,5.30298971401777e-10
1914,6.027069510139427e-09,0.0
1915,4.712304768617059e-09,0.0
1916,7.69122365795738e-09,0.0
1917,3.3995917192441993e-08,0.0
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,6.4454939163738345e-09,0.0
1920,6.057785384427916e-09,0.0
1921,1.3630945261411398e-08,7.572747429129834e-10
1922,1.4018077365562931e-08,0.0
1923,2.7601466001669905e-08,0.0
1924,9.02413699321869e-09,0.0
1925,1.0998178368026856e-08,0.0
1926,1.0031524944054127e-08,0.0
1927,1.2264147031260109e-08,0.0
1928,2.399468712610542e-08,0.0
1929,6.684243825105796e-09,0.0
1930,5.2518016602221e-09,0.0
1931,3.649714130915527e-08,0.0
1932,1.0959536389520963e-08,0.0
1933,1.3764794637438627e-08,0.0
1934,9.585264137967897e-09,0.0
1935,1.6755597798123745e-08,0.0
1936,9.699771652549316e-09,0.0
1937,1.510934133364117e-08,0.0
1938,2.5930428915188486e-09,0.0
1939,6.117620188206274e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,0.0
1946,1.9489545977080525e-08,0.0
1947,1.1920871401116528e-08,0.0
1948,8.697510267552389e-09,1.0871887834440486e-09
1949,8.835307596655184e-09,0.0
1950,1.914365022059883e-08,0.0
1951,1.8124383771578323e-08,0.0
1952,1.2653764258629963e-08,0.0
1953,1.1851209791302608e-08,0.0
1954,1.2704297169818801e-08,0.0
1955,1.407841132561316e-08,9.385607846468247e-10
1956,1.0465369904011368e-08,0.0
1957,1.767007518083119e-08,8.835037701437898e-10
1958,1.4890038535497752e-08,0.0
1959,1.4726420971555854e-08,1.5501495642666896e-09
1960,1.6610000486139143e-08,6.920833350854139e-10
1961,1.528595028332802e-08,6.948159270159238e-10
1962,2.1562652108286784e-08,6.341956404476434e-10
1963,2.198458126656533e-08,6.466053248388448e-10
1964,2.007709554163739e-08,0.0
1965,7.1136563306595235e-09,5.472043373977442e-10
1966,2.215629990587331e-08,5.539074754423723e-10
1967,1.2818872185960117e-08,9.860671168482327e-10
1968,1.392338955241712e-08,0.0
1969,2.4071315607443466e-08,9.083515606356229e-10
1970,1.8854771965948203e-08,9.197450023812337e-10
1971,1.490135304038631e-08,3.5968783507200897e-09
1972,2.667676390899487e-08,0.0
1973,2.205281468548037e-08,5.513203782392395e-10
1974,3.600365872102884e-08,1.6876715580593782e-09
1975,2.6843956391076063e-08,0.0
1976,2.285410793945175e-08,5.713526873840635e-10
1977,2.52701610747863e-08,2.938390863960194e-09
1978,2.4356424432880885e-08,1.1881182704343018e-09
1979,2.867466974976196e-08,5.851973350345929e-10
1980,3.1268328370970266e-08,2.8425752862659692e-09
1981,3.352541355639005e-08,6.325549528618524e-10
1982,2.7313010519947056e-08,6.207502289967692e-10
1983,2.273513821648976e-08,3.157658134966823e-09
1984,3.015484395518797e-08,4.639206796497319e-09
1985,3.789801539255677e-08,3.0077789148208467e-09
1986,2.8174081734277934e-08,3.5966913891627428e-09
1987,3.666490044906823e-08,1.2221633705067347e-09
1988,3.2381390013824785e-08,1.798966087207532e-09
1989,4.50026007570159e-08,2.1952488715726304e-09
1990,3.160217687536715e-08,1.6345953479657283e-09
1991,3.223805933316726e-08,5.861465202094962e-10
1992,3.4161654838271716e-08,2.7549720282848966e-09
1993,4.2651898013446043e-08,2.7696036575264316e-09
1994,4.589186275438806e-08,1.0549853213248639e-09
1995,3.307695095600138e-08,1.0844901643380922e-09
1996,3.3629980578098184e-08,1.067618438099771e-09
1997,2.972834600711849e-08,3.3564262480467733e-09
1998,3.9575471788566574e-08,5.2449422582867555e-09
1999,3.290544725587097e-08,5.0272213059088244e-09
2000,3.666966108539782e-08,3.5344251969604557e-09
2001,3.9430904763548824e-08,6.133696661692056e-09
2002,4.337409365007261e-08,7.886198361006791e-09
2003,4.125253738607171e-08,4.583615265119079e-09
2004,3.964312256243829e-08,9.250062049659391e-09
2005,3.467887310648621e-08,4.954124666056714e-09
2006,3.294312023172097e-08,1.2353670086895363e-08
2007,3.435252438066527e-08,7.190063211481856e-09
2008,4.12971665753048e-08,6.3861596011349775e-09
2009,5.3403756083980625e-08,7.629108011997232e-09
2010,4.865506753048976e-08,8.502827775203059e-09
2011,5.430040062037733e-08,1.1089518636708817e-08
2012,4.8340389469103684e-08,1.4978711604385353e-08
2013,4.1279051288256596e-08,1.310888730898796e-08
2014,3.962764694165344e-08,1.1043770342666903e-08
2015,3.923338454114855e-08,1.1969507163200888e-08
2016,4.349814020088161e-08,1.0563834251797743e-08
2017,4.8551299869359354e-08,1.9370206771895937e-08
2018,5.472709574405599e-08,1.523065407127433e-08
2019,5.969311445142012e-08,2.0663000199760972e-08
