year,trop_ADV appeler_VERB,trop_ADV rappeler_VERB
1869,5.860222884734867e-08,7.471784613244381e-08
1870,6.82351810610271e-08,8.601072920555453e-08
1871,1.1683295042530517e-07,5.098165090089424e-08
1872,9.61526964715631e-08,5.503078881474721e-08
1873,1.0595228161491832e-07,5.5071240012694034e-08
1874,7.946230340394322e-08,7.886484354457934e-08
1875,8.238998816523235e-08,8.925582051233505e-08
1876,1.0096844960116869e-07,6.95291717534019e-08
1877,1.088527596948552e-07,7.607323482261563e-08
1878,7.609251895246416e-08,5.1332254003000344e-08
1879,1.1180065229154934e-07,6.109325312309011e-08
1880,8.728270728397547e-08,5.0059199452334724e-08
1881,7.042232397225234e-08,5.5780059682319916e-08
1882,6.855047018916594e-08,5.989846840748214e-08
1883,1.0616489731773981e-07,7.077659347487497e-08
1884,9.902545627937798e-08,7.12983307948889e-08
1885,9.281715307452032e-08,5.994441210077639e-08
1886,8.712176224889845e-08,5.485444276587259e-08
1887,1.0838014929959172e-07,4.439668899181015e-08
1888,6.530833474016617e-08,5.960177773545183e-08
1889,7.643466659601472e-08,5.7639258699282436e-08
1890,9.37277278012516e-08,8.651790039948537e-08
1891,9.943783396693107e-08,6.055508805502541e-08
1892,9.59082413487522e-08,5.578975859066304e-08
1893,7.143763269823467e-08,4.0645549148621285e-08
1894,5.734400687629204e-08,4.4740929183717526e-08
1895,8.305688226073471e-08,6.560289733670288e-08
1896,5.89702899844724e-08,5.955999426987546e-08
1897,6.817254671886985e-08,4.253501018069983e-08
1898,7.242694266551553e-08,5.375436984422777e-08
1899,8.125540063019798e-08,4.5878898902174114e-08
1900,7.890400866017444e-08,7.00792170960085e-08
1901,8.215446456460995e-08,3.24146860464225e-08
1902,6.03964878109764e-08,5.2049010434984666e-08
1903,8.100330717297766e-08,6.210253644667318e-08
1904,7.578221783433037e-08,9.351848007099761e-08
1905,8.721682576151579e-08,4.69629064525634e-08
1906,6.635998062165527e-08,5.5042775670699484e-08
1907,5.965698335330671e-08,4.0628464148539933e-08
1908,7.17062818011982e-08,4.5675918158849527e-08
1909,6.326131085643283e-08,5.115914802900079e-08
1910,6.145773312482561e-08,3.153049021875631e-08
1911,5.054355511902031e-08,4.5223181643905264e-08
1912,3.854971808436858e-08,6.042928646365908e-08
1913,4.401481490390324e-08,5.037840367094759e-08
1914,6.161004506566314e-08,4.419850796466562e-08
1915,3.2986132936230206e-08,6.243804051564439e-08
1916,4.9443578120644815e-08,1.318495463920044e-07
1917,4.386569685266295e-08,6.470190072604964e-08
1918,4.5945505178224266e-08,5.6283244731503146e-08
1919,2.6702760891339494e-08,4.511845830279526e-08
1920,2.5745588771997063e-08,4.694783584113793e-08
1921,3.862101038976107e-08,3.4077363153528495e-08
1922,3.098733003525922e-08,4.943216680430851e-08
1923,2.9724654737606215e-08,3.8217415010421973e-08
1924,5.672314884463958e-08,2.5783249313349188e-08
1925,3.8493624288094e-08,3.519416935660047e-08
1926,2.1177662290483568e-08,4.56991671171636e-08
1927,3.1217830098739796e-08,3.7907366134959375e-08
1928,2.0566874425753667e-08,3.884854038460617e-08
1929,2.1166771446701205e-08,3.676334259239411e-08
1930,2.941009036305786e-08,6.092090387710414e-08
1931,2.2810713318222042e-08,7.413481739604322e-08
1932,3.9454331357546835e-08,5.2605777511871565e-08
1933,3.555905436769535e-08,5.735331143341682e-08
1934,3.9539216345474415e-08,3.2350264689284813e-08
1935,1.6755597798123745e-08,4.188899538348778e-08
1936,1.33371855781661e-08,3.394919900756577e-08
1937,2.0145789036973838e-08,2.2664012888640173e-08
1938,1.6854778905894818e-08,3.3709557811789637e-08
1939,1.8352860564618823e-08,5.964679417047591e-08
1940,7.607348528892999e-09,5.5787225505810056e-08
1941,2.066051862925633e-08,8.854508237732261e-09
1942,3.034211770724937e-09,3.944475324146879e-08
1943,2.9032352077962287e-09,2.9032351633873077e-08
1944,3.2131861615880553e-09,3.855823393905666e-08
1945,1.5249527862692958e-08,3.267756198965799e-08
1946,5.568441707737293e-09,2.5057987684817817e-08
1947,1.1920871401116528e-08,5.1259746669529704e-08
1948,5.435944139264848e-09,3.8051606310318675e-08
1949,6.8719057111366055e-09,3.6322930441201606e-08
1950,1.0635361036293034e-08,2.6588404367089424e-08
1951,8.529121409139861e-09,2.7719645245838365e-08
1952,1.2653764258629963e-08,3.1634410646574906e-08
1953,7.54167928107563e-09,3.5553629373907825e-08
1954,3.9090144454689835e-09,2.6385848173049453e-08
1955,1.1262729415761896e-08,2.2525458831523792e-08
1956,1.3081712602058815e-08,2.52913103793162e-08
1957,5.301022731885041e-09,2.8272120644601273e-08
1958,7.445019267748876e-09,9.926692356998501e-09
1959,3.100299128533379e-09,2.7902691712711203e-08
1960,4.152500121534786e-09,4.290916777449638e-08
1961,7.64297514166401e-09,2.084447814354462e-08
1962,3.805173953708163e-09,1.5220695814832652e-08
1963,1.2932106496776896e-09,2.0691370394843034e-08
1964,6.083968440151466e-09,3.467862086381501e-08
1965,1.094408652591028e-08,2.407699106754535e-08
1966,4.431259803538978e-09,2.3818021332999706e-08
1967,5.423369309198733e-09,2.662381248796919e-08
1968,9.431973424511852e-09,3.6829611360644776e-08
1969,1.6350327314285096e-08,2.2254612375149918e-08
1970,2.3913370839068193e-08,2.2533752641606952e-08
1971,6.679916619845017e-09,2.209510974182649e-08
1972,1.2825367434743384e-08,2.3598675014113724e-08
1973,7.1671650836435674e-09,2.1501493918663073e-08
1974,1.406392957647995e-08,1.912694358452427e-08
1975,3.998036124386317e-09,2.1132477101559743e-08
1976,3.4281160132820787e-09,2.9138986334942274e-08
1977,1.1753563677885381e-09,1.5867311020656416e-08
1978,9.504946163474415e-09,1.0693064211864112e-08
1979,7.022368020415115e-09,1.7555919384903973e-08
1980,5.116635559687666e-09,1.9329512213062117e-08
1981,3.795329828193417e-09,2.84649726012276e-08
1982,3.1037510339615437e-09,1.6760255405756652e-08
1983,4.4207211225000265e-09,8.841442245000053e-09
1984,1.739702604197646e-09,1.5657322549600394e-08
1985,3.609334831011779e-09,1.8648229627160617e-08
1986,2.3977941854269602e-09,4.7955883708539204e-09
1987,1.8332451112712533e-09,1.588812459374367e-08
1988,2.398621523624911e-09,1.3192418713003917e-08
1989,2.1952488715726304e-09,1.5915555096057687e-08
1990,2.179460389939436e-09,2.3429199913493903e-08
1991,2.344586080837985e-09,9.37834432335194e-09
1992,1.1019888335184191e-09,7.713921945651236e-09
1993,3.323524566667402e-09,2.8803878393546256e-08
1994,1.0549853213248639e-09,1.0549853435293244e-08
1995,3.253470381991974e-09,1.3013881527967897e-08
1996,2.6690460952494277e-09,1.0676184380997711e-08
1997,3.835915585170824e-09,1.3905194329311144e-08
1998,5.2449422582867555e-09,2.0502955777601528e-08
1999,1.8280804647829996e-09,2.2851006420410158e-08
2000,1.7672125984802278e-09,1.6346715980830595e-08
2001,2.190605918883648e-09,1.9277331730904734e-08
2002,3.9430991805033955e-09,2.102986229601811e-08
2003,4.583615265119079e-09,1.583430631058036e-08
2004,3.523833003171717e-09,1.497629043001325e-08
2005,3.602999676388663e-09,1.8465373230469595e-08
2006,1.6471559671771274e-09,1.523619275189958e-08
2007,2.3966877371606188e-09,1.677681460421354e-08
2008,1.2772318758180745e-09,1.7881246705542253e-08
2009,2.384096253749135e-09,1.8119131084404216e-08
2010,3.3066551718974324e-09,5.668551850135373e-09
2011,1.911985902935953e-09,9.177532511728259e-09
2012,6.468080293586809e-09,1.2255309655984092e-08
2013,3.3469500504423877e-09,8.08846234434668e-09
2014,3.031623174720721e-09,9.744502982300673e-09
2015,3.103205470367243e-09,1.3742767812630063e-08
2016,1.0356700386182638e-08,1.5742184444889062e-08
2017,1.509366853724714e-09,6.289028409156572e-09
2018,3.3559066636712487e-09,8.776987137082415e-09
2019,1.7856913725466939e-09,5.867272001580659e-09
