year,beaucoup_ADV acheté_VERB,beaucoup_ADV racheté_VERB
1907,8.742834012309686e-09,0.0
1908,1.9154416719402434e-08,0.0
1909,1.2102163715610459e-08,2.7504918342913243e-09
1910,9.619471441624228e-09,5.344150677544235e-10
1911,1.0640748726586935e-08,1.0640748282497725e-09
1912,5.730363294986773e-09,3.125652625612929e-09
1913,6.893886794756554e-09,5.30298971401777e-10
1914,8.705766774141921e-09,4.018046340092951e-09
1915,9.424609537234119e-09,1.1780761921542648e-09
1916,2.197492410260793e-09,0.0
1917,2.3029491202919417e-08,0.0
1918,1.4932290071101306e-08,0.0
1919,2.301962176431971e-08,0.0
1920,9.843901693784574e-09,0.0
1921,1.1359120755116692e-08,0.0
1922,1.4018077365562931e-08,0.0
1923,1.6985516992917837e-08,0.0
1924,3.867487219366694e-09,2.578324886925998e-09
1925,1.0998178368026856e-08,0.0
1926,4.458455382660986e-09,0.0
1927,1.5608915049369898e-08,0.0
1928,7.998228745975666e-09,0.0
1929,1.1140406375176326e-09,0.0
1930,5.2518016602221e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,7.6716757391182e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,1.0783422155213884e-08,0.0
1935,8.377798899061872e-09,0.0
1936,8.487299751891442e-09,3.6374143697059935e-09
1937,5.0364472592434595e-09,0.0
1938,5.186085783037697e-09,0.0
1939,4.588215141154706e-09,0.0
1940,0.0,0.0
1941,8.854508237732261e-09,0.0
1942,6.068423541449874e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,6.960552134671616e-09,0.0
1947,0.0,0.0
1948,3.2615663503321457e-09,0.0
1949,8.835307596655184e-09,0.0
1950,1.4889506516624351e-08,0.0
1951,4.264560704569931e-09,0.0
1952,1.0544803918932644e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,1.8771215692936494e-09,0.0
1956,7.849027205963921e-09,0.0
1957,2.6505113659425206e-09,0.0
1958,8.272243445794913e-10,0.0
1959,3.100299128533379e-09,0.0
1960,2.7683333403416555e-09,0.0
1961,5.55852741612739e-09,1.3896318540318475e-09
1962,1.0781326054143392e-08,0.0
1963,2.5864212993553792e-09,1.939815863494232e-09
1964,6.6923653285755336e-09,0.0
1965,5.47204326295514e-09,0.0
1966,5.539074976468328e-09,0.0
1967,4.930335695263466e-09,0.0
1968,1.0779397818794223e-08,0.0
1969,4.541757636644661e-09,0.0
1970,6.898087434592526e-09,0.0
1971,5.138397263237948e-09,0.0
1972,2.0520587451500205e-09,0.0
1973,5.513203671370093e-09,0.0
1974,9.563471792262135e-09,0.0
1975,5.711480177694739e-09,0.0
1976,1.085570122683066e-08,0.0
1977,9.990529292736028e-09,0.0
1978,7.128709622605811e-09,0.0
1979,7.607565244427406e-09,5.851973350345929e-10
1980,5.6851505725319385e-09,0.0
1981,5.69299452024552e-09,0.0
1982,2.483000915987077e-09,0.0
1983,4.4207211225000265e-09,0.0
1984,8.118611560803402e-09,0.0
1985,4.210890747202711e-09,0.0
1986,1.1389522214244607e-08,0.0
1987,1.1610551631235921e-08,0.0
1988,7.195864348830128e-09,0.0
1989,1.5366742545097622e-08,0.0
1990,7.083246433836621e-09,0.0
1991,6.4476117778156095e-09,0.0
1992,3.856960972825618e-09,0.0
1993,5.539207315052863e-09,0.0
1994,1.2659823411809157e-08,1.0549853213248639e-09
1995,2.7112254663563817e-09,0.0
1996,5.871901187504136e-09,0.0
1997,7.671831170341648e-09,0.0
1998,7.152193948201102e-09,0.0
1999,9.597422412355172e-09,4.570201161957499e-10
2000,5.3016377954406835e-09,0.0
2001,8.762423675534592e-09,8.762423564512289e-10
2002,7.009954394732176e-09,4.38122149670761e-10
2003,3.7502307925763034e-09,0.0
2004,6.607186797680242e-09,0.0
2005,1.216012357474483e-08,0.0
2006,5.353256948836815e-09,4.1178899179428186e-10
2007,2.7961355453243186e-09,1.1983438685803094e-09
2008,5.108927503272298e-09,0.0
2009,3.337734755248789e-09,0.0
2010,1.8895172093635892e-09,0.0
2011,1.529588788962144e-09,0.0
2012,3.4042526575461807e-09,0.0
2013,4.183687618564136e-09,5.578250084070646e-10
2014,6.496335469563519e-09,6.496335691608124e-10
2015,2.881548111233201e-09,0.0
2016,4.556948152156792e-09,0.0
2017,3.018733707449428e-09,0.0
2018,3.872199894061623e-09,2.5814667070633845e-10
2019,3.06118530524202e-09,0.0
