year,trop_ADV abaisser_VERB,trop_ADV rabaisser_VERB
1957,1.236905244894615e-08,2.6505113659425206e-09
1958,6.617794756635931e-09,4.9633461784992505e-09
1959,6.200598257066758e-09,2.325224457422337e-09
1960,7.612916519406099e-09,5.536666680683311e-09
1961,8.33779090214648e-09,3.47407969059077e-09
1962,6.341956404476434e-10,1.9025869768540815e-09
1963,9.69907976156037e-09,1.939815863494232e-09
1964,1.3384730657151067e-08,6.083968440151466e-09
1965,9.849678406226303e-09,4.377634699181954e-09
1966,7.200797291773142e-09,2.769537488234164e-09
1967,2.9582012395223956e-09,3.944268467392931e-09
1968,3.1439910674890825e-09,4.940557296606585e-09
1969,6.358460868938209e-09,2.2708788183223305e-09
1970,4.1388523719376735e-09,4.598724956395017e-09
1971,7.193756701440179e-09,2.569198631618974e-09
1972,1.5390440033513642e-09,3.0780880067027283e-09
1973,1.1026407342740185e-08,4.410563025913916e-09
1974,5.06301445213353e-09,2.2502286700643026e-09
1975,7.4249242310031605e-09,5.711480177694739e-09
1976,6.8562320265641574e-09,3.9994687561772935e-09
1977,8.22749424145286e-09,0.0
1978,4.752473081737207e-09,1.7821774056514528e-09
1979,4.681578680276743e-09,2.3407893401383717e-09
1980,5.6851505725319385e-09,1.7055452605774235e-09
1981,8.855769451088236e-09,0.0
1982,4.966001831974154e-09,1.2415004579935385e-09
1983,3.78918940668882e-09,1.2630632095778083e-09
1984,3.479405208395292e-09,5.799008495621649e-10
1985,4.812446441349039e-09,1.2031116103372597e-09
1986,6.593933843390687e-09,5.994485463567401e-10
1987,5.49973533381376e-09,6.110816852533674e-10
1988,2.99827696004229e-09,1.798966087207532e-09
1989,1.6464366536794728e-09,2.7440609784434855e-09
1990,5.448650863826288e-09,5.448650863826288e-09
1991,4.10302547493302e-09,0.0
1992,1.1019888335184191e-09,1.65298330578878e-09
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,1.5824779264761446e-09,3.6924485691258724e-09
1995,6.506940763983948e-09,1.0844901643380922e-09
1996,8.540947504798169e-09,2.135236876199542e-09
1997,2.3974471297094624e-09,9.58978896292706e-10
1998,9.536258449571733e-10,4.768129224785866e-10
1999,3.1991407301035224e-09,9.140402323914998e-10
2000,8.836062992401139e-10,1.7672125984802278e-09
2001,3.066848330846028e-09,1.7524847129024579e-09
2002,4.381221607729913e-09,2.1906108038649563e-09
2003,4.166922806803086e-09,1.2500769308587678e-09
2004,3.9643119897903034e-09,2.2023955992267474e-09
2005,1.8014998381943315e-09,1.8014998381943315e-09
2006,4.117890028965121e-09,4.1178899179428186e-10
2007,1.997239706952314e-09,7.988958938831558e-10
2008,3.8316958494988285e-09,4.257439678578834e-10
2009,3.814554005998616e-09,0.0
2010,4.723793023408973e-10,4.723793023408973e-10
2011,1.1471915639660324e-09,7.64794394481072e-10
2012,6.808505426114664e-10,3.404252713057332e-10
2013,2.789125042035323e-10,1.6734750252211938e-09
2014,2.165445156521173e-09,1.9489005964601347e-09
2015,2.438232948875907e-09,1.7732603163622684e-09
2016,2.899876117012923e-09,2.899876117012923e-09
2017,3.018733707449428e-09,1.2578056374223934e-09
2018,1.5488800242380307e-09,7.744400121190154e-10
2019,2.2958890344426663e-09,2.55098775436835e-10
