year,trop_ADV approcher_VERB,trop_ADV rapprocher_VERB
1917,1.0966424435210342e-09,2.3029491202919417e-08
1918,2.067547733020092e-08,1.6080926812378493e-08
1919,7.366278698128781e-09,1.1049418269237776e-08
1920,8.329454459499175e-09,2.8017257847068322e-08
1921,3.0290991048786964e-08,1.3630945261411398e-08
1922,5.902348387820666e-09,2.1396012073182646e-08
1923,1.8047112249064412e-08,6.369568872344189e-09
1924,1.675911143195208e-08,1.0313299547703991e-08
1925,9.898360353588487e-09,1.4297631523163545e-08
1926,1.0031524944054127e-08,8.916910765321973e-09
1927,6.689535148041159e-09,1.0034302277972529e-08
1928,6.8556245125250825e-09,7.998228745975666e-09
1929,1.6710609784809094e-08,1.6710609784809094e-08
1930,7.352522590764465e-09,1.2604324695075775e-08
1931,9.124285327288817e-09,1.596749932275543e-08
1932,5.4797681947604815e-09,2.4110979879310435e-08
1933,6.882397318719313e-09,1.9500125958415992e-08
1934,2.156684431042777e-08,1.1981580172459871e-08
1935,7.180970484910176e-09,2.393656828303392e-08
1936,7.274828739411987e-09,9.699771652549316e-09
1937,3.777335333410292e-09,1.1332006444320086e-08
1938,6.482607339819424e-09,7.779128452511941e-09
1939,7.647025235257843e-09,6.117620188206274e-09
1940,2.5357829169792012e-09,2.028626333583361e-08
1941,1.4757512545315876e-08,3.5418032950929046e-08
1942,1.517105907566929e-08,0.0
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,1.2852744646352221e-08,1.6065930807940276e-08
1945,1.089252066321933e-08,1.5249527862692958e-08
1946,1.2528993842408909e-08,8.352662561605939e-09
1947,3.5762612871081956e-09,1.6689218895749036e-08
1948,1.522064252412747e-08,6.523132700664291e-09
1949,9.817008539414473e-09,3.9268033269479474e-09
1950,1.0635361480382244e-09,1.3825969702452312e-08
1951,1.2793682557799002e-08,1.7058242818279723e-08
1952,8.435843135146115e-09,1.1599284199803606e-08
1953,8.619061908632375e-09,9.69644453618912e-09
1954,1.9545072227344917e-09,1.4658803948464083e-08
1955,1.220129064449793e-08,1.0324168187025862e-08
1956,2.616342476002842e-09,8.72114114258693e-09
1957,1.1485549400447326e-08,1.1485549400447326e-08
1958,2.4816730892496253e-09,1.4062814024384807e-08
1959,1.0851047171911432e-08,1.6276571201956358e-08
1960,5.536666680683311e-09,8.305000243069571e-09
1961,9.03260666262895e-09,7.64297514166401e-09
1962,5.7077609305622445e-09,1.1415521861124489e-08
1963,7.759263453976928e-09,1.0345685197421517e-08
1964,6.6923653285755336e-09,1.2167936880302932e-08
1965,1.0396882466068291e-08,1.4227312661319047e-08
1966,9.970334780007306e-09,1.0524241922382771e-08
1967,1.0846738618397467e-08,1.1832804958089582e-08
1968,9.431973424511852e-09,1.0779397818794223e-08
1969,9.083515273289322e-09,1.1354394757745467e-08
1970,3.219107425067591e-09,5.978342709767048e-09
1971,9.762954888969944e-09,8.221435976452085e-09
1972,9.234264020108185e-09,8.208234980600082e-09
1973,7.1671650836435674e-09,7.1671650836435674e-09
1974,1.1251143350321513e-09,3.937900228123681e-09
1975,8.567219822452898e-09,7.4249242310031605e-09
1976,9.712995741040231e-09,3.9994687561772935e-09
1977,8.22749424145286e-09,4.7014254711541525e-09
1978,1.2475242172627077e-08,4.158414057542359e-09
1979,9.363157360553487e-09,6.437170796402825e-09
1980,7.390696055153967e-09,6.822181042309694e-09
1981,6.958104314946922e-09,6.325549417596221e-09
1982,6.2075020679230875e-09,1.1794254461960918e-08
1983,5.68378455412244e-09,1.3893695083311286e-08
1984,9.858314165001048e-09,1.5657322549600394e-08
1985,8.421781494405423e-09,6.015557829641693e-09
1986,1.0790073723399018e-08,7.792831269171074e-09
1987,1.0388388815840699e-08,7.944062296871834e-09
1988,9.594486094499644e-09,5.396898483667201e-09
1989,5.488121956886971e-09,7.134558721588746e-09
1990,1.0897301727652575e-08,5.993515905799995e-09
1991,9.96449056600568e-09,5.8614650910726596e-09
1992,8.815910668147353e-09,4.958949695321735e-09
1993,8.862731881720265e-09,3.323524566667402e-09
1994,4.2199412852994556e-09,1.318731612798274e-08
1995,4.880205572987961e-09,5.4224509327127635e-09
1996,8.540947504798169e-09,8.007138063703678e-09
1997,1.4384683666435194e-08,8.151320507465698e-09
1998,1.0489884516573511e-08,4.291316191284977e-09
1999,8.226361813967742e-09,6.8553016596695215e-09
2000,6.185244316725402e-09,4.859834756842929e-09
2001,6.571817756650944e-09,4.381211837767296e-09
2002,7.886198361006791e-09,1.0076809608960957e-08
2003,4.583615265119079e-09,7.083769126836614e-09
2004,7.047666006343434e-09,3.0833537945085254e-09
2005,3.1526248278623825e-09,8.557123898356167e-09
2006,7.823991232669414e-09,3.706100981659688e-09
2007,1.1983438241713884e-08,3.1955835755326234e-09
2008,1.2346575317678798e-08,8.51487946817997e-09
2009,7.629108011997232e-09,7.629108011997232e-09
2010,1.6060896612657416e-08,3.3066551718974324e-09
2011,1.5678285336662157e-08,1.911985902935953e-09
2012,2.144679278615058e-08,1.7021263287730903e-09
2013,1.9523875849358774e-08,3.6258624991347688e-09
2014,1.8189739492413537e-08,4.330890313042346e-09
2015,1.8619234154471087e-08,5.319781060109108e-09
2016,2.38204105329487e-08,4.971216327476213e-09
2017,1.5848351964109497e-08,2.5156112748447867e-09
2018,2.4265787601507327e-08,2.8396134332808742e-09
2019,2.040790292312522e-08,1.02039510174734e-09
