year,trop_ADV assuré_VERB,trop_ADV rassuré_VERB
1863,3.046718816124283e-08,1.9978482868054925e-08
1864,5.418042547944424e-08,8.63051052846231e-09
1865,3.9066808066312575e-08,1.7886009118228685e-08
1866,2.3841502994059738e-08,2.1408697037372804e-08
1867,2.3778776281346836e-08,2.4749338578544666e-08
1868,5.0880701540911843e-08,1.0373735648272486e-08
1869,2.9789466893248573e-08,3.2231227464762924e-08
1870,1.8922361899598172e-08,1.6055336615750093e-08
1871,1.0621176826930423e-08,2.7615060460561835e-08
1872,2.7213026498884574e-08,2.7213026498884574e-08
1873,2.0352414864532875e-08,7.183205141814142e-09
1874,3.0470505674173864e-08,1.0156835372754358e-08
1875,3.604562220926866e-08,8.010138330405425e-09
1876,2.4788660679675445e-08,9.069021977836655e-09
1877,6.555905063265755e-08,8.658742500777805e-09
1878,2.8987624745013818e-08,2.2344627481629686e-08
1879,1.710611030603104e-08,1.8938909107646396e-08
1880,3.5939940801199555e-08,1.9253538319219388e-08
1881,2.649552932609822e-08,1.2550513517339823e-08
1882,5.124646662579835e-08,1.6638462607687643e-08
1883,3.09647596452578e-08,2.401348808689363e-08
1884,2.706695667598069e-08,7.922036360241691e-09
1885,3.8029250915005974e-08,2.2559724754955823e-08
1886,2.3877817056927597e-08,9.034849313138693e-09
1887,2.285123557044244e-08,1.0446279397058333e-08
1888,3.0434950337721034e-08,1.3315291091942072e-08
1889,2.318100555953606e-08,2.1301465480405568e-08
1890,1.2453334363726754e-08,1.6385966361553983e-08
1891,1.8485238229004608e-08,1.3385862196457765e-08
1892,1.7551835318485587e-08,1.3163875989263829e-08
1893,1.847524983000781e-08,1.6627724974682678e-08
1894,1.0082462642557743e-08,1.7014155639927253e-08
1895,6.018614495673091e-09,2.467631876612586e-08
1896,2.4767522144308884e-08,2.240870994318911e-08
1897,1.631479840114025e-08,1.4566784223291052e-08
1898,2.4330926606808134e-08,7.921697076085366e-09
1899,1.6029977345510815e-08,1.2160672469008205e-08
1900,2.180242297811219e-08,1.4015843596837385e-08
1901,2.1237207548097103e-08,1.5089595351014395e-08
1902,6.38336894454028e-09,8.347482705062248e-09
1903,3.0781255766498816e-08,1.5120615870500842e-08
1904,1.9348650681649815e-08,2.0961039126632386e-08
1905,1.7546581076999246e-08,1.3417973399043603e-08
1906,2.0576738313238252e-08,7.201858220895474e-09
1907,8.228549397415463e-09,1.0285686968813934e-08
1908,2.4556945366072114e-09,1.276961114626829e-08
1909,3.300589968002754e-08,4.400786846048277e-09
1910,2.0307773240801907e-08,5.878565634276356e-09
1911,2.7133907565257687e-08,5.3203743632934675e-09
1912,1.2502610502451716e-08,1.1981668990301841e-08
1913,2.9166443482608884e-08,5.833288518886093e-09
1914,8.036092680185902e-09,1.1384464038144415e-08
1915,2.3561523843085297e-09,5.890381071793627e-09
1916,1.648119329900055e-08,1.8678685265172135e-08
1917,1.5352993543160665e-08,8.773139548168274e-09
1918,1.2635013924011673e-08,9.189101035644853e-09
1919,2.2098836538475553e-08,1.749491218561161e-08
1920,2.2716694303426266e-08,2.3473917476479755e-08
1921,2.499006690470651e-08,1.060184651180407e-08
1922,2.3609393551282665e-08,1.475587119159627e-08
1923,2.441667978914097e-08,1.6985516548828627e-08
1924,2.3204924093356283e-08,9.02413699321869e-09
1925,2.5295809891190402e-08,3.1894715091240755e-08
1926,2.452150482668003e-08,2.3406890647947876e-08
1927,1.1149224876660924e-08,1.0034302277972529e-08
1928,2.399468712610542e-08,3.4278122562625413e-09
1929,1.6710609784809094e-08,2.33948540540041e-08
1930,1.1553964007759987e-08,2.100720708497761e-09
1931,2.6232321204133768e-08,6.843213995466613e-09
1932,2.301502632917618e-08,1.3151444377967891e-08
1933,1.605892663292252e-08,6.882397540763918e-09
1934,1.7972370258689807e-08,4.7926320689839486e-09
1935,1.555876938397205e-08,1.6755597798123745e-08
1936,3.516167268458048e-08,3.6374143697059935e-09
1937,2.6441348666139675e-08,7.554670666820584e-09
1938,1.4261736125398272e-08,7.779128452511941e-09
1939,2.9058696782158222e-08,7.647025235257843e-09
1940,1.7750480196809804e-08,1.5214697723919812e-08
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,3.034211815133858e-08,9.102635090130207e-09
1943,3.193558839598154e-08,1.7419411690866582e-08
1944,2.2492303131116387e-08,1.6065930807940276e-08
1945,3.267756198965799e-08,1.3071024262956144e-08
1946,2.9234318965620787e-08,1.2528993842408909e-08
1947,3.695469885656166e-08,1.549713246618012e-08
1948,2.9354097819123126e-08,2.0656587551570738e-08
1949,3.043272556180199e-08,7.853606653895895e-09
1950,3.084254984742074e-08,8.508289184305795e-09
1951,1.9190522948520083e-08,1.0661401539380222e-08
1952,1.5817205323287453e-08,1.8980646387944944e-08
1953,3.232148060305917e-08,1.2928593307037772e-08
1954,2.736310134032749e-08,4.886268278880834e-09
1955,3.2849627018549654e-08,9.385607846468247e-09
1956,2.7035539362785244e-08,1.3081712602058815e-08
1957,2.2087595086262013e-08,1.236905244894615e-08
1958,2.9780076626906293e-08,1.4062814024384807e-08
1959,3.2553142403912716e-08,1.3951345856355601e-08
1960,4.7753749621293196e-08,1.6610000486139143e-08
1961,2.987708569435199e-08,1.320150300188061e-08
1962,3.170978146727066e-08,1.585489117772454e-08
1963,2.5217607557692645e-08,1.1638895958121509e-08
1964,3.5287017530194476e-08,8.517555549758526e-09
1965,3.1737850236801535e-08,4.924839203113152e-09
1966,2.2156299128717194e-08,2.769537488234164e-09
1967,2.5637745149076352e-08,8.381570104631919e-09
1968,2.155879585963305e-08,1.3025106326836067e-08
1969,1.9075383467237472e-08,1.0446043141598693e-08
1970,1.7935027352145028e-08,7.817832603507213e-09
1971,1.7470551672005286e-08,5.652237344833111e-09
1972,2.2572647029317494e-08,1.0773308467548759e-08
1973,1.8193572870472963e-08,1.268036875501366e-08
1974,1.125114323929921e-08,7.313243344242437e-09
1975,1.8276736568623164e-08,1.2565256390928425e-08
1976,1.5997874969198023e-08,1.0284348483935446e-08
1977,1.3516598507123945e-08,7.052138428775834e-09
1978,1.7821774278559133e-08,1.6633656230169436e-08
1979,1.6385525491990904e-08,1.345953837272873e-08
1980,1.762396628635088e-08,7.95921106799824e-09
1981,2.213942412732095e-08,1.2651098835192442e-08
1982,2.4209259152918605e-08,6.2075020679230875e-09
1983,1.3893695083311286e-08,9.47297440490047e-09
1984,2.0296530234276133e-08,8.118611560803402e-09
1985,2.045289804186723e-08,7.820225356169885e-09
1986,1.7983456501724504e-08,1.0790073834421321e-08
1987,1.9554614372196966e-08,7.332980445085013e-09
1988,1.3792074149421296e-08,1.0194141530917022e-08
1989,2.5245362134107552e-08,1.0976243913773942e-08
1990,1.961514328741032e-08,1.0897301727652575e-08
1991,2.579044766637395e-08,1.2309077312977479e-08
1992,1.3223866057732181e-08,7.162927584403178e-09
1993,1.1632335372713243e-08,1.1632335983335906e-08
1994,2.1099706759564185e-08,1.0549853435293244e-08
1995,1.6809597269684673e-08,1.4640617607142303e-08
1996,1.868332333287981e-08,1.0676184380997711e-08
1997,1.6302642014132118e-08,1.4384683666435194e-08
1998,2.0026142522056034e-08,1.144351013948608e-08
1999,2.0565905339831048e-08,7.312321859131998e-09
2000,1.8555731617908577e-08,6.627047355323157e-09
2001,2.0153573560000027e-08,4.8193329327261836e-09
2002,1.4896152755738967e-08,5.6955880012310445e-09
2003,1.750107614384433e-08,1.0833999475323708e-08
2004,1.3654853248112886e-08,9.250062049659391e-09
2005,2.2068372240724443e-08,1.0358624180639708e-08
2006,1.811871647161567e-08,1.2765459078689645e-08
2007,1.7575709110317916e-08,1.2382886716011399e-08
2008,1.745550209930613e-08,1.1495087548496485e-08
2009,1.2874120214334539e-08,9.53638501499654e-09
2010,1.9839930587295385e-08,1.1337103700270745e-08
2011,1.3766299100659296e-08,1.0324724186716594e-08
2012,2.0085090146615414e-08,1.327658516458996e-08
2013,1.8129311996073483e-08,1.8966050063795592e-08
2014,2.988314418139737e-08,1.9922095972901843e-08
2015,2.1722439513816028e-08,3.103205532817288e-08
2016,2.527034814736595e-08,2.5684617238619367e-08
2017,2.1634257052483008e-08,1.509366853724714e-08
2018,2.0393587818468006e-08,2.1684320117287825e-08
2019,1.7601815116563557e-08,2.2448693015597598e-08
