year,premier_ADJ ange_NOUN,premier_ADJ change_NOUN
1931,0.0,1.1405356659111021e-09
1932,4.38381475564853e-09,0.0
1933,9.176529758292418e-09,6.882397318719313e-09
1934,1.3179738189705859e-08,0.0
1935,7.180970484910176e-08,0.0
1936,1.333718602225531e-08,0.0
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,3.8895642262559704e-09
1939,1.2235240376412548e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,8.559357489446029e-08,0.0
1942,2.1239482173029955e-08,0.0
1943,2.0903293473928386e-07,0.0
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.5313214696277555e-08,0.0
1947,3.099426404418182e-08,0.0
1948,2.0656586663392318e-08,0.0
1949,4.024973276894883e-08,9.817008317369869e-10
1950,1.0635361480382244e-08,1.0635361480382244e-09
1951,1.7058242818279723e-08,0.0
1952,2.425304856945587e-08,0.0
1953,9.69644453618912e-09,4.3095308654983455e-08
1954,1.6613311171198575e-08,0.0
1955,1.5016972554349195e-08,3.754243138587299e-09
1956,2.4419196442693192e-08,0.0
1957,1.7670075458386947e-08,8.835037701437898e-10
1958,1.4062813857851353e-08,0.0
1959,4.650448692800069e-09,0.0
1960,1.9378333160346983e-08,1.3841666701708277e-09
1961,1.737039845295385e-08,0.0
1962,1.2683912586908264e-08,6.341956404476434e-10
1963,1.4225316813387678e-08,3.2330267352165265e-09
1964,2.5552667481942848e-08,3.041984220075733e-09
1965,2.0246560428205385e-08,1.6416130677043839e-09
1966,2.9911003673888104e-08,0.0
1967,1.1832805624223397e-08,2.9582012395223956e-09
1968,2.4702787593255948e-08,1.3474247273492779e-09
1969,1.8621207575897358e-08,4.995933444718048e-09
1970,3.265094719595574e-08,1.3796175313274261e-09
1971,1.644287195290417e-08,1.0276794970565106e-09
1972,2.4111690422046195e-08,0.0
1973,1.0475086853478643e-08,3.859242703185828e-09
1974,2.1939729644149253e-08,5.625571675160757e-10
1975,3.141314186549948e-08,5.711480177694739e-10
1976,2.056869691235974e-08,1.7140580066410394e-09
1977,1.9393380790155845e-08,0.0
1978,1.544553784871283e-08,5.940591352171509e-10
1979,9.94835469558808e-09,1.1703946700691858e-09
1980,8.527725914309059e-09,3.411090521154847e-09
1981,1.4548764026844907e-08,1.2651099057237047e-09
1982,1.6139506175960605e-08,1.2415004579935385e-09
1983,2.2103606722723157e-08,6.315316047889041e-10
1984,2.3775934221426098e-08,1.1598016991243298e-09
1985,1.3234227713709856e-08,2.4062232206745193e-09
1986,1.4386765112561761e-08,1.1988970927134801e-09
1987,2.3832186446526293e-08,6.110816852533674e-10
1988,1.739000587974715e-08,5.996553809062277e-10
1989,1.5366741878963808e-08,5.488122178931576e-10
1990,1.1442166825137434e-08,0.0
1991,1.4653663116259708e-08,2.344586080837985e-09
1992,7.713921723606632e-09,1.65298330578878e-09
1993,1.7171543575944526e-08,2.2156829704300662e-09
1994,2.2154691858844444e-08,5.274926606624319e-10
1995,1.9520823235641416e-08,2.1689803286761844e-09
1996,2.1886178647179122e-08,0.0
1997,2.7810388103510775e-08,4.315404922294874e-09
1998,1.1920323395031573e-08,9.536258449571733e-10
1999,2.1479945211400064e-08,9.140402323914998e-10
2000,3.180982721673331e-08,1.7672125984802278e-09
2001,1.8401089485475808e-08,2.6287270138425356e-09
2002,2.5849206664041446e-08,8.76244299341522e-10
2003,8.333846002184231e-09,0.0
2004,1.7619164266458043e-08,2.378587282692024e-08
2005,1.2610498756338018e-08,2.251874686720612e-09
2006,1.8118715472414948e-08,1.6471559671771274e-09
2007,1.9572949871982104e-08,1.5977917877663117e-09
2008,1.7881246483497648e-08,2.9802078582719105e-09
2009,1.7642311611609784e-08,1.430457752249481e-09
2010,1.5116137341841807e-08,4.723793023408973e-10
2011,2.7532598867452407e-08,1.1471915639660324e-09
2012,2.144679198123889e-08,3.744677901096338e-09
2013,1.75714883754452e-08,1.9523875849358774e-09
2014,2.252063038832297e-08,9.744502982300673e-09
2015,2.726387685059173e-08,2.21657536769726e-09
2016,1.7606390484425916e-08,2.278474076078396e-09
2017,3.748261018232668e-08,1.2578056374223934e-09
2018,2.9428720571544886e-08,1.5488800242380307e-09
2019,2.2193593518515797e-08,1.2754939326953263e-09
