year,premier_ADJ an_NOUN,premier_ADJ champ_NOUN
1875,2.345826111138649e-08,5.32102030770254e-08
1876,2.2974857127877613e-08,6.892457093954363e-08
1877,3.277952487223956e-08,5.442638217889595e-08
1878,7.005343150012777e-08,3.865016640069996e-08
1879,3.848874796652524e-08,5.070739916845923e-08
1880,2.9522093214495726e-08,4.299957012676714e-08
1881,3.834879080955034e-08,3.416528748800829e-08
1882,4.4591080827771634e-08,4.9249848643739824e-08
1883,2.0853818505361943e-08,6.761692361578753e-08
1884,2.3766109080725073e-08,6.271612296160356e-08
1885,4.060750313783501e-08,4.3185760745245716e-08
1886,3.549404986591398e-08,8.38950304227204e-08
1887,1.958677409152898e-08,8.226444947467826e-08
1888,1.1413106459912115e-08,7.862362139121615e-08
1889,2.3181005281980305e-08,1.2592924636400937e-07
1890,2.4906668727453507e-08,6.29221089676335e-08
1891,2.677172439291553e-08,6.947900066389678e-08
1892,3.384996816180319e-08,5.955086712639002e-08
1893,2.0938616174248637e-08,5.8504955657845414e-08
1894,2.5836310868498913e-08,5.230277766443692e-08
1895,3.1898657715245804e-08,6.500103921780465e-08
1896,3.125425251937486e-08,7.371286159241208e-08
1897,3.088158351260972e-08,5.010973680441566e-08
1898,1.0750873968845553e-08,6.393941065496733e-08
1899,2.5979618456517528e-08,9.839089543106638e-08
1900,3.166542283938867e-08,8.201863832546508e-08
1901,1.117747761014698e-08,7.936009627229623e-08
1902,1.178468167495339e-08,6.972602789589999e-08
1903,1.3500550899436803e-08,7.236295362922363e-08
1904,2.8485513503540005e-08,6.557042553367864e-08
1905,2.11591113519205e-08,8.463645040368561e-08
1906,2.0576738535282857e-08,8.385021033063822e-08
1907,1.6457098794830927e-08,8.125692829707987e-08
1908,1.6698723515062852e-08,6.237463878733251e-08
1909,1.1001967337165297e-08,6.986249445617432e-08
1910,1.2825961626106164e-08,6.787071693548086e-08
1911,1.276889793899727e-08,6.86328297527794e-08
1912,1.041884239993962e-08,8.595544898071239e-08
1913,1.590896836489719e-08,7.212066205353196e-08
1914,1.6072185360371805e-08,8.103059612185604e-08
1915,4.712304768617059e-09,8.717763522181343e-08
1916,1.3184954461564757e-08,8.57022028899479e-08
1917,1.3159709433274713e-08,8.334482259897413e-08
1918,5.743188147278033e-09,5.972916028440522e-08
1919,1.1970202606903513e-08,7.182121919413476e-08
1920,1.2872794385998532e-08,8.178010579840134e-08
1921,1.6660043622440668e-08,7.345565183891622e-08
1922,1.1066902949607993e-08,7.525493872506672e-08
1923,2.5478275489376756e-08,8.386599237297787e-08
1924,1.675911143195208e-08,8.766304593343932e-08
1925,3.1894715091240755e-08,7.038833849115633e-08
1926,1.114613823460786e-08,6.464760071711595e-08
1927,1.1149224654616319e-08,4.571182032897525e-08
1928,9.140832868403947e-09,5.02745824970674e-08
1929,1.4482528065684619e-08,3.6763341038081876e-08
1930,9.453243188239924e-09,6.722306322703986e-08
1931,5.1324104077821175e-08,4.5621426636444085e-08
1932,1.8631212128639163e-08,7.123698964051073e-08
1933,2.523545639121494e-08,7.800050383366397e-08
1934,2.3963160344919743e-08,8.38710612072191e-08
1935,2.752705352548901e-08,7.061287732312849e-08
1936,6.0623572828433225e-09,8.002311613353186e-08
1937,2.2664012888640173e-08,5.288269733227935e-08
1938,1.2965214679638848e-08,8.427389275311725e-08
1939,4.282334131744392e-08,5.964679594683275e-08
1940,2.7893612752905028e-08,7.353770370421842e-08
1941,7.969057236323351e-08,8.854507971278736e-08
1942,9.102635090130207e-09,1.1530004750959222e-07
1943,5.806470415592457e-09,9.870999706507178e-08
1944,9.639558484764166e-09,1.3816700850100005e-07
1945,4.357008087652048e-09,1.0456819676818441e-07
1946,1.6705325123211878e-08,9.187929173037901e-08
1947,1.9073394197377525e-08,7.62935721265734e-08
1948,2.717971980814582e-08,8.045197175121643e-08
1949,2.0615717910565934e-08,6.773736060949886e-08
1950,9.571825110299415e-09,9.678178725103237e-08
1951,3.1984206394497505e-09,6.823296894165054e-08
1952,1.4762725264461096e-08,7.592258499666826e-08
1953,8.619061908632375e-09,8.619061730996691e-08
1954,4.886268278880834e-09,8.502106529917342e-08
1955,4.6928039232341234e-09,8.353190672494293e-08
1956,7.849027428008526e-09,9.157199021281315e-08
1957,1.2369053004057662e-08,7.509781979608832e-08
1958,1.2408365002158916e-08,1.1581140785255073e-07
1959,6.975673150222406e-09,8.603329837431062e-08
1960,1.591791637389761e-08,5.0522083572257515e-08
1961,9.72742331128984e-09,6.531269686194108e-08
1962,1.6489087428794846e-08,1.2049716835438318e-07
1963,1.2932106940866106e-08,8.664511264022678e-08
1964,1.2776333768727e-08,1.0829463453765342e-07
1965,2.637524995074969e-07,7.496699672149276e-08
1966,2.1048483844765542e-08,7.699313864240054e-08
1967,2.4651678420806178e-08,8.036447152193205e-08
1968,1.4372530721118437e-08,9.387059018983734e-08
1969,1.8893712194767431e-07,7.26681277374297e-08
1970,1.5175792539290356e-08,7.311972763379693e-08
1971,1.849823050292798e-08,8.683891794536436e-08
1972,1.5903454553267693e-08,7.541315605319454e-08
1973,9.372446041489013e-09,9.537842299289778e-08
1974,1.5751600079827455e-08,1.6820458870192567e-07
1975,9.138368284311582e-09,9.366827713463977e-08
1976,1.2569759400005154e-08,7.713261612751765e-08
1977,1.704266772151186e-08,1.1224653673203022e-07
1978,1.9009891771837317e-08,6.118808981714352e-08
1979,1.6385525825057812e-08,8.134242801549618e-08
1980,1.3644362084619388e-08,9.3236473208691e-08
1981,1.0753433810073432e-08,1.0247390147544166e-07
1982,1.6760255960868164e-08,9.000878342657614e-08
1983,6.946847541655643e-09,1.0799190219845656e-07
1984,1.3917620222958504e-08,1.0264244709734527e-07
1985,9.02333674446254e-09,1.6723250850780857e-07
1986,7.1933827783254856e-09,1.0730128824354424e-07
1987,7.332980445085013e-09,8.249602845289417e-08
1988,1.3792074093910145e-08,1.0613900452982605e-07
1989,7.134558721588746e-09,1.1305531333327679e-07
1990,9.262707045820662e-09,1.1442166791830743e-07
1991,7.033758464558559e-09,1.1898774587848493e-07
1992,1.8733810946969243e-08,1.2066778048991367e-07
1993,9.416652346772025e-09,9.63822076038845e-08
1994,1.0549853435293244e-08,1.1235593361247354e-07
1995,1.0302656505700725e-08,1.3230780315787172e-07
1996,1.0676184380997711e-08,1.2224231227264681e-07
1997,2.4933450859521145e-08,1.2610572441840162e-07
1998,1.668845261981744e-08,1.2444816999135355e-07
1999,1.2339542720951613e-08,1.20653307011942e-07
2000,1.0161472663305915e-08,1.0912537595775262e-07
2001,1.1829271784336015e-08,1.3187446928908386e-07
2002,8.762442660348313e-09,1.3494161943405913e-07
2003,2.0417921575699438e-08,1.387585286671822e-07
2004,7.047666006343434e-09,1.2641750973818588e-07
2005,9.007498746882447e-09,1.4817335636241324e-07
2006,1.1941880373456115e-08,1.5647981671529365e-07
2007,1.2782334302130494e-08,1.4979298385009443e-07
2008,4.683183701947868e-09,1.5284208670918176e-07
2009,7.15228898329201e-09,1.4638350398499256e-07
2010,6.613310454817167e-09,1.4407568316165964e-07
2011,1.1471915639660324e-09,1.747555153364111e-07
2012,5.1063788752969685e-09,1.1268076316461872e-07
2013,4.741512571460049e-09,1.0905478914358113e-07
2014,6.279790909502481e-09,9.376377707592809e-08
2015,3.103205609145121e-09,1.3255120469291004e-07
2016,3.5212781579474495e-09,1.294587518296808e-07
2017,1.509366853724714e-09,1.8062089579551355e-07
2018,5.421079862788503e-09,1.2468484300587335e-07
2019,4.846876733299865e-09,1.4260021652390265e-07
