year,premier_ADJ chantier_NOUN
1989,5.158834914809063e-08
1990,3.487136585045292e-08
1991,5.5097771234358106e-08
1992,5.620142978779441e-08
1993,5.3176390624187775e-08
1994,5.7496698513404e-08
1995,5.9104713456825664e-08
1996,7.259805534509667e-08
1997,7.480035701945553e-08
1998,5.626392329816099e-08
1999,5.667049374213917e-08
2000,5.7876213599428183e-08
2001,6.308944855426546e-08
2002,8.061447376306319e-08
2003,8.208838453427347e-08
2004,6.915522354766779e-08
2005,8.376974025559036e-08
2006,7.247485900307993e-08
2007,8.428351350175944e-08
2008,7.322796269360055e-08
2009,6.675469710337723e-08
2010,6.707786148751893e-08
2011,5.8124373647494565e-08
2012,6.229782467670475e-08
2013,3.960557515281238e-08
2014,4.5907438517289734e-08
2015,4.012001575404156e-08
2016,4.1426802654953576e-08
2017,4.553256549577611e-08
2018,4.595010583141601e-08
2019,4.693817379219922e-08
