year,ils_PRON avaient_VERB,ils_PRON savaient_VERB
1910,2.065567605313845e-05,9.8225490319237e-07
1911,2.1006965198466787e-05,9.773527551715233e-07
1912,2.0143790607107803e-05,1.0549077842370025e-06
1913,1.9987498035334283e-05,1.0086286579280568e-06
1914,2.084495463350322e-05,1.1049627346437774e-06
1915,2.5334527890663594e-05,1.8165935102842923e-06
1916,2.6105110919161234e-05,1.5558246104774298e-06
1917,2.5428944809391396e-05,1.605484555966541e-06
1918,2.555489027145086e-05,1.6115386074488924e-06
1919,2.4020514956646366e-05,1.5257404584190226e-06
1920,2.156798836949747e-05,1.2009559782200085e-06
1921,2.042067080765264e-05,1.1139511570945615e-06
1922,2.0557142306643073e-05,1.121446217666744e-06
1923,2.0474979010032257e-05,1.0976890507663484e-06
1924,1.931552105816081e-05,9.965225729047233e-07
1925,1.938318928296212e-05,9.942353074166022e-07
1926,2.0102061171201058e-05,1.0566539572209876e-06
1927,1.9925894775951747e-05,1.1650939768514945e-06
1928,1.813998278521467e-05,8.089637049124576e-07
1929,1.9748598333535483e-05,1.125181029237865e-06
1930,1.8920140973932575e-05,1.03145384855452e-06
1931,1.8282786641066195e-05,9.261149784833833e-07
1932,1.8402157820673892e-05,1.0400599990134651e-06
1933,1.828997119446285e-05,9.784475025753636e-07
1934,1.7696793292998336e-05,9.11798252900553e-07
1935,1.745933241181774e-05,8.976213052847015e-07
1936,1.8167672806157498e-05,8.741919259591668e-07
1937,1.7533131995151052e-05,1.007289483823115e-06
1938,1.7373387436236953e-05,1.0164728223571728e-06
1939,1.6860160940268543e-05,8.656432441966899e-07
1940,1.7116534309025155e-05,1.0396709910764912e-06
1941,1.9890175735781668e-05,1.2632431207748596e-06
1942,2.0474861230468377e-05,1.0528714824431518e-06
1943,2.32897527894238e-05,1.3703270269616041e-06
1944,2.259833900097874e-05,1.304553563841182e-06
1945,2.5120329155470245e-05,1.6360565382456116e-06
1946,2.237399894511327e-05,1.3099759144097334e-06
1947,2.1170274976611836e-05,1.2719569326691271e-06
1948,1.8743134205578826e-05,1.1176300915849424e-06
1949,1.7292660231760237e-05,1.058273483067751e-06
1950,1.734308398226858e-05,9.497377959633013e-07
1951,1.929500513142557e-05,1.0352220840559312e-06
1952,1.7923003724718e-05,1.0133556713753933e-06
1953,1.833059013733873e-05,9.955016366802738e-07
1954,1.775083410393563e-05,1.0231845521957439e-06
1955,1.6423874967586016e-05,1.0061371824576781e-06
1956,1.6663485439494252e-05,8.756025806633261e-07
1957,1.7468636542616878e-05,9.082418443995266e-07
1958,1.649154455662938e-05,9.422085156529647e-07
1959,1.6224640603468288e-05,8.750594417961111e-07
1960,1.6299947219522437e-05,9.619958234452497e-07
1961,1.694864477030933e-05,9.796904691938835e-07
1962,1.780884758773027e-05,1.1066714193930238e-06
1963,1.84308378265996e-05,1.121213642818475e-06
1964,1.7237707652384415e-05,9.764769401954254e-07
1965,1.69759205164155e-05,9.608908442260145e-07
1966,1.8034673303191084e-05,9.654607424636197e-07
1967,1.6956903436948778e-05,9.8015070193469e-07
1968,1.9616707959357882e-05,1.155192137503036e-06
1969,1.8258774616697337e-05,9.696653080482065e-07
1970,1.633421106816968e-05,9.560749276715796e-07
1971,1.6194173895200947e-05,8.689030153163912e-07
1972,1.5587438156217104e-05,8.249276106653269e-07
1973,1.572200335431262e-05,8.291858364373184e-07
1974,1.5913054994598497e-05,9.119051469497208e-07
1975,1.4746470242243959e-05,8.298780755922053e-07
1976,1.5020862520032097e-05,8.478873780859431e-07
1977,1.5124486253625946e-05,7.916025310805708e-07
1978,1.5887517292867415e-05,9.231679030108353e-07
1979,1.5944871393003268e-05,8.883295379291667e-07
1980,1.5090664419403765e-05,8.857464877110033e-07
1981,1.564118656460778e-05,9.083488805572415e-07
1982,1.613329868632718e-05,9.727155827476963e-07
1983,1.5194650586636271e-05,9.075109232981049e-07
1984,1.5808677289896877e-05,8.756503007134597e-07
1985,1.6097032130346633e-05,8.921072378598183e-07
1986,1.680074501564377e-05,9.477281537328963e-07
1987,1.5531863027717918e-05,8.469592387427838e-07
1988,1.642635925236391e-05,9.672441478869587e-07
1989,1.6674012385919923e-05,9.834714944645384e-07
1990,1.6138904356921557e-05,8.9630307797961e-07
1991,1.603521059223567e-05,9.349037384254189e-07
1992,1.674251598160481e-05,9.691991635918384e-07
1993,1.6183348179765744e-05,9.111996348565299e-07
1994,1.681224603089504e-05,9.864112939794722e-07
1995,1.623969819775084e-05,9.218166496793856e-07
1996,1.565448883411591e-05,9.112123393606453e-07
1997,1.6315587345161475e-05,9.628147950024868e-07
1998,1.696452682153904e-05,9.507649565421161e-07
1999,1.5951372915878892e-05,9.259227624625055e-07
2000,1.6769522062531905e-05,9.330882733138424e-07
2001,1.685890265434864e-05,1.0348421994876844e-06
2002,1.7597176338313147e-05,9.940991674284305e-07
2003,1.8341545001021586e-05,1.0633987130859168e-06
2004,1.853976664278889e-05,1.1267456159202993e-06
2005,1.8475732304068515e-05,1.095762257818933e-06
2006,1.9001179225597298e-05,1.1538327839843987e-06
2007,2.1539031877182424e-05,1.1895559737240546e-06
2008,2.2296211682260036e-05,1.2814893466384092e-06
2009,2.5793537133722566e-05,1.4485768815575284e-06
2010,3.155399281240534e-05,1.8715668375079986e-06
2011,3.471746003924636e-05,2.049266527137661e-06
2012,4.217018067720346e-05,2.375147118982568e-06
2013,4.552521386358421e-05,2.621219778120576e-06
2014,4.8131783842109144e-05,2.8036018875354785e-06
2015,4.5444670831784606e-05,2.5175862674586824e-06
2016,4.6684690460097045e-05,2.640958541633154e-06
2017,4.625228211807553e-05,2.544289259276411e-06
2018,4.825974610866979e-05,2.8587162432813784e-06
2019,4.464993980946019e-05,2.5632325559854507e-06
