year,elles_PRON avaient_VERB,elles_PRON savaient_VERB
1875,6.425275046240131e-06,1.0127102711976477e-07
1876,6.18930539530993e-06,9.794544197916366e-08
1877,5.863205672085314e-06,1.3111809948895825e-07
1878,6.246833208933822e-06,9.23980607581143e-08
1879,6.2571707530878484e-06,1.3012862609684817e-07
1880,5.782479320259881e-06,1.129540940780771e-07
1881,6.2661927131557604e-06,1.1365187546630295e-07
1882,6.290004535003391e-06,1.1913139630337355e-07
1883,6.079204126763216e-06,1.0426909113903093e-07
1884,6.2894365555621334e-06,8.252121119767253e-08
1885,5.848125056218123e-06,9.410628187822567e-08
1886,5.841675488227338e-06,1.0777284664698072e-07
1887,5.923693151999032e-06,1.2339667243566055e-07
1888,5.612712016045407e-06,1.1096075702710095e-07
1889,5.830336363032984e-06,9.773613385277713e-08
1890,5.678720640389656e-06,1.0487018187177455e-07
1891,5.720224976357713e-06,1.0135009986811383e-07
1892,5.506261118171096e-06,1.1659433241106854e-07
1893,5.726095537283982e-06,1.5827130894763286e-07
1894,5.789854526483396e-06,1.1846893954725601e-07
1895,5.928937298449455e-06,9.027921699100716e-08
1896,5.829802603329881e-06,1.1322295456750453e-07
1897,5.5726687833157484e-06,9.089673369544471e-08
1898,5.518593525266624e-06,1.0241622305784404e-07
1899,5.444111820906983e-06,1.1442087455293404e-07
1900,5.606856461781717e-06,1.380820116025916e-07
1901,5.4233122455116245e-06,1.2854099828985e-07
1902,4.71681846647698e-06,1.1391858123488419e-07
1903,5.8316977629147004e-06,9.018367563840002e-08
1904,5.55467499907536e-06,1.0802996897041339e-07
1905,5.424473783932626e-06,1.0940808969905902e-07
1906,5.692040417670796e-06,1.2963344886429695e-07
1907,5.190671913624101e-06,1.1262827115388063e-07
1908,5.3185432307145675e-06,1.3408092058853072e-07
1909,5.432771331470576e-06,1.2377213209902038e-07
1910,5.254903385321086e-06,1.1970897162427718e-07
1911,5.049567334936e-06,1.0800359362406198e-07
1912,5.161494755157037e-06,1.192957466145117e-07
1913,4.848523701639351e-06,1.1772636909768153e-07
1914,5.224129836278735e-06,1.2857747577754708e-07
1915,5.675971237906197e-06,1.625745120747979e-07
1916,5.784898576166597e-06,1.9557682762183504e-07
1917,6.110491767685744e-06,1.7436614996313438e-07
1918,5.874132966710022e-06,1.7344428115961819e-07
1919,6.056922757124994e-06,1.6666205837623238e-07
1920,5.354324912332231e-06,1.4993019092912618e-07
1921,5.0782842890839675e-06,1.4085310340306023e-07
1922,5.171932571101934e-06,1.2763828038941938e-07
1923,4.9003218691723305e-06,1.369457329758461e-07
1924,4.991637069906574e-06,1.211812694634773e-07
1925,4.559844683171832e-06,1.3637740181593472e-07
1926,4.75605725114292e-06,1.4601441122863434e-07
1927,5.070667384643457e-06,1.5274438425194603e-07
1928,4.8732065351941856e-06,1.3711249380321533e-07
1929,5.055516453467135e-06,1.2588659359380472e-07
1930,4.6720027739866055e-06,9.978423420875515e-08
1931,4.535910306913138e-06,9.808606904471162e-08
1932,4.5240968233883905e-06,8.658033934239029e-08
1933,4.620382696884917e-06,1.2158902151782058e-07
1934,4.2570553659970756e-06,1.1023053403391714e-07
1935,3.912431964181451e-06,1.0292724184068902e-07
1936,4.3079111264887615e-06,1.212471438805096e-07
1937,4.463551363187435e-06,1.196156240723667e-07
1938,4.237032158016518e-06,8.297736897588948e-08
1939,4.406216021379805e-06,1.2694061624074493e-07
1940,3.887355148890492e-06,1.2171758001500166e-07
1941,4.235406208863424e-06,1.1510860531416256e-07
1942,4.733370474241383e-06,1.3350531702371882e-07
1943,4.755499276143382e-06,1.1612941008820599e-07
1944,4.501673743106949e-06,1.4780656343305054e-07
1945,5.1499833944035345e-06,1.742803270587956e-07
1946,4.710901635007758e-06,1.4895581301743732e-07
1947,4.758811655847239e-06,1.3112957830685446e-07
1948,4.284610895410879e-06,1.152420132655152e-07
1949,4.209533074117644e-06,8.933477602113271e-08
1950,4.1201390104106395e-06,1.0635361036293034e-07
1951,3.982033547345054e-06,1.3113524488517214e-07
1952,3.866779536565446e-06,1.1388388188038334e-07
1953,4.0272567503052414e-06,9.588706717522655e-08
1954,4.5491154878618545e-06,1.436562833134758e-07
1955,3.694175347845885e-06,8.728615519260075e-08
1956,3.4832240203286347e-06,1.0552581031220143e-07
1957,3.855610543723742e-06,1.0248643533827817e-07
1958,3.995493557340524e-06,9.513080101442029e-08
1959,3.6327754742160323e-06,1.441639128074712e-07
1960,3.7829275356671133e-06,8.997083433825992e-08
1961,3.779798703362758e-06,9.727423133654156e-08
1962,3.7626828088832553e-06,9.449515125936614e-08
1963,3.739965166005277e-06,8.017905983592755e-08
1964,3.7611091556755127e-06,1.0464425770351227e-07
1965,3.6870628719043452e-06,1.0013839357725374e-07
1966,3.761031791782443e-06,1.0358069424398764e-07
1967,3.5454042972560273e-06,9.121120925215109e-08
1968,4.287056526663946e-06,9.431973424511852e-08
1969,3.849593895211001e-06,9.038097736890904e-08
1970,3.706112408963236e-06,8.553628561003279e-08
1971,3.5444666082184995e-06,8.735275613958038e-08
1972,3.5033773428949644e-06,8.977757204320369e-08
1973,3.4033005817946105e-06,6.94663686573449e-08
1974,3.409658916098124e-06,8.213334545814632e-08
1975,3.2018558044910606e-06,7.93895758022245e-08
1976,3.3955490152948187e-06,1.0170078112992087e-07
1977,3.432040614370635e-06,8.286262342949158e-08
1978,3.449107282449404e-06,7.485144948304878e-08
1979,3.456760737208242e-06,9.480196894173787e-08
1980,3.494662166758644e-06,8.982538091117931e-08
1981,3.4448941619302786e-06,9.425068725477104e-08
1982,3.846789240924409e-06,1.0925204207978823e-07
1983,3.522683243772917e-06,1.0925496951585956e-07
1984,3.5930656281379925e-06,9.394393529760237e-08
1985,3.6015146065437875e-06,1.0106137793286507e-07
1986,3.6866085793008097e-06,1.0490349566794066e-07
1987,3.7440973983393633e-06,1.0449496556930171e-07
1988,3.718463005952799e-06,1.1633314400683048e-07
1989,3.593073643060052e-06,1.1305531799621349e-07
1990,3.406496716706897e-06,8.88130120557662e-08
1991,3.513948399813671e-06,9.202500450555817e-08
1992,3.860817798795324e-06,1.14055847433292e-07
1993,3.6464601862462587e-06,1.1687727408116189e-07
1994,3.768407680126984e-06,1.3873057369551134e-07
1995,3.6032184880241402e-06,1.165826901683431e-07
1996,3.6325716905594163e-06,1.0782946091580925e-07
1997,3.726591899066989e-06,1.117210395307211e-07
1998,3.6266391134631704e-06,1.1538872612959494e-07
1999,3.7004919590799545e-06,1.1105588981763503e-07
2000,3.722633323377522e-06,1.0205652856143388e-07
2001,3.5829549460686394e-06,1.1916896269781319e-07
2002,3.64561435617361e-06,1.489615328864602e-07
2003,3.84356974336697e-06,1.5334276426415272e-07
2004,3.7991325143593713e-06,1.5020337684745755e-07
2005,3.698479190461512e-06,1.2880723687658246e-07
2006,3.956880391342565e-06,1.4371435597126947e-07
2007,4.281682663531683e-06,1.6856703055623257e-07
2008,4.268508973837015e-06,1.826441646812782e-07
2009,4.664722723646264e-06,1.8929723921701225e-07
2010,5.707759328288375e-06,2.437477277794642e-07
2011,5.764255547546782e-06,2.7723796591772043e-07
2012,7.190462611106341e-06,3.4689335848270275e-07
2013,7.607896122863167e-06,3.8211013020372775e-07
2014,8.212883813030203e-06,4.0818642332851596e-07
2015,7.679103646296426e-06,3.7703946986766823e-07
2016,7.905062147983699e-06,3.807122936905216e-07
2017,7.384577202174114e-06,3.637573939840877e-07
2018,8.129554998959065e-06,4.143254130895002e-07
2019,7.844287438274478e-06,3.999948887667415e-07
