year,les_DET herbes_NOUN,les_DET serbes_NOUN
1883,2.044938153589193e-06,5.529421542860291e-07
1884,2.088116758613978e-06,7.288273664585176e-07
1885,2.1625107056721937e-06,8.637152006940596e-07
1886,2.072852515189183e-06,1.6217554161812586e-06
1887,2.3954624690514237e-06,8.095866235180438e-07
1888,2.2819873279900094e-06,8.071602479731155e-07
1889,2.1163631274134787e-06,7.32394482838572e-07
1890,2.1151004630515224e-06,4.7519301205056763e-07
1891,1.9473242267586954e-06,4.2834759739207584e-07
1892,2.2572912516949373e-06,5.365846504901128e-07
1893,2.2022496823925763e-06,6.540238501884232e-07
1894,2.2301148467906984e-06,7.656370257791423e-07
1895,2.0457269727103267e-06,4.965356907860041e-07
1896,2.0627806394113435e-06,7.890225006690343e-07
1897,2.2461980044852226e-06,1.5469924790068035e-06
1898,2.1863883612471824e-06,6.818317714873956e-07
1899,2.4227376353991303e-06,6.218525925305585e-07
1900,2.0977045717129883e-06,7.070214351756476e-07
1901,1.9325859104135645e-06,1.1814593818826324e-06
1902,1.945454479845843e-06,7.380156574754437e-07
1903,1.8517355275804448e-06,1.1178455849858437e-06
1904,2.1923097168752292e-06,8.49728266416605e-07
1905,1.9982459207312786e-06,5.976158732323711e-07
1906,2.3930745953748556e-06,6.985802443182365e-07
1907,1.962509067254814e-06,1.450796162316692e-06
1908,2.1192642967182707e-06,1.260262393998346e-06
1909,2.0969750216259797e-06,1.5111201889794756e-06
1910,2.5977917521569083e-06,6.9099868937883e-07
1911,2.216467912319331e-06,7.203786651643895e-07
1912,2.0025014855207246e-06,1.6993132021525525e-06
1913,2.0448329315359004e-06,3.886030810917873e-06
1914,2.1945229189412885e-06,5.597138624580111e-06
1915,1.7470869404512257e-06,1.4246475302570616e-05
1916,1.7019578477661668e-06,1.1137990327370062e-05
1917,2.136259376506189e-06,9.891714967125154e-06
1918,2.038831752315673e-06,1.182981941383332e-05
1919,1.8839257683866961e-06,9.179304015560774e-06
1920,1.9983119443622854e-06,3.531689003466454e-06
1921,2.115068283292665e-06,2.4588711653450446e-06
1922,2.2458434786321035e-06,1.9544150973160868e-06
1923,2.2728743855893185e-06,2.0987729669741384e-06
1924,2.479059332927136e-06,1.5637540542456918e-06
1925,2.448194322823838e-06,1.5386450371579485e-06
1926,2.2693537140572317e-06,2.401992844625056e-06
1927,2.568781449885371e-06,1.9945963742884487e-06
1928,2.27835259636322e-06,1.4328255844020532e-06
1929,2.184633752344567e-06,2.496565059573186e-06
1930,2.0996702840836434e-06,3.607987906661947e-06
1931,2.2126392371646375e-06,1.6629010133328848e-06
1932,2.183139804934342e-06,1.7074958265084206e-06
1933,1.8754532875586705e-06,3.63390577717837e-06
1934,2.075209726726257e-06,3.123597934973077e-06
1935,2.220116788187454e-06,2.163865786997121e-06
1936,2.220035216105032e-06,2.4698044285287324e-06
1937,2.218555029909197e-06,2.0183562128295307e-06
1938,2.3505934301226716e-06,2.1275916992635757e-06
1939,1.9744619130790397e-06,1.648698628287093e-06
1940,1.8663362411075468e-06,1.260284150816915e-06
1941,2.2519964848477514e-06,4.279678762486583e-07
1942,2.603353649988094e-06,5.370554809758232e-07
1943,2.845170485210602e-06,6.387117288397803e-07
1944,2.3841842349270337e-06,2.0757182710440247e-06
1945,2.259108657476361e-06,1.6861621645603009e-06
1946,2.4180959172781513e-06,9.480271927486683e-07
1947,2.4998066077142056e-06,9.310199970968824e-07
1948,2.4309542174805188e-06,6.381798129950766e-07
1949,2.311905434870809e-06,9.394877196200468e-07
1950,2.2419341974000417e-06,7.806355384332164e-07
1951,2.4883712459455865e-06,5.469299004801087e-07
1952,2.1226690734010845e-06,4.882244155623994e-07
1953,2.191396418993463e-06,5.48387816934337e-07
1954,2.184161748575164e-06,6.616006800186369e-07
1955,1.8940156092384086e-06,6.757637862619958e-07
1956,2.1201095039558027e-06,3.854744541342825e-07
1957,2.10892339824742e-06,4.028777169651221e-07
1958,1.958867230200667e-06,3.5570645806615175e-07
1959,1.7183407413634555e-06,4.0691427116712475e-07
1960,1.901844968732469e-06,5.446696000888096e-07
1961,1.9642446176248995e-06,3.689472620749257e-07
1962,1.8924398403896703e-06,4.78183508789698e-07
1963,1.9469286547391107e-06,3.5110668861193517e-07
1964,2.0381293603932704e-06,5.134869418554899e-07
1965,1.8369649446015046e-06,7.272345925457557e-07
1966,1.953631672879652e-06,6.824140186267869e-07
1967,1.95438503247658e-06,5.083175977915744e-07
1968,1.914241392952931e-06,6.552975619911194e-07
1969,1.9052673665420627e-06,7.066975342695514e-07
1970,1.6265689879446654e-06,9.041093491646279e-07
1971,1.8410878217522963e-06,5.539192500236823e-07
1972,1.5385310261351037e-06,6.335731370654685e-07
1973,1.6010344126016207e-06,4.3333783139587467e-07
1974,1.5104660437970097e-06,6.086868324928218e-07
1975,1.4758464566000384e-06,2.815759669871909e-07
1976,1.5523653011939587e-06,4.096598900105164e-07
1977,1.455091148017118e-06,3.473178118440501e-07
1978,1.7441576076748788e-06,4.211879129911722e-07
1979,1.6022702595819283e-06,6.431318766431104e-07
1980,1.6634750892308148e-06,4.985877239960246e-07
1981,1.604791940224004e-06,3.0678915585724553e-07
1982,1.7461703905041759e-06,4.5314766694559694e-07
1983,1.7373434388900932e-06,3.3976399471669083e-07
1984,1.7918936592309365e-06,3.0792734406759337e-07
1985,1.7005982329010294e-06,3.242385808732706e-07
1986,1.722815099469699e-06,6.240259153855732e-07
1987,1.6334213626123528e-06,3.4098357559742e-07
1988,1.62986327723047e-06,5.486846745839102e-07
1989,1.7611384492965954e-06,4.522212684321403e-07
1990,1.5523206755574392e-06,8.548933223551103e-07
1991,1.5872847427544912e-06,1.3962010569912309e-06
1992,1.7505092557712487e-06,2.5825109162269655e-06
1993,1.7819630002691156e-06,3.7179160017331014e-06
1994,1.684284100633704e-06,4.163499511378177e-06
1995,1.7850708218247746e-06,4.11238681863324e-06
1996,1.6868371375267088e-06,3.0341716410475783e-06
1997,1.7041054718447413e-06,1.8680908766555149e-06
1998,1.6111508855942702e-06,2.204306099429232e-06
1999,1.630647773254168e-06,3.6803830596454645e-06
2000,1.6152322714901857e-06,2.3481836990413285e-06
2001,1.5491965257297124e-06,2.9761572477582376e-06
2002,1.8055013697448885e-06,1.676693514696126e-06
2003,1.5421781540680968e-06,1.56176271559616e-06
2004,1.4632716585083472e-06,1.4844146107861889e-06
2005,1.5006493399027931e-06,1.5114583931108427e-06
2006,1.7315726807964893e-06,1.291370310241291e-06
2007,1.6497199837317567e-06,8.52821344210497e-07
2008,1.8366594929375424e-06,8.749038329369796e-07
2009,1.881528802982757e-06,9.078638640858117e-07
2010,2.335443234358081e-06,8.668160020874893e-07
2011,2.7563189668455834e-06,6.592527910243007e-07
2012,3.26808262052225e-06,6.910633274515021e-07
2013,3.177092308348506e-06,8.423157922266e-07
2014,3.4807365283384684e-06,8.265504476412389e-07
2015,3.2714436088987497e-06,6.827052487778928e-07
2016,3.577825573586324e-06,6.359014079748704e-07
2017,3.243880739134397e-06,5.421142503791998e-07
2018,3.457616486457482e-06,7.638560077793954e-07
2019,3.232611687664644e-06,4.2422926327390087e-07
