year,pouvions_VERB avoir_VERB,pouvions_VERB savoir_VERB
1897,1.479985201058298e-07,8.740070001067579e-09
1898,1.1769378005510589e-07,1.1882545614128048e-08
1899,1.321091218642323e-07,6.633094074004475e-09
1900,1.1887511419672592e-07,4.671947717582725e-09
1901,1.2071676280811516e-07,8.38310842965484e-09
1902,1.0949933226811481e-07,1.3257766440233354e-08
1903,1.301453096402838e-07,6.480264325148255e-09
1904,8.276922613958959e-08,2.1498500757388683e-09
1905,8.670075146710587e-08,5.160758931310738e-09
1906,9.362415909208721e-08,1.0288369267641428e-08
1907,1.0645685932786364e-07,1.491424583832668e-08
1908,1.159087830160388e-07,1.1296195090437777e-08
1909,1.36974492193076e-07,1.320236009405562e-08
1910,1.0688301443906312e-07,1.1222716089775986e-08
1911,1.1119581699858827e-07,9.576673676292558e-09
1912,9.481146889811498e-08,1.0939784189645252e-08
1913,1.1878697137035488e-07,9.545381374209683e-09
1914,1.0312985665450469e-07,1.2054139020278853e-08
1915,1.5197183245163615e-07,5.890381071793627e-09
1916,1.2525707404620334e-07,7.69122365795738e-09
1917,1.217273108977679e-07,3.289927263949721e-08
1918,1.7459291257182485e-07,1.9526840588923733e-08
1919,1.445632165086863e-07,1.5653341733923298e-08
1920,8.556622077549036e-08,2.0445025228355007e-08
1921,9.163024117242458e-08,6.815472630705699e-09
1922,9.443757420513066e-08,5.902348387820666e-09
1923,9.235874642854469e-08,9.554353752605493e-09
1924,9.797634703545555e-08,1.804827398643738e-08
1925,9.458432970177455e-08,1.8696901804560184e-08
1926,9.585679094925581e-08,8.916910765321973e-09
1927,1.3267577969600097e-07,1.4493992672726108e-08
1928,8.798051709391075e-08,1.1426041446327417e-08
1929,8.689517017046455e-08,1.7824650200282122e-08
1930,8.823027286553042e-08,4.201441416995522e-09
1931,9.124285327288817e-08,1.0264820993199919e-08
1932,1.249387224788734e-07,2.1919073223131136e-09
1933,7.685343916818965e-08,2.1794258842078307e-08
1934,7.308764082836205e-08,2.2765002327673756e-08
1935,7.77938495843955e-08,1.6755597798123745e-08
1936,8.366053094732706e-08,8.487299751891442e-09
1937,1.0198805711070236e-07,8.813782592653752e-09
1938,8.168085230408906e-08,1.4261735792331365e-08
1939,6.882322622914216e-08,6.117620188206274e-09
1940,7.60734906180005e-08,0.0
1941,1.1806010036252701e-07,2.6563522936839945e-08
1942,7.888950648293758e-08,3.034211770724937e-09
1943,9.580676163523094e-08,1.7419411690866582e-08
1944,1.2210107058763242e-07,1.6065930807940276e-08
1945,1.3942425880486553e-07,3.921307367704685e-08
1946,6.12528623378239e-08,6.960552134671616e-09
1947,1.1801662225252585e-07,2.0265479960812627e-08
1948,6.740570768215548e-08,9.784699273041042e-09
1949,7.951776836989666e-08,4.908504269707237e-09
1950,1.201795782890258e-07,1.595304155443955e-08
1951,8.422507136174318e-08,7.462981344019681e-09
1952,1.0228459501604448e-07,2.003512733494972e-08
1953,8.403585383121026e-08,1.8315507332999914e-08
1954,7.915754451914836e-08,2.14995790059902e-08
1955,8.07162265914485e-08,3.0972504561077585e-08
1956,6.192010459926678e-08,2.703553825256222e-08
1957,8.393286066166183e-08,1.1485549400447326e-08
1958,8.934022588391599e-08,1.3235589513271862e-08
1959,6.89816559429346e-08,2.2477168570844697e-08
1960,8.097374859517004e-08,1.7994166157109248e-08
1961,7.017640513140577e-08,1.80652133252579e-08
1962,7.039571414679813e-08,9.512934440181198e-09
1963,8.082566438361027e-08,1.8104948651398445e-08
1964,9.369311015916537e-08,1.7035111099517053e-08
1965,6.566452270817535e-08,1.5321720781003023e-08
1966,8.087049252480938e-08,1.606331601067268e-08
1967,6.705256083705535e-08,1.873527466500491e-08
1968,8.533690021295115e-08,1.7067380397861598e-08
1969,9.991867244707464e-08,5.904285060864822e-09
1970,8.553628561003279e-08,1.0117195081704722e-08
1971,6.782684636164049e-08,2.003974941544584e-08
1972,7.849124727954404e-08,1.7955514408640738e-08
1973,7.663353329689926e-08,7.1671650836435674e-09
1974,8.550868813017587e-08,1.2376257352286757e-08
1975,6.453972645203976e-08,1.770558810676448e-08
1976,7.541855495674099e-08,1.2569759455516305e-08
1977,8.403797835399018e-08,7.052138428775834e-09
1978,5.405938097169383e-08,9.504946163474415e-09
1979,7.95868402292399e-08,8.777959692451986e-09
1980,6.48107203460313e-08,1.4212877097463661e-08
1981,6.70508271127801e-08,1.2651098835192442e-08
1982,5.897127053344775e-08,2.1726258125909226e-08
1983,6.125856799599205e-08,1.0104505676622466e-08
1984,8.872483192590153e-08,1.2177918229383522e-08
1985,4.932757491360462e-08,9.624892882698077e-09
1986,5.514926471050785e-08,1.019062523255343e-08
1987,6.233032934233051e-08,1.4054879038383206e-08
1988,5.756691479064102e-08,1.3192418713003917e-08
1989,6.585746348264365e-08,8.780995486290522e-09
1990,6.265948826467138e-08,1.3076762783725826e-08
1991,6.50622666853451e-08,7.6199047072123e-09
1992,6.667032437235321e-08,1.322386644631024e-08
1993,6.370088811991081e-08,7.200969598386564e-09
1994,8.59813056308667e-08,7.384897138251745e-09
1995,6.398492047310356e-08,7.591431483433553e-09
1996,6.405710450962943e-08,5.3380921904988554e-09
1997,7.096443965792787e-08,1.3425704992187093e-08
1998,6.532336982445486e-08,8.582632382569955e-09
1999,6.672493668702373e-08,8.683382013430219e-09
2000,7.289752090855472e-08,9.719669513685858e-09
2001,6.659441709189196e-08,9.638665865452367e-09
2002,6.133710428457562e-08,9.63868718173444e-09
2003,7.083769304472298e-08,1.5417615628621206e-08
2004,7.091713882800832e-08,8.369103632333008e-09
2005,6.035024568973313e-08,8.557123898356167e-09
2006,6.01211951334335e-08,1.6059770402421236e-08
2007,8.827799291566407e-08,9.18730247434496e-09
2008,6.215861958480673e-08,1.575252639440805e-08
2009,6.341696234812844e-08,7.629108011997232e-09
2010,6.093692661579553e-08,1.369900015646408e-08
2011,8.450977873053489e-08,1.414869643667771e-08
2012,7.931908641012342e-08,2.144679278615058e-08
2013,8.925199779241666e-08,1.8687137171014e-08
2014,7.925529388330688e-08,2.1221362445089653e-08
2015,8.755473146493387e-08,1.573768493301486e-08
2016,1.1330229909845002e-07,1.8020658743012063e-08
2017,8.704014931026904e-08,1.1571811953103861e-08
2018,9.293280101019263e-08,2.0651732768328657e-08
2019,8.724378375291053e-08,1.989770481714004e-08
