year,pourrais_VERB avoir_VERB,pourrais_VERB savoir_VERB
1908,1.1247080777820884e-07,5.40252820258047e-09
1909,1.1497055396603173e-07,2.7504918342913243e-09
1910,9.298822334358192e-08,4.809735720812114e-09
1911,9.470265638356068e-08,3.1922244847493175e-09
1912,1.093978454491662e-07,4.167536982180309e-09
1913,1.0287799767638717e-07,5.302989602995467e-09
1914,1.0714789766552713e-07,0.0
1915,1.0484878032457345e-07,0.0
1916,9.55909200683891e-08,3.2962386153911893e-09
1917,1.0198774447189862e-07,0.0
1918,9.189101035644853e-08,0.0
1919,6.169258170984904e-08,2.762354567309444e-09
1920,7.2693424613135e-08,4.543339038320937e-09
1921,8.55720472259236e-08,1.060184651180407e-08
1922,9.22241909506738e-08,3.6889677978990676e-09
1923,8.598917844437892e-08,1.0615948120573648e-09
1924,1.4825367600224126e-07,7.734974438733389e-09
1925,1.0448268739082778e-07,1.6497267552040284e-08
1926,1.4378518642388372e-07,4.458455382660986e-09
1927,1.0480271583901413e-07,5.574612327308159e-09
1928,1.199734356305271e-07,5.713020723163709e-09
1929,1.6153589399436896e-07,0.0
1930,9.768351105776674e-08,5.2518016602221e-09
1931,1.0721035437200044e-07,4.5621426636444085e-09
1932,1.1069131744534388e-07,6.575722188983946e-09
1933,8.373583426646292e-08,2.2941324395731044e-09
1934,1.22212114206377e-07,4.7926320689839486e-09
1935,1.6635914334983681e-07,1.196828414151696e-08
1936,1.0306007425242569e-07,4.849885826274658e-09
1937,6.799204044227736e-08,0.0
1938,1.0112866988265523e-07,1.0372171566075394e-08
1939,1.2999943521663226e-07,1.5294050470515685e-09
1940,9.128818589942966e-08,1.7750480196809804e-08
1941,1.2986610897769424e-07,5.9030051957620344e-09
1942,1.3957374278561474e-07,9.102635090130207e-09
1943,1.0451646659248581e-07,1.4516175816936538e-08
1944,1.1888788975511488e-07,6.4263723231761105e-09
1945,1.3942425880486553e-07,4.357008087652048e-09
1946,1.4477947729574225e-07,5.568441707737293e-09
1947,1.3232167361820757e-07,9.536696765621855e-09
1948,1.0437012321062866e-07,7.610321262063735e-09
1949,1.197675061348491e-07,2.945102384188658e-09
1950,1.3613262694889272e-07,3.190608444114673e-09
1951,1.5352418358816067e-07,5.330700769690111e-09
1952,1.413003758443665e-07,8.435843135146115e-09
1953,1.1958948675783176e-07,7.54167928107563e-09
1954,1.2215670608384244e-07,2.9317608341017376e-09
1955,1.2858282616434735e-07,2.815682353940474e-09
1956,1.2384020919853356e-07,2.616342476002842e-09
1957,1.0336994193949067e-07,4.417518795207798e-09
1958,1.2739255339511146e-07,1.6544486891589827e-09
1959,1.2866240695075248e-07,5.425523585955716e-09
1960,1.6194749719034007e-07,1.314958364417862e-08
1961,1.2020315409699833e-07,9.72742331128984e-09
1962,1.2747332789331267e-07,8.244543714397423e-09
1963,1.545386680845695e-07,7.1126584622049904e-09
1964,1.4723202923505596e-07,6.083968440151466e-09
1965,1.1162968149847075e-07,4.377634699181954e-09
1966,9.582599602708797e-08,7.200797291773142e-09
1967,1.2818873074138537e-07,5.423369309198733e-09
1968,1.1587852810635013e-07,8.084548142051062e-09
1969,1.2353581269053393e-07,1.8167031212712459e-09
1970,1.1818723066880921e-07,7.3579600190498695e-09
1971,1.2075234678832203e-07,6.679916619845017e-09
1972,7.182205763456295e-08,4.6171320100540925e-09
1973,1.1136671673739329e-07,3.3079223804577396e-09
1974,1.1363654550677893e-07,5.06301445213353e-09
1975,7.938957224951082e-08,4.569184142155791e-09
1976,9.712995563404547e-08,7.998937512354587e-09
1977,9.050243932051671e-08,5.876781727920388e-09
1978,1.229702348837236e-07,6.534650598410963e-09
1979,1.0650591519834052e-07,7.022368020415115e-09
1980,1.0858637722321873e-07,1.1370301145063877e-08
1981,1.201854473720232e-07,8.223214109648325e-09
1982,1.0925204207978823e-07,1.6139505731871395e-08
1983,8.904595460990095e-08,9.47297440490047e-09
1984,1.0844146203226046e-07,1.1018116197192285e-08
1985,1.0346759893309354e-07,9.02333674446254e-09
1986,1.1329577631613574e-07,1.1389522214244607e-08
1987,9.96063178604345e-08,9.777306964053878e-09
1988,1.0493969426761396e-07,5.99655392008458e-09
1989,1.1470175564909368e-07,1.4817929994137558e-08
1990,1.1442167391351177e-07,1.0897301727652575e-08
1991,1.4653663527042227e-07,1.0550637696837839e-08
1992,1.1570882918476855e-07,9.366905473484621e-09
1993,1.362645036806498e-07,8.308811416668505e-09
1994,1.0497103630768834e-07,1.476979427650349e-08
1995,1.1224473439597205e-07,9.21816667442954e-09
1996,1.040927983808615e-07,1.6548085568501847e-08
1997,1.2562622941914015e-07,1.6782131240233866e-08
1998,1.1491191287404945e-07,7.152193948201102e-09
1999,1.1425503032569395e-07,8.683382013430219e-09
2000,1.2105405744478048e-07,7.95245647111642e-09
2001,1.2267392435205693e-07,6.571817756650944e-09
2002,1.2486481182349962e-07,1.4896152755738967e-08
2003,1.4417553018120088e-07,7.91715315529018e-09
2004,1.4007235904500703e-07,7.047666006343434e-09
2005,1.400666178597021e-07,1.170974872621855e-08
2006,1.5153834453940362e-07,1.0294725072412803e-08
2007,2.600406219244178e-07,1.3181781888249589e-08
2008,2.2777302888243867e-07,8.51487946817997e-09
2009,2.369791616274597e-07,1.7165493915172192e-08
2010,3.97270980556641e-07,2.1257068993918438e-08
2011,4.0381144117418444e-07,2.7532598423363197e-08
2012,5.092762194180978e-07,3.472337795074054e-08
2013,5.706550041395531e-07,3.8211013020372775e-08
2014,6.119548174865486e-07,4.439162637481786e-08
2015,6.541113748426142e-07,4.211493376260478e-08
2016,6.228519282558409e-07,4.0805399947885235e-08
2017,7.144336109377036e-07,4.578412671207843e-08
2018,7.488835080948775e-07,4.672454778642532e-08
2019,7.101949677235098e-07,4.846876677788714e-08
