year,deux_DET hommes_NOUN,deux_DET sommes_NOUN
1912,3.9846862591730314e-06,1.0679313433570314e-07
1913,4.212164640193805e-06,8.643873133928892e-08
1914,4.130551531034143e-06,1.0513887882535045e-07
1915,4.7806330485400395e-06,1.2251992442813275e-07
1916,4.5510066684073536e-06,1.4613325061141325e-07
1917,4.262649270003749e-06,8.444146504249517e-08
1918,4.120163225707074e-06,9.303964798590414e-08
1919,3.870058719712688e-06,8.010828428384187e-08
1920,3.887583716277732e-06,5.3762845286797756e-08
1921,3.7742572374099836e-06,6.891200143854803e-08
1922,3.854971339478652e-06,7.009038982541682e-08
1923,3.880128986111231e-06,8.280439800500972e-08
1924,4.231031027757126e-06,6.316895795333011e-08
1925,4.337681502875057e-06,7.6987248576188e-08
1926,4.186489718449593e-06,6.01891472218341e-08
1927,4.406173729876173e-06,4.3481975353643065e-08
1928,3.995686711277813e-06,6.96988488035899e-08
1929,4.007204267963971e-06,7.686880709734112e-08
1930,4.063844244228676e-06,4.411513643276521e-08
1931,3.909756230768835e-06,7.299428439466737e-08
1932,3.687884145620046e-06,7.233294496700182e-08
1933,3.635052792105853e-06,6.308864186621577e-08
1934,3.5848887023348652e-06,9.3456325345187e-08
1935,3.839425460228085e-06,5.984141981940638e-08
1936,3.45433130632955e-06,4.7286386362088706e-08
1937,3.6149100424154312e-06,7.680582025937355e-08
1938,3.85844782613276e-06,5.704694316932546e-08
1939,3.4258674190823513e-06,6.270560692911431e-08
1940,3.293981990282191e-06,5.325144059042941e-08
1941,3.6805237186854356e-06,7.969057236323351e-08
1942,3.956612147248961e-06,4.2478965012193726e-08
1943,4.087755087311962e-06,7.548411695701418e-08
1944,4.450262906630087e-06,7.069009555493722e-08
1945,4.428898648711765e-06,5.2284098384092204e-08
1946,4.451969232377451e-06,4.037120238109537e-08
1947,4.186609942280484e-06,7.748566122067757e-08
1948,3.971500746047241e-06,3.370285339698853e-08
1949,3.470312435638334e-06,5.006674297369784e-08
1950,3.904241168584122e-06,3.722376651360548e-08
1951,4.2901481833723665e-06,3.305034668166229e-08
1952,3.989099241152871e-06,6.748674508116892e-08
1953,3.907667178282281e-06,3.44762476345295e-08
1954,3.8122662999739987e-06,3.420387528763058e-08
1955,3.698868113133358e-06,4.5050916774869165e-08
1956,3.883524243519787e-06,3.5756680949461384e-08
1957,3.5764232393376005e-06,5.654424067857988e-08
1958,3.886299850819341e-06,5.3769581342955064e-08
1959,3.4545083735793014e-06,3.410329130204559e-08
1960,3.988476237282157e-06,3.598833386853073e-08
1961,4.150830420712737e-06,6.670232832739487e-08
1962,4.317603838899231e-06,5.707760669659834e-08
1963,4.159611989962286e-06,5.948769099539675e-08
1964,4.126755641209456e-06,4.502136596862272e-08
1965,3.96832575688677e-06,4.870118497368736e-08
1966,4.1648302158137085e-06,5.206730435691753e-08
1967,4.467870155622222e-06,5.127549140837573e-08
1968,4.509830716870056e-06,7.051523143175586e-08
1969,4.156616682848835e-06,5.540944658655178e-08
1970,3.9903137007968326e-06,4.9206359264974964e-08
1971,3.889253150646255e-06,5.39531733734222e-08
1972,3.875825996146887e-06,4.2580218462262565e-08
1973,3.7622102695422655e-06,6.395316076712732e-08
1974,3.6633721833823074e-06,5.1755259189434355e-08
1975,3.363490577612538e-06,2.8557401332562904e-08
1976,3.4743957826322003e-06,4.342280468527804e-08
1977,3.4549600513855694e-06,2.938390908369115e-08
1978,3.886334809521941e-06,4.6930670016820386e-08
1979,3.6563128560374025e-06,3.4526641545795655e-08
1980,3.786310344366939e-06,4.093308653141392e-08
1981,3.8111436424514977e-06,3.6688188487232765e-08
1982,3.4892370308625686e-06,4.28317669110001e-08
1983,3.6477265439316398e-06,4.5470275433778795e-08
1984,3.801250102242193e-06,5.277097570033362e-08
1985,3.73927093733073e-06,2.2859119819251816e-08
1986,3.8064982845753548e-06,2.6375735706629655e-08
1987,3.668323245165084e-06,3.238732881882811e-08
1988,3.616521610183554e-06,3.1182079029967724e-08
1989,3.7736327840320882e-06,3.8965669135748726e-08
1990,3.730146374891774e-06,3.323677055799834e-08
1991,3.678655559724575e-06,3.2238057834366174e-08
1992,3.826105228199594e-06,3.416165378355984e-08
1993,3.830361890777567e-06,4.54215006162606e-08
1994,3.9408975567312154e-06,3.7979471789739705e-08
1995,3.7756525443910505e-06,2.982347924174178e-08
1996,3.6667354947894637e-06,3.096093514898257e-08
1997,3.5295218481223856e-06,4.0277112534070625e-08
1998,3.911773205800273e-06,4.0529096634323025e-08
1999,3.734768483809603e-06,3.5190549807495586e-08
2000,3.502173626657168e-06,3.7111465012173994e-08
2001,3.960177309636492e-06,4.556460408977614e-08
2002,3.878695281400724e-06,3.811662629971124e-08
2003,3.930241746274987e-06,3.750230553878353e-08
2004,3.914978492502996e-06,3.391689099019324e-08
2005,3.8709728187313885e-06,3.828187267185257e-08
2006,4.06971054189853e-06,3.2943118344341826e-08
2007,4.337205780302611e-06,3.435252440842085e-08
2008,4.380905352263653e-06,4.257439811805597e-08
2009,4.315691001011146e-06,2.5271420067696226e-08
2010,5.142793497725506e-06,2.6453240764556796e-08
2011,5.696953280676098e-06,2.638540658184141e-08
2012,6.955909611860989e-06,3.029784911845468e-08
2013,7.483222589144134e-06,2.7333424967856956e-08
2014,8.013662977646163e-06,2.706806496999281e-08
2015,7.881033980083885e-06,2.8150507702662253e-08
2016,7.705591883677698e-06,2.692742043231e-08
2017,7.216282824629161e-06,2.6665480490351e-08
2018,7.93155641076737e-06,3.0203160250596994e-08
2019,7.80041045800317e-06,2.3469087173655367e-08
