year,voulez_VERB aider_VERB,voulez_VERB céder_VERB
1868,5.433861360870651e-09,9.87974813071446e-10
1869,3.4184632902167778e-09,9.767038289254515e-10
1870,5.734048791339319e-10,1.7202146374017957e-09
1871,0.0,5.3105884134652115e-09
1872,1.8142017887967654e-09,3.0236697590169115e-09
1873,1.1972008939764578e-09,8.380406590902112e-09
1874,1.7923826867161097e-09,0.0
1875,5.721527140956084e-10,1.716458086775674e-09
1876,1.209202959984168e-09,5.441413541973361e-09
1877,1.8554447978047506e-09,1.2369631985365004e-09
1878,0.0,2.4156354694326865e-09
1879,4.27652757650776e-09,0.0
1880,6.417846254436199e-10,7.701415505323439e-09
1881,0.0,5.5780060570498335e-09
1882,1.9966155395678697e-09,4.6587693702804245e-09
1883,0.0,4.423537092179686e-09
1884,0.0,6.601696966868076e-10
1885,2.5782542767416317e-09,2.5782542767416317e-09
1886,3.872078213618124e-09,2.5813855497602844e-09
1887,6.528924623161458e-10,6.528924623161458e-10
1888,0.0,1.268122939990235e-09
1889,0.0,6.265136742733546e-10
1890,6.554386478008212e-10,3.2771931834929546e-09
1891,1.2748440081367107e-09,6.374220040683554e-10
1892,6.268512375839919e-10,1.8805537127519756e-09
1893,0.0,1.2316833108982905e-09
1894,6.301539290376468e-10,6.301539290376468e-10
1895,6.018614495673091e-10,3.611168697403855e-09
1896,0.0,0.0
1897,2.9133566670225264e-09,0.0
1898,6.7900258748920805e-09,2.26334195829736e-09
1899,9.949641111006713e-09,1.1055156790007459e-09
1900,4.15284251431558e-09,1.5573159428683425e-09
1901,5.029864968975062e-09,0.0
1902,1.4730852093691738e-09,1.9641135384773634e-09
1903,2.7001101354784396e-09,3.2401321625741275e-09
1904,5.374625189347171e-10,0.0
1905,1.5482277682110634e-09,2.0643036169332163e-09
1906,2.572092316910357e-09,0.0
1907,0.0,1.028568674676933e-09
1908,1.4734167219643268e-09,4.911389073214423e-10
1909,2.2003934230241384e-09,1.6502950117569526e-09
1910,2.67207544979442e-09,5.344150677544235e-10
1911,1.0640748282497725e-09,2.128149656499545e-09
1912,5.209421227725386e-10,2.6047106693738442e-09
1913,1.060597942803554e-09,2.121195885607108e-09
1914,0.0,6.696743715117748e-10
1915,1.1780761921542648e-09,0.0
1916,0.0,0.0
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,5.743188147278033e-09,0.0
1919,0.0,0.0
1920,3.786115865267448e-09,0.0
1921,3.0290989716519334e-09,7.572747429129834e-10
1922,7.377935484775833e-10,1.4755870969551665e-09
1923,5.307974060286824e-09,2.1231896241147297e-09
1924,6.445812328337297e-09,2.578324886925998e-09
1925,2.1996355847875293e-09,2.1996355847875293e-09
1926,4.458455382660986e-09,2.229227691330493e-09
1927,5.574612327308159e-09,0.0
1928,9.14083297942625e-09,0.0
1929,3.342121912552898e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,4.201441416995522e-09
1931,1.1405356659111021e-09,0.0
1932,4.383814644626227e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,2.393656828303392e-09
1936,3.6374143697059935e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,3.8895642262559704e-09,0.0
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,1.0871888278529696e-08,0.0
1949,3.9268033269479474e-09,0.0
1950,4.2541445921528975e-09,0.0
1951,5.330700769690111e-09,0.0
1952,7.381362632230548e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,8.795282724349818e-09,9.772536113672459e-10
1955,2.815682353940474e-09,0.0
1956,5.232684952005684e-09,0.0
1957,6.184526224473075e-09,0.0
1958,4.9633461784992505e-09,0.0
1959,6.975672928177801e-09,1.5501495642666896e-09
1960,5.536666680683311e-09,2.076250060767393e-09
1961,1.3896318540318475e-09,0.0
1962,8.8787386332001e-09,0.0
1963,4.526237162849611e-09,2.5864212993553792e-09
1964,4.258777774879263e-09,0.0
1965,1.6416130677043839e-09,5.472043373977442e-10
1966,5.539074976468328e-09,0.0
1967,7.888536934785861e-09,0.0
1968,3.5931326802796093e-09,1.3474247273492779e-09
1969,5.450109252791435e-09,4.5417578031781147e-10
1970,6.438214850135182e-09,2.2993624781975086e-09
1971,3.5968783507200897e-09,2.569198631618974e-09
1972,6.669190977248718e-09,0.0
1973,2.205281512956958e-09,0.0
1974,2.812785782069227e-09,1.6876715580593782e-09
1975,1.028066431985053e-08,0.0
1976,4.570821499072508e-09,0.0
1977,5.876781727920388e-09,1.1753563677885381e-09
1978,7.128709622605811e-09,1.1881182704343018e-09
1979,7.607565244427406e-09,5.851973350345929e-10
1980,6.822181042309694e-09,0.0
1981,6.958104314946922e-09,0.0
1982,3.7245013739806154e-09,0.0
1983,3.78918940668882e-09,0.0
1984,3.479405208395292e-09,2.3196033982486597e-09
1985,4.210890747202711e-09,0.0
1986,6.593933843390687e-09,1.1988970927134801e-09
1987,3.6664902225425067e-09,0.0
1988,3.597932174415064e-09,5.996553809062277e-10
1989,3.2928733073589456e-09,5.488122178931576e-10
1990,1.0897301727652575e-08,0.0
1991,1.0550637696837839e-08,2.344586080837985e-09
1992,6.61193322315512e-09,4.4079553340736766e-09
1993,3.323524566667402e-09,0.0
1994,8.967375286772494e-09,2.1099706426497278e-09
1995,7.0491861237087505e-09,0.0
1996,9.60856638698715e-09,0.0
1997,7.671831170341648e-09,4.79489448146353e-10
1998,5.2449422582867555e-09,0.0
1999,1.2339542720951613e-08,9.140402323914998e-10
2000,8.394259509714175e-09,1.3254094488601709e-09
2001,4.381211837767296e-09,0.0
2002,1.2267419968736704e-08,0.0
2003,6.250384210204629e-09,0.0
2004,4.404791198453495e-09,4.404791253964646e-10
2005,1.0358624180639708e-08,2.251874686720612e-09
2006,1.0294725072412803e-08,1.2353669198716943e-09
2007,1.0385647009059085e-08,0.0
2008,1.5326783397995314e-08,4.257439678578834e-10
2009,1.192048149079028e-08,9.53638501499654e-10
2010,1.6533276081531767e-08,2.3618964561933353e-09
2011,3.288615957330876e-08,7.64794394481072e-10
2012,2.8936147700164838e-08,1.3617010852229328e-09
2013,2.928581288585974e-08,1.6734750252211938e-09
2014,3.031623307947484e-08,1.2992671383216248e-09
2015,2.2830725754374726e-08,1.10828768384863e-09
2016,2.0713400772365276e-08,1.6570720351438695e-09
2017,3.09420187249998e-08,7.54683426862357e-10
2018,2.8912428007288327e-08,2.5814667070633845e-10
2019,3.3162841361900064e-08,7.65296326310505e-10
