year,les_DET orties_NOUN,les_DET sorties_NOUN
1921,9.238751741413864e-08,1.0601846440749796e-06
1922,1.2394931747650162e-07,1.3346684824000477e-06
1923,1.1571383495834198e-07,1.0807035408788579e-06
1924,1.804827491902472e-07,1.1086797258030856e-06
1925,1.4407612480837884e-07,1.1053168691432802e-06
1926,1.248367500483738e-07,8.872325949482729e-07
1927,1.6946822167795972e-07,1.068095755840659e-06
1928,1.3596989312247842e-07,1.078618296901368e-06
1929,1.5485164794881712e-07,1.3335067023945157e-06
1930,1.2814396588289867e-07,1.0293531147453905e-06
1931,1.2659945980431075e-07,1.2055462121907112e-06
1932,1.0849941500801208e-07,1.5661177314996166e-06
1933,8.488290226260631e-08,1.4670977179775946e-06
1934,1.1262685717383647e-07,1.617513362361933e-06
1935,1.0532089866899241e-07,1.780880666046869e-06
1936,1.2852197617263528e-07,1.8914554402726935e-06
1937,1.1583828918304562e-07,1.811861892520028e-06
1938,1.5298953126574588e-07,1.6219482859014533e-06
1939,1.6823455517567254e-07,1.590581263144486e-06
1940,1.2932492765571624e-07,1.0777077505963462e-06
1941,1.623326499888833e-07,1.0448319187617017e-06
1942,1.274368914838675e-07,9.64879340870084e-07
1943,1.9741999435218816e-07,9.81293489132895e-07
1944,1.5423293575622665e-07,1.2402898761365577e-06
1945,1.6992332207976801e-07,1.176392160573414e-06
1946,1.8654280342644824e-07,1.0232011362631965e-06
1947,1.4305045303864006e-07,1.0991043097874353e-06
1948,1.5872956216078649e-07,1.0687065810088825e-06
1949,1.1976750413644766e-07,1.6787083723102114e-06
1950,1.6697518123720556e-07,1.1337295831026495e-06
1951,1.2047383979307824e-07,1.3571963961567235e-06
1952,1.212652449567031e-07,1.3950775183957376e-06
1953,1.2820854466966125e-07,1.2099008017685264e-06
1954,1.4072451670621433e-07,1.3681550399269327e-06
1955,1.2295146367691245e-07,1.2004191916048512e-06
1956,1.299450098635191e-07,1.2968337586016787e-06
1957,1.148554868990459e-07,1.3658968782692682e-06
1958,1.1746585881766691e-07,1.4029725434738793e-06
1959,1.348630119801797e-07,1.4284628804261956e-06
1960,1.2526708670357323e-07,1.495592059086448e-06
1961,1.632817419050525e-07,1.506360945313645e-06
1962,1.4205981752057895e-07,1.3945962251682431e-06
1963,1.3126087394788044e-07,1.6352649083728465e-06
1964,1.6365874938584213e-07,1.470495107014358e-06
1965,1.4665075886988177e-07,1.543663458392075e-06
1966,1.6118707468759652e-07,1.511613461957495e-06
1967,1.8538062168671487e-07,1.6620161886748974e-06
1968,1.4642015477850379e-07,1.586368028938523e-06
1969,1.4715294927025724e-07,2.2136527206839673e-06
1970,1.2830442996936142e-07,1.8827180667813082e-06
1971,1.3770905393784005e-07,1.943855806985084e-06
1972,1.4159204964059313e-07,1.7570752959272795e-06
1973,1.4554858346338406e-07,1.8414101248254156e-06
1974,1.0857353616167131e-07,2.048270658860929e-06
1975,1.3593322334415348e-07,1.979599062451598e-06
1976,1.365532953379045e-07,1.8368989458394935e-06
1977,1.2517545411316888e-07,1.9281721108654892e-06
1978,1.6336626329493953e-07,1.903959514493181e-06
1979,1.7438880517417488e-07,1.6034406939979817e-06
1980,1.5520461210671854e-07,1.733402456238764e-06
1981,1.6952473136377932e-07,2.3081931317392446e-06
1982,1.452555493663965e-07,1.8039001759007078e-06
1983,1.402000151529137e-07,1.8434407422773802e-06
1984,1.8556827230398198e-07,1.8811983863997739e-06
1985,1.5760762783756377e-07,1.9448299042323924e-06
1986,1.5885386561720338e-07,1.8822684637598286e-06
1987,1.656031358709953e-07,1.7586930880497675e-06
1988,1.5770936401260371e-07,1.9057048348258832e-06
1989,1.558626765429949e-07,1.7046107245732856e-06
1990,1.3894059813779336e-07,1.6934407653934613e-06
1991,1.570872681933011e-07,1.8862195361180056e-06
1992,1.498704818025942e-07,1.7736510358190571e-06
1993,1.3737234128008424e-07,1.888315836140464e-06
1994,1.571928121002486e-07,1.9823173715849407e-06
1995,1.361035095737151e-07,1.7612120757348748e-06
1996,1.2117469294636862e-07,1.7455561760471028e-06
1997,1.5679305420679412e-07,1.6681437955412548e-06
1998,1.4971925388351792e-07,1.8304847912986588e-06
1999,1.3847709354197768e-07,1.8824659093752416e-06
2000,1.3740078141921686e-07,1.9324469633374974e-06
2001,1.550948987016909e-07,1.9851270280923927e-06
2002,1.375703522210614e-07,2.03858240865884e-06
2003,1.2875791921551638e-07,2.0567931642290205e-06
2004,1.6209631814589898e-07,2.1297165631040116e-06
2005,1.2295236073711635e-07,2.1726087595652643e-06
2006,1.597741302594713e-07,2.0688279107616836e-06
2007,1.849444011270407e-07,2.0727353842175944e-06
2008,1.6476291886391436e-07,2.2790075320244796e-06
2009,1.8071449714440746e-07,2.1886003764848283e-06
2010,2.1823923201935713e-07,2.2891501032518136e-06
2011,2.045824971652621e-07,2.5452358443089906e-06
2012,3.3429761453485085e-07,2.4660407120791206e-06
2013,2.9453159561265707e-07,2.1657556033005676e-06
2014,3.278483907132035e-07,2.067567066887932e-06
2015,2.9879436613811095e-07,2.126360755028145e-06
2016,2.597460461162271e-07,2.1171167077227437e-06
2017,2.6514544027023135e-07,2.180280347374719e-06
2018,2.8344503200106175e-07,2.1449407086038264e-06
2019,2.943839842450835e-07,2.295378806138615e-06
