year,ayez_VERB eu_VERB,ayez_VERB su_VERB
1853,8.539862506040663e-08,5.971931837933653e-09
1854,8.832629561084104e-08,2.5978321716024766e-09
1855,8.119613426060823e-08,5.837630823180007e-09
1856,8.179959110066193e-08,1.6049286344355096e-08
1857,1.2154957573784486e-07,1.9526036343364694e-09
1858,1.1206518024664547e-07,4.404308473482388e-09
1859,1.31887290422128e-07,8.147477359443656e-09
1860,1.1809134292661838e-07,5.492620580582752e-09
1861,1.150695183582684e-07,2.263662679524714e-08
1862,1.3870217685507669e-07,3.4788495639759276e-08
1863,1.1287843193485969e-07,2.447364266799923e-08
1864,8.630509995555258e-08,1.582260189536555e-08
1865,1.289675424231973e-07,1.3649848362717876e-08
1866,1.1336877747680774e-07,1.6056523222118813e-08
1867,9.899735431417866e-08,1.2132028714972876e-08
1868,8.644779825317528e-08,1.2843672791973404e-08
1869,1.2111127034586389e-07,1.8557372527538973e-08
1870,7.97032768673489e-08,4.587239033071455e-09
1871,1.2639200974717824e-07,5.3105884134652115e-09
1872,1.2699412366146134e-07,3.0236697590169115e-09
1873,1.0535367778174987e-07,9.577607151811662e-09
1874,1.105302658288565e-07,4.779687312606029e-09
1875,1.109976253133027e-07,8.010138330405425e-09
1876,1.1789728660005494e-07,5.441413541973361e-09
1877,9.339072448710795e-08,3.216104360603822e-08
1878,7.669642343444139e-08,8.4547240319921e-09
1879,1.1180065229154934e-07,9.774920428640144e-09
1880,8.920806493506461e-08,3.3372799634889816e-08
1881,1.0040410813871858e-07,6.9725074602899895e-09
1882,1.1114493503328049e-07,7.320923423037584e-09
1883,9.794975142085605e-08,1.2638677659992936e-08
1884,6.337629088193353e-08,1.5844072720483382e-08
1885,7.154655889962669e-08,5.80107206715752e-09
1886,6.582533274013258e-08,2.1296431285122708e-08
1887,9.009915657998135e-08,7.1818169189441505e-09
1888,6.150396103521416e-08,3.1703073499755874e-09
1889,6.453090861668898e-08,6.891650361495749e-09
1890,7.537544632896243e-08,3.9326319978272295e-09
1891,4.780665108228277e-08,6.3742202627281586e-09
1892,6.017771880806322e-08,1.002961980134387e-08
1893,1.0038218789532038e-07,9.853466487186324e-09
1894,7.561847326087445e-08,8.822155450616265e-09
1895,6.680662067992671e-08,2.467631965430428e-08
1896,7.371286159241208e-08,5.897029087265082e-09
1897,8.79833734757085e-08,4.078699600285063e-09
1898,6.450524381307332e-08,8.487532454637403e-09
1899,6.190887802404177e-08,9.39688327150634e-09
1900,7.059832540790012e-08,4.671947717582725e-09
1901,7.544797853142882e-08,4.470991132876634e-09
1902,5.646826295446772e-08,7.365425602756659e-09
1903,7.506306332061286e-08,2.1600881083827517e-09
1904,8.545654139879844e-08,5.374625189347171e-09
1905,7.121847289681682e-08,1.1353670004154992e-08
1906,7.047533046034005e-08,4.629765903985117e-09
1907,5.502842270743713e-08,7.199980611716228e-09
1908,6.826830656336824e-08,6.384805573134145e-09
1909,1.0176819387197611e-07,1.1552065082298668e-08
1910,8.283433317046729e-08,6.412980813053082e-09
1911,6.70367157340479e-08,4.25629931299909e-09
1912,9.064392969548862e-08,9.376957876838787e-09
1913,5.674198888527826e-08,5.302989602995467e-09
1914,5.826166926681253e-08,1.0714789944188396e-08
1915,2.9451904026700504e-08,5.890381071793627e-09
1916,3.625862632361532e-08,1.0987462051303964e-09
1917,6.360526327853222e-08,2.1932848870420685e-09
1918,5.054005569604669e-08,3.44591288836682e-09
1919,8.194984957299312e-08,0.0
1920,7.2693424613135e-08,5.300562211374427e-09
1921,6.361107551811074e-08,1.741731914250977e-08
1922,5.82856891639949e-08,8.115729421831475e-09
1923,6.475728042687479e-08,1.8047112249064412e-08
1924,6.703644572780831e-08,1.0313299547703991e-08
1925,7.478760721824074e-08,7.698724324711748e-09
1926,6.464760105018286e-08,5.57306911730393e-09
1927,8.138934504131612e-08,7.804457524684949e-09
1928,6.627104198742018e-08,6.8556245125250825e-09
1929,1.0583386256257654e-07,4.4561625500705304e-09
1930,7.247486166761519e-08,1.1553964007759987e-08
1931,7.071321306284517e-08,9.124285327288817e-09
1932,7.123698964051073e-08,7.6716757391182e-09
1933,4.817677989876756e-08,1.1470662197865522e-09
1934,3.714289675826876e-08,5.990790086229936e-09
1935,5.864459140525469e-08,5.98414207075848e-09
1936,5.577368611398015e-08,0.0
1937,4.5328025777280345e-08,6.295559185076627e-09
1938,4.148868626430158e-08,2.5930428915188486e-09
1939,7.035263394072899e-08,4.588215141154706e-09
1940,5.325144059042941e-08,1.2678914806940611e-08
1941,5.017554371988808e-08,8.854508237732261e-09
1942,7.58552971547033e-08,1.8205270180260413e-08
1943,9.00002916637277e-08,5.806470415592457e-09
1944,4.4984606262232774e-08,3.2131861615880553e-09
1945,4.574858536443571e-08,8.714016175304096e-09
1946,9.744773166175946e-08,2.7842208538686464e-09
1947,6.556479092978407e-08,1.1920870957027319e-09
1948,6.414413888933268e-08,1.195907639583993e-08
1949,5.890204946013e-08,9.817008539414473e-09
1950,6.593923984610228e-08,1.3825969702452312e-08
1951,8.635735326834038e-08,1.1727541604500402e-08
1952,3.4797853487589236e-08,1.370824520563474e-08
1953,6.033343424860504e-08,6.464296653518886e-09
1954,6.645324646115114e-08,8.795282724349818e-09
1955,8.25933454962069e-08,1.220129064449793e-08
1956,6.802490304380626e-08,4.360570571293465e-09
1957,7.068030072332476e-08,7.068030161150318e-09
1958,5.4596807075313336e-08,8.272243334772611e-09
1959,6.820658171591276e-08,8.525822714489095e-09
1960,7.059249895746689e-08,1.314958364417862e-08
1961,5.211119358250471e-08,9.72742331128984e-09
1962,8.371382165250907e-08,8.244543714397423e-09
1963,4.978861056770256e-08,6.466053470433053e-09
1964,8.51755572739421e-08,1.5818317322668918e-08
1965,6.621172587983892e-08,7.660860390501512e-09
1966,6.813061759203265e-08,4.985167390003653e-09
1967,6.113616279890266e-08,1.2818872185960117e-08
1968,4.850729240502005e-08,8.982831367632116e-09
1969,7.857241257624992e-08,7.72098829315837e-09
1970,6.070317226658517e-08,2.2993624781975086e-09
1971,6.320228607137324e-08,7.707596338946132e-09
1972,7.079602681869801e-08,7.69522046084603e-09
1973,5.017015425323734e-08,5.513203671370093e-09
1974,4.1629231617434925e-08,5.06301445213353e-09
1975,4.397839603598186e-08,5.711480177694739e-10
1976,3.94233339306993e-08,5.142174241967723e-09
1977,3.8786758693731826e-08,2.938390863960194e-09
1978,5.4653440884067095e-08,4.158414057542359e-09
1979,5.969013017192992e-08,6.437170796402825e-09
1980,3.865902442612423e-08,4.548120546843393e-09
1981,5.060439534076977e-08,6.958104314946922e-09
1982,4.903926864585628e-08,5.586751949948621e-09
1983,5.7469375036589554e-08,5.68378455412244e-09
1984,5.0451372857196475e-08,5.219107812592938e-09
1985,5.353846788125338e-08,2.4062232206745193e-09
1986,4.855533219938479e-08,5.994485352545098e-09
1987,4.3386798154188e-08,1.0388388815840699e-08
1988,5.097070854276353e-08,5.99655392008458e-09
1989,4.445378820605583e-08,6.585746614717891e-09
1990,3.705082818328265e-08,7.628111475810329e-09
1991,4.9822453718206816e-08,5.8614650910726596e-09
1992,4.7385519508225116e-08,5.509944056569793e-09
1993,4.4867579873653085e-08,5.539207315052863e-09
1994,5.063929364723663e-08,2.1099706426497278e-09
1995,3.687266669771816e-08,4.337960657352369e-09
1996,3.95018808774239e-08,6.4057106285986265e-09
1997,4.315404922294874e-08,1.917957792585412e-09
1998,4.815810683567179e-08,4.7681290027412615e-09
1999,4.2959889867688617e-08,5.0272213059088244e-09
2000,4.152949628632996e-08,2.6508188977203417e-09
2001,4.600272518473503e-08,4.381211837767296e-09
2002,4.381221430094229e-08,3.066854992184176e-09
2003,5.625345878002008e-08,2.9168460979889232e-09
2004,4.2726476578991424e-08,3.523833003171717e-09
2005,4.864049429897932e-08,2.251874686720612e-09
2006,6.094477100759832e-08,5.7650457740976435e-09
2007,7.869124374337844e-08,1.0385647009059085e-08
2008,8.514879112908602e-08,8.089135583588813e-09
2009,6.770833493874306e-08,4.76819250749827e-09
2010,1.162053067105262e-07,9.919965293647692e-09
2011,1.3230942386144307e-07,6.500752380844688e-09
2012,1.450211613018837e-07,1.5319137958158535e-08
2013,1.762727066534353e-07,1.4782362889320666e-08
2014,1.9748860324853013e-07,1.1693403578760808e-08
2015,1.7821265885231696e-07,1.1526192444932803e-08
2016,1.915989571443788e-07,1.532791671365885e-08
2017,1.4791794455959462e-07,1.1320251402935355e-08
2018,1.819933999058776e-07,1.290733386838383e-08
2019,1.7805894003686262e-07,1.3775333762566788e-08
