year,quels_PRON ont_VERB,quels_DET sons_NOUN
1840,6.427015932786162e-07,1.0828470564661075e-08
1841,6.29213772640469e-07,2.8892469305930035e-08
1842,5.661775688281523e-07,2.4820581145945653e-08
1843,7.448614951499621e-07,3.426008454709972e-08
1844,5.274507515196092e-07,2.7442807137845193e-08
1845,7.070148839716239e-07,2.7343116215661212e-08
1846,6.949293265279266e-07,3.3956107259314194e-08
1847,7.199953699910111e-07,1.941560512364049e-08
1848,7.771684238377929e-07,1.126331028444838e-08
1849,9.158700464695357e-07,2.4300302214896874e-08
1850,7.05376706378047e-07,3.055048125588655e-08
1851,6.642922016908415e-07,9.674158141237399e-09
1852,6.158975978109993e-07,3.5156944022674e-08
1853,5.965959957165978e-07,2.9262466227919504e-08
1854,5.964622857845825e-07,3.3771819119010615e-08
1855,7.594227042773127e-07,4.563965916304369e-08
1856,7.046154451018083e-07,2.6403665032148638e-08
1857,6.921980002516648e-07,1.2691923956253959e-08
1858,6.278586255348273e-07,2.8872687796166474e-08
1859,6.528166238695121e-07,2.9025388315062628e-08
1860,6.078500405237719e-07,3.7990625756378904e-08
1861,5.876090938272682e-07,3.0182168764270045e-08
1862,6.749871488409553e-07,2.936691156918414e-08
1863,5.943598750945966e-07,2.99677247461716e-08
1864,6.376988039846765e-07,2.7809421876412443e-08
1865,5.784711518685981e-07,3.2006541417217704e-08
1866,6.544249373519051e-07,2.432806534002907e-08
1867,8.497273142893391e-07,2.232293283555009e-08
1868,7.992715893578861e-07,2.5687344695768388e-08
1869,6.109282537636318e-07,3.125452252561445e-08
1870,6.920997179804544e-07,1.204150290590178e-08
1871,5.491148442615668e-07,2.6552942955504477e-08
1872,6.289233027700902e-07,1.5118348239973045e-08
1873,7.033555249336132e-07,1.855661402316855e-08
1874,5.257656141566258e-07,2.2106052988135616e-08
1875,7.500921839209695e-07,2.689117684084863e-08
1876,6.281809277197681e-07,1.3301232115736639e-08
1877,6.630122584283527e-07,2.783167252218277e-08
1878,5.634469744109083e-07,2.294853640449901e-08
1879,7.19067571708365e-07,8.55305559710473e-09
1880,5.904418571844872e-07,1.6686400705623328e-08
1881,6.289201763820529e-07,2.9284531244400114e-08
1882,5.923292718534867e-07,5.324307883469714e-09
1883,5.965456040257777e-07,1.9589950550624735e-08
1884,5.670857774475735e-07,2.1125430293977843e-08
1885,6.013778062197161e-07,1.99814709223034e-08
1886,5.491897709930527e-07,1.355227441379725e-08
1887,6.829255028151238e-07,1.5669418873542895e-08
1888,6.004562038697259e-07,1.5851536971922542e-08
1889,5.958145123940994e-07,1.7542382657609323e-08
1890,5.728533665205759e-07,1.9663159434024635e-09
1891,5.908902096507518e-07,9.561330394092238e-09
1892,6.50671566404526e-07,1.8805537571608966e-08
1893,6.546396917883612e-07,1.1085149687062312e-08
1894,6.339348743722439e-07,1.9534772022211655e-08
1895,6.807053125612583e-07,2.347259719925887e-08
1896,6.887729995241898e-07,2.0639601139293973e-08
1897,6.700720831531726e-07,4.078699600285063e-09
1898,6.314724174671937e-07,1.697506513131941e-08
1899,6.284856652882809e-07,1.2160672469008205e-08
1900,7.111742661436438e-07,1.2977633190303095e-08
1901,6.158790313293139e-07,1.676621685930968e-08
1902,5.033041077240341e-07,2.2096278140537606e-08
1903,5.443422139705945e-07,2.1060858834687224e-08
1904,6.073326659361555e-07,1.5586413049106795e-08
1905,5.692317301964067e-07,1.5998353308788182e-08
1906,5.48884500517488e-07,5.658602808544799e-09
1907,5.847413007131763e-07,1.3885677052627443e-08
1908,4.940857465385307e-07,2.2592390180875555e-08
1909,4.730845972744646e-07,2.3654228797909127e-08
1910,5.07159882090491e-07,3.1530488442399474e-08
1911,5.623635388474213e-07,2.0217421514701073e-08
1912,5.073976154790216e-07,1.7712031841199405e-08
1913,4.884053481646333e-07,2.0681659940180452e-08
1914,4.38636710953233e-07,2.343860305842327e-08
1915,5.31312366547354e-07,7.0684572639478915e-09
1916,5.241019493951171e-07,1.0987462051303964e-08
1917,4.244006177600568e-07,8.773139548168274e-09
1918,4.502659365357431e-07,1.4932289182922887e-08
1919,4.2816494527642135e-07,1.2890987832747669e-08
1920,3.8466938434567055e-07,1.590168707821249e-08
1921,4.369475163912284e-07,2.3475517973992055e-08
1922,4.6112096185879636e-07,2.5084980925793587e-08
1923,4.426850210847988e-07,1.5923922180860473e-08
1924,4.512068585427187e-07,2.9650736088626672e-08
1925,3.6843896822347233e-07,1.6497266663861865e-08
1926,3.611348731169528e-07,1.89484357093761e-08
1927,3.868780922289261e-07,2.0068605000034268e-08
1928,4.0448185956165617e-07,1.1426041002238208e-08
1929,3.8880019559428547e-07,8.912325100141061e-09
1930,4.4220169570508006e-07,1.2604324250986565e-08
1931,3.9120372008483173e-07,1.0264820993199919e-08
1932,3.8029590854193884e-07,2.1919073223131136e-09
1933,4.393263708379891e-07,1.3764795081527836e-08
1934,4.409221432410959e-07,1.5576054224197833e-08
1935,3.123722223108416e-07,7.180970484910176e-09
1936,3.2130493821114214e-07,2.182448533005754e-08
1937,3.7143797726457706e-07,1.2591117926064044e-08
1938,4.1877642331655807e-07,7.779128785578848e-09
1939,3.991747092868536e-07,1.988226472349197e-08
1940,4.107968365474335e-07,3.0429395003750415e-08
1941,3.276167888088821e-07,1.1806010391524069e-08
1942,2.791474855712295e-07,6.068423541449874e-09
1943,3.570979387745865e-07,2.9032352077962287e-09
1944,3.438109104081377e-07,1.2852744646352221e-08
1945,3.2459710297416677e-07,2.832055301382752e-08
1946,3.1183272852786104e-07,8.352662561605939e-09
1947,3.826599481726589e-07,7.152522796260996e-09
1948,3.5333636105860933e-07,1.3046265623373188e-08
1949,3.3279658140372703e-07,5.890204990421921e-09
1950,4.200967822498569e-07,1.4889506072535141e-08
1951,3.976702984687108e-07,1.2793682113709792e-08
1952,3.3743371830041724e-07,7.381362854275153e-09
1953,4.223340255293806e-07,6.464296320451979e-09
1954,3.6940187442269234e-07,1.8567818838022276e-08
1955,3.4163612383508735e-07,1.407841176970237e-08
1956,3.505899002220758e-07,1.5698055300106262e-08
1957,3.383819375812891e-07,1.1485548956358116e-08
1958,3.449525465271108e-07,1.5717262380476882e-08
1959,3.5033380640925316e-07,1.8601794327111065e-08
1960,3.4327332798511634e-07,1.591791676247567e-08
1961,3.00160486688128e-07,1.459113496693476e-08
1962,3.0124292749178494e-07,1.1415521861124489e-08
1963,3.2071624644913754e-07,7.1126584622049904e-09
1964,4.0701746684135287e-07,1.764350843203033e-08
1965,3.748349683974084e-07,9.3024736802505e-09
1966,3.4951560934359804e-07,9.970334780007306e-09
1967,3.806218984436782e-07,2.021437595089992e-08
1968,3.328139186464796e-07,1.796566362344265e-08
1969,4.2102094255369593e-07,1.862120679874124e-08
1970,3.996291866315005e-07,1.3336302284727708e-08
1971,3.530079126790042e-07,2.7747345754391972e-08
1972,3.8373498512100923e-07,1.5903455441446113e-08
1973,3.010209184139967e-07,1.929621351592914e-08
1974,3.335964038342354e-07,9.56347201430674e-09
1975,3.3240814900636906e-07,1.2565256390928425e-08
1976,3.9766148063336004e-07,1.4283817462157344e-08
1977,3.4849315966312133e-07,9.402850942308305e-09
1978,3.409899420603324e-07,8.910886917234961e-09
1979,3.3122169895705156e-07,1.287434114871644e-08
1980,3.547534106473904e-07,1.2507331614841632e-08
1981,3.352541142476184e-07,1.771153845808726e-08
1982,3.2216937029261317e-07,1.241500480197999e-08
1983,3.4671086268645013e-07,1.0736036948344463e-08
1984,3.3576259284018306e-07,1.1018115753103075e-08
1985,3.1220746166127356e-07,9.624892882698077e-09
1986,3.4468291687517194e-07,1.6784559075944117e-08
1987,3.3059518500522245e-07,1.4665960890170027e-08
1988,3.5679495624663105e-07,1.4991384134077634e-08
1989,3.698994390788357e-07,1.6464366314750123e-08
1990,3.007655209330551e-07,1.0897301727652575e-08
1991,3.70444610098275e-07,1.52398094144246e-08
1992,3.2012775363909896e-07,2.259077103161644e-08
1993,3.4952398664245266e-07,9.970573700002205e-09
1994,3.2071554301182914e-07,9.494867780901473e-09
1995,3.1070642592112563e-07,1.4640617607142303e-08
1996,3.288264878165137e-07,8.540947504798169e-09
1997,3.025578507731552e-07,8.151320507465698e-09
1998,3.194646609472329e-07,1.2873949017944142e-08
1999,3.3316766234747774e-07,1.3253583119876566e-08
2000,3.5432613287866843e-07,1.281229122795935e-08
2001,3.1895221752620273e-07,1.3143635735346493e-08
2002,3.0230427228161716e-07,1.1391176002462089e-08
2003,3.5793867425581993e-07,1.1667383947866483e-08
2004,3.4049035946281947e-07,1.5857248403250424e-08
2005,3.368804755154997e-07,1.8465373674558805e-08
2006,3.2490150658759376e-07,1.523619319598879e-08
2007,2.816108093384173e-07,1.3581230806636313e-08
2008,2.87802919274327e-07,1.4049550856043425e-08
2009,2.7464788843190036e-07,1.3827758493789588e-08
2010,2.6217051640742284e-07,1.0392344762522043e-08
2011,2.581181064442717e-07,1.873746224845263e-08
2012,2.556593869940116e-07,1.191488463447854e-08
2013,2.529736349288214e-07,1.812931316180766e-08
2014,2.0181948912068037e-07,2.295371892557796e-08
2015,1.9949178664546707e-07,2.1944096317838557e-08
2016,2.0630547226119234e-07,2.2991874182309857e-08
2017,2.1231759461670663e-07,2.264050147360308e-08
2018,2.2949238598357624e-07,2.0135439982027492e-08
2019,1.994872391719582e-07,2.6785371254334223e-08
