year,dois_VERB avoir_VERB,dois_VERB savoir_VERB
1887,3.930412617592083e-07,9.271072798355817e-08
1888,3.195669933120371e-07,7.735550155985038e-08
1889,3.3831739187917265e-07,8.70854037771096e-08
1890,2.9822459168826754e-07,7.340912588915671e-08
1891,3.053251305118465e-07,8.095259573792646e-08
1892,2.9211267360551574e-07,6.769993632360638e-08
1893,2.51879242796349e-07,8.313862309705655e-08
1894,2.9491204145415395e-07,6.805662167153059e-08
1895,3.8699690207977255e-07,8.726991040930443e-08
1896,2.4059878001025936e-07,1.0555682194990368e-07
1897,3.554295346930303e-07,9.264474698511549e-08
1898,3.196970510543906e-07,1.1260126342449439e-07
1899,3.1064990935192327e-07,7.185852268776216e-08
1900,3.4468592957637156e-07,8.409506335738115e-08
1901,2.9732092343692784e-07,9.500855924216012e-08
1902,2.739938338436332e-07,7.169014537566909e-08
1903,2.5921056590050284e-07,8.586350475070503e-08
1904,2.714185711738537e-07,8.814384955257992e-08
1905,2.982918658744893e-07,9.134543432764985e-08
1906,2.8241572636034107e-07,7.922044176211784e-08
1907,3.476562255855242e-07,8.228549575051147e-08
1908,3.2464282639921294e-07,8.840500242968119e-08
1909,3.218075335098547e-07,8.196465728360636e-08
1910,3.6767755773325916e-07,8.176550636562752e-08
1911,2.963448366699595e-07,9.151043656174807e-08
1912,3.4851026953219844e-07,8.856016364688912e-08
1913,3.2454298093398393e-07,7.424185355375812e-08
1914,2.2835895663320116e-07,9.978148085565408e-08
1915,2.0616333529233088e-07,7.893110165468897e-08
1916,2.3073670263329404e-07,6.59247731960022e-08
1917,2.4564789669057063e-07,6.031533672512523e-08
1918,2.572948289980559e-07,5.858051821405752e-08
1919,2.3387934788843268e-07,6.261336693569319e-08
1920,2.226236119895475e-07,9.010955892563288e-08
1921,2.7564800575419213e-07,8.102839643697735e-08
1922,2.9954418323541177e-07,9.14863989009973e-08
1923,2.919385622135451e-07,1.1252905096625909e-07
1924,2.926398678937403e-07,8.508472149060253e-08
1925,4.124316603792977e-07,9.898359820681435e-08
1926,3.3772798246900493e-07,1.3486827299402648e-07
1927,5.128643465468485e-07,1.4048023899704276e-07
1928,3.210717522961204e-07,8.226749770301467e-08
1929,3.798878651650739e-07,1.1251810150270103e-07
1930,2.9620161967613967e-07,7.247486166761519e-08
1931,2.805717826959153e-07,8.782124893969012e-08
1932,3.2440229347230343e-07,1.3041848490047414e-07
1933,2.6841348699235823e-07,9.061822936473618e-08
1934,2.971431740661501e-07,7.308764082836205e-08
1935,3.518675555369555e-07,9.933675926276919e-08
1936,2.5825642069321475e-07,8.608547119592913e-08
1937,2.971503931803454e-07,1.1835651037017669e-07
1938,2.5800775915740815e-07,7.130867629712156e-08
1939,3.089398319389147e-07,1.0705835506996664e-07
1940,1.9779106708028849e-07,7.100192078723921e-08
1941,3.305682980681013e-07,1.2396310467011062e-07
1942,3.0948959306442703e-07,1.5474479653221351e-07
1943,4.209691155665496e-07,1.335488235554294e-07
1944,3.116790594503982e-07,1.1567470181716999e-07
1945,3.3984662195507553e-07,1.3942425880486553e-07
1946,4.204173364996677e-07,1.266820532919155e-07
1947,4.7445067252738227e-07,1.7285262288169179e-07
1948,3.652954205790593e-07,1.4350891319736547e-07
1949,3.651927045211778e-07,9.129817613029445e-08
1950,3.881906991409778e-07,1.6165749627816695e-07
1951,3.699506407883746e-07,1.247384062708079e-07
1952,4.165197537986387e-07,1.3919141395035695e-07
1953,3.7385180462479184e-07,1.3144070010184805e-07
1954,3.821061511644075e-07,1.807919147722714e-07
1955,3.7167006894378574e-07,7.41462997666531e-08
1956,3.907071572939458e-07,1.482594029766915e-07
1957,3.790231062339444e-07,1.2015651407182304e-07
1958,4.2271165057172766e-07,1.1746585926175612e-07
1959,3.534341033173405e-07,1.0773539571573565e-07
1960,3.8756667208872386e-07,1.467216605988142e-07
1961,3.793695100284822e-07,1.4660615477168903e-07
1962,4.3759499135376245e-07,1.2430234619387193e-07
1963,3.7115145801180915e-07,1.5906491057648964e-07
1964,4.191854259261163e-07,1.4844883367004513e-07
1965,3.491163624858018e-07,1.0451602605598964e-07
1966,3.3456012715760153e-07,1.2075183519755228e-07
1967,4.299252509554208e-07,1.459379319612708e-07
1968,3.691943959438504e-07,1.3204763149587961e-07
1969,3.7742006497865077e-07,1.1717735048932809e-07
1970,3.131731602934451e-07,1.0071207867667908e-07
1971,3.6482623499978217e-07,1.1972466040788277e-07
1972,2.85749166550886e-07,9.747279250404972e-08
1973,3.4402390269860916e-07,9.923766697284009e-08
1974,2.396493528067367e-07,6.750686054601829e-08
1975,2.907143539232493e-07,1.1365845864474977e-07
1976,2.828195704296377e-07,1.1084242146353063e-07
1977,2.438864328269119e-07,1.0225600277635749e-07
1978,2.9762361464236164e-07,9.801975409118313e-08
1979,3.5462957725940214e-07,1.2815822003631183e-07
1980,3.3144428357445577e-07,1.3758064199009823e-07
1981,2.846497295649897e-07,1.3789697561605863e-07
1982,2.979600992603082e-07,1.4711780238485517e-07
1983,3.006090310009313e-07,1.3072704518890532e-07
1984,2.8821071396123443e-07,1.3163749201794417e-07
1985,3.2784791414997017e-07,1.3354538452858833e-07
1986,3.3269392929469177e-07,1.330775774022186e-07
1987,3.0126327033030975e-07,1.2893823964077455e-07
1988,2.782400940759544e-07,1.2712693830962962e-07
1989,3.29287331624073e-07,2.0909745046537864e-07
1990,2.9368229093051923e-07,1.362162720397464e-07
1991,2.989347365200956e-07,1.3129681519785663e-07
1992,2.8761908765773114e-07,1.371976168229594e-07
1993,3.611563101912907e-07,1.6839190664086345e-07
1994,3.375953099293838e-07,1.4611546816922782e-07
1995,3.4541011473265826e-07,1.6050454121341318e-07
1996,3.1014315027277917e-07,1.259789712548809e-07
1997,3.298887349956203e-07,1.5727253810382535e-07
1998,3.938474719689111e-07,1.5734826774860267e-07
1999,3.4139401350330445e-07,1.6132810287672328e-07
2000,3.145638345358748e-07,1.811392849049298e-07
2001,3.461157405126869e-07,1.7831531806677958e-07
2002,3.973767945808504e-07,1.9803121631412068e-07
2003,3.904406753463263e-07,1.9751215063479322e-07
2004,3.559071330982988e-07,1.9248938087912393e-07
2005,3.6255184454603295e-07,2.0852360194112407e-07
2006,3.8296377624646993e-07,2.3430793305578845e-07
2007,6.035658657310705e-07,3.6030203887094103e-07
2008,6.258436542339041e-07,3.448526229021809e-07
2009,6.527655500576657e-07,3.671508181923855e-07
2010,1.0019165301855537e-06,5.966150524727709e-07
2011,1.0913615824392764e-06,7.219659323709493e-07
2012,1.1959140238104737e-06,8.582121040490165e-07
2013,1.3636032463182346e-06,9.229214583683643e-07
2014,1.4660064380223048e-06,9.714186717246776e-07
2015,1.5352001128121628e-06,9.688651516626123e-07
2016,1.5818824294910883e-06,1.0263489684803062e-06
2017,1.6922517716011498e-06,1.134540752900648e-06
2018,1.8852451830753125e-06,1.3188713410272612e-06
2019,1.8244664943267708e-06,1.236463731402182e-06
