year,aux_ADP airs_NOUN,aux_ADP cerfs_NOUN
1840,1.2038711361128662e-07,1.433179974696941e-07
1841,8.154096420298629e-08,1.0850726894773288e-07
1842,1.3483613425790963e-07,1.0599059052651683e-07
1843,1.3290549683020458e-07,1.8724908557032904e-07
1844,1.3007890231619967e-07,2.2503100988169322e-07
1845,8.816759988761191e-08,1.7410311414778334e-07
1846,9.777017462297977e-08,1.299699334822435e-07
1847,8.46736130100112e-08,9.761734798274802e-08
1848,1.3757328987118456e-07,1.0700145025577257e-07
1849,9.133561951202296e-08,8.714591559488838e-08
1850,1.1948632749891885e-07,1.0319273613390578e-07
1851,8.513259319720134e-08,7.287865844141095e-08
1852,1.367214490510804e-07,1.0742400391450246e-07
1853,9.913406562311877e-08,1.1107793085329831e-07
1854,7.79349695889664e-08,1.236568145657202e-07
1855,1.2895856826844465e-07,1.507170139802838e-07
1856,9.629572161884425e-08,1.0250834847624901e-07
1857,1.0836950115056254e-07,8.152120578586164e-08
1858,1.1598011928626306e-07,1.492571193306702e-07
1859,1.5632971717138844e-07,1.135554676956474e-07
1860,1.2587255593388136e-07,1.8766453857566034e-07
1861,1.6788831125325032e-07,1.8203620211210136e-07
1862,9.307051873630456e-08,1.359913890386366e-07
1863,1.143768160183356e-07,1.2236821422817457e-07
1864,1.2466292620416652e-07,2.1288592311208276e-07
1865,1.0355057483701913e-07,1.28496851825588e-07
1866,1.2942529759030208e-07,9.196008754486229e-08
1867,1.1889387963037734e-07,2.0333279593387488e-07
1868,9.682153423451467e-08,9.879748463781368e-08
1869,1.1573940161824225e-07,1.089024752598533e-07
1870,1.0665330840708975e-07,9.919904231381338e-08
1871,4.99195342840153e-08,1.3276471477752239e-07
1872,1.1066630678513434e-07,1.0099056568790843e-07
1873,1.4725570851581438e-07,1.095438800780002e-07
1874,1.0216581447508588e-07,1.0097089492289157e-07
1875,1.0127102711976477e-07,1.384609595866948e-07
1876,8.283040520140617e-08,1.0520065440999815e-07
1877,1.0576035047726862e-07,7.854716344013468e-08
1878,1.600358487952036e-07,1.304443139615863e-07
1879,1.4601287046112077e-07,1.3196142922833332e-07
1880,8.214843538745242e-08,6.289489307143015e-08
1881,1.1295462259974798e-07,1.0389036120272976e-07
1882,1.2844893282348835e-07,9.250985044673143e-08
1883,1.0742876366265364e-07,1.9021210384551068e-07
1884,1.558000528589787e-07,8.05407021076121e-08
1885,1.0055191379532147e-07,1.1086493501011319e-07
1886,1.5423778870760074e-07,1.0648215059694266e-07
1887,1.3514874475095695e-07,7.442974236937516e-08
1888,1.0842450848258522e-07,1.1856949355681934e-07
1889,1.2029062695928516e-07,8.520586192162227e-08
1890,8.455158556630593e-08,6.35775485591239e-08
1891,7.394095424828606e-08,1.0135009986811383e-07
1892,8.650546878818943e-08,5.453605655958427e-08
1893,1.1146733691624888e-07,6.527921514454249e-08
1894,1.102769380256774e-07,6.112493267096397e-08
1895,1.3361324713301315e-07,8.907549542414017e-08
1896,1.0614652418139414e-07,8.078929564225845e-08
1897,7.982597916011969e-08,9.497542841074846e-08
1898,1.0637707481553349e-07,9.392869249058577e-08
1899,1.0668226124721514e-07,1.2215948430593926e-07
1900,1.1835600921550338e-07,1.0330196076324683e-07
1901,8.327221268089602e-08,7.2653605798223e-08
1902,7.660042644630494e-08,6.48157474358868e-08
1903,1.1880484729331897e-07,7.830319415091935e-08
1904,7.524475620357407e-08,6.342057812247504e-08
1905,8.463644651790503e-08,6.967024646087339e-08
1906,1.116288048663705e-07,1.0236927394657869e-07
1907,1.1777111208477464e-07,6.11998380861678e-08
1908,1.502885083048966e-07,7.465311324672541e-08
1909,1.4907666123775698e-07,9.516701249268067e-08
1910,1.1436482716398189e-07,1.5230828820378406e-07
1911,1.500345536697978e-07,8.885025026827975e-08
1912,1.2346328115420135e-07,8.699733322625747e-08
1913,1.6386237833287964e-07,1.2302935736840936e-07
1914,1.325955188424821e-07,7.031580706584606e-08
1915,5.890380805340101e-08,3.887651445211304e-08
1916,1.0108465020586266e-07,5.7134800890423776e-08
1917,1.5681987053373092e-07,8.334482615168781e-08
1918,1.1486376561009592e-07,3.101321599530138e-08
1919,1.1049418369157848e-07,6.629650961542666e-08
1920,1.0979736009275598e-07,5.6791737090833294e-08
1921,1.4009583387819546e-07,1.2873670801605286e-07
1922,1.7190590284599239e-07,9.148640245371098e-08
1923,1.910870719434854e-07,1.2526818649050142e-07
1924,1.4825367922188804e-07,7.992807082857212e-08
1925,2.0236647046978362e-07,6.048997880370166e-08
1926,1.0700293096022051e-07,8.35960343170683e-08
1927,1.4939961312521177e-07,9.030872327731032e-08
1928,1.5996458113676226e-07,5.8272812131221485e-08
1929,1.1697426360868235e-07,9.469345130241891e-08
1930,1.6385622059189586e-07,6.827342247106571e-08
1931,1.4370748857572835e-07,9.46644611587999e-08
1932,9.534796863164274e-08,1.238427671523823e-07
1933,8.144170404733586e-08,6.538277630419032e-08
1934,1.3778817731235904e-07,1.0304159125951173e-07
1935,9.095895769917206e-08,1.0651773152403621e-07
1936,1.6125869706229423e-07,9.093536146309589e-08
1937,1.170974018860349e-07,7.051026074123001e-08
1938,1.1150084711086805e-07,4.7971293604121e-08
1939,9.635251796424882e-08,1.0247013726427667e-07
1940,1.0143131645712344e-07,5.8323005092120184e-08
1941,1.9184767552360427e-07,4.7224039789739436e-08
1942,1.5474480608013153e-07,1.0619741419581885e-07
1943,8.419382258040287e-08,8.129058670647282e-08
1944,1.2210107591670294e-07,8.354284375400312e-08
1945,1.219962295628818e-07,5.2284097051824574e-08
1946,1.1972149405181653e-07,8.77029542323271e-08
1947,1.0728783705893363e-07,6.914105021849082e-08
1948,1.06544502331829e-07,1.3263703380061997e-07
1949,1.0995049448681016e-07,9.031647651980279e-08
1950,1.2230665924484185e-07,8.508289117692414e-08
1951,1.3113524643948438e-07,8.529121631184466e-08
1952,8.96308345321728e-08,6.221434389885871e-08
1953,1.0342874157132087e-07,8.619061930836835e-08
1954,1.2508846047865063e-07,1.1336142291540341e-07
1955,1.2764426982059263e-07,1.098116122477677e-07
1956,1.552363162460324e-07,6.453644907367106e-08
1957,9.718541371661615e-08,8.835037945686963e-08
1958,8.603133344609049e-08,6.783239570040678e-08
1959,8.525822625671253e-08,1.0153479534924514e-07
1960,1.0727291965828556e-07,8.028166625928534e-08
1961,1.0908610048598888e-07,5.558527504945232e-08
1962,1.1098423446931349e-07,7.166410720405025e-08
1963,1.1832877122586183e-07,5.690126847479604e-08
1964,8.517555871723204e-08,9.916868565218451e-08
1965,1.1491290985432556e-07,6.01924785570418e-08
1966,1.2739872157219168e-07,5.81602854765606e-08
1967,1.1980715464154912e-07,5.669886005144065e-08
1968,1.6797895230347137e-07,5.749012330080738e-08
1969,8.720174657361746e-08,8.084328828594778e-08
1970,1.0439106001847165e-07,6.208278802155576e-08
1971,1.346260187773396e-07,7.964516002267885e-08
1972,1.3697492673436784e-07,7.233507304249542e-08
1973,9.31731425346527e-08,5.899128041608748e-08
1974,6.075617275946854e-08,5.963106108897165e-08
1975,8.224531455880424e-08,5.768594801836002e-08
1976,9.998671690603089e-08,9.313048621173436e-08
1977,9.344082807505316e-08,4.5251219493724903e-08
1978,9.504946363314559e-08,6.118808926203201e-08
1979,9.772795150908564e-08,6.495690385577291e-08
1980,9.835310998962399e-08,7.447547223371487e-08
1981,9.867857464485041e-08,8.412981089556126e-08
1982,9.497478570263951e-08,4.096951544685368e-08
1983,7.767838539063376e-08,7.894145070963532e-08
1984,1.3627670258919977e-07,8.756502778428654e-08
1985,9.083492735761922e-08,6.07571355448755e-08
1986,1.1689246526280783e-07,7.253327372058749e-08
1987,1.1549443801328607e-07,7.33298031185825e-08
1988,8.215278701761974e-08,6.77610587640487e-08
1989,1.1909225272610513e-07,7.957777337086469e-08
1990,1.0951788154134334e-07,7.410165242527356e-08
1991,1.2250461961516024e-07,5.861465324219495e-08
1992,1.1405584365853372e-07,5.344645981342211e-08
1993,1.3903410955862228e-07,1.3460274006504847e-07
1994,1.0497104285800418e-07,5.5386729869155715e-08
1995,1.3664575782001975e-07,6.452716527771685e-08
1996,1.1797184074069378e-07,6.9929007695535e-08
1997,1.2179031649850458e-07,6.185413958803565e-08
1998,1.2397135984443253e-07,8.773357862423836e-08
1999,1.2385245440338366e-07,7.449427902317396e-08
2000,1.3784258490190382e-07,9.189505523199415e-08
2001,1.2355017253717904e-07,8.01761755597763e-08
2002,1.58162092089853e-07,8.893879532845261e-08
2003,1.7001045560238737e-07,8.042161203647424e-08
2004,1.5064385938678981e-07,5.990516244169797e-08
2005,1.5582973145189527e-07,6.620511905364168e-08
2006,1.7583389411157668e-07,7.288665138105443e-08
2007,1.9652838578743115e-07,9.826419572478429e-08
2008,2.494859703272567e-07,1.2091128875901802e-07
2009,2.3364142820447853e-07,1.1682071887619827e-07
2010,2.5225053845723266e-07,1.1006437805605174e-07
2011,3.6518933521634267e-07,1.816386681063875e-07
2012,3.5744652374103403e-07,1.0314885479090208e-07
2013,3.2521199094803777e-07,1.377827740789428e-07
2014,3.5123521820168424e-07,1.1303623970171373e-07
2015,3.5598200205655406e-07,1.5050546453565516e-07
2016,3.657986657190637e-07,1.8269219204114506e-07
2017,3.569652507473542e-07,1.1295094748398071e-07
2018,4.2852346959776355e-07,1.0119349247439402e-07
2019,5.130036373479641e-07,1.568857479483654e-07
