year,très_ADV eu_VERB,très_ADV su_VERB
1905,1.1353670004154992e-08,1.0321517862621477e-08
1906,9.773950260250075e-09,6.173021205313489e-09
1907,1.2857107989372452e-08,8.228549397415463e-09
1908,5.40252820258047e-09,5.40252820258047e-09
1909,1.5402754349747028e-08,7.151278680339601e-09
1910,1.336037680488289e-08,6.412980813053082e-09
1911,1.170482277768059e-08,1.3300935464144459e-08
1912,1.2502610502451716e-08,4.688478938419394e-09
1913,8.484783153850373e-09,8.484783542428431e-09
1914,1.4063161857258422e-08,4.68772043404897e-09
1915,1.6493066246070498e-08,1.0602685840410686e-08
1916,8.789969641043172e-09,2.0876177231343718e-08
1917,1.4256351654751143e-08,7.676496771580332e-09
1918,1.2635013924011673e-08,3.5607765624945387e-08
1919,1.1970203106503874e-08,1.5653341733923298e-08
1920,1.1358347151713133e-08,8.329454459499175e-09
1921,7.572747762196741e-09,1.1359120755116692e-08
1922,1.2542490324118916e-08,8.115729421831475e-09
1923,5.307974060286824e-09,8.492758496458919e-09
1924,1.675911143195208e-08,6.445812328337297e-09
1925,6.598906754362588e-09,7.698724324711748e-09
1926,1.0031524944054127e-08,2.229227691330493e-09
1927,6.689535148041159e-09,4.4596899506643695e-09
1928,1.0283437212876834e-08,2.2852082448565625e-09
1929,3.342121912552898e-09,2.2280812750352652e-09
1930,8.402882833991043e-09,9.453243521306831e-09
1931,1.2545892325022123e-08,3.4216069977333063e-09
1932,4.383814644626227e-09,4.383814644626227e-09
1933,1.0323596200123575e-08,2.2941324395731044e-09
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,4.787313656606784e-09
1936,1.091224355320719e-08,6.0623572828433225e-09
1937,6.295559074054324e-09,1.2591118148108649e-09
1938,6.482607339819424e-09,0.0
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,5.806470415592457e-09,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,6.535512131478072e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,3.5762612871081956e-09,4.7683483828109274e-09
1948,6.523132700664291e-09,5.435944139264848e-09
1949,3.9268033269479474e-09,6.8719057111366055e-09
1950,4.2541445921528975e-09,1.1698897850465073e-08
1951,2.1322803522849654e-09,3.1984206394497505e-09
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,4.3095309543161875e-09,5.386913581872932e-09
1954,7.818028890937967e-09,1.9545072227344917e-09
1955,4.6928039232341234e-09,6.569925492527773e-09
1956,3.488456634670456e-09,2.616342476002842e-09
1957,1.7670075402875796e-09,2.6505113659425206e-09
1958,4.1361216673863055e-09,1.6544486891589827e-09
1959,5.4255236969780185e-09,0.0
1960,3.4604166754270693e-09,1.3841666701708277e-09
1961,4.16889545107324e-09,2.08444772553662e-09
1962,2.5367825617905737e-09,4.43936931660005e-09
1963,2.5864212993553792e-09,1.939815863494232e-09
1964,3.041984220075733e-09,6.083968329129164e-10
1965,4.924839203113152e-09,1.0944086747954884e-09
1966,4.985167390003653e-09,3.3234448526542337e-09
1967,4.437302025817047e-09,3.451234853457663e-09
1968,7.186265332803643e-09,2.245707841908029e-09
1969,6.812636621500445e-09,4.087581828571274e-09
1970,3.6789800095249348e-09,1.8394900047624674e-09
1971,4.624557625731995e-09,2.0553589941130213e-09
1972,1.0260293725750103e-09,3.0780880067027283e-09
1973,2.2052815684681093e-09,6.615844760915479e-09
1974,2.8127858375803783e-09,2.812785782069227e-09
1975,2.8557400888473694e-09,2.2845920710778955e-09
1976,5.713526984862938e-09,5.713526873840635e-10
1977,1.1753563677885381e-09,2.3507127355770763e-09
1978,1.1881182704343018e-09,2.970295565063452e-09
1979,1.1703946700691858e-09,4.096381456264453e-09
1980,3.97960553399912e-09,4.548120546843393e-09
1981,1.2651099057237047e-09,1.2651099057237047e-09
1982,1.2415004579935385e-09,1.2415004579935385e-09
1983,3.157658134966823e-09,6.315316047889041e-10
1984,1.1598016991243298e-09,5.799008495621649e-10
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,5.996553809062277e-10,5.996553809062277e-10
1989,1.0976244357863152e-09,1.0976244357863152e-09
1990,2.724325487424295e-09,2.724325431913144e-09
1991,1.7584396161396398e-09,2.9307325455363298e-09
1992,0.0,1.1019888335184191e-09
1993,1.1078414852150331e-09,1.1078414852150331e-09
1994,1.0549853213248639e-09,5.274926606624319e-10
1995,4.337960657352369e-09,1.0844901643380922e-09
1996,2.135236876199542e-09,1.6014276571496566e-09
1997,4.79489448146353e-10,2.3974471297094624e-09
1998,1.9072516899143466e-09,0.0
1999,3.1991407301035224e-09,2.7421207526856506e-09
2000,0.0,8.836062992401139e-10
2001,3.066848330846028e-09,1.3143635069212678e-09
2002,5.257465574004527e-09,2.6287327870022636e-09
2003,1.6667691671301554e-09,0.0
2004,4.404791253964646e-10,1.3214374039449694e-09
2005,2.251874686720612e-09,1.8014998381943315e-09
2006,3.7061009261485367e-09,0.0
2007,2.3966877371606188e-09,1.5977917877663117e-09
2008,1.2772318758180745e-09,0.0
2009,2.384096253749135e-09,0.0
2010,3.3066552274085836e-09,4.723793023408973e-10
2011,1.911985902935953e-09,0.0
2012,1.7021263287730903e-09,1.7021263287730903e-09
2013,2.789125042035323e-10,2.789125042035323e-10
2014,0.0,6.496335691608124e-10
2015,1.7732603163622684e-09,4.433150790905671e-10
2016,2.0713400439298368e-10,4.1426800878596737e-10
2017,1.7609279590047322e-09,0.0
2018,5.162933414126769e-10,7.744400121190154e-10
2019,1.53059265262101e-09,1.02039510174734e-09
