year,sans_ADP avoir_VERB,sans_ADP savoir_VERB
1969,1.801851561822332e-05,3.018906411966782e-06
1970,1.7244299669982865e-05,3.0199826710486377e-06
1971,1.6256347862508846e-05,3.260313292230421e-06
1972,1.5476626742838562e-05,3.0837313431675284e-06
1973,1.5506987892877078e-05,2.771487601194167e-06
1974,1.481888068610715e-05,2.5444461186907574e-06
1975,1.4848135094780446e-05,2.472499843975129e-06
1976,1.5143703137709963e-05,2.663646334610803e-06
1977,1.4179499430611031e-05,2.517613282293496e-06
1978,1.550137932326834e-05,2.741583017495941e-06
1979,1.550714398490527e-05,3.1904958319728394e-06
1980,1.4657455778888107e-05,2.8692956277609483e-06
1981,1.4379871629444096e-05,2.746553562360532e-06
1982,1.475647474080688e-05,2.911939276373232e-06
1983,1.477657662007914e-05,2.915781422530017e-06
1984,1.4419814590382884e-05,2.9296590895455665e-06
1985,1.4300184489002277e-05,2.9476234288949854e-06
1986,1.4667906555132504e-05,2.9666708059039593e-06
1987,1.4222926040474704e-05,2.860473372834349e-06
1988,1.4380336097019608e-05,2.9892820379018303e-06
1989,1.4796526158988854e-05,2.98169680945648e-06
1990,1.4755491918094776e-05,2.9449958560689993e-06
1991,1.449540383191561e-05,3.229081087852137e-06
1992,1.4960600651647837e-05,2.970410818647906e-06
1993,1.4821811532783613e-05,3.248191333682371e-06
1994,1.4895865206199232e-05,3.094272059911418e-06
1995,1.4670982693587575e-05,3.10923338986413e-06
1996,1.428740341680168e-05,3.0405773969732763e-06
1997,1.4832526403552038e-05,2.9829039220885534e-06
1998,1.4757836765966204e-05,3.261877154159265e-06
1999,1.4899313043770235e-05,3.2297610772502594e-06
2000,1.484591143707803e-05,3.2256048569934137e-06
2001,1.473839614618555e-05,3.208361391671133e-06
2002,1.51283576883543e-05,3.379236190426127e-06
2003,1.541386455983229e-05,3.5373009126260513e-06
2004,1.536963856096918e-05,3.6057621315421784e-06
2005,1.5320404770591267e-05,3.5989463071928185e-06
2006,1.576534128844287e-05,3.843638410216954e-06
2007,1.5919997963464994e-05,3.985691733987551e-06
2008,1.6098655862606392e-05,4.1893206628174084e-06
2009,1.6816937716157554e-05,4.6284844188448915e-06
2010,1.7365608243835595e-05,5.4068536314844096e-06
2011,1.812524499200663e-05,6.018167255206208e-06
2012,1.9113176051632763e-05,6.903483949827205e-06
2013,1.963041995622916e-05,7.372773325187154e-06
2014,2.0838079478835425e-05,7.838045462449372e-06
2015,2.1311043269633956e-05,7.833599113382661e-06
2016,2.197070324427841e-05,7.849964447359525e-06
2017,1.9504792987845576e-05,7.615761830948031e-06
2018,2.0974933192974277e-05,8.634231619453203e-06
2019,2.0670142703238525e-05,8.353719522347092e-06
