year,suis_VERB au_ADP,suis_VERB sot_ADJ
1948,1.1013222547262558e-06,3.2615663503321457e-09
1949,9.443962198929512e-07,1.9634016634739737e-09
1950,1.1092681688751327e-06,2.1270722960764488e-09
1951,1.1716880408130237e-06,2.1322803522849654e-09
1952,9.732854096000665e-07,2.1089607837865287e-09
1953,1.0332100828236435e-06,0.0
1954,1.0964785133182886e-06,0.0
1955,9.329294243798358e-07,9.385607846468247e-10
1956,1.127643599829753e-06,0.0
1957,8.58765645261883e-07,1.7670075402875796e-09
1958,9.835697483140393e-07,1.6544486891589827e-09
1959,9.975212833523983e-07,7.750747821333448e-10
1960,1.0464300430612639e-06,0.0
1961,1.01998978152551e-06,6.948159270159238e-10
1962,1.115550162467116e-06,6.341956404476434e-10
1963,9.938323728420073e-07,1.939815863494232e-09
1964,1.154737219621893e-06,0.0
1965,9.313417876910535e-07,0.0
1966,9.261332820642565e-07,5.539074754423723e-10
1967,1.1433447753006476e-06,4.930335695263466e-09
1968,1.1394721468604985e-06,3.1439910674890825e-09
1969,9.192517609335482e-07,0.0
1970,9.684914630270214e-07,4.5987250119061684e-10
1971,9.88627675724274e-07,3.5968783507200897e-09
1972,9.783190080270288e-07,5.130146862875051e-10
1973,9.140891847891908e-07,5.513203782392395e-10
1974,8.393353141400439e-07,0.0
1975,8.081744340415753e-07,1.1422960355389478e-09
1976,9.73584974417463e-07,5.713526873840635e-10
1977,7.968916406753124e-07,2.3507127355770763e-09
1978,8.328709100169363e-07,1.1881182704343018e-09
1979,9.357305543744587e-07,2.925986564150662e-09
1980,9.687496458354872e-07,1.7055452605774235e-09
1981,1.0076599892272498e-06,2.5302198114474095e-09
1982,8.870520673553983e-07,6.207502289967692e-10
1983,9.068793929145613e-07,6.315316047889041e-10
1984,8.942071190176648e-07,1.1598016991243298e-09
1985,9.053414942172822e-07,2.4062232206745193e-09
1986,9.519242780697823e-07,5.994485463567401e-10
1987,9.160114586848067e-07,6.110816852533674e-10
1988,8.485123430546082e-07,1.1993107618124554e-09
1989,1.034511001307692e-06,5.488122178931576e-10
1990,9.665907327871537e-07,2.179460389939436e-09
1991,9.853123401626362e-07,1.7584396161396398e-09
1992,8.567963050154503e-07,5.509944167592096e-10
1993,9.660377600084757e-07,1.1078414852150331e-09
1994,1.0201707709711627e-06,1.5824779264761446e-09
1995,1.0481597882971982e-06,5.422450821690461e-10
1996,9.384365853293275e-07,5.338092190498855e-10
1997,9.4219677748697e-07,9.58978896292706e-10
1998,9.917708894136013e-07,1.9072516899143466e-09
1999,9.35063155793614e-07,2.285100553223174e-09
2000,1.0223325261904392e-06,8.836062992401139e-10
2001,1.0330896884624963e-06,2.190605918883648e-09
2002,1.089171632884245e-06,1.3143663935011318e-09
2003,1.121318973673624e-06,0.0
2004,1.1681506748573156e-06,1.7619165015858584e-09
2005,1.1119757346023107e-06,1.8014998381943315e-09
2006,1.2382495242491132e-06,8.235779835885637e-10
2007,1.476759052820853e-06,7.988958938831558e-10
2008,1.478183094150154e-06,8.514879357157668e-10
2009,1.6807878182589775e-06,9.53638501499654e-10
2010,2.1521600501728244e-06,1.8895172093635892e-09
2011,2.4630203370179515e-06,1.1471915639660324e-09
2012,2.8942956760147354e-06,1.0212758416727752e-09
2013,3.074731466767844e-06,2.7891249310130206e-09
2014,3.323092187201837e-06,2.815078836704288e-09
2015,3.404216386115877e-06,6.649726325136385e-10
2016,3.4440170111338375e-06,2.278474076078396e-09
2017,3.898191152984509e-06,7.54683426862357e-10
2018,4.171908130956581e-06,1.8070267504555204e-09
2019,4.005050868727267e-06,1.2754939326953263e-09
