year,ses_DET airs_NOUN,ses_DET serres_NOUN
1977,2.1685324647080506e-07,1.1812331734972759e-07
1978,2.697028369524901e-07,1.3960390377043552e-07
1979,2.574868407378972e-07,1.3986216917949434e-07
1980,2.8084645453674284e-07,1.3303253121321745e-07
1981,2.4732899239765516e-07,1.2461332510316225e-07
1982,2.5140385639943474e-07,1.0304453934573132e-07
1983,2.911360601487445e-07,1.4462073272270004e-07
1984,2.8183180766916394e-07,1.165600705954617e-07
1985,2.424270011402996e-07,1.515920576844465e-07
1986,2.649562569345676e-07,1.4566598971477163e-07
1987,3.0126327388302343e-07,1.0205064243651307e-07
1988,2.758414856529612e-07,1.0314072773631722e-07
1989,2.820894806632168e-07,1.2622681178076078e-07
1990,2.838747201749925e-07,1.4820331117881835e-07
1991,3.2062213728423217e-07,1.172293064843899e-07
1992,2.6833428190542463e-07,1.3774860818660528e-07
1993,3.22381882966738e-07,1.2740177623982163e-07
1994,3.048907606384432e-07,1.4295051176116402e-07
1995,3.399876735699081e-07,1.1766718088779271e-07
1996,2.807836549933995e-07,1.0729565458333923e-07
1997,3.342041541287699e-07,1.2754418621252483e-07
1998,2.9610082297182316e-07,1.153887243532381e-07
1999,2.883796819119766e-07,1.499025952256261e-07
2000,3.4593186448717006e-07,1.320991449560438e-07
2001,2.9704614989967126e-07,1.2398829118964727e-07
2002,3.2552475470737363e-07,1.1522612375358676e-07
2003,3.55021846143444e-07,1.1417368672717032e-07
2004,3.470975600272652e-07,9.029822012340816e-08
2005,3.2607145872276533e-07,1.2025011075778025e-07
2006,3.6525684521393487e-07,1.3259605102788896e-07
2007,4.809353253421023e-07,1.5418691390323147e-07
2008,5.20259151315372e-07,1.6646589173774373e-07
2009,5.163952465636612e-07,1.8214495955959364e-07
2010,6.608586202716538e-07,2.5791909141759106e-07
2011,6.611647318521818e-07,2.401454430867034e-07
2012,8.180419168724029e-07,3.2748912381919126e-07
2013,7.829073780385443e-07,3.4808281057507884e-07
2014,9.523628090590819e-07,3.5534955244997946e-07
2015,9.234253326440012e-07,3.761528457602026e-07
2016,9.399741180970977e-07,3.9873294710446316e-07
2017,8.636093760117092e-07,3.179732601665819e-07
2018,9.961880245157317e-07,3.9367367143938736e-07
2019,1.0020280143407945e-06,3.54332209795416e-07
