year,seras_VERB en_PRON,seras_VERB sans_ADP
2004,4.404791253964646e-10,1.1452457648886138e-08
2005,0.0,1.0808999029165989e-08
2006,8.235779835885637e-10,1.070651389767363e-08
2007,1.5977917877663117e-09,1.6776813188679185e-08
2008,2.1287198670449925e-09,2.426740586258802e-08
2009,9.53638501499654e-10,3.147006921722095e-08
2010,9.447586046817946e-10,3.1177034121032676e-08
2011,3.4415748029203996e-09,3.135657067332431e-08
2012,6.808505426114664e-10,4.799996489168734e-08
2013,3.3469500504423877e-09,5.048316253919438e-08
2014,3.681256854903836e-09,4.5041261387268605e-08
2015,3.32486305154589e-09,4.211493394301602e-08
2016,3.1070099826280284e-09,4.7226553612222943e-08
2017,3.018733707449428e-09,5.811062209204465e-08
2018,3.872199894061623e-09,5.292006832746665e-08
2019,4.3366790158927415e-09,5.255034751794341e-08
