year,aurais_VERB eu_VERB,aurais_VERB su_VERB
1917,6.031533672512523e-08,3.3995917192441993e-08
1918,4.9391417178412667e-08,9.189101035644853e-09
1919,9.484083562938395e-08,1.5653341733923298e-08
1920,9.692456615084666e-08,9.086678076641874e-09
1921,9.541661682987979e-08,3.559191341651058e-08
1922,1.0476668421688373e-07,1.623145884366295e-08
1923,1.242065934548009e-07,2.229349149729387e-08
1924,9.797634703545555e-08,1.2891624656674594e-08
1925,7.368779364469447e-08,2.1996356736053713e-08
1926,1.1591983906100722e-07,2.6750733184144337e-08
1927,1.3267577969600097e-07,1.6723836537835268e-08
1928,8.6837914636817e-08,1.7139061725401916e-08
1929,1.3925507857948105e-07,3.8991423423340166e-08
1930,1.0713675635543041e-07,2.10072066408884e-08
1931,8.211856794559935e-08,1.710803587684495e-08
1932,7.233294496700182e-08,1.753525857850491e-08
1933,7.341223806633934e-08,3.0970788600370724e-08
1934,5.870974462141021e-08,9.585264137967897e-09
1935,9.095896302824258e-08,1.795242710045386e-08
1936,8.366053094732706e-08,1.4549657478823974e-08
1937,7.80649358489427e-08,3.399602022113868e-08
1938,6.741911562357927e-08,1.2965214679638848e-08
1939,6.72938256229827e-08,1.6823456405745674e-08
1940,5.0715659227762444e-08,1.7750480196809804e-08
1941,5.9030050181263505e-08,1.7709016475464523e-08
1942,7.282108072104165e-08,6.068423541449874e-09
1943,7.548411673496958e-08,2.322588166236983e-08
1944,5.1410978585408884e-08,2.8918675454292497e-08
1945,8.06046500656521e-08,3.267756198965799e-08
1946,1.0997672461598995e-07,3.201854070766785e-08
1947,9.298279479708071e-08,5.722018059373113e-08
1948,7.284165093324191e-08,2.0656587551570738e-08
1949,7.755436826073492e-08,1.8652315247891238e-08
1950,9.678178969352302e-08,1.808011518278363e-08
1951,1.0554787621686046e-07,2.5587365115598004e-08
1952,5.9050901057844385e-08,2.4253049346611988e-08
1953,8.619061730996691e-08,2.3702419582605216e-08
1954,1.0945240092041786e-07,2.443134050622575e-08
1955,6.569925403709931e-08,1.783265446420046e-08
1956,9.331621697583614e-08,3.9245136917998025e-08
1957,6.184526313290917e-08,2.03205861026845e-08
1958,8.768578396711746e-08,2.6471179026543723e-08
1959,9.068374851040062e-08,2.325224279786653e-08
1960,7.405292024031951e-08,2.5607082676515347e-08
1961,8.685199048841241e-08,2.779263752472616e-08
1962,8.43480236767391e-08,2.72704117065814e-08
1963,7.241979460559378e-08,2.198458126656533e-08
1964,1.0768624036927577e-07,2.1902286206909594e-08
1965,6.402290608775729e-08,2.5171399187229326e-08
1966,6.037591759877614e-08,2.1602390987141007e-08
1967,8.23366050894947e-08,1.9721342781053863e-08
1968,8.084548852593798e-08,2.380450325745187e-08
1969,8.220581548812333e-08,1.7712855182594467e-08
1970,7.128024037683645e-08,1.5175793066646293e-08
1971,5.1897814046242274e-08,1.9012070140433934e-08
1972,6.925698414761428e-08,2.4624704053621826e-08
1973,7.387693301552645e-08,1.929621262775072e-08
1974,5.963106275430619e-08,1.2938814464291681e-08
1975,4.683413834527528e-08,1.028066431985053e-08
1976,4.2280099421532213e-08,1.9425991482080462e-08
1977,5.582942819160053e-08,1.8218024422367307e-08
1978,5.0495025050167897e-08,1.900989232694883e-08
1979,7.432006299268323e-08,2.3993090181306798e-08
1980,5.969408078954075e-08,2.38776323158163e-08
1981,6.641827354769703e-08,1.9609203150139365e-08
1982,6.145427278170246e-08,2.4209258597807093e-08
1983,5.873243935639039e-08,2.5261265079734585e-08
1984,4.465236713713239e-08,1.5657322549600394e-08
1985,5.414002401948892e-08,1.9851341903631692e-08
1986,4.975423095743281e-08,2.3378493807513223e-08
1987,6.233032934233051e-08,1.649920555735207e-08
1988,8.09534768109188e-08,1.6190695006912392e-08
1989,5.7625282323670035e-08,1.8110803523541108e-08
1990,5.1762185648840386e-08,1.7435683119515488e-08
1991,6.154538567670897e-08,1.2895223555631219e-08
1992,5.3997453619558655e-08,1.928480486412809e-08
1993,5.594599628011565e-08,2.049506697687775e-08
1994,3.639699386326356e-08,1.8462243289718572e-08
1995,6.886512693426994e-08,1.6809597269684673e-08
1996,7.046281780276331e-08,1.975094043871195e-08
1997,6.712852496093547e-08,1.102825741838842e-08
1998,5.769436484115431e-08,2.8131962537258914e-08
1999,6.124069784618769e-08,2.0108885223635298e-08
2000,7.378112343303656e-08,2.5182780305499364e-08
2001,6.790878614992835e-08,2.4534786646768225e-08
2002,6.878517666564221e-08,2.409671751024689e-08
2003,6.667076490884938e-08,2.083461403401543e-08
2004,7.620288755560978e-08,2.8631143678126136e-08
2005,6.440362199100491e-08,2.0717248361279417e-08
2006,8.894642178347567e-08,2.7178073125355695e-08
2007,1.1144597777956733e-07,3.435252438066527e-08
2008,1.2772319735177007e-07,4.12971665753048e-08
2009,1.0680751216796125e-07,4.9112383493365996e-08
2010,1.483271034885547e-07,8.691779385117115e-08
2011,1.3154463829323504e-07,8.718656374639977e-08
2012,1.8757432940219587e-07,1.0314885656725892e-07
2013,2.2675587274534337e-07,1.2885757882941107e-07
2014,2.3408462368479377e-07,1.1606785932372077e-07
2015,2.3673025850712293e-07,1.1260203081064901e-07
2016,2.3841123208967474e-07,1.0833108632368749e-07
2017,2.2741126315395377e-07,1.4062267439385323e-07
2018,2.700214167816739e-07,1.543717047525206e-07
2019,2.5076209908547753e-07,1.2678408722877066e-07
