year,ses_DET iles_NOUN,ses_DET cils_NOUN
1945,2.832055345791673e-08,2.65777487129526e-07
1946,1.809743643832462e-08,3.187932779979974e-07
1947,5.960435478513659e-09,3.1471099859459173e-07
1948,1.7395020979193987e-08,3.38115706099984e-07
1949,8.835307152565974e-09,3.5733909165003297e-07
1950,9.57182533234402e-09,3.06298417740436e-07
1951,1.3859822178829972e-08,2.0789733135018196e-07
1952,1.1599284088781303e-08,2.688924904958867e-07
1953,7.541679059031026e-09,2.8119688622041394e-07
1954,2.5408594339637602e-08,2.4431339795683016e-07
1955,2.2525458831523792e-08,2.825067824119287e-07
1956,1.7442283395396885e-08,2.4855252966915486e-07
1957,1.4136059989233729e-08,2.544490751432704e-07
1958,1.0753916424022236e-08,2.7629292453923426e-07
1959,1.007597205671118e-08,2.0384466203893226e-07
1960,1.1073333472388924e-08,3.5919123853034307e-07
1961,1.389631831827387e-08,2.9251750000014454e-07
1962,8.878738910755857e-09,2.7397252466698774e-07
1963,2.0044764847959584e-08,2.59288741588648e-07
1964,9.734349160073208e-09,2.3484118472083537e-07
1965,1.0396882466068291e-08,2.407699106754535e-07
1966,1.1078149397825143e-08,1.8777463939301242e-07
1967,1.0846738118797106e-08,1.8340848662035114e-07
1968,2.066051230098509e-08,2.515192933927324e-07
1969,1.2262745652247276e-08,1.6759086385320643e-07
1970,2.4373243201480932e-08,1.9314645260948282e-07
1971,1.3359833683779243e-08,1.8498231124652875e-07
1972,1.8981543503659992e-08,1.6313866524342302e-07
1973,1.2129048043707513e-08,1.4499726042060956e-07
1974,2.2502287144732236e-08,1.367013950925866e-07
1975,1.0851812337620004e-08,1.3022174805144004e-07
1976,1.599787524675378e-08,1.26268944633523e-07
1977,1.880570227319467e-08,1.5397168962039132e-07
1978,1.3663359776927564e-08,1.360395480709542e-07
1979,1.931151227818617e-08,1.6619604270573518e-07
1980,1.591842174741842e-08,1.5747867543325356e-07
1981,1.138598904049104e-08,1.7395260698549464e-07
1982,1.738100652293184e-08,1.6822331616594965e-07
1983,1.8314416205811312e-08,1.5409370934804656e-07
1984,9.858314609090257e-09,1.5657323437778814e-07
1985,1.9249785321306945e-08,1.4978739493187732e-07
1986,8.99172813983995e-09,1.6784558631854907e-07
1987,1.0999470501094066e-08,1.6560314275437804e-07
1988,2.0388283172856347e-08,1.7629868320767628e-07
1989,2.3050113373557224e-08,1.8494971065763366e-07
1990,8.172976739828641e-09,1.596454719532403e-07
1991,1.4653663171770859e-08,1.547426773385041e-07
1992,1.1570882751943401e-08,1.834811396150826e-07
1993,9.970573366935298e-09,1.6783798351127643e-07
1994,1.2659823855898367e-08,1.7196260948537656e-07
1995,9.21816623034033e-09,1.4749066679087264e-07
1996,1.0142375161947825e-08,1.5800752706240928e-07
1997,7.671830948297043e-09,1.4624428068543693e-07
1998,1.1443510361530684e-08,1.215872957871511e-07
1999,5.027221250397673e-09,1.453324012246071e-07
2000,9.719669069596648e-09,1.4049340624211482e-07
2001,7.886181346838939e-09,1.2223580814207935e-07
2002,1.0076809164871747e-08,1.6298143723503244e-07
2003,1.1667384169911088e-08,1.5125930108439434e-07
2004,7.047665895321131e-09,1.462390626372212e-07
2005,1.3511248342368276e-08,1.6708911587670627e-07
2006,7.823990788580204e-09,1.77069262363716e-07
2007,1.637736560256009e-08,3.3313958880398786e-07
2008,7.66339136593075e-09,4.023280517628791e-07
2009,8.105927040702454e-09,4.7586562601509286e-07
2010,3.306655116386281e-09,6.471596343260444e-07
2011,1.529588788962144e-09,7.097292211710737e-07
2012,4.765953715013538e-09,8.582120969435891e-07
2013,5.857162532763027e-09,9.502548934392507e-07
2014,4.547434873103384e-09,1.1022115913306152e-06
2015,3.7681782416587595e-09,1.124025345689006e-06
2016,5.592618201877286e-09,1.1191450823844207e-06
2017,2.0124890642847504e-09,1.1038501952498336e-06
2018,3.0977600484760615e-09,1.1652740283807361e-06
2019,1.02039510174734e-09,1.1303427100983754e-06
