year,devrions_VERB avoir_VERB,devrions_VERB savoir_VERB
1892,5.955086734843462e-08,6.268512375839919e-09
1893,6.343169189904074e-08,9.853466487186324e-09
1894,6.049477718761409e-08,6.301539290376468e-09
1895,8.60661870660806e-08,1.8055843487019274e-09
1896,8.019959096827733e-08,6.486732040400511e-09
1897,8.332200707172888e-08,1.4566784223291052e-08
1898,6.733442603490403e-08,9.619203211741478e-09
1899,8.567746334620097e-08,1.4371703827009696e-08
1900,9.188163829776386e-08,5.710158568206225e-09
1901,8.662545525339738e-08,8.941982265753268e-09
1902,8.200174050898568e-08,5.4013122863239005e-09
1903,7.182293160212794e-08,9.720396931811592e-09
1904,9.190608807330136e-08,6.449550227216605e-09
1905,7.999176432349486e-08,1.857873321853276e-08
1906,6.790323681116206e-08,1.4918134283448126e-08
1907,7.14855232786249e-08,9.771402353919711e-09
1908,1.1394422472221777e-07,5.40252820258047e-09
1909,1.1882124795192794e-07,1.4302557360679202e-08
1910,1.2291546624965122e-07,9.085056262847502e-09
1911,8.512598981269548e-08,8.51259862599818e-09
1912,1.073140794005667e-07,2.031674206648404e-08
1913,8.962052788774599e-08,8.484783542428431e-09
1914,8.370929549528228e-08,1.6741859454327823e-08
1915,9.071186468645465e-08,9.424609537234119e-09
1916,1.2415831918133335e-07,3.076489463182952e-08
1917,1.162441023438987e-07,2.4126133979507358e-08
1918,9.763419939190499e-08,4.020231614276781e-08
1919,1.1233574781499556e-07,1.2890987832747669e-08
1920,1.1736959493191534e-07,1.665890891899835e-08
1921,6.815472630705699e-08,1.060184651180407e-08
1922,1.0698006747134059e-07,1.4018077365562931e-08
1923,7.961961046021315e-08,1.0615948120573648e-08
1924,9.153053071031536e-08,6.445812328337297e-09
1925,9.458432970177455e-08,1.9796720707176974e-08
1926,1.0031524766418443e-07,2.0063049888108253e-08
1927,8.027441822378023e-08,2.2298449309232637e-08
1928,9.369353648480683e-08,1.2568645679778001e-08
1929,8.800920880958074e-08,8.912325100141061e-09
1930,9.138135226294253e-08,4.201441416995522e-09
1931,9.694553426697894e-08,1.596749932275543e-08
1932,9.753987484373283e-08,1.0959536389520963e-08
1933,1.0553009133218438e-07,1.4911860191091364e-08
1934,7.428579351653752e-08,7.188948103475923e-09
1935,5.984141893122796e-08,2.2739740757060645e-08
1936,5.456121598967911e-08,7.274828739411987e-09
1937,9.821071955684602e-08,1.510934133364117e-08
1938,9.464606876008475e-08,5.186085783037697e-09
1939,9.635251529971356e-08,6.117620188206274e-09
1940,9.128818589942966e-08,5.0715658339584024e-09
1941,1.121570960549434e-07,1.1806010391524069e-08
1942,9.102635090130207e-08,2.1239483061208375e-08
1943,9.870999662098257e-08,2.322588166236983e-08
1944,1.4138018400444707e-07,3.213186161588055e-08
1945,1.241747327185294e-07,3.703456741277478e-08
1946,1.0023195073927127e-07,2.7842208538686464e-08
1947,7.390939771312333e-08,1.4305045148432782e-08
1948,9.567261116671943e-08,1.522064252412747e-08
1949,6.675565344949064e-08,1.47255123650325e-08
1950,7.338399399259288e-08,1.3825969702452312e-08
1951,8.848963517493758e-08,2.1322803078760444e-08
1952,8.014050933979888e-08,6.326882129314981e-09
1953,1.0666089167443715e-07,1.723812381726475e-08
1954,1.006571253014954e-07,2.34540866728139e-08
1955,7.977766358635563e-08,1.220129064449793e-08
1956,9.244410392739155e-08,2.0930739808022736e-08
1957,8.393286066166183e-08,1.767007518083119e-08
1958,8.603133494489157e-08,1.6544486669545222e-08
1959,9.455912675093714e-08,1.7826719656000023e-08
1960,6.713208478004162e-08,1.9378333604436193e-08
1961,7.990383465994455e-08,1.598076693198891e-08
1962,7.673767044025226e-08,9.512934440181198e-09
1963,1.0345685552692885e-07,1.4871922360271128e-08
1964,1.0038547770818695e-07,1.7035111099517053e-08
1965,1.034216197126625e-07,1.91521518644322e-08
1966,6.979234257187272e-08,1.5509408868297214e-08
1967,8.13505351970889e-08,1.429797347185513e-08
1968,1.1408196343154486e-07,3.2787337289619245e-08
1969,1.4124866254405788e-07,1.4987801222332564e-08
1970,1.457795804071793e-07,2.0234390163409444e-08
1971,1.1355858475781133e-07,1.7470551227916076e-08
1972,8.567345588517128e-08,1.3851396474251487e-08
1973,1.3066292581243033e-07,1.8193572870472963e-08
1974,1.2320002440446842e-07,2.2502286256553816e-08
1975,8.510105686809766e-08,1.313640396460869e-08
1976,1.1484188888744029e-07,1.428381679602353e-08
1977,1.1048349790598877e-07,1.23412418062685e-08
1978,1.1049500159288073e-07,1.841583241457556e-08
1979,9.948355028654987e-08,1.7555919384903973e-08
1980,1.6145827430591453e-07,2.8994268319593175e-08
1981,9.931112998629033e-08,2.6567308353264707e-08
1982,1.0738978772906194e-07,2.5450759721934446e-08
1983,1.1746487871278077e-07,1.9577479193344516e-08
1984,1.409159011700467e-07,1.797692661398287e-08
1985,1.118893777629637e-07,1.8648229627160617e-08
1986,1.1749191486387645e-07,1.2588419195935785e-08
1987,8.249602956311719e-08,1.099947066762752e-08
1988,9.2346930102849e-08,1.139345240375178e-08
1989,1.317149269652873e-07,2.359892548042808e-08
1990,8.663354833515768e-08,1.9070277801347402e-08
1991,1.2484920830502233e-07,2.05151273746651e-08
1992,7.989419259502029e-08,1.4876849085965205e-08
1993,7.588714368012006e-08,1.661762283333701e-08
1994,1.4242301915601274e-07,2.2682185019107237e-08
1995,1.0085758361810804e-07,1.0844901865425527e-08
1996,7.68685310958972e-08,9.074756945892659e-09
1997,9.014401314288989e-08,2.109753616252874e-08
1998,7.676688085211936e-08,1.7642078020685403e-08
1999,8.957594133107705e-08,1.690974471557638e-08
2000,8.526800598929185e-08,9.277866475088103e-09
2001,9.156732971860038e-08,1.5334240544007116e-08
2002,8.850067700905129e-08,2.0153619217921914e-08
2003,7.708807459039235e-08,1.583430631058036e-08
2004,9.646493026593816e-08,1.9381081628466745e-08
2005,7.296074500118266e-08,1.4862373554080932e-08
2006,9.512325505056651e-08,1.1941880373456115e-08
2007,8.308517607247268e-08,1.1983438241713884e-08
2008,9.068346429330632e-08,1.2772319202269955e-08
2009,9.679430945652712e-08,1.0013204487790972e-08
2010,1.3321096048457548e-07,2.1257068993918438e-08
2011,1.391925792404436e-07,1.6825476123472072e-08
2012,1.4774457213206915e-07,2.144679278615058e-08
2013,1.6204816688514256e-07,2.3149738126448938e-08
2014,1.4941571180315805e-07,4.0060736949953935e-08
2015,1.5649021634089877e-07,2.6155589694099035e-08
2016,1.6073599340415967e-07,2.713455415914723e-08
2017,1.743318591707066e-07,3.1696703928218994e-08
2018,1.6908606426113693e-07,3.381721214168465e-08
2019,1.4770219536330842e-07,2.6785372142512642e-08
