year,ses_DET herbes_NOUN
1990,4.849299234388482e-08
1991,4.0444110283033297e-08
1992,5.01404910924208e-08
1993,4.4867579873653085e-08
1994,4.9056818940407254e-08
1995,3.741490972597461e-08
1996,4.163711841975726e-08
1997,4.123609231854175e-08
1998,3.385371594166742e-08
1999,4.0674791201844585e-08
2000,3.887867805474343e-08
2001,4.249775392706212e-08
2002,4.162160571752338e-08
2003,3.9169076870848585e-08
2004,4.272647635694682e-08
2005,3.1075870765562286e-08
2006,5.765045751893183e-08
2007,4.074368931128447e-08
2008,5.321799756430323e-08
2009,5.626467136643498e-08
2010,7.463593104661825e-08
2011,9.48345081352997e-08
2012,9.804247863565152e-08
2013,9.483025331658013e-08
2014,8.726744138431997e-08
2015,8.622478131492528e-08
2016,8.906761933547003e-08
2017,6.867618829176081e-08
2018,9.809573708885466e-08
2019,9.413145024561587e-08
