year,ces_DET ailes_NOUN,ces_DET selles_NOUN
1877,1.818335917391778e-07,3.0924080185457115e-08
1878,1.781531118183466e-07,2.8987624745013818e-08
1879,1.6739551078615023e-07,3.29903571127943e-08
1880,1.1423766643758881e-07,2.4387815322768347e-08
1881,1.6873468311473516e-07,3.695428940631018e-08
1882,1.6505354771823022e-07,2.7952617998039386e-08
1883,2.1612138567661532e-07,7.899173581904506e-08
1884,1.8880854035785433e-07,3.828984418419168e-08
1885,1.4953874760692543e-07,5.027595850748412e-08
1886,2.0522015375945557e-07,3.0976626153034204e-08
1887,1.397189866025883e-07,4.439668854772094e-08
1888,2.231896445437087e-07,4.692055011190632e-08
1889,1.8106244858984155e-07,3.195219644425151e-08
1890,1.9335440271106563e-07,4.8502460714416884e-08
1891,2.664423952580819e-07,3.059625619528106e-08
1892,1.5044429169108753e-07,4.199903269608285e-08
1893,2.4818418253858e-07,4.002970666050487e-08
1894,2.451298790617784e-07,3.969969775141635e-08
1895,1.8055842687658696e-07,4.032471512260827e-08
1896,1.5155364252450454e-07,3.4792470682276644e-08
1897,1.8179345673274838e-07,4.7196378361036295e-08
1898,1.8389653178019216e-07,1.9804241802034994e-08
1899,1.6361632226846723e-07,2.7085134135518274e-08
1900,1.4534949066558056e-07,1.972600260913282e-08
1901,1.5424919475037768e-07,3.297355899434251e-08
1902,5.951263943870799e-07,3.5845071799656125e-08
1903,1.7064696677948632e-07,3.186129937660098e-08
1904,1.4081517463182536e-07,3.7622377213608615e-08
1905,1.5121024077302536e-07,6.450948930591949e-08
1906,1.0648462023254979e-07,6.996090995414761e-08
1907,1.8925663880509092e-07,6.222840376324257e-08
1908,2.239593470676482e-07,4.322022384428692e-08
1909,2.288409248762946e-07,3.4656196135074424e-08
1910,2.0254331190017183e-07,3.366814915750638e-08
1911,3.341194840800199e-07,3.564650619125587e-08
1912,2.0473025585943105e-07,5.8345515974167483e-08
1913,2.3227095624633876e-07,6.999946577934679e-08
1914,1.4063161657418277e-07,3.8841114324839054e-08
1915,1.390129877876234e-07,4.005459075528961e-08
1916,2.2084799056187876e-07,6.372727945347378e-08
1917,1.6010980008474007e-07,5.4832122842185527e-08
1918,1.527688056057741e-07,6.662098162024677e-08
1919,1.8876089669106477e-07,2.6702759559071865e-08
1920,1.6583186734919764e-07,6.284952469570726e-08
1921,2.3324061970697585e-07,5.982470341336921e-08
1922,1.4018077010291563e-07,2.5084980315170924e-08
1923,2.2718128889209765e-07,2.866305948145964e-08
1924,1.7532608787007575e-07,2.836157353414137e-08
1925,1.7487102432767188e-07,2.5295809003011982e-08
1926,1.9282819962995745e-07,3.789686875421694e-08
1927,2.6758139526350533e-07,5.1286435542863273e-08
1928,2.4337467152690806e-07,1.9424269748213874e-08
1929,1.715622666154104e-07,4.790374807939202e-08
1930,1.6700729332796982e-07,3.361153133596417e-08
1931,4.162955100639465e-07,3.193499864551086e-08
1932,1.7206473046371684e-07,2.52069338735339e-08
1933,1.3764794282167259e-07,2.408838994938378e-08
1934,1.773273865524061e-07,1.677421224144382e-08
1935,1.8072108431965717e-07,8.377798899061872e-09
1936,2.861432761847027e-07,2.5461900143852745e-08
1937,1.4353874089323426e-07,2.392312437038413e-08
1938,1.5687909638018027e-07,1.4261736125398272e-08
1939,1.29999432552097e-07,1.988226561167039e-08
1940,1.5721853863226443e-07,7.607348750937604e-09
1941,1.8004166335572336e-07,8.854508237732261e-09
1942,1.3653952990466678e-07,4.24789639019707e-08
1943,3.396785253073631e-07,2.6129117092210663e-08
1944,2.409889603427473e-07,3.213186161588055e-08
1945,1.6556630910713466e-07,1.3071024707045353e-08
1946,1.8375857102626014e-07,2.3665877257883494e-08
1947,1.442425450193241e-07,2.5033828343623554e-08
1948,1.4350891675007915e-07,2.2830964674369625e-08
1949,1.1584069525838459e-07,1.2762110479513922e-08
1950,1.3400555687326232e-07,1.3825969480407707e-08
1951,1.3220137873304338e-07,1.5992102309070333e-08
1952,1.4130036873893914e-07,1.2653764702719172e-08
1953,1.3359545647517734e-07,9.696444647211422e-09
1954,1.886099401104957e-07,7.818029112982572e-09
1955,1.4735403652821333e-07,1.5016972554349195e-08
1956,1.3168924084538958e-07,9.593255745343754e-09
1957,1.0867096467137571e-07,1.1485548956358116e-08
1958,1.0919361237426983e-07,7.445019267748876e-09
1959,8.835852760569196e-08,5.425523363911111e-09
1960,9.41233295748134e-08,8.305000243069571e-09
1961,1.0352757673359747e-07,1.737039845295385e-08
1962,1.3952304378506142e-07,1.3318108615933966e-08
1963,1.4354637478675158e-07,9.052474325699222e-09
1964,1.0951142837001271e-07,1.0342746104008427e-08
1965,1.37348290962791e-07,1.3680108601477059e-08
1966,9.139473178265689e-08,9.970334780007306e-09
1967,1.03044010657527e-07,4.930335584241163e-09
1968,1.0509912762302065e-07,7.635406862327443e-09
1969,1.0945636041981288e-07,1.0446042919554088e-08
1970,9.289424518499345e-08,6.438215210957665e-09
1971,1.3873673410103038e-07,5.138397263237948e-09
1972,9.849881887902256e-08,7.69522046084603e-09
1973,1.1136671318467961e-07,1.32316891332529e-08
1974,9.113426369111721e-08,6.188128898187983e-09
1975,1.0623353130512214e-07,8.567220266542108e-09
1976,1.239835309974069e-07,1.7140580621521906e-09
1977,7.345977426354011e-08,2.938390863960194e-09
1978,1.2415835826118382e-07,1.0099005409713868e-08
1979,9.246117915751029e-08,1.1703946811714161e-08
1980,6.765329452207425e-08,6.822180653731635e-09
1981,7.843681348873588e-08,2.5302198669585607e-09
1982,8.752578306570058e-08,3.1037510339615437e-09
1983,7.9572985534071e-08,6.315316047889041e-10
1984,9.452383942232245e-08,6.958810194745979e-09
1985,7.27882518702927e-08,1.2031116103372597e-09
1986,1.180913615783652e-07,4.795588481876223e-09
1987,7.699629112067896e-08,3.666490056009053e-09
1988,1.439172887529594e-07,2.9982769045311386e-09
1989,6.805271368648391e-08,5.488122178931576e-09
1990,8.445408861135206e-08,3.814055626882862e-09
1991,6.271767638565962e-08,2.344586136349136e-09
1992,7.273126279017106e-08,6.0609386398624565e-09
1993,5.982343953547797e-08,6.64704896680135e-09
1994,8.123386940894761e-08,5.802419378309054e-09
1995,7.211859553990507e-08,4.880205572987961e-09
1996,6.24556779627028e-08,4.270473530354479e-09
1997,5.4182308417694e-08,3.835915696193126e-09
1998,6.436974686607755e-08,5.244942147264453e-09
1999,7.038109828272354e-08,6.855301576402795e-09
2000,7.687374559139926e-08,5.3016377954406835e-09
2001,6.046072176246753e-08,3.94309060403053e-09
2002,6.703268784491456e-08,3.9430991805033955e-09
2003,5.291992222211661e-08,5.416999959706459e-09
2004,5.329797314601592e-08,1.0131020133918867e-08
2005,6.035024480155471e-08,3.602999676388663e-09
2006,7.576917315788023e-08,3.2943118233319524e-09
2007,7.11017333898667e-08,9.586750782109021e-09
2008,7.237647725588658e-08,8.51487946817997e-09
2009,8.821155894622734e-08,3.337734755248789e-09
2010,9.872727613213783e-08,1.4171378737160012e-08
2011,7.992101114240313e-08,1.0707121300690403e-08
2012,8.817014141015989e-08,1.0212758194683147e-08
2013,1.0598675359574372e-07,7.530637669006524e-09
2014,1.0870534694618073e-07,7.57905826986871e-09
2015,1.2412822414376024e-07,1.3299451984138955e-08
2016,1.319443594383074e-07,1.6777854439098405e-08
2017,8.226049175164007e-08,1.0062445099379147e-08
2018,1.2984777697511163e-07,8.518840299842623e-09
2019,1.0867207933529244e-07,5.1019755087367e-09
