year,nos_DET ombres_NOUN,nos_DET sombres_ADJ
1863,2.3974180862751382e-08,7.491931519609807e-09
1864,2.3014694150447212e-08,1.0068928801842958e-08
1865,2.8711750976739836e-08,8.943004559114343e-09
1866,1.848932973391726e-08,2.919367858567057e-09
1867,1.455843445796745e-08,1.4073153309368536e-08
1868,9.87974857480367e-09,1.0373735648272486e-08
1869,1.025539064780645e-08,1.0743741896135361e-08
1870,2.752343464251794e-08,7.454262984651905e-09
1871,1.6993883633631413e-08,3.3987767267262825e-08
1872,1.1489944773401817e-08,7.861540751719076e-09
1873,1.3767810447262718e-08,1.6760813181804224e-08
1874,2.628828105200043e-08,6.572069999322139e-09
1875,3.604562104353448e-08,7.437985338754061e-09
1876,1.874264654588842e-08,3.02300739996042e-09
1877,2.3502300106059693e-08,1.5462040536817767e-08
1878,2.536417165188709e-08,2.4156354694326865e-09
1879,2.1993571408529533e-08,4.887460214320072e-09
1880,2.6954953380453617e-08,1.0910338410496934e-08
1881,1.3247764441004506e-08,1.045876096839038e-08
1882,2.2628309670480462e-08,1.3310770263785798e-08
1883,1.7694148923830255e-08,8.21514056781325e-09
1884,3.036780515941473e-08,4.621187876807653e-09
1885,1.6114089618213256e-08,1.2246707759011599e-08
1886,1.419762074572617e-08,5.808117542471791e-09
1887,2.089255801696055e-08,1.4363633837888301e-08
1888,1.8387781741679987e-08,5.706553452000662e-09
1889,2.506054685991188e-08,6.265136742733546e-10
1890,1.4419650640196124e-08,7.209825181320184e-09
1891,1.9760082903275134e-08,7.649063604731055e-09
1892,1.4417578242387208e-08,1.2537024751679837e-08
1893,4.3108915770417866e-08,9.853466487186324e-09
1894,2.7096619170663416e-08,7.561847148451761e-09
1895,5.11582243234443e-08,4.814891596538473e-09
1896,4.2458609073037223e-08,5.897029087265082e-09
1897,3.26295968022805e-08,9.905413378419325e-09
1898,4.2437660052740966e-08,1.3014216482254426e-08
1899,3.427098604902312e-08,6.633094074004475e-09
1900,3.0108109116966375e-08,3.633737311048435e-09
1901,2.0119459875900247e-08,2.235495566438317e-09
1902,2.897067563623068e-08,4.910284012726862e-09
1903,1.4040572260398676e-08,3.7801539676252105e-09
1904,1.9348649793471395e-08,4.299700151477737e-09
1905,2.012696076469922e-08,3.096455536422127e-09
1906,3.2922780501820625e-08,7.716276506641861e-09
1907,4.319988411438658e-08,5.65712765521198e-09
1908,4.4202502103019015e-08,1.3751889405000384e-08
1909,2.860511361113538e-08,1.1001967059609541e-08
1910,3.6874639341988313e-08,4.809735720812114e-09
1911,3.458243025278307e-08,1.0640748726586935e-08
1912,3.021464267671803e-08,7.2931897743266916e-09
1913,4.5075413179773705e-08,9.015082902408267e-09
1914,5.424362470307642e-08,1.2723813114234872e-08
1915,4.00545903112004e-08,2.591767689352764e-08
1916,5.603605801596245e-08,8.789969863087777e-09
1917,1.0856760468413995e-07,7.676496771580332e-09
1918,7.351280650880199e-08,2.067547733020092e-08
1919,4.788081220397089e-08,9.207848705727883e-09
1920,7.875121221800896e-08,8.329454459499175e-09
1921,5.83101567031008e-08,6.058197998815018e-09
1922,6.787700534971464e-08,5.902348387820666e-09
1923,7.537322854744843e-08,8.492758496458919e-09
1924,5.543398584606507e-08,1.4180787211159895e-08
1925,7.258797696252373e-08,2.1996355847875293e-09
1926,5.3501463703753416e-08,5.57306911730393e-09
1927,4.5711823659644324e-08,6.689535148041159e-09
1928,3.656333102952658e-08,7.998228745975666e-09
1929,4.79037471912136e-08,4.4561625500705304e-09
1930,3.466189113510154e-08,0.0
1931,3.649714130915527e-08,6.843213995466613e-09
1932,3.397456205256333e-08,6.575722188983946e-09
1933,4.129438568867272e-08,6.882397318719313e-09
1934,3.474658250013363e-08,1.1981580172459871e-08
1935,6.582556189016486e-08,7.180970484910176e-09
1936,6.304851574157055e-08,4.849885826274658e-09
1937,2.6441348222050465e-08,8.813782592653752e-09
1938,3.6302600703308485e-08,2.5930428915188486e-09
1939,7.18820407641374e-08,1.8352860564618823e-08
1940,3.550096039361961e-08,0.0
1941,4.427253985639368e-08,0.0
1942,5.158160121254696e-08,6.068423541449874e-09
1943,7.838735216481041e-08,2.0322646676618206e-08
1944,6.747690939334916e-08,3.534504600111177e-08
1945,5.010559345208776e-08,6.535512131478072e-09
1946,9.605562212300356e-08,5.568441707737293e-09
1947,7.390939793516793e-08,4.7683483828109274e-09
1948,5.435943961629164e-08,5.435944139264848e-09
1949,5.79203480732815e-08,8.835307596655184e-09
1950,4.573205258928681e-08,2.1270722960764488e-09
1951,4.264560615752089e-08,9.595261585282344e-09
1952,5.799642099901803e-08,2.1089607837865287e-09
1953,5.92560516210483e-08,9.696444758233724e-09
1954,5.57034551817992e-08,9.772536557761669e-09
1955,5.068228237092853e-08,6.569925492527773e-09
1956,6.715278910718325e-08,2.616342476002842e-09
1957,5.30102268747612e-08,2.6505113104313693e-09
1958,6.36962753652881e-08,7.445019101215422e-09
1959,5.5805383869511616e-08,4.650448914844674e-09
1960,7.405291757578425e-08,5.536666680683311e-09
1961,6.46178830443489e-08,7.64297514166401e-09
1962,5.580921635939262e-08,3.170978146727066e-09
1963,8.98781431502016e-08,5.172842487688456e-09
1964,5.658090485027856e-08,1.034274621503073e-08
1965,6.894774884358412e-08,8.20806533852192e-09
1966,6.369936134120735e-08,3.3234448526542337e-09
1967,6.705256527794745e-08,2.465167847631733e-09
1968,9.566716041575773e-08,8.084548142051062e-09
1969,7.720988470794055e-08,3.1792304344691047e-09
1970,8.093755976545935e-08,3.219107425067591e-09
1971,6.320229095635455e-08,7.193756368373272e-09
1972,6.566588073297908e-08,4.6171320100540925e-09
1973,4.686223054051197e-08,3.859242703185828e-09
1974,5.4568046525815816e-08,3.937900228123681e-09
1975,5.197447094928975e-08,1.1422960355389478e-09
1976,5.542121161994373e-08,0.0
1977,5.34787130135328e-08,1.1753563677885381e-09
1978,5.34653228356774e-08,1.7821774056514528e-09
1979,7.197927143209881e-08,4.681578680276743e-09
1980,6.253665718602974e-08,0.0
1981,4.933928776651442e-08,9.488323904349727e-09
1982,5.090152033204731e-08,4.345251713999687e-09
1983,7.767838461347765e-08,3.157658134966823e-09
1984,6.55287966111473e-08,1.1598016991243298e-09
1985,4.992913371637542e-08,3.0077789148208467e-09
1986,7.25332744977436e-08,3.5966913891627428e-09
1987,5.31641060064203e-08,1.2221633705067347e-09
1988,6.656174544872329e-08,1.798966087207532e-09
1989,7.244320965327233e-08,4.939309850016116e-09
1990,5.5031375012504213e-08,2.724325431913144e-09
1991,6.388997153550235e-08,3.5168792322792797e-09
1992,7.2180268428923e-08,1.1019888335184191e-09
1993,6.203912317204185e-08,2.2156830259412175e-09
1994,7.015652325748079e-08,5.802419433820205e-09
1995,8.459023170814817e-08,4.337960657352369e-09
1996,7.099662369114412e-08,3.736664533349199e-09
1997,7.719780148462974e-08,5.753873377756236e-09
1998,5.864798868771004e-08,4.7681290027412615e-09
1999,7.083811670582918e-08,3.6561608462992723e-09
2000,5.743440745220596e-08,3.976228346580513e-09
2001,6.571817756650944e-08,7.0099388516098315e-09
2002,9.069128470429177e-08,3.504977197366088e-09
2003,6.292053678080833e-08,4.166923084358842e-09
2004,6.695282817048565e-08,2.642874807889939e-09
2005,7.25103665999427e-08,1.8014998381943315e-09
2006,7.576917404605865e-08,3.706100981659688e-09
2007,6.870504387634924e-08,4.7933754743212376e-09
2008,5.83269237353079e-08,7.2376473703172906e-09
2009,8.201291201714866e-08,5.245011536203492e-09
2010,9.164158676355783e-08,9.447586046817946e-10
2011,1.1854313264336724e-07,2.2943831279320648e-09
2012,1.3582967994807404e-07,3.4042526575461807e-09
2013,1.6121143175951147e-07,3.3469500504423877e-09
2014,1.3382451591326117e-07,9.74450338475652e-09
2015,1.1925175957827605e-07,6.206410940734486e-09
2016,1.275945447076765e-07,9.94243232188552e-09
2017,1.144603132274824e-07,5.785906254107687e-09
2018,1.4843432971645143e-07,9.293280478495092e-09
2019,1.2652899528120543e-07,5.867272001580659e-09
