year,trois_DET heures_NOUN,trois_DET soeurs_NOUN
1972,5.177344291951158e-06,1.6416469683644408e-08
1973,5.438775644961424e-06,2.0398853162184594e-08
1974,5.0354493339455075e-06,2.0814615586672858e-08
1975,4.757663077725738e-06,1.9419032604162112e-08
1976,4.995907886495843e-06,2.9138986279431123e-08
1977,4.237159757281006e-06,2.8208553382036428e-08
1978,4.477423573234773e-06,2.495048379014264e-08
1979,4.408291630397798e-06,3.101545942296724e-08
1980,4.475350607435757e-06,3.411090443439235e-08
1981,4.72455312205966e-06,3.605563336783746e-08
1982,4.5289937133929925e-06,2.2347008798995205e-08
1983,4.415037551552814e-06,2.652432762317858e-08
1984,4.38173080397064e-06,2.7835240168361253e-08
1985,4.553175827481937e-06,3.308556884018543e-08
1986,4.4473089673147115e-06,4.6157539457247765e-08
1987,4.3729007472848025e-06,3.666490133724665e-08
1988,4.492617890150541e-06,4.077656523548967e-08
1989,5.571541777271705e-06,3.128229619786538e-08
1990,4.667314470907513e-06,3.9230285908686824e-08
1991,4.6856551705332095e-06,4.220254923303912e-08
1992,4.600803436005663e-06,4.7936513480895115e-08
1993,5.163095210036772e-06,2.9911720211828197e-08
1994,4.63877046286143e-06,4.2726905791212744e-08
1995,4.699638012084506e-06,5.530899904737652e-08
1996,4.48826807541991e-06,4.4306165403185105e-08
1997,4.453497936651729e-06,4.7469456809778876e-08
1998,4.584556137388063e-06,3.528415470910318e-08
1999,4.418927346705459e-06,3.1077367623755237e-08
2000,4.635840625155652e-06,2.56245824559187e-08
2001,4.745728531929672e-06,3.1106603598507476e-08
2002,4.870603802942242e-06,2.9354183750385232e-08
2003,4.686954852672898e-06,1.2084076406182476e-08
2004,5.0276287026918e-06,2.3345392952123234e-08
2005,4.69831151406197e-06,3.0175122844866564e-08
2006,5.210777800357391e-06,2.4295550460351478e-08
2007,5.63381371421201e-06,1.4380126478474864e-08
2008,5.817365490656812e-06,1.9584223021062996e-08
2009,5.788585866639551e-06,1.192048104670107e-08
2010,7.006329724390525e-06,1.7005654884272303e-08
2011,7.763810401684168e-06,8.030340836739924e-09
2012,1.0010205528487859e-05,4.7659537427691134e-09
2013,1.0299959683379711e-05,5.857162532763027e-09
2014,1.1058062227675691e-05,6.929424478663293e-09
2015,1.1057829567562294e-05,2.8815480695998374e-09
2016,1.1387191818812425e-05,3.1070100381391796e-09
2017,9.392034996835719e-06,3.773417134311785e-09
2018,1.0697855827856984e-05,4.6466399061806385e-09
2019,1.0754453910521988e-05,4.5917777913295765e-09
