year,nos_DET airs_NOUN,nos_DET serres_NOUN
1845,1.7298706467272496e-08,3.275593769558327e-07
1846,4.5665111247927825e-08,2.6169621492044826e-07
1847,2.6426796750911308e-08,2.3460522413643048e-07
1848,2.172209789819135e-08,3.0330485856211453e-07
1849,2.1786478399121734e-08,2.8238628146937117e-07
1850,2.308258650884909e-08,2.0231207997767342e-07
1851,1.1608989325395669e-08,4.056697093801631e-07
1852,3.8412219849348617e-08,3.606842255976517e-07
1853,3.1054046445433414e-08,2.2215586170659662e-07
1854,3.273268500691984e-08,2.3276577110209473e-07
1855,3.980202833986368e-08,2.7489934950608585e-07
1856,5.539592606851329e-08,1.791307511211926e-07
1857,3.954022459451423e-08,1.5620828719420388e-07
1858,4.9426128856389084e-08,2.1825795215590915e-07
1859,4.277425569298998e-08,2.1692657981020602e-07
1860,1.51047069019139e-08,1.7439070632008224e-07
1861,5.470517772110384e-08,1.8250779021400376e-07
1862,3.343309987191567e-08,2.0150218915659934e-07
1863,1.9978482868054925e-08,1.3335638016087614e-07
1864,2.4453112201783256e-08,1.7932282503352326e-07
1865,2.8241066374334878e-08,2.0757182994657342e-07
1866,3.2113044667880786e-08,1.8051423467113636e-07
1867,1.8925964795357686e-08,2.2808214339420374e-07
1868,2.7663294210888978e-08,2.0994464478008013e-07
1869,4.102156014873515e-08,2.0999132743781956e-07
1870,1.3188312220080434e-08,2.4255027142316976e-07
1871,1.6993883855676017e-08,3.313807326321694e-07
1872,3.4469832321804006e-08,1.7537283270030457e-07
1873,2.7535620894525437e-08,2.4662338660164096e-07
1874,2.509335778055899e-08,1.4159823535919713e-07
1875,1.94531928343622e-08,2.414484470136813e-07
1876,3.0834675479596285e-08,2.3700377482782642e-07
1877,3.834585893258691e-08,2.0162499936304812e-07
1878,5.4955707762260886e-08,2.681355510958383e-07
1879,4.4598075343849075e-08,1.893890839710366e-07
1880,2.3104245627791897e-08,2.3296782103443547e-07
1881,4.671580100534811e-08,1.9453295863058884e-07
1882,1.3976308999019693e-08,1.6838124849982705e-07
1883,3.6652167523243406e-08,1.8642049326444976e-07
1884,2.772712726084592e-08,2.0201193251523364e-07
1885,2.707166935067562e-08,1.4180398011376383e-07
1886,2.774989482645651e-08,1.9876668488905125e-07
1887,2.3504128421336645e-08,2.023966629849383e-07
1888,2.346027505595316e-08,1.2110574232337967e-07
1889,4.322944491264025e-08,1.917131839945796e-07
1890,1.7696843102044113e-08,1.7827930776093126e-07
1891,1.9122660899206778e-08,1.4724447794378648e-07
1892,1.817868566789116e-08,1.0593785759738239e-07
1893,2.894455697344256e-08,1.8228912779250095e-07
1894,4.2220313245522334e-08,2.3693787909451203e-07
1895,2.8889349357186234e-08,1.456504747920917e-07
1896,2.8895442705234586e-08,1.9578136800646462e-07
1897,2.097616802476665e-08,1.7888010006572586e-07
1898,1.2448381103702388e-08,1.7936984875177586e-07
1899,8.844125432005967e-09,1.5643047390767606e-07
1900,1.5573159761750333e-08,1.484641245497187e-07
1901,2.4590450786732276e-08,1.4363058653543703e-07
1902,2.356936334990678e-08,1.8806386492542515e-07
1903,2.1060859722865644e-08,1.7280704867062013e-07
1904,1.8811189050893518e-08,1.0050548837625684e-07
1905,2.5287720029076866e-08,1.1250454434730273e-07
1906,2.006231891726884e-08,8.024927922178904e-08
1907,1.5942813902380948e-08,1.0079973122856245e-07
1908,3.14328898465277e-08,7.268855739539504e-08
1909,1.870334465081669e-08,8.416505181685352e-08
1910,1.4963622119168463e-08,7.642135813057394e-08
1911,1.7025197585063268e-08,8.193376288545551e-08
1912,2.344239469209697e-08,8.074602675378628e-08
1913,1.909076252637476e-08,7.106006449930646e-08
1914,4.754688076591407e-08,8.839701592933125e-08
1915,2.1205371680821372e-08,3.180805663305364e-08
1916,2.307367052978293e-08,3.076489463182952e-08
1917,4.496233962925089e-08,3.61891991929042e-08
1918,2.5270027848023346e-08,3.331049214239101e-08
1919,3.4069039145379065e-08,4.051453217357448e-08
1920,2.953170330499688e-08,2.6502810612782923e-08
1921,3.7863738422405646e-08,4.392193631019836e-08
1922,3.6889677090812256e-08,4.721878710256533e-08
1923,2.653987030143412e-08,5.4141334970836397e-08
1924,5.156649840465377e-08,7.477142105472012e-08
1925,2.969508017258704e-08,2.969508017258704e-08
1926,1.0031524944054127e-08,3.566764306128789e-08
1927,1.8953683067479687e-08,3.4562596340492746e-08
1928,2.2852082337543322e-08,2.742249805010033e-08
1929,1.7824650200282122e-08,3.0079096546842266e-08
1930,2.625900974440043e-08,2.941009036305786e-08
1931,3.5356604755065746e-08,2.6232321204133768e-08
1932,1.53433514782364e-08,7.671675916753884e-08
1933,2.408839039347299e-08,2.408838994938378e-08
1934,2.6359476379411717e-08,2.3963160344919743e-08
1935,2.393656917121234e-08,4.787313656606784e-08
1936,2.9099314957647948e-08,5.577368611398015e-08
1937,1.6368453259474336e-08,1.3850230295986421e-08
1938,1.2965214124527336e-08,1.4261735792331365e-08
1939,2.2941076593951948e-08,2.2941076593951948e-08
1940,1.0143131667916805e-08,3.0429394115571995e-08
1941,1.0920559567750843e-07,4.132103725851266e-08
1942,4.5513175450651033e-08,1.8205270180260413e-08
1943,2.6129116648121453e-08,2.0322646676618206e-08
1944,3.213186161588055e-08,4.4984606262232774e-08
1945,2.6142049414090707e-08,1.742803235060819e-08
1946,2.227376683094917e-08,2.227376683094917e-08
1947,1.668921911779364e-08,2.9802176726434482e-08
1948,1.8482209318548826e-08,3.370285384107774e-08
1949,1.0798709482173763e-08,1.570721330779179e-08
1950,1.8080114516649815e-08,2.0207187034770868e-08
1951,2.1322804077961166e-08,2.4521224162299404e-08
1952,2.319856839960721e-08,4.2179216563908994e-08
1953,1.4005975934594517e-08,2.3702419582605216e-08
1954,2.6385848173049453e-08,1.3681550115052232e-08
1955,7.508486277174597e-09,2.3464020060259827e-08
1956,2.3547081839936368e-08,1.0465369904011368e-08
1957,2.6505112771246786e-08,7.068030161150318e-09
1958,1.4062814024384807e-08,8.272243334772611e-09
1959,2.402731746897757e-08,8.525822714489095e-09
1960,1.6610000486139143e-08,3.18358317485945e-08
1961,1.0422239238305764e-08,7.64297514166401e-09
1962,1.6489086374082973e-08,1.3952304200870458e-08
1963,1.939815952312074e-08,1.1638896069143811e-08
1964,6.692365273064382e-09,9.125952438182594e-09
1965,2.1340969214023175e-08,1.2038495533772675e-08
1966,2.1602391320207914e-08,2.2710207048248776e-08
1967,3.1061113570096666e-08,3.303324902503846e-08
1968,3.278733495815089e-08,1.122853987567396e-08
1969,1.907538335621517e-08,1.1354394757745467e-08
1970,2.4373242757391722e-08,1.0577067222072856e-08
1971,3.185806363159571e-08,1.284599360218408e-08
1972,3.026786604687359e-08,1.539044092169206e-08
1973,3.69384653975402e-08,1.3783009400469837e-08
1974,1.518904385600095e-08,1.1251143128276908e-08
1975,1.1994108817248161e-08,6.8537762132336866e-09
1976,1.656922776760439e-08,1.085570122683066e-08
1977,1.8218024422367307e-08,1.4104276857551667e-08
1978,2.8514838157356337e-08,1.0693064211864112e-08
1979,2.1067103284089228e-08,1.6385525825057812e-08
1980,2.0466542682839872e-08,1.7055452161685025e-08
1981,1.4548763749289151e-08,7.590659656386833e-09
1982,1.9864007771985825e-08,1.1794254461960918e-08
1983,2.2103606056589342e-08,5.68378455412244e-09
1984,2.145633182237816e-08,1.739702604197646e-08
1985,1.6843562988810845e-08,1.9249785765396155e-08
1986,1.7983456501724504e-08,1.6185110141009318e-08
1987,1.588812459374367e-08,1.2221633483022742e-08
1988,1.739000587974715e-08,2.2187249371086182e-08
1989,1.3720305114262032e-08,1.2073869015694072e-08
1990,2.2339469218923824e-08,1.5801088437683575e-08
1991,1.9928982464278988e-08,1.2895223555631219e-08
1992,1.2672871640972971e-08,1.3774860363469088e-08
1993,1.4955860494492157e-08,2.4926434250005514e-08
1994,1.1077346151466827e-08,1.0549853213248639e-09
1995,2.006306776269895e-08,7.591431483433553e-09
1996,1.921713232988509e-08,6.4057106285986265e-09
1997,1.1507746533467866e-08,1.4384683666435194e-08
1998,2.193339376788117e-08,8.10582001520288e-09
1999,1.736676483177213e-08,2.3308025731694215e-08
2000,1.9439339027371716e-08,1.1045078629479121e-08
2001,1.095302959441824e-08,1.2267393323384113e-08
2002,1.3143664545633982e-08,6.133709984368352e-09
2003,9.167230530238157e-09,8.333845613606172e-09
2004,4.625030919358508e-08,9.690540814233373e-09
2005,1.7564622978305522e-08,8.557123898356167e-09
2006,1.6059770735488144e-08,1.3589036562677848e-08
2007,2.1570189912001325e-08,7.190063211481856e-09
2008,2.6396125840655316e-08,8.089135583588813e-09
2009,2.574823909640145e-08,5.721831008997924e-09
2010,2.3618965894200983e-08,9.447585824773341e-09
2011,2.3708625951357476e-08,1.5678285336662157e-08
2012,2.6212745751763578e-08,1.1234034147378225e-08
2013,2.6217775839221247e-08,1.0319762822064149e-08
2014,2.8583876265919628e-08,1.4291938299493268e-08
2015,3.125371372814101e-08,1.795426030071212e-08
2016,3.0655832650161585e-08,2.2991875070488277e-08
2017,2.213738048428837e-08,8.553078245654433e-09
2018,3.536609383125722e-08,1.0067719991013746e-08
2019,3.775461876465158e-08,1.2499840273960672e-08
