year,pourrions_VERB avoir_VERB,pourrions_VERB savoir_VERB
1855,1.1834470114990836e-07,1.1144567935161831e-08
1856,8.335274515047786e-08,9.836659486950339e-09
1857,1.1959697587826668e-07,6.8341128311999455e-09
1858,1.6344877451501816e-07,6.361778659424999e-09
1859,1.492006731496076e-07,1.5276520048956854e-09
1860,1.327383358784573e-07,3.661747127736703e-09
1861,1.7449065126129426e-07,9.431927239234028e-09
1862,1.4186477415023546e-07,3.162590411776023e-09
1863,1.823036654968746e-07,4.994620717013731e-09
1864,1.4144447391117865e-07,2.3973640850272204e-09
1865,1.3885190242035605e-07,1.4120533631256649e-09
1866,1.7856798706361587e-07,6.3252967308358166e-09
1867,1.747012134956094e-07,8.249779526181555e-09
1868,1.3189463743401575e-07,5.433861360870651e-09
1869,2.0168934611319855e-07,1.0255390314739543e-08
1870,1.8922361277873279e-07,1.7202146374017957e-09
1871,2.442870652430429e-07,8.496941816815706e-09
1872,1.8444384863869345e-07,0.0
1873,1.472557045190115e-07,4.190203295451056e-09
1874,1.7864081769403128e-07,8.364453130127458e-09
1875,1.922433057188755e-07,8.010138330405425e-09
1876,1.6263780366898573e-07,3.02300739996042e-09
1877,1.1689301970818633e-07,6.184815992682502e-10
1878,1.600358530140511e-07,1.8117265465633636e-09
1879,1.3073956495190941e-07,5.498392852132383e-09
1880,1.200137234036447e-07,1.2193908105473383e-08
1881,1.5827592392270162e-07,9.761510710859511e-09
1882,1.6039477657159296e-07,1.5972924316542958e-08
1883,1.59879277816799e-07,6.319338941018771e-10
1884,1.6900344235182274e-07,6.601696966868076e-10
1885,1.3149096389497572e-07,2.5782542767416317e-09
1886,1.4649363322405407e-07,2.5813855497602844e-09
1887,2.043553450903346e-07,2.6115698492645834e-09
1888,1.661241100237021e-07,9.510921827882157e-09
1889,1.5161630528837122e-07,5.6386229019267375e-09
1890,2.071186173679962e-07,9.176140736144589e-09
1891,1.6636714406104147e-07,9.561330394092238e-09
1892,1.7238409100173158e-07,3.761107425503951e-09
1893,1.4903368139584927e-07,1.1085149687062312e-08
1894,1.663606354895819e-07,0.0
1895,1.5407653108923114e-07,5.416753268150387e-09
1896,1.6216829124005017e-07,5.897029087265082e-09
1897,1.643133202833269e-07,0.0
1898,1.7880401514958066e-07,7.921697076085366e-09
1899,1.591942577761074e-07,1.1055156790007459e-09
1900,1.6247996370566398e-07,1.5573159428683425e-09
1901,1.1624577211932774e-07,3.912117296778206e-09
1902,1.3159561262909847e-07,5.892340837476695e-09
1903,1.2852524378104135e-07,3.2401321625741275e-09
1904,1.478021971479393e-07,1.0749250378694342e-09
1905,1.4966201433708193e-07,9.805441791854719e-09
1906,1.033981078535362e-07,2.0576738091193647e-09
1907,1.5788529594829015e-07,7.199980611716228e-09
1908,1.1689105861023563e-07,7.858222517143076e-09
1909,1.4522596814003919e-07,4.950885035270858e-09
1910,1.191745582218573e-07,2.67207544979442e-09
1911,1.1013174372465073e-07,1.5961122423746588e-09
1912,1.2137951443946804e-07,5.730363294986773e-09
1913,1.1984757009031455e-07,7.42418571064718e-09
1914,1.4665869230157114e-07,0.0
1915,2.120537203609274e-07,1.5314990164938536e-08
1916,1.6810817271561973e-07,4.394984820521586e-09
1917,1.6120644374950643e-07,8.773139548168274e-09
1918,1.6080926457107125e-07,1.1486376294556067e-09
1919,1.436424383882695e-07,2.762354567309444e-09
1920,1.8779134336455172e-07,5.300562211374427e-09
1921,1.2949398353612196e-07,2.2718242842501013e-09
1922,1.401807736556293e-07,5.902348387820666e-09
1923,1.2951456085374957e-07,6.369568872344189e-09
1924,1.6372362665606488e-07,1.5469948877466777e-08
1925,1.4847540796836256e-07,4.399271169575059e-09
1926,1.1703445323973938e-07,7.802296586589819e-09
1927,1.0703256236865855e-07,1.0034302277972529e-08
1928,1.1083260176292242e-07,9.14083297942625e-09
1929,1.4371124734680052e-07,1.4482528065684619e-08
1930,1.4494972333523037e-07,8.402882833991043e-09
1931,1.5967499678026797e-07,1.3686427990933225e-08
1932,1.4247397928102146e-07,1.0959536611565568e-09
1933,1.307655423943288e-07,9.176529758292418e-09
1934,1.2341027399997984e-07,5.990790086229936e-09
1935,1.1369869667987587e-07,5.98414207075848e-09
1936,1.3579679603026307e-07,6.0623572828433225e-09
1937,1.44797851930889e-07,1.2591118370153254e-08
1938,1.2446605524019105e-07,6.482607339819424e-09
1939,1.4988169994012424e-07,0.0
1940,1.0143131845552489e-07,0.0
1941,1.0920559390115159e-07,0.0
1942,1.517105943094066e-07,3.034211770724937e-09
1943,1.451617634984359e-07,5.806470415592457e-09
1944,1.4138018400444707e-07,0.0
1945,1.6556630555442098e-07,1.089252066321933e-08
1946,1.4617160104535287e-07,4.1763312808029696e-09
1947,1.966943727893522e-07,1.1920871401116528e-08
1948,1.1959076573475613e-07,7.610321262063735e-09
1949,1.3449300695356214e-07,8.835307596655184e-09
1950,1.5421274213167635e-07,5.317680518146517e-09
1951,1.7804541130317375e-07,4.264560704569931e-09
1952,1.0333907596304925e-07,6.326882129314981e-09
1953,1.508335856215126e-07,9.69644453618912e-09
1954,9.479359874831061e-08,1.9545072227344917e-09
1955,1.4735404363364069e-07,7.508486277174597e-09
1956,1.1947963685088325e-07,1.1337483840634377e-08
1957,1.1750600492632657e-07,7.068030161150318e-09
1958,1.0257581806172311e-07,1.2408365002158916e-08
1959,1.3951346033991285e-07,6.200598257066758e-09
1960,1.245749956524378e-07,5.536666680683311e-09
1961,1.625869288091053e-07,1.111705483225478e-08
1962,1.4015724048022093e-07,6.341956293454132e-09
1963,1.1897537888216903e-07,1.2932106496776896e-09
1964,1.399312736793945e-07,1.0951143103454797e-08
1965,1.2257376624802419e-07,6.0192477668863376e-09
1966,9.804162459658983e-08,8.308612464702492e-09
1967,1.2572355956308456e-07,5.423369309198733e-09
1968,1.8819032732153573e-07,9.88111459321317e-09
1969,1.948414052321823e-07,7.72098829315837e-09
1970,2.2809676636370568e-07,7.817832603507213e-09
1971,1.6648408518449287e-07,8.221435976452085e-09
1972,1.2004544203136902e-07,8.208234980600082e-09
1973,1.2294444218241551e-07,8.269805285010534e-09
1974,1.4513975088448205e-07,5.625571564138454e-09
1975,1.125161617210324e-07,3.4268881066168433e-09
1976,1.2626894374534459e-07,5.713526984862938e-09
1977,1.5984846868377645e-07,8.22749424145286e-09
1978,1.4257419422847306e-07,5.940591130126904e-09
1979,1.3518058494810248e-07,9.948355028654987e-09
1980,1.432657938948978e-07,4.548120546843393e-09
1981,1.2840865792895784e-07,5.060439622894819e-09
1982,1.3159905165593955e-07,8.690503427999374e-09
1983,1.3325316672307963e-07,1.89459470334441e-09
1984,1.6701145000297402e-07,8.118611560803402e-09
1985,1.3535004939058126e-07,1.0828004270990732e-08
1986,1.6664669999499893e-07,1.019062523255343e-08
1987,1.0755037749277108e-07,2.4443267410134695e-09
1988,1.217300393818732e-07,4.797243047249822e-09
1989,1.536674147928352e-07,4.390497743145261e-09
1990,1.34581682686985e-07,5.448650863826288e-09
1991,1.623625820457164e-07,8.20605094986604e-09
1992,1.0468893663073686e-07,4.4079553340736766e-09
1993,1.240782410150132e-07,6.093128224193833e-09
1994,1.846224364498994e-07,8.439882570598911e-09
1995,1.1278697797934001e-07,5.964695848348356e-09
1996,1.233099311548358e-07,3.736664311304594e-09
1997,1.3569551526870782e-07,1.3425704992187093e-08
1998,1.0489884516573511e-07,4.291316191284977e-09
1999,1.201962902541709e-07,2.285100553223174e-09
2000,1.0073112122199745e-07,6.627047355323157e-09
2001,1.353794374381323e-07,5.695575122643959e-09
2002,1.4063721209822688e-07,5.257465574004527e-09
2003,1.2959129946921166e-07,5.8336921959778465e-09
2004,1.3831044043399743e-07,5.726228824443069e-09
2005,1.1034186542246971e-07,4.954124666056714e-09
2006,1.181834434760276e-07,4.529678854225949e-09
2007,1.390078807617101e-07,4.7933754743212376e-09
2008,1.562480349548423e-07,6.3861596011349775e-09
2009,1.397080353626734e-07,7.1522885392028e-09
2010,1.7147368680525688e-07,4.2514138876015295e-09
2011,1.7513791306100757e-07,6.118355155848576e-09
2012,1.8859560668715858e-07,4.425528388196653e-09
2013,2.3261303283561574e-07,6.414987652192394e-09
2014,2.1481216094798583e-07,6.279790909502481e-09
2015,2.1788936521716096e-07,6.871383906315032e-09
2016,2.406897010587272e-07,7.042556315894899e-09
2017,2.241409760017632e-07,7.54683426862357e-09
2018,2.3801122495115123e-07,8.26069346260283e-09
2019,2.2321142978398711e-07,6.632568272380013e-09
