year,moins_ADV eu_VERB,moins_ADV su_VERB
1838,2.297626906511141e-07,3.219202682203104e-08
1839,2.467990611876303e-07,3.216078425793967e-08
1840,2.08925783340419e-07,6.17859825524647e-08
1841,2.2343509442634968e-07,3.017657945747487e-08
1842,2.0057711935805855e-07,3.6224630406422875e-08
1843,2.339136813134246e-07,3.7804230856863796e-08
1844,2.1405388395123737e-07,4.7750482679020934e-08
1845,2.8347557190500083e-07,2.5669049108500985e-08
1846,2.4881632043616264e-07,5.093416177714971e-08
1847,2.119536901545871e-07,1.9954928376364478e-08
1848,2.083712473677224e-07,4.666228647920434e-08
1849,3.083624733335455e-07,2.6814127807028854e-08
1850,2.2200016758233687e-07,1.425689166723032e-08
1851,2.27665182706005e-07,4.901573547044791e-08
1852,2.565154773037648e-07,4.492276417522589e-08
1853,2.1558673779509263e-07,4.837264810930719e-08
1854,2.909572174303321e-07,2.961528799971802e-08
1855,2.3456661324416928e-07,3.290301009428731e-08
1856,2.2520772802181455e-07,4.659470320689252e-08
1857,2.2259681031755463e-07,2.245494101771328e-08
1858,1.972151437712455e-07,4.4532452392331834e-08
1859,2.75995802212492e-07,4.379269213927728e-08
1860,1.9590346767017763e-07,4.073693560258107e-08
1861,1.9995685818230413e-07,4.480165571862926e-08
1862,2.4306766022164084e-07,2.4397126097142063e-08
1863,2.2575686386971938e-07,3.49623441309177e-08
1864,2.459695451761945e-07,3.404256787575832e-08
1865,2.2969400959027553e-07,3.95374932793402e-08
1866,2.5057906327674573e-07,1.8489329178805747e-08
1867,2.2371460772774299e-07,3.34843974769683e-08
1868,2.287161748881772e-07,3.902500367303219e-08
1869,2.4466430659231264e-07,4.248661511496721e-08
1870,2.0126510946738563e-07,5.3326655091723296e-08
1871,2.3897649725768133e-07,4.142259157902117e-08
1872,1.5844028666833765e-07,4.475031190054324e-08
1873,1.8077733443533361e-07,2.095101514498765e-08
1874,1.7206873792474653e-07,3.4652732239237594e-08
1875,2.2943324040625157e-07,2.0025344937835143e-08
1876,2.0616910489934526e-07,2.0556450763820067e-08
1877,2.3440452423528768e-07,2.3502300550148902e-08
1878,1.7634138771427388e-07,3.804625947623208e-08
1879,1.9488747682316898e-07,3.9710613464194466e-08
1880,2.3425138806487666e-07,4.685027832351807e-08
1881,2.29395496376128e-07,1.6036766581351003e-08
1882,2.016581674979534e-07,3.660461800336634e-08
1883,1.8262889511788671e-07,2.5277355319985872e-08
1884,2.3171956797796156e-07,3.1688145440966764e-08
1885,1.8627886788635806e-07,2.127059772760731e-08
1886,2.3038866459046403e-07,2.0005737511041843e-08
1887,1.6975204175651015e-07,2.3504128421336645e-08
1888,1.7183066347570275e-07,2.8532765483646472e-08
1889,2.2491840923066775e-07,2.380751951136517e-08
1890,2.169501982507427e-07,2.1629475099871343e-08
1891,1.9313887378302752e-07,3.250852387282066e-08
1892,2.1250257020710706e-07,3.322311670217459e-08
1893,2.087703165898347e-07,3.079208354961338e-08
1894,2.0227940922268317e-07,3.528862180246506e-08
1895,2.0704034398022486e-07,3.49079627426363e-08
1896,1.9990928024071764e-07,3.2433661090180976e-08
1897,2.0684832691131305e-07,2.155884004650943e-08
1898,1.8672571400202287e-07,2.546259736391221e-08
1899,1.7301320553997357e-07,2.1557555740514545e-08
1900,2.1075675249448977e-07,2.1283318218934255e-08
1901,2.095777063004789e-07,2.5708198236884527e-08
1902,1.551649688735779e-07,3.0443761289689064e-08
1903,1.981880899393218e-07,3.186130115295782e-08
1904,1.6983815953608428e-07,2.6873125946735854e-08
1905,1.9817315433101612e-07,3.560923644840841e-08
1906,1.5072460257670173e-07,1.5432553013283723e-08
1907,1.8874234797294775e-07,2.5714216533856415e-08
1908,1.7189861978295085e-07,1.817213934884876e-08
1909,1.6612970910045988e-07,2.3654228797909127e-08
1910,1.7689139042431634e-07,1.4429207162436342e-08
1911,1.7610437907933374e-07,3.1922244403403965e-08
1912,1.755574885464739e-07,3.542406545875565e-08
1913,1.5802909558715328e-07,4.719660751106858e-08
1914,1.5938249475766497e-07,2.0759905794420774e-08
1915,1.5314989809667168e-07,3.534228554258334e-08
1916,1.6261444102383393e-07,3.186363883855847e-08
1917,1.4366015932409937e-07,3.3995917192441993e-08
1918,1.6540381864160736e-07,2.986458014220261e-08
1919,1.7218675907315628e-07,3.6831394822911534e-08
1920,1.3630017292598495e-07,3.104614876292544e-08
1921,1.6584317563683726e-07,2.4232791773215467e-08
1922,1.9330191491917503e-07,1.2542490601674672e-08
1923,1.7516313732812705e-07,2.3355084977083607e-08
1924,1.4825367600224126e-07,3.0939897754933554e-08
1925,1.9906701709260233e-07,1.2097995494286806e-08
1926,1.515874856750088e-07,1.5604593173179637e-08
1927,1.438250052387957e-07,2.3413372574054847e-08
1928,1.3711249380321533e-07,2.2852082892654835e-08
1929,1.570797252270495e-07,2.33948540540041e-08
1930,1.680576531271072e-07,2.2057568216382606e-08
1931,1.6879927500212943e-07,1.596749932275543e-08
1932,1.5562541477720515e-07,2.6302888755935783e-08
1933,1.3650088703798247e-07,1.7205993074753678e-08
1934,1.4497712186312128e-07,2.036868629318178e-08
1935,1.579813471153102e-07,1.6755597798123745e-08
1936,1.3458432590596203e-07,2.0612015205756506e-08
1937,1.3346584637474734e-07,1.888667711114067e-08
1938,1.335417039172171e-07,2.074434313215079e-08
1939,1.3152883582279173e-07,1.070583532936098e-08
1940,1.4200384157447843e-07,2.028626333583361e-08
1941,1.4167213180371618e-07,1.4757512545315876e-08
1942,1.2136847260535433e-07,2.1239483061208375e-08
1943,1.2774235358392616e-07,1.7419411690866582e-08
1944,1.5101974781828176e-07,2.8918675454292497e-08
1945,1.7428033061150927e-07,3.0499055725385915e-08
1946,1.531321487391324e-07,9.744772988540262e-09
1947,1.4305045681339834e-07,3.337843779149807e-08
1948,1.108932536908469e-07,3.913879709216417e-08
1949,1.1878579897484087e-07,2.2579119018928395e-08
1950,1.414503145724666e-07,2.1270722072586068e-08
1951,1.0661401717015906e-07,2.0256663901818683e-08
1952,1.539541329975691e-07,3.796129277588989e-08
1953,1.4975620388213429e-07,2.9089333608567358e-08
1954,1.5245156248511194e-07,2.8340354063516315e-08
1955,1.1075017170014689e-07,2.7218263198847126e-08
1956,1.5349209547821374e-07,2.616342520411763e-08
1957,1.3164206791316246e-07,2.3854601849393475e-08
1958,1.0257581806172311e-07,2.0680609225109947e-08
1959,1.2633718426968699e-07,1.6276571201956358e-08
1960,1.2111458147501253e-07,1.9378333604436193e-08
1961,1.3687873945400497e-07,2.709782087606527e-08
1962,1.4015724048022093e-07,2.029426049432459e-08
1963,1.0281024742653244e-07,1.5518526907953856e-08
1964,1.192457830256899e-07,2.6769461314302134e-08
1965,1.1983775038970634e-07,2.0246559984116175e-08
1966,1.539862779509349e-07,2.76953731059848e-08
1967,1.4396579217645922e-07,2.218651040664099e-08
1968,1.3025105261021963e-07,2.649935382237345e-08
1969,1.3988614000481903e-07,1.9529558414888015e-08
1970,1.2232608526119293e-07,1.5175793066646293e-08
1971,1.3205681170802563e-07,2.2608949379332444e-08
1972,1.4620918875607458e-07,2.1033601527165047e-08
1973,1.1246935827102789e-07,1.929621262775072e-08
1974,1.2094979240373505e-07,7.875800456247362e-09
1975,1.1480074846303978e-07,1.4849848462006321e-08
1976,1.1369918695436354e-07,1.542652228181396e-08
1977,1.1400956623219827e-07,8.815172591880582e-09
1978,1.3544548949084856e-07,1.7227714366185864e-08
1979,1.4337334164338245e-07,2.691907674545746e-08
1980,1.0574380127081895e-07,1.2507331170752423e-08
1981,1.1259478327474426e-07,1.2651098835192442e-08
1982,1.1732179672208076e-07,2.110550845202397e-08
1983,9.978199244642383e-08,1.6419821946556112e-08
1984,1.1540026889633737e-07,1.8556827185989277e-08
1985,1.1489716200685507e-07,9.624892882698077e-09
1986,1.342764761602666e-07,1.9182353483415682e-08
1987,1.2588282061187783e-07,2.9331921780340053e-08
1988,1.2652728287321224e-07,2.1587593934668803e-08
1989,1.081160050375729e-07,1.92084268491044e-08
1990,1.394854649561239e-07,2.887784944505256e-08
1991,1.324691112358778e-07,1.934283488935762e-08
1992,1.2066777799191186e-07,2.0386792698445788e-08
1993,1.3183313285480835e-07,8.308811416668505e-09
1994,1.2554325223845808e-07,1.635227242502424e-08
1995,1.3447677815747738e-07,1.0302656505700725e-08
1996,1.233099311548358e-07,1.5480466686312866e-08
1997,1.2370827562335762e-07,1.5343662340683295e-08
1998,1.2444817798495933e-07,2.0026142522056034e-08
1999,1.375630489519608e-07,1.5081663917726473e-08
2000,1.4226061750832741e-07,2.1206551181762734e-08
2001,1.253026624681297e-07,1.796296800193886e-08
2002,1.1522612197722992e-07,2.0153619217921914e-08
2003,1.4292545813532342e-07,1.750107614384433e-08
2004,1.2906038193705172e-07,2.026203915761471e-08
2005,1.360132415584303e-07,1.9366122927522156e-08
2006,1.3794931419397471e-07,1.7706927479821388e-08
2007,1.6936593283389811e-07,1.837460494868992e-08
2008,1.3581232849446678e-07,1.5326783397995314e-08
2009,1.4781396373564348e-07,2.2887324035991696e-08
2010,1.591918277199511e-07,1.4171378737160012e-08
2011,1.9311057997128955e-07,1.5295887223487625e-08
2012,1.8008496738275426e-07,2.0425515501187874e-08
2013,2.0165373371128226e-07,2.147626254611623e-08
2014,2.1351289092308434e-07,2.0571729208995748e-08
2015,2.0658482924318378e-07,2.3717356967267733e-08
2016,2.444181177452265e-07,2.941302845727023e-08
2017,2.2766282370412227e-07,1.911864622172743e-08
2018,2.398182630258816e-07,2.2716907466246994e-08
2019,2.438744388655323e-07,2.5254779600913935e-08
