year,vos_DET âges_NOUN,vos_DET sages_NOUN
1863,7.991393324857654e-09,5.993545049154392e-09
1864,3.020678673859578e-08,1.821996598039277e-08
1865,1.8827377434860182e-08,1.0355057922240007e-08
1866,2.6274309505858184e-08,1.4110277668510918e-08
1867,1.552899675516528e-08,6.79393608038481e-09
1868,1.0867722832763604e-08,1.3337660198509127e-08
1869,2.3440891894210836e-08,9.278686596836394e-09
1870,9.17447806614291e-09,9.747882945276842e-09
1871,6.37270636261178e-09,0.0
1872,4.23313739617015e-09,1.2699412854644265e-08
1873,6.584604750337064e-09,1.3169209722718733e-08
1874,1.1351757756017378e-08,4.182226287507973e-09
1875,1.716458131184595e-08,5.721527140956084e-09
1876,7.859819017852487e-09,3.627608879952504e-09
1877,5.566334504436554e-09,1.8554447978047506e-09
1878,1.2078177347163432e-09,1.147426842429411e-08
1879,2.443730107160036e-09,7.33119043250241e-09
1880,3.2089231272180996e-09,5.776061406947974e-09
1881,1.3945015142624584e-09,1.6734017949104896e-08
1882,3.9932310791357395e-09,5.989846840748214e-09
1883,9.479008689083912e-09,2.9068959073175193e-08
1884,9.242375753615306e-09,5.941527270181268e-09
1885,7.7347630522695e-09,7.090199094506033e-09
1886,2.774989432685615e-08,2.5813855497602844e-09
1887,3.2644623670918804e-09,5.223139698529167e-09
1888,3.1703073499755874e-09,1.9021844099853524e-09
1889,5.6386229019267375e-09,1.7542383545787743e-08
1890,7.865263773609854e-09,4.5880705901168994e-09
1891,1.0198751843049081e-08,2.5496880162734215e-09
1892,5.641661360300532e-09,7.522214628963297e-09
1893,1.2316833108982905e-09,4.926733243593162e-09
1894,1.2603078580752936e-09,6.301539290376468e-10
1895,3.0093072478365457e-09,6.018614495673091e-10
1896,1.0614652268259306e-08,2.94851448812139e-09
1897,9.905413378419325e-09,5.826713556089658e-10
1898,4.52668391659472e-09,5.09251940616906e-09
1899,1.3818945987509323e-08,5.527578395003729e-10
1900,5.710158568206225e-09,2.5955265714472375e-09
1901,4.470991132876634e-09,2.235495621949468e-09
1902,5.401312119790447e-09,1.9641135384773634e-09
1903,1.296052865029651e-08,3.2401321625741275e-09
1904,1.0749250378694342e-09,1.0749250378694342e-09
1905,3.6125313851442797e-09,3.6125313851442797e-09
1906,5.144184356264958e-09,2.572092316910357e-09
1907,1.337139288182243e-08,1.5428529565042481e-09
1908,1.0313917053750288e-08,8.840500331785961e-09
1909,1.595285298305882e-08,2.2003934230241384e-09
1910,8.01622590529405e-09,8.55064130611538e-09
1911,8.51259862599818e-09,9.044636151145369e-09
1912,3.6465947483854677e-09,1.0939784189645252e-08
1913,2.121195885607108e-09,2.6514948014977335e-09
1914,3.348371913070025e-09,5.3573948055607445e-09
1915,2.3561523843085297e-09,7.068456930880984e-09
1916,1.867868548721674e-08,7.69122365795738e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,2.2972752589112133e-09,0.0
1919,9.207848372660976e-10,6.4454939163738345e-09
1920,9.086677632552664e-09,7.572231730534895e-10
1921,5.300923255902035e-09,0.0
1922,1.4755870969551665e-09,2.951174193910333e-09
1923,5.307974060286824e-09,0.0
1924,9.02413699321869e-09,1.289162443462999e-09
1925,5.499089184013428e-09,1.0998177923937646e-09
1926,5.57306911730393e-09,3.3438415369957397e-09
1927,7.804457635707251e-09,2.2298449753321847e-09
1928,1.1426041224282812e-09,0.0
1929,3.342121912552898e-09,1.2254446568604749e-08
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,1.1405356659111021e-09,4.5621426636444085e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,2.2941324395731044e-09,3.4411986593596566e-09
1934,8.38710612072191e-09,0.0
1935,4.787313656606784e-09,3.590485242455088e-09
1936,4.849885826274658e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,1.0372171899142302e-08,1.2965214457594243e-09
1939,0.0,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,0.0
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,6.523132922708896e-09,6.523132700664291e-09
1949,3.9268033269479474e-09,2.9451024952109606e-09
1950,6.381216888229346e-09,0.0
1951,1.3859822733941485e-08,5.330700769690111e-09
1952,1.1599284199803606e-08,8.435843246168417e-09
1953,9.696444647211422e-09,1.0773827385790469e-09
1954,3.9090144454689835e-09,9.772536113672459e-10
1955,1.220129064449793e-08,1.8771215692936494e-09
1956,1.744228317335228e-09,3.488456634670456e-09
1957,1.3252556385623393e-08,6.184526502028831e-09
1958,4.9633461784992505e-09,2.481673033738474e-09
1959,2.325224457422337e-09,4.650448914844674e-09
1960,4.152500121534786e-09,2.7683333403416555e-09
1961,5.55852741612739e-09,3.474079635079619e-09
1962,6.976152100435229e-09,1.2683912808952869e-09
1963,8.405868889838075e-09,7.1126582401603855e-09
1964,7.909158661334459e-09,5.475571440705096e-09
1965,5.472043373977442e-10,7.660860834590721e-09
1966,7.200797291773142e-09,3.3234448526542337e-09
1967,5.423369309198733e-09,3.944268467392931e-09
1968,3.5931326802796093e-09,8.982831700699023e-10
1969,8.629339909305145e-09,7.720988071113766e-09
1970,4.598724956395017e-09,1.8394900047624674e-09
1971,6.679916730867319e-09,1.3359833461734638e-08
1972,3.5911027485013847e-09,7.182205497002769e-09
1973,4.9618833486420044e-09,2.205281512956958e-09
1974,2.025205780853412e-08,2.8127858375803783e-09
1975,1.4849848462006321e-08,5.711480177694739e-10
1976,9.712995741040231e-09,5.713526873840635e-10
1977,7.639816612670103e-09,1.1753563677885381e-09
1978,2.970295565063452e-09,3.564354700280603e-09
1979,3.5111840102075575e-09,5.266776126333639e-09
1980,6.253665585376211e-09,5.68515062804309e-09
1981,4.427884725544118e-09,1.2651099057237047e-09
1982,5.586751949948621e-09,3.103751144983846e-09
1983,6.946847541655643e-09,3.157657912922218e-09
1984,5.219107812592938e-09,2.3196033982486597e-09
1985,2.4062232206745193e-09,3.6093347199894765e-09
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,2.4443267410134695e-09,1.8332451112712533e-09
1988,8.395175221664886e-09,5.996553809062277e-10
1989,2.1952488715726304e-09,1.0976244357863152e-09
1990,2.179460389939436e-09,1.634595292454577e-09
1991,9.964490843561435e-09,0.0
1992,4.958949695321735e-09,3.305966445044106e-09
1993,0.0,1.661762283333701e-09
1994,4.747434001473039e-09,1.0549853213248639e-09
1995,3.79571546416102e-09,7.0491861237087505e-09
1996,3.736664311304594e-09,2.6690460952494277e-09
1997,4.794894259418925e-09,4.79489448146353e-10
1998,1.0013071261028017e-08,1.43043876743576e-09
1999,6.398281460207045e-09,2.7421206971744994e-09
2000,3.97622823555821e-09,4.4180314962005696e-09
2001,5.257454027685071e-09,1.7524847129024579e-09
2002,7.009954394732176e-09,3.0668549366730247e-09
2003,1.0000615113803235e-08,8.333845835650777e-10
2004,5.726228824443069e-09,4.404791170697919e-09
2005,2.251874686720612e-09,3.1526248278623825e-09
2006,4.529678854225949e-09,4.941467679486777e-09
2007,3.994479413904628e-09,2.3966876816494675e-09
2008,6.3861596011349775e-09,2.5544638071473003e-09
2009,1.0490023072406984e-08,1.430457752249481e-09
2010,1.0864724231396394e-08,3.3066552274085836e-09
2011,1.3001504761689375e-08,7.64794394481072e-10
2012,1.4638286832679981e-08,6.468080293586809e-09
2013,1.2829975304384789e-08,1.3945625210176615e-09
2014,1.9922095972901843e-08,2.3819896333154844e-09
2015,1.5959342292148904e-08,8.201328866030977e-09
2016,1.3256576558706712e-08,3.3141441813100414e-09
2017,1.6099912514278003e-08,2.0124890642847504e-09
2018,1.7553973608031015e-08,3.872199949572774e-09
2019,2.2193594240160763e-08,1.020395096196225e-08
