year,devais_VERB avoir_VERB,devais_VERB savoir_VERB
1858,9.102237186198181e-08,2.104280660830682e-08
1859,9.82789458703337e-08,3.258990943777462e-08
1860,1.3365377071750117e-07,1.785101666484934e-08
1861,1.2685941896961594e-07,1.5562680033553988e-08
1862,1.1972663571668818e-07,2.4848924695675123e-08
1863,1.203703590135774e-07,7.991393324857654e-09
1864,9.589455629566146e-08,1.2466292886870178e-08
1865,1.364984854035356e-07,1.97687466396701e-08
1866,1.1920751319394185e-07,1.8489329178805747e-08
1867,6.114542827617697e-08,1.3102591012170706e-08
1868,1.017614081888496e-07,2.3711395513714706e-08
1869,1.1085588624837328e-07,2.3929244363785074e-08
1870,9.575861525945584e-08,9.747882501187632e-09
1871,1.401995461947081e-07,4.248470730772169e-08
1872,1.4755508459529665e-07,1.6327815544059376e-08
1873,1.2391029713398893e-07,4.669083608632718e-08
1874,1.2307694419178006e-07,1.9716210886144836e-08
1875,1.458989373759323e-07,2.5174719198162165e-08
1876,7.980739269441983e-08,2.2974855795609983e-08
1877,1.107082070461729e-07,2.1028373708986692e-08
1878,9.300196524009152e-08,9.662541877730746e-09
1879,1.0874598643795252e-07,1.710611030603104e-08
1880,1.3990904790261993e-07,3.0805662021293756e-08
1881,9.482610607847164e-08,1.045876096839038e-08
1882,1.1846585579178281e-07,1.5307385581309063e-08
1883,1.1564389978957479e-07,6.319338829996468e-09
1884,8.846274113238906e-08,1.5183903911974994e-08
1885,1.1537687782947614e-07,1.4180398189012067e-08
1886,8.002295004416737e-08,1.2261581083805595e-08
1887,1.1164461000134906e-07,1.5016526688782506e-08
1888,1.3061666948033235e-07,1.6485598663962264e-08
1889,1.202906219077704e-07,1.628935564212952e-08
1890,1.264996569716459e-07,2.6217545467943637e-08
1891,9.178877036220001e-08,2.6134301833735663e-08
1892,9.716194426800939e-08,2.0686091062316336e-08
1893,1.2255249259851553e-07,6.15841644346915e-09
1894,1.2035940244459198e-07,2.2685540557176864e-08
1895,8.967735709575209e-08,1.3240951446391591e-08
1896,1.3740077520196792e-07,8.255840455717589e-09
1897,9.322741334472084e-08,1.4566784223291052e-08
1898,8.940200757479033e-08,1.0185038590293516e-08
1899,9.009952606220395e-08,1.8241008703512307e-08
1900,9.655359178850631e-08,1.764958135197503e-08
1901,9.947954993094754e-08,7.824234593556412e-09
1902,9.133128031635351e-08,8.347482705062248e-09
1903,7.2902970771338e-08,8.640352433531007e-09
1904,9.67432498555354e-08,6.449550227216605e-09
1905,8.412037288962892e-08,1.5482276793932215e-08
1906,5.96725371337925e-08,1.0802787109298606e-08
1907,8.897119130324427e-08,1.0799970695529737e-08
1908,7.907336652124286e-08,9.331639461152008e-09
1909,1.1497055396603173e-07,5.5009836685826485e-09
1910,1.0207327960642942e-07,1.60324518105881e-08
1911,7.980560923215307e-08,7.448523575703803e-09
1912,1.0002088401961373e-07,1.9795800554334164e-08
1913,9.598411310207666e-08,5.833288518886093e-09
1914,1.0647822534792795e-07,1.0714789944188396e-08
1915,5.890380805340101e-08,1.767114277129167e-08
1916,7.251725264723063e-08,0.0
1917,6.141197417264266e-08,1.0966424435210342e-09
1918,1.2635014456918725e-07,1.9526840588923733e-08
1919,1.5192949831543956e-07,4.603924352863942e-09
1920,9.76817915443462e-08,3.028892692213958e-09
1921,9.314479143540666e-08,7.572747429129834e-10
1922,1.3354063810311345e-07,3.24629176873259e-08
1923,1.1677543199084539e-07,1.4862327368803108e-08
1924,1.3278372534841765e-07,1.1602462102189293e-08
1925,1.2647905123230885e-07,1.0998178368026856e-08
1926,1.3040981627909787e-07,8.916910765321973e-09
1927,1.7727268186717993e-07,1.3379070296082318e-08
1928,1.1083260176292242e-07,1.0283437212876834e-08
1929,1.3034275525569683e-07,1.0026365515614089e-08
1930,1.407482841386809e-07,1.2604324695075775e-08
1931,1.0378874293337503e-07,1.0264820993199919e-08
1932,8.87722464426588e-08,1.2055489939655217e-08
1933,1.1814782396868395e-07,1.605892663292252e-08
1934,1.2700475338078832e-07,1.9170528275935794e-08
1935,1.3165112022761605e-07,1.555876849579363e-08
1936,1.1760972995489283e-07,4.849885826274658e-09
1937,1.309476260757947e-07,1.510934133364117e-08
1938,1.283556230191607e-07,1.5558256905023882e-08
1939,1.345876512459654e-07,1.6823456405745674e-08
1940,1.0396709626547818e-07,2.5357829613881222e-08
1941,1.9775067983118788e-07,2.6563522936839945e-08
1942,1.9115533689273434e-07,1.2136847082899749e-08
1943,1.7129087837020052e-07,2.9032352077962287e-09
1944,1.285274464635222e-07,3.2131861615880553e-09
1945,2.330999393507227e-07,1.742803235060819e-08
1946,1.8375857280261698e-07,1.3921104269343232e-08
1947,1.8358140607688256e-07,2.0265479960812627e-08
1948,1.652527004125659e-07,1.848220954059343e-08
1949,1.5903553673979332e-07,2.9451024730065e-08
1950,1.3081493932531885e-07,1.1698897850465073e-08
1951,2.260217115690466e-07,2.1322803078760444e-08
1952,1.697713400972134e-07,7.381362632230548e-09
1953,2.04702715222993e-07,3.016671712430252e-08
1954,2.54085932738235e-07,1.6613311615287785e-08
1955,1.5861677127304574e-07,4.6928039232341234e-09
1956,1.9971413678376848e-07,1.9186511934776718e-08
1957,1.4577811668914364e-07,1.6786572132332367e-08
1958,1.8198934981228376e-07,9.926692356998501e-09
1959,1.619906271344007e-07,1.2401196514133517e-08
1960,2.4638165996293537e-07,2.422291700554524e-08
1961,2.2512035968702548e-07,1.181187059273725e-08
1962,1.9913743187771615e-07,1.4586500007851555e-08
1963,2.1467296562605043e-07,2.5217607557692645e-08
1964,2.1233049096736067e-07,1.7035111099517053e-08
1965,1.5102840222880332e-07,2.5171399187229326e-08
1966,1.899902599689085e-07,2.2710207048248776e-08
1967,1.5875680503540934e-07,1.873527466500491e-08
1968,1.80554920348186e-07,2.2906220920049236e-08
1969,1.4760712474526372e-07,2.5888018839737015e-08
1970,1.5865600744291442e-07,1.4715920038099739e-08
1971,1.6442871242361434e-07,2.8775026805760717e-08
1972,1.2979270991309022e-07,1.128632298730281e-08
1973,1.7421723441657377e-07,1.3231689521830958e-08
1974,1.7833062315730785e-07,1.012602890426706e-08
1975,1.673463714269019e-07,7.996072248772634e-09
1976,1.6969174509995355e-07,1.3712464053128315e-08
1977,1.5397168340314238e-07,1.3516598507123945e-08
1978,1.5861378699355555e-07,1.4257419245211622e-08
1979,1.5741808567781845e-07,1.404473604083023e-08
1980,1.9329512213062117e-07,1.8760998088396263e-08
1981,1.8913392807462515e-07,1.2018544381930951e-08
1982,1.942948273381262e-07,1.6760255405756652e-08
1983,1.9198560607947002e-07,1.515675762675528e-08
1984,2.203623239438457e-07,1.6237223121606803e-08
1985,2.081383030372308e-07,1.6242006850575308e-08
1986,2.092075419568573e-07,1.1988970705090196e-08
1987,2.0776776921138662e-07,1.711028652096047e-08
1988,1.7090178516809829e-07,1.3192418713003917e-08
1989,2.497095579201414e-07,1.2073869015694072e-08
1990,2.0160008773473237e-07,1.3076762783725826e-08
1991,2.356309067863549e-07,8.20605094986604e-09
1992,2.132348413397267e-07,1.0468894195980738e-08
1993,3.0077896440161567e-07,1.938722604677423e-08
1994,1.9306231990867673e-07,1.8462243289718572e-08
1995,2.2503171237531205e-07,2.1689803730851054e-08
1996,2.4234938678091567e-07,1.4412848692302305e-08
1997,2.3255238090769126e-07,1.3905194329311144e-08
1998,2.0026142522056034e-07,1.4781200263769279e-08
1999,2.1297137209330685e-07,1.9194844824710344e-08
2000,2.3857370479163365e-07,2.164835422036049e-08
2001,2.685682716219162e-07,2.0591695459870607e-08
2002,2.790838209421054e-07,2.102986229601811e-08
2003,3.021019097104727e-07,2.7918384049030465e-08
2004,2.876328721868049e-07,2.2904915297772277e-08
2005,2.760798452072777e-07,1.8465373230469595e-08
2006,3.2901940016927256e-07,1.8530505130343045e-08
2007,3.575059110971779e-07,3.1156940138998834e-08
2008,3.8614979303019936e-07,3.8316958494988285e-08
2009,4.353359770448151e-07,3.4807804638603557e-08
2010,5.796093773824396e-07,7.180165084719192e-08
2011,6.095411322348809e-07,6.730190449388829e-08
2012,7.291909582818334e-07,8.782971860910038e-08
2013,8.135877465065278e-07,1.1630651641780787e-07
2014,8.629298804407881e-07,1.2256420234280085e-07
2015,7.977454856700206e-07,1.0994214250104051e-07
2016,7.842093623366964e-07,1.344299676020455e-07
2017,8.955576618063787e-07,1.280446184637185e-07
2018,1.0016091209763545e-06,1.6753719478401763e-07
2019,9.132536433753558e-07,1.5714084611317958e-07
