year,quelques_DET airs_NOUN,quelques_DET cerfs_NOUN
1858,1.3506546281405463e-07,1.3212924976357954e-08
1859,1.2934120241503422e-07,2.036869339860914e-09
1860,1.281611448078479e-07,9.154367819341758e-10
1861,1.4713807061639272e-07,1.0846716858026184e-08
1862,1.486417464668932e-07,8.584174260306554e-09
1863,1.378515337435715e-07,4.495158911765884e-09
1864,1.3808816845539695e-07,5.274200631788517e-09
1865,9.225414704383539e-08,3.294791106611683e-09
1866,1.0363755720277368e-07,2.432806400776144e-09
1867,1.2374669466908017e-07,4.85281148598915e-09
1868,1.1015918943702019e-07,1.2349685052370774e-08
1869,1.2159963236335614e-07,1.123209392162039e-08
1870,1.536725093842506e-07,4.587239033071455e-09
1871,6.266494367856978e-08,9.55905954391767e-09
1872,8.829115505371021e-08,1.3908880269752899e-08
1873,8.200826018267549e-08,1.0774807712721213e-08
1874,9.499628728093512e-08,2.987304570378768e-09
1875,1.218685312665002e-07,2.860763570478042e-09
1876,1.0520065596431039e-07,1.0278225381910033e-08
1877,1.9667715378535178e-07,4.9478527941460015e-09
1878,2.9349971697456567e-07,6.039088673581716e-09
1879,1.3501609119614955e-07,1.832797580370027e-09
1880,1.9574431320279473e-07,5.776061406947974e-09
1881,1.1922988063517437e-07,1.7431268650724974e-08
1882,1.1713477610086898e-07,1.2645231306507299e-08
1883,1.2385904391010172e-07,5.6874050469168935e-09
1884,1.3335427606619987e-07,1.4523733327109767e-08
1885,1.0248560755599101e-07,7.734762830224895e-09
1886,9.292987668274577e-08,1.2906927360223364e-08
1887,7.442974159221905e-08,4.570247291724172e-09
1888,8.179393273799462e-08,4.4384300679212174e-09
1889,7.580815619689929e-08,1.0024218788373673e-08
1890,6.554386655643896e-08,1.3108772956016423e-09
1891,8.350228242193225e-08,6.374220151705856e-09
1892,5.140180192597654e-08,6.8953636134239105e-09
1893,6.89742667425719e-08,2.463366621796581e-09
1894,1.0649601733803138e-07,3.150769645188234e-09
1895,6.861220569476245e-08,9.027921521465032e-09
1896,7.607167251677538e-08,3.5382172747233653e-09
1897,6.817254760704827e-08,5.826713556089658e-10
1898,5.4320205666869015e-08,5.092519295146758e-09
1899,6.909473171390346e-08,6.080336234504102e-09
1900,8.772879833696123e-08,5.191053142894475e-09
1901,6.985923667324201e-08,6.706486921359556e-09
1902,5.990546014800202e-08,2.455141867585553e-09
1903,4.158169653045718e-08,3.7801539676252105e-09
1904,5.8045952933127865e-08,5.374625189347171e-09
1905,5.212366521734069e-08,6.708986699521802e-09
1906,4.835533462532737e-08,3.0865106026567446e-09
1907,7.508551180812617e-08,4.114274698707732e-09
1908,7.367083521003792e-08,5.40252820258047e-09
1909,7.206288454852938e-08,4.4007870125817306e-09
1910,5.4510337355040406e-08,1.6032452032632705e-09
1911,4.735132996813718e-08,9.044636151145369e-09
1912,7.501566834378082e-08,6.251305473270463e-09
1913,1.2727175668914015e-07,8.484783542428431e-09
1914,8.370929860390675e-08,6.696743715117748e-10
1915,3.887651434109074e-08,2.3561523843085297e-09
1916,1.2086207812345151e-08,4.394984820521586e-09
1917,4.934891073560266e-08,0.0
1918,3.79050408838566e-08,4.594550517822427e-09
1919,5.7088659133341935e-08,1.8415696745321952e-09
1920,5.3762844842708546e-08,1.2872793497820112e-08
1921,1.1207665906454167e-07,7.572747429129834e-10
1922,1.1804696997685937e-07,9.591316185719734e-09
1923,6.900366411599634e-08,3.1847844361720945e-09
1924,7.09039369439779e-08,0.0
1925,6.708888511397504e-08,5.499088961968823e-09
1926,6.79914426982009e-08,4.458455382660986e-09
1927,1.0814748030441024e-07,0.0
1928,8.798051664982154e-08,1.0283436990832229e-08
1929,8.800921280638363e-08,2.2280812750352652e-09
1930,1.0503603853351251e-07,5.251801771244402e-09
1931,7.299428173013212e-08,0.0
1932,9.425201463741928e-08,6.575722188983946e-09
1933,9.520649668637304e-08,1.032359597807897e-08
1934,9.585264137967897e-08,2.3963160344919743e-09
1935,9.574627135577884e-08,5.98414207075848e-09
1936,7.153581371710516e-08,3.6374143697059935e-09
1937,4.910535889024459e-08,3.777335333410292e-09
1938,5.963998495062128e-08,1.2965214679638848e-08
1939,3.211750687626136e-08,7.647025235257843e-09
1940,7.100191878883777e-08,0.0
1941,1.1215709783130023e-07,5.9030051957620344e-09
1942,6.371844740726829e-08,6.068423541449874e-09
1943,6.677441199975931e-08,2.9032352077962287e-09
1944,8.675602458652065e-08,9.639558484764166e-09
1945,7.842614380138002e-08,0.0
1946,8.909507087651036e-08,6.960552134671616e-09
1947,7.152522862874378e-08,8.344609447874518e-09
1948,9.45854274903013e-08,2.174377566888097e-09
1949,6.282885278707795e-08,5.890205101444224e-09
1950,4.147791021757996e-08,1.0635361480382244e-09
1951,5.970384997500133e-08,8.529121409139861e-09
1952,5.799642188719645e-08,8.435843135146115e-09
1953,6.464296520292123e-08,7.541679392097933e-09
1954,5.277169434769746e-08,1.9545072227344917e-09
1955,7.883910368988722e-08,9.385607846468247e-10
1956,7.936238799466366e-08,6.976913269340912e-09
1957,8.39328593293942e-08,1.7670075402875796e-09
1958,5.4596806187134916e-08,8.272243445794913e-10
1959,4.2629114460623896e-08,7.750747821333448e-10
1960,9.550750013076481e-08,2.076250060767393e-09
1961,6.114380157740129e-08,4.16889545107324e-09
1962,6.278537156845232e-08,1.9025869213429303e-09
1963,8.729172185084622e-08,2.5864212993553792e-09
1964,4.623815813564747e-08,3.041984220075733e-09
1965,8.59110838580257e-08,1.0944086747954884e-09
1966,7.366969256850098e-08,6.64688981633077e-09
1967,7.642020039000386e-08,2.958201350544698e-09
1968,1.3833560785769805e-07,1.3474247273492779e-09
1969,6.994306778196346e-08,4.5417578031781147e-10
1970,7.909806853945156e-08,1.8394900047624674e-09
1971,9.300499703712717e-08,5.6522372338108084e-09
1972,1.769900617176745e-07,3.0780880067027283e-09
1973,7.167164683963279e-08,4.961883459664307e-09
1974,5.569315963960264e-08,3.937900228123681e-09
1975,5.140332159925265e-08,4.569184142155791e-09
1976,6.284879372486785e-08,3.4281160132820787e-09
1977,4.936496633689558e-08,9.402850609241398e-09
1978,7.36633321007929e-08,1.1881182704343018e-09
1979,4.915657725312883e-08,3.5111840102075575e-09
1980,5.855705387247667e-08,3.97960553399912e-09
1981,6.768337890150633e-08,3.795329828193417e-09
1982,6.642027328140898e-08,1.8622506869903077e-09
1983,6.94684785251809e-08,5.052252616266628e-09
1984,6.958810372381663e-08,2.319603453759811e-09
1985,5.5343134963692364e-08,1.2031116103372597e-09
1986,4.975422962516518e-08,1.7983456945813714e-09
1987,6.966331089763855e-08,4.277571630240118e-09
1988,5.396898550280582e-08,2.398621523624911e-09
1989,6.366221461107102e-08,3.292873196336643e-09
1990,5.993515972413377e-08,3.8140557934163155e-09
1991,8.968041687040795e-08,3.5168792322792797e-09
1992,7.052728356882199e-08,0.0
1993,6.813224939783424e-08,3.323524566667402e-09
1994,4.74743404588196e-08,1.5824779264761446e-09
1995,7.64565588617927e-08,1.626735190995987e-09
1996,6.352329640080256e-08,3.736664533349199e-09
1997,7.096443965792787e-08,3.3564262480467733e-09
1998,6.627699811190269e-08,3.814503490850996e-09
1999,6.581089673218798e-08,4.570201161957499e-10
2000,7.731555307088911e-08,3.534425307982758e-09
2001,6.265132834748499e-08,3.066848330846028e-09
2002,5.783212309040664e-08,3.943099291525698e-09
2003,6.917091743829928e-08,3.7502307925763034e-09
2004,7.532193269099707e-08,2.642874807889939e-09
2005,5.5846496316291905e-08,3.1526248278623825e-09
2006,6.794518636610292e-08,4.529679020759403e-09
2007,6.151498088691199e-08,3.595031605740928e-09
2008,1.0217855006544596e-07,3.8316958494988285e-09
2009,8.582746335861202e-08,6.198650481792356e-09
2010,8.502827131273705e-08,4.723792912386671e-09
2011,8.718655908346307e-08,6.883149494818497e-09
2012,8.612759350157262e-08,4.085103255668798e-09
2013,7.921115185993699e-08,8.925200356557639e-09
2014,8.553508390463094e-08,1.0394136884528393e-08
2015,1.0839053654621011e-07,6.871383739781578e-09
2016,9.279603063738762e-08,9.528164479633006e-09
2017,6.968243160265786e-08,7.043711836018929e-09
2018,8.751172275722752e-08,9.551426538578767e-09
2019,7.806022295220316e-08,9.183556248792968e-09
