year,auriez_VERB eu_VERB,auriez_VERB su_VERB
1990,4.6858399826987807e-08,1.1442167213715493e-08
1991,7.561290260582609e-08,7.6199047072123e-09
1992,6.171137556520989e-08,9.366905473484621e-09
1993,6.536264862688768e-08,9.970573700002205e-09
1994,6.646407513244412e-08,4.2199412852994556e-09
1995,6.073145186746842e-08,9.760411145975922e-09
1996,5.4982351116450445e-08,1.0676184380997711e-08
1997,5.6100265766190205e-08,3.835915585170824e-09
1998,5.4833485307881347e-08,3.814503379828693e-09
1999,7.129514045800533e-08,4.570201106446348e-09
2000,4.329670844072098e-08,1.192868470667463e-08
2001,4.950769394440613e-08,8.762423675534592e-09
2002,4.468845915539532e-08,5.6955880012310445e-09
2003,6.583738354493107e-08,9.167230530238157e-09
2004,4.052407831522942e-08,7.047666006343434e-09
2005,6.620511783239635e-08,9.007498746882447e-09
2006,6.218013481884554e-08,7.823991232669414e-09
2007,7.749289920866431e-08,1.4380126422963713e-08
2008,7.70596599863893e-08,1.4049550856043425e-08
2009,7.629108011997232e-08,1.1443662017995848e-08
2010,9.636537612323082e-08,1.842279218067233e-08
2011,1.2274949767743237e-07,2.4473420623394304e-08
2012,1.3038287249855784e-07,2.927657405393802e-08
2013,1.6790532697541494e-07,2.7612337305527035e-08
2014,1.6977089956071723e-07,3.161549955166265e-08
2015,1.861923379919972e-07,3.08103977886276e-08
2016,1.895276113828004e-07,3.252003821785365e-08
2017,1.3383052532844886e-07,2.5407674186794793e-08
2018,1.719256772503286e-07,2.7621693377000156e-08
2019,1.7984463340781076e-07,2.7550667525133576e-08
