year,aux_ADP heures_NOUN,aux_ADP soeurs_NOUN
1890,2.7010625984758008e-06,2.6217546633677813e-08
1891,2.4336773094546515e-06,4.079500803833014e-08
1892,2.7625335121683747e-06,2.5700899852765247e-08
1893,2.789146847703705e-06,2.4017824173938607e-08
1894,2.635303644638043e-06,2.268554122331068e-08
1895,3.0207425254502596e-06,1.685212036584005e-08
1896,2.9903833649314038e-06,1.0024949093079272e-08
1897,3.064851256340262e-06,1.3401441401050818e-08
1898,2.9870454909541877e-06,1.9804241802034994e-08
1899,3.186096236618141e-06,1.5477219506010442e-08
1900,3.1364343158202246e-06,2.2840633939757993e-08
1901,3.155960882850195e-06,2.0119460097944852e-08
1902,2.9383138979710566e-06,1.0802624572647801e-08
1903,3.394038330384319e-06,1.4040572704487886e-08
1904,3.226924988553037e-06,2.20359632763234e-08
1905,3.321980614146014e-06,1.9610884416376706e-08
1906,3.5546315757528646e-06,1.5946971521074715e-08
1907,3.488904994242148e-06,1.7485667580530162e-08
1908,3.637865887640146e-06,3.045061092166179e-08
1909,3.5035764938129432e-06,2.090373779628507e-08
1910,3.5960789261935133e-06,1.6566867433454036e-08
1911,3.5199595345147827e-06,4.4691141010133606e-08
1912,3.653367059541779e-06,2.083768468885694e-08
1913,3.7439106677084055e-06,2.7575547068003914e-08
1914,3.8379037619051815e-06,2.2768928631400343e-08
1915,4.404826768222847e-06,2.8273828167613146e-08
1916,4.987209024420736e-06,2.63699082569957e-08
1917,5.0785509415618435e-06,4.4962338963117077e-08
1918,5.46521783917342e-06,2.067547733020092e-08
1919,5.320294803823344e-06,3.6831393934733114e-08
1920,4.490333225248833e-06,2.1959472018551196e-08
1921,4.034759882642902e-06,1.8174593940933903e-08
1922,4.148613072629814e-06,2.5084981203349344e-08
1923,3.9852268969298166e-06,3.1847844361720945e-08
1924,3.983512016247914e-06,5.285566007096065e-08
1925,3.5348143399005494e-06,1.759708445625563e-08
1926,3.689371766313343e-06,2.3406890647947876e-08
1927,3.8877346639765165e-06,4.459689872948758e-08
1928,3.681470417404853e-06,1.5996457491951332e-08
1929,3.4980875511791965e-06,3.230717915414516e-08
1930,3.344347248912527e-06,3.256117031558148e-08
1931,3.455823048170714e-06,4.904303452235581e-08
1932,3.3897846947184007e-06,1.8631212128639163e-08
1933,3.3723747492331313e-06,4.014731769252933e-08
1934,3.225441332688206e-06,5.99079026386562e-08
1935,3.3080337971114204e-06,4.0692166081157666e-08
1936,3.5040425245824736e-06,4.1224029079245383e-08
1937,4.163882778129846e-06,2.6441348555117372e-08
1938,3.7780635011586128e-06,2.5930428471099276e-08
1939,4.179864077968887e-06,3.058810094103137e-08
1940,3.4080921977874823e-06,4.3108310698869445e-08
1941,3.4030825304398604e-06,5.9030051957620344e-08
1942,3.6046435241132713e-06,9.102635445401575e-08
1943,3.582592313478017e-06,9.870999750916098e-08
1944,3.4606014196469914e-06,7.069009733129406e-08
1945,4.0454820009472314e-06,3.921307278886843e-08
1946,3.7085822270910285e-06,4.31554223467856e-08
1947,3.3855274637062394e-06,3.33784391237657e-08
1948,3.3083154278301663e-06,2.7179719586101214e-08
1949,3.294587898494683e-06,5.006674363983166e-08
1950,3.2012437145567674e-06,2.2334258886758107e-08
1951,2.89350455773274e-06,8.529121409139861e-09
1952,2.7416490695486573e-06,2.1089607726842985e-08
1953,2.820588036911431e-06,4.632745920218895e-08
1954,2.8076496079165736e-06,3.224936984125293e-08
1955,2.5425611056562047e-06,2.627970285828951e-08
1956,2.48726961160628e-06,2.0930739808022736e-08
1957,2.3571879950168295e-06,2.032058699086292e-08
1958,2.4394847031317113e-06,7.445019267748876e-09
1959,2.478689097529241e-06,1.627656998071103e-08
1960,2.5814709374571976e-06,3.3219999195921446e-08
1961,2.5638708649466935e-06,3.543561255536787e-08
1962,2.3655498182506562e-06,3.361236855514704e-08
1963,2.3413578418285397e-06,2.7157422977097667e-08
1964,2.391607878848845e-06,2.9203047868797682e-08
1965,2.402227011089053e-06,3.994591585287921e-08
1966,2.393987998061675e-06,2.1048483844765542e-08
1967,2.3172577101604475e-06,2.8102912885685782e-08
1968,2.585708102742501e-06,1.8863946849023705e-08
1969,2.2563451693713432e-06,2.9521425720657746e-08
1970,2.3002822899798048e-06,3.954903554648226e-08
1971,2.541451465276623e-06,2.4150468291850302e-08
1972,2.27419410236962e-06,2.7189778040170864e-08
1973,2.2130000587594623e-06,4.6310912049651876e-08
1974,2.2446029959155567e-06,3.319087316100422e-08
1975,2.155512639490098e-06,6.910891059419555e-08
1976,1.9357429152933037e-06,5.427850563455294e-08
1977,1.9434518065963857e-06,6.111853156909319e-08
1978,2.0489099625820018e-06,5.405938374725139e-08
1979,2.0639909905639797e-06,6.378650996285984e-08
1980,1.8783737800731615e-06,7.618101799389265e-08
1981,1.9723062933962865e-06,5.503228012182504e-08
1982,1.9044616550445426e-06,5.028076910384982e-08
1983,1.964063272907879e-06,4.673333897642351e-08
1984,1.9397683956867695e-06,6.842829947117934e-08
1985,1.8570028004205597e-06,5.654624468665048e-08
1986,1.8534949219883856e-06,1.0070735656508845e-07
1987,1.9939594864126775e-06,1.2710498686896443e-07
1988,1.9878575585607905e-06,5.0371051329989314e-08
1989,1.9982253149919416e-06,7.079677544208351e-08
1990,1.8078623469364175e-06,7.955030295603294e-08
1991,1.931938982124848e-06,6.388997120243545e-08
1992,1.908644691184236e-06,6.226236926032414e-08
1993,1.8229531519864395e-06,1.0247533605012293e-07
1994,2.0055271505725614e-06,9.969611264315503e-08
1995,1.8913508199602802e-06,1.0356881108286586e-07
1996,1.9633503427485266e-06,1.0836326946872532e-07
1997,1.966386264484754e-06,8.295167519545288e-08
1998,1.8843646500954492e-06,7.009150027048605e-08
1999,2.105034695887298e-06,7.952150049561624e-08
2000,2.0645460807600102e-06,4.28549045139448e-08
2001,1.7844675426204049e-06,3.811654192276137e-08
2002,1.8620191184481882e-06,5.0384045824358736e-08
2003,1.8855326402444916e-06,3.166861495262907e-08
2004,1.956167750449822e-06,1.8940602419803554e-08
2005,1.7352946812820846e-06,2.2068373350947468e-08
2006,1.884758205505932e-06,1.8530505074831893e-08
2007,1.906964470776984e-06,2.476577348753395e-08
2008,2.115096080501644e-06,2.2564430324223395e-08
2009,2.259646393554249e-06,1.8119131972582636e-08
2010,2.2976528839535604e-06,1.2281861971885633e-08
2011,2.4278397887655956e-06,1.4148696214633105e-08
2012,2.3996578448759465e-06,6.127654827992046e-09
2013,2.281225334854753e-06,1.1993238069329948e-08
2014,2.5747142586851623e-06,9.31141409810099e-09
2015,2.486776011778602e-06,7.314698582949752e-09
2016,2.642615740455767e-06,8.492494069090029e-09
2017,1.993118871723709e-06,4.528100477907415e-09
2018,2.1663668547944326e-06,1.0584013887537935e-08
2019,2.349714890215182e-06,8.163160869489872e-09
