year,aux_ADP antennes_NOUN,aux_ADP centaines_NOUN
1962,9.512934795452566e-08,7.73718660806999e-08
1963,9.69907976156037e-08,7.306640270599019e-08
1964,9.795189359618206e-08,7.118242861814394e-08
1965,8.700549258833234e-08,8.153344543959662e-08
1966,9.08408281929951e-08,7.311578742452696e-08
1967,9.170424419835399e-08,6.508042971198336e-08
1968,8.084548541731351e-08,6.647295103245909e-08
1969,9.719361793170123e-08,6.721801715237063e-08
1970,8.323692601841515e-08,7.863819595499422e-08
1971,6.37161260419461e-08,9.351883534236549e-08
1972,8.669948242667758e-08,7.746522068252659e-08
1973,8.710861965077754e-08,8.324937694759171e-08
1974,6.131872881676159e-08,9.225937458445799e-08
1975,9.024138591939845e-08,1.2222566914132926e-07
1976,1.0512889758729216e-07,7.884667296842451e-08
1977,8.345030516609953e-08,1.1636028407480126e-07
1978,7.009897728949e-08,7.485144792873655e-08
1979,8.017203190213706e-08,8.953518892962364e-08
1980,1.1540856204028671e-07,9.266795603091182e-08
1981,9.741346218561375e-08,1.0753434032118037e-07
1982,7.138627466929393e-08,8.7525783953879e-08
1983,9.851893167933667e-08,7.957298464589257e-08
1984,7.944641566837163e-08,9.336403350435063e-08
1985,8.96318177456834e-08,9.56473713564776e-08
1986,5.934540597829496e-08,1.1569357216689724e-07
1987,7.882953956261929e-08,1.0938362260404233e-07
1988,7.075933439182336e-08,1.0254107229989984e-07
1989,6.530865448439727e-08,1.0098144986869784e-07
1990,7.19221933120906e-08,1.0297950225890418e-07
1991,7.444061067563013e-08,1.1312627989923385e-07
1992,6.005839026101967e-08,9.201606587794231e-08
1993,8.807339924032931e-08,9.749004803438766e-08
1994,6.540908970009696e-08,1.0708100672829346e-07
1995,8.730146150437434e-08,9.923085020346889e-08
1996,6.619234205196278e-08,1.0996470045654405e-07
1997,6.808750185882673e-08,1.2898265744354376e-07
1998,8.868720480226244e-08,9.488576901972579e-08
1999,5.438539285584909e-08,1.0785674953162072e-07
2000,4.1971299435950016e-08,1.0073111500474852e-07
2001,6.878502412099863e-08,1.1654023024387783e-07
2002,4.819343651929486e-08,1.1128302790375244e-07
2003,6.000369073833056e-08,1.2375761282434894e-07
2004,4.669078634833568e-08,1.0747690581958125e-07
2005,5.5846495428113485e-08,1.0583811760334072e-07
2006,5.559151466938417e-08,1.0912408254792894e-07
2007,4.913209750156966e-08,1.0745149703339507e-07
2008,4.342588511008216e-08,1.1622810269784623e-07
2009,5.5787852115685155e-08,1.3446302249420228e-07
2010,5.574075923053812e-08,1.4265855297068697e-07
2011,6.233074145711726e-08,1.3498621231899932e-07
2012,6.944675728925986e-08,1.4468073583628893e-07
2013,8.618396268866846e-08,1.2997322096364172e-07
2014,5.630157624836318e-08,1.53313516548792e-07
2015,5.607935840701295e-08,1.4407740023258953e-07
2016,5.530477792392574e-08,1.2593747666933552e-07
2017,5.3330960980702e-08,1.4993043651045923e-07
2018,5.343636166887933e-08,1.4378769808143232e-07
2019,4.4132089427328935e-08,1.3596764913970105e-07
