year,quels_DET yeux_NOUN,quels_DET cieux_NOUN
1857,1.2350217915013673e-07,1.0739319655783675e-08
1858,1.2478873756549547e-07,1.1744822669967903e-08
1859,1.4920068025503497e-07,1.680417160976333e-08
1860,1.0252892224116295e-07,1.327383358784573e-08
1861,1.2355824807741556e-07,3.3011746669586728e-09
1862,1.8297844306403022e-07,1.5361153460347055e-08
1863,1.4284615801329892e-07,1.048870412745373e-08
1864,1.150734725285929e-07,4.794728059032138e-09
1865,1.1672973698750866e-07,1.0355057755706554e-08
1866,1.8002767632196992e-07,1.459683862670147e-08
1867,1.4558434813238819e-07,3.396968040192405e-09
1868,1.0768925662318907e-07,1.1361710461343932e-08
1869,9.522862498556606e-08,5.371871281134588e-09
1870,9.461180283665271e-08,1.3188312664169644e-08
1871,7.328612205981244e-08,1.593176590652945e-08
1872,1.251799268686682e-07,9.071008943983827e-09
1873,1.0774807890356897e-07,2.3944017879529156e-09
1874,1.487677678824184e-07,1.7923826867161097e-09
1875,2.2542816324744308e-07,6.293679966073995e-09
1876,1.0036384523459674e-07,1.2696631079833764e-08
1877,1.5956825194507473e-07,1.4225076894192057e-08
1878,1.0628796154321662e-07,5.435179861734696e-09
1879,1.2951769789992795e-07,9.163988234917042e-09
1880,9.1775198995947e-08,3.2089231272180996e-09
1881,8.506459536761213e-08,1.394501542018034e-08
1882,1.1780031883290576e-07,6.655385353937504e-09
1883,1.257548412070264e-07,5.687405213450347e-09
1884,1.2345173061589776e-07,1.1222884843675729e-08
1885,9.475084183918625e-08,1.740321620147256e-08
1886,9.09938417947842e-08,1.0970888586481209e-08
1887,9.466940653624079e-08,5.876032327378766e-09
1888,1.0779045034325918e-07,2.53624587998047e-09
1889,9.209751183902881e-08,6.265136853755848e-09
1890,1.1994526971648156e-07,1.1797895993481688e-08
1891,8.541455009947185e-08,1.1473595740163489e-08
1892,9.277398049789554e-08,1.3163876211308434e-08
1893,9.545545687217327e-08,8.005941354305435e-09
1894,1.3611325044848854e-07,1.3233232509790582e-08
1895,1.0652947679545832e-07,5.416753268150387e-09
1896,8.60966240523453e-08,5.897029087265082e-09
1897,8.099131854066854e-08,1.4566783779201842e-08
1898,1.0750874324116921e-07,5.6583546736987955e-09
1899,9.452159055456377e-08,9.949641111006713e-09
1900,7.838490478917493e-08,3.633737311048435e-09
1901,8.606658141729895e-08,7.824234704578714e-09
1902,8.052865574370571e-08,6.874397495693074e-09
1903,7.236295118673297e-08,2.1600881083827517e-09
1904,7.255744094436523e-08,8.599400302955473e-09
1905,8.463645073675252e-08,9.28936660926638e-09
1906,8.385020855428138e-08,9.259532418592897e-09
1907,1.141711205576712e-07,4.114274698707732e-09
1908,8.840500242968119e-08,5.40252820258047e-09
1909,1.2102163893246143e-07,6.051082024338683e-09
1910,1.1543365729949073e-07,5.878565634276356e-09
1911,8.193376288545551e-08,8.512598514975878e-09
1912,8.751827440534043e-08,1.7712032729377825e-08
1913,1.0871128708345168e-07,1.007568034561146e-08
1914,1.1250529752260263e-07,7.366418142140674e-09
1915,9.542416989916092e-08,5.890381071793627e-09
1916,1.483307414673618e-07,1.3184954461564757e-08
1917,1.1185752768483326e-07,1.973956464951243e-08
1918,1.2520150249883955e-07,5.743188147278033e-09
1919,1.906024635900394e-07,2.7623545006960626e-08
1920,1.0146790430098918e-07,9.086677632552664e-09
1921,1.249503327471757e-07,5.300923255902035e-09
1922,1.1878476158244666e-07,1.7707045052439696e-08
1923,1.2314499819865432e-07,1.6985516548828627e-08
1924,1.5727781743635205e-07,9.02413699321869e-09
1925,1.198801378166081e-07,2.6395627683584166e-08
1926,1.3040981983181155e-07,1.4489980437737415e-08
1927,2.08490497755065e-07,5.574612327308159e-09
1928,1.23401246554522e-07,1.371124969118398e-08
1929,1.3925508213219473e-07,1.1140405931087116e-08
1930,1.113382008810504e-07,4.201441416995522e-09
1931,1.0835088559701944e-07,2.2810713318222042e-09
1932,1.2713062602642822e-07,7.6716757391182e-09
1933,9.864769623391112e-08,8.02946331646126e-09
1934,9.705080294963864e-08,3.5944740517379614e-09
1935,8.138433216231533e-08,2.393656828303392e-09
1936,9.578524284847845e-08,7.274828739411987e-09
1937,8.561960385122802e-08,7.554670666820584e-09
1938,9.07565009811151e-08,5.186085672015395e-09
1939,1.0094073132904668e-07,1.6823456405745674e-08
1940,3.296517814277422e-08,2.5357829169792012e-09
1941,5.607854891565012e-08,8.854508237732261e-09
1942,7.585529537834645e-08,1.8205270180260413e-08
1943,1.1322617510245436e-07,2.6129116648121453e-08
1944,1.8315160588144863e-07,3.2131861615880553e-09
1945,1.6774481714776357e-07,1.3071024262956144e-08
1946,1.0858461507723405e-07,1.3921104269343232e-08
1947,1.0371157976862833e-07,1.4305045148432782e-08
1948,1.0980607001442877e-07,5.435943917220243e-09
1949,7.657266554161879e-08,6.8719057111366055e-09
1950,1.0741714895345922e-07,1.808011518278363e-08
1951,1.2900295942586126e-07,7.462981344019681e-09
1952,8.224947123380844e-08,8.435843135146115e-09
1953,7.864894158160496e-08,1.5083358784195866e-08
1954,9.381635024396928e-08,9.772536557761669e-09
1955,8.165479137289822e-08,1.8771215692936494e-09
1956,8.110661831040034e-08,6.976913269340912e-09
1957,7.42143146936769e-08,1.1485549233913872e-08
1958,1.0588471344163963e-07,1.4062814024384807e-08
1959,8.913360005635695e-08,2.325224457422337e-09
1960,1.1073333539002306e-07,8.305000243069571e-09
1961,9.935867950616739e-08,1.1811870759270704e-08
1962,1.0020290908130391e-07,1.5854891122213388e-08
1963,9.634419129156413e-08,1.551852757408767e-08
1964,1.1255341192395463e-07,1.3993127545575135e-08
1965,9.630796604653824e-08,8.755269065297e-09
1966,9.30564585388538e-08,6.092982118843793e-09
1967,1.0649524995187676e-07,1.1832805346667641e-08
1968,1.0824311935664355e-07,1.5719955392956564e-08
1969,8.901844950059967e-08,9.99186730576973e-09
1970,8.185730493437404e-08,1.1496812613032148e-08
1971,7.810364266447323e-08,1.3359833239690033e-08
1972,6.925698414761428e-08,4.617132176587546e-09
1973,6.560712684233749e-08,6.0645241051204835e-09
1974,4.2754343176909515e-08,5.06301445213353e-09
1975,5.425906213218923e-08,5.711480177694739e-09
1976,5.1993093830304815e-08,4.570821499072508e-09
1977,4.2312827908119743e-08,9.402851330886364e-09
1978,6.831680110508387e-08,4.75247319275951e-09
1979,7.139407465217573e-08,9.948355028654987e-09
1980,6.708477684469472e-08,9.096241093686785e-09
1981,4.997184355204354e-08,9.48832401537203e-09
1982,5.276376846552466e-08,9.311253656996143e-09
1983,7.325766482324525e-08,7.57837881337764e-09
1984,5.3930780730127026e-08,4.059305780401701e-09
1985,3.789801494846756e-08,6.617113967877231e-09
1986,6.533989171941812e-08,5.9944854635674005e-09
1987,7.638521104524898e-08,9.777306964053878e-09
1988,4.677311959966346e-08,7.795519785247507e-09
1989,5.927171820019339e-08,8.780995708335126e-09
1990,5.121732105095589e-08,1.0352437129768077e-08
1991,3.751337729340776e-08,5.2753188484189195e-09
1992,4.573253598039173e-08,1.1019888224161889e-08
1993,5.428423133224669e-08,8.862731881720265e-09
1994,4.589186186620964e-08,1.1604838701106956e-08
1995,4.66330787318725e-08,5.4224509327127635e-09
1996,5.871901453957662e-08,1.1209993822092201e-08
1997,4.171558209975501e-08,6.7128524960935465e-09
1998,4.4343602567664675e-08,6.198567992221626e-09
1999,4.570201017628506e-08,6.398281821029528e-09
2000,5.434178618202168e-08,1.1045078962546029e-08
2001,5.2136421402337874e-08,7.448059946568719e-09
2002,5.914648859572935e-08,6.571832411594869e-09
2003,5.5420076527923356e-08,7.083769126836614e-09
2004,4.8893181947562425e-08,8.369103104977071e-09
2005,3.783149615799175e-08,4.9541245550344115e-09
2006,5.3532566823832894e-08,1.2765459078689645e-08
2007,5.1129337208521974e-08,6.391166984531793e-09
2008,4.9386299494358354e-08,8.940623436037853e-09
2009,5.8171947259211265e-08,1.0966842545201416e-08
2010,4.534841391290456e-08,8.975206911010503e-09
2011,5.6594783970354e-08,8.412738061736036e-09
2012,8.442546750586644e-08,1.3617010574673571e-08
2013,1.1184391723872977e-07,1.6176925188293723e-08
2014,1.208318387568852e-07,8.44523634357941e-09
2015,1.4030922557140002e-07,1.1747849984478087e-08
2016,1.4292246675040587e-07,1.6570720712261178e-08
2017,8.704015463933956e-08,8.049956090605548e-09
2018,1.228778145900833e-07,7.744400287723607e-09
2019,1.1785563458488468e-07,7.142765545697927e-09
