year,voulons_VERB avoir_VERB,voulons_VERB savoir_VERB
1932,8.87722464426588e-08,8.986820176914989e-08
1933,9.979476089938544e-08,9.176530113563786e-08
1934,1.0423974572404404e-07,1.2820291317439114e-07
1935,7.540018742702159e-08,7.4203363453762e-08
1936,8.972288867425959e-08,8.972288867425959e-08
1937,1.4353874178141268e-07,8.813782415018068e-08
1938,1.361347585771e-07,7.90878047496335e-08
1939,8.564668263488784e-08,9.329370698196726e-08
1940,9.128818589942966e-08,6.846613587185857e-08
1941,9.739958528598436e-08,1.121570960549434e-07
1942,1.0012898599143227e-07,1.365395263519531e-07
1943,1.1032293656398906e-07,1.3064558856967778e-07
1944,9.960876923287287e-08,1.1567470181716999e-07
1945,1.32888743564763e-07,1.5903079031431844e-07
1946,1.4199525821823045e-07,1.2946627236942732e-07
1947,1.1563244584067434e-07,1.5139505649131024e-07
1948,1.0871887923258328e-07,1.30462652236929e-07
1949,1.0406029105070047e-07,1.1289559864735565e-07
1950,1.276243324355164e-07,1.3294202005909028e-07
1951,9.808489664919762e-08,1.162092786444191e-07
1952,1.0544803785705881e-07,1.0333907596304925e-07
1953,8.188109035245361e-08,1.0666089167443715e-07
1954,9.479359874831061e-08,8.795282724349818e-08
1955,7.977766358635563e-08,1.0324168897568597e-07
1956,9.854890237193104e-08,1.3256135389383417e-07
1957,9.54184073975739e-08,1.2369052626581833e-07
1958,1.1415696121730434e-07,1.0009414808109796e-07
1959,1.193615162264905e-07,9.533420097795897e-08
1960,9.896791652863612e-08,1.0242833070606139e-07
1961,1.5702839561981818e-07,1.2854094677550165e-07
1962,1.135210183633717e-07,9.766613118245004e-08
1963,9.181795945778504e-08,1.0281024742653244e-07
1964,1.3749767902027088e-07,1.2411295813308243e-07
1965,1.3023463907302357e-07,1.1764893059762471e-07
1966,9.970334247100254e-08,1.1465884597328113e-07
1967,1.3903546403071232e-07,1.1142558520305101e-07
1968,1.3833560785769805e-07,1.3025105261021963e-07
1969,1.4034031892151688e-07,1.267150366857095e-07
1970,1.3704200796382793e-07,1.1128914678693036e-07
1971,1.2023849649267504e-07,9.45465146173774e-08
1972,7.797823542432525e-08,8.567345588517128e-08
1973,8.545465846054867e-08,8.655729999418327e-08
1974,9.5072159922438e-08,1.0238540681939412e-07
1975,8.624335379181503e-08,8.224531455880424e-08
1976,1.1484188888744029e-07,9.484454466246461e-08
1977,9.402850764672621e-08,9.755457597293571e-08
1978,1.0158411356542274e-07,9.801975409118313e-08
1979,9.597236072522719e-08,7.432006299268323e-08
1980,1.279158965417082e-07,1.2393628878726304e-07
1981,7.653915190530824e-08,1.1449244396999347e-07
1982,9.062953409966212e-08,1.2973680441064062e-07
1983,9.978199244642383e-08,1.193594698634115e-07
1984,1.0438215269914508e-07,1.1482036654797412e-07
1985,8.12100324765197e-08,1.1790493914531908e-07
1986,1.1509412445320777e-07,1.0070735356748628e-07
1987,9.105117015906217e-08,8.371819149033399e-08
1988,9.594486272135327e-08,1.067386605768661e-07
1989,1.1579938075101381e-07,1.4214236898624222e-07
1990,9.589625449279993e-08,1.0243464032555494e-07
1991,1.1605700933614571e-07,1.0257564042603917e-07
1992,8.760811454067152e-08,7.383324884813192e-08
1993,1.0247534021345928e-07,8.641163873335245e-08
1994,1.4136803372366558e-07,1.376755847104505e-07
1995,9.868860217920883e-08,8.079451419007455e-08
1996,9.982232285210557e-08,7.473329333151923e-08
1997,1.098030821822249e-07,9.973380343808458e-08
1998,8.248863281323793e-08,9.965390290744836e-08
1999,9.048998350635884e-08,9.734528561011757e-08
2000,9.366226549900603e-08,1.0382373716311122e-07
2001,1.0996841837140892e-07,1.0339660150293639e-07
2002,1.0865429089790268e-07,1.0558743923638758e-07
2003,7.708807459039235e-08,1.025063056658837e-07
2004,8.633390535806029e-08,1.1452457471250455e-07
2005,8.15178680113604e-08,9.36779898097484e-08
2006,9.182894444847989e-08,9.924114863224531e-08
2007,8.388406769199719e-08,1.0944873451990134e-07
2008,8.77032562129898e-08,9.792110944317756e-08
2009,9.822476698673199e-08,1.1109888475857588e-07
2010,9.069682960216596e-08,1.5305089107187086e-07
2011,9.86584751672126e-08,1.2580868258282862e-07
2012,9.157439961882119e-08,1.3582967994807404e-07
2013,9.176221738016466e-08,1.5312296852698637e-07
2014,1.0415791251716655e-07,1.6522346868441673e-07
2015,1.0484401968824386e-07,1.542736498549857e-07
2016,1.1205949590475939e-07,1.572147141359892e-07
2017,1.0942909511868493e-07,1.3508832807929139e-07
2018,1.2907334223655198e-07,1.5308097545130295e-07
2019,1.1402915589542317e-07,1.3877372850856773e-07
