year,peux_VERB avoir_VERB,peux_VERB savoir_VERB
1983,2.103000298347979e-07,6.820541642582612e-08
1984,1.942667893217731e-07,7.364740639559386e-08
1985,1.9670875417432399e-07,6.496802740230123e-08
1986,1.996163661033279e-07,7.193382600689802e-08
1987,2.02268040538911e-07,7.760737474882262e-08
1988,2.1407697659014957e-07,7.25583007010755e-08
1989,2.337940117058679e-07,9.549332702363245e-08
1990,1.8470926477220928e-07,1.013449093534291e-07
1991,2.455954017932527e-07,7.03375846455856e-08
1992,1.9395002937017125e-07,6.281336339952759e-08
1993,2.3652415848118835e-07,8.364203551991523e-08
1994,2.3262425941084075e-07,8.070637846913087e-08
1995,2.0876436224170902e-07,8.4590233484505e-08
1996,2.5516081336718344e-07,7.90037617548478e-08
1997,2.737884869929985e-07,8.582860999695185e-08
1998,2.5509490342301433e-07,8.630313885760188e-08
1999,2.4404874920946895e-07,7.86074565439776e-08
2000,2.469679714067752e-07,8.394259509714175e-08
2001,2.5586277274669555e-07,7.27281133094948e-08
2002,2.913512275881658e-07,8.58719388929785e-08
2003,2.916846142397844e-07,1.158404572265681e-07
2004,3.034901112641819e-07,1.193698437873536e-07
2005,2.9769785214739386e-07,1.0403661576674494e-07
2006,3.594917927784991e-07,1.2065417820394941e-07
2007,4.026435362902703e-07,1.282227941601377e-07
2008,4.274469347365084e-07,1.6391142310112627e-07
2009,5.211634288571076e-07,1.7642312855059572e-07
2010,6.353501476041856e-07,3.0468464728983236e-07
2011,6.871677555864153e-07,3.25802403722264e-07
2012,7.908079169283155e-07,4.296167048778443e-07
2013,9.385405519424239e-07,4.847499326388061e-07
2014,9.259443345399632e-07,5.164586696082551e-07
2015,9.227603641193127e-07,5.149104822521622e-07
2016,9.459810144107905e-07,5.457981160361669e-07
2017,1.1239751529501518e-06,7.302819540200289e-07
2018,1.1869583431689534e-06,8.425907367382024e-07
2019,1.1714136007867637e-06,8.07387607437704e-07
