year,des_DET honnêtes_ADJ,des_DET sonnettes_NOUN
1853,1.260077624465339e-07,8.539862506040663e-08
1854,1.2729378395803792e-07,9.404152817582556e-08
1855,1.3108135021866474e-07,1.2789718439876196e-07
1856,1.6670549474184782e-07,1.4962076644309263e-07
1857,1.7134097352045075e-07,1.5035048145373153e-07
1858,1.972151399964872e-07,1.2038443109041452e-07
1859,1.7873529123413334e-07,1.1610155303820591e-07
1860,2.2153570289340507e-07,8.055843903065352e-08
1861,1.7071789071287924e-07,9.997842931319667e-08
1862,1.1385325396351398e-07,8.674533824581943e-08
1863,1.1887197387538961e-07,6.99246882618354e-08
1864,1.1842977709619618e-07,8.055142608487387e-08
1865,1.336743756796821e-07,8.613525448453174e-08
1866,1.7272926378097964e-07,1.0071818934420662e-07
1867,1.7858346268440073e-07,8.346835578265654e-08
1868,1.8573925997245055e-07,9.435159142867633e-08
1869,1.6555129889184172e-07,1.1378599351630214e-07
1870,1.439246202217248e-07,1.032128764677509e-07
1871,2.6871578029386e-07,6.691341369879922e-08
1872,1.74768110650092e-07,7.559174219906595e-08
1873,1.3528369890991598e-07,8.619846303403733e-08
1874,1.3801347620301385e-07,1.0933534611012874e-07
1875,1.2587359776716767e-07,7.8957071991681e-08
1876,1.475227562330872e-07,8.88764197792824e-08
1877,1.7441181210386958e-07,1.1874846383985727e-07
1878,1.4916549584409466e-07,9.058632666203437e-08
1879,1.399035419735739e-07,9.713827131552222e-08
1880,1.6365507793381084e-07,7.316344974306332e-08
1881,1.2620238948324314e-07,8.924809435928438e-08
1882,1.9367171133488625e-07,1.0315846621367086e-07
1883,1.2891451872665272e-07,7.962366765923434e-08
1884,1.2081105182915053e-07,8.58220614574634e-08
1885,1.2311163472000786e-07,9.73291014449984e-08
1886,1.2326116560767986e-07,8.518572025550952e-08
1887,1.325371670191089e-07,1.6061155211355427e-07
1888,1.420297637277912e-07,1.0842451469983416e-07
1889,1.440981520772766e-07,8.332631895591192e-08
1890,1.5140633130572567e-07,7.996351725214623e-08
1891,1.000752547497541e-07,9.880040852117133e-08
1892,1.2975821261917986e-07,9.841564185819607e-08
1893,1.3918021585235252e-07,9.791882193965762e-08
1894,7.876924001948282e-08,8.633108938838063e-08
1895,1.2578904495796905e-07,4.6343330728504384e-08
1896,7.902018672734101e-08,6.13290986328785e-08
1897,1.0895954583034495e-07,6.292850773803593e-08
1898,9.958704794144069e-08,7.751946551337596e-08
1899,1.4150600691209547e-07,8.014988495119724e-08
1900,1.0589748267175736e-07,8.149953711900082e-08
1901,1.212756330914999e-07,5.86817598957623e-08
1902,9.378641863122539e-08,5.499518068718956e-08
1903,1.0422425367195842e-07,6.048246592449402e-08
1904,9.405594258993233e-08,6.395804241776659e-08
1905,8.618467717269596e-08,5.5736198323330655e-08
1906,1.12143219155314e-07,7.613393337990715e-08
1907,9.668545430940867e-08,7.097123777555225e-08
1908,1.0412144502147669e-07,5.7954391285974793e-08
1909,9.516701293676988e-08,9.021613323056954e-08
1910,1.4696414374348876e-07,7.10772072309851e-08
1911,9.84269235004831e-08,6.863282642211033e-08
1912,1.0418842499859693e-07,6.615964620593218e-08
1913,8.962052711058988e-08,5.2499597558153255e-08
1914,1.1987171344429726e-07,7.366418341980818e-08
1915,5.301343009023185e-08,3.534228554258334e-08
1916,9.339342987857435e-08,8.350471447649e-08
1917,7.347504293875318e-08,7.018511638534619e-08
1918,7.581008532042688e-08,7.23641697675248e-08
1919,1.0496947311366966e-07,5.064316610514652e-08
1920,9.919623567000713e-08,6.057785473245758e-08
1921,8.935841933066513e-08,3.937828829680967e-08
1922,8.189508271527757e-08,5.533451535866263e-08
1923,9.023556080123285e-08,5.6264524594951126e-08
1924,8.379555538340355e-08,6.445812372746218e-08
1925,8.248633620588919e-08,7.478761121504363e-08
1926,7.133528612257578e-08,7.913758404143323e-08
1927,1.0034302277972529e-07,5.6861046648926106e-08
1928,7.198406137831626e-08,4.34189573184085e-08
1929,1.1808830890913669e-07,7.798284173965442e-08
1930,7.037414206934045e-08,8.0877747721253e-08
1931,8.097803316786667e-08,4.790249619190945e-08
1932,7.671675428255753e-08,4.9317913419777426e-08
1933,6.079450853846424e-08,7.455930273181366e-08
1934,7.428580062196488e-08,4.313368862085554e-08
1935,9.57462740203141e-08,6.582556455470012e-08
1936,4.9711328387047615e-08,5.092379984361628e-08
1937,6.295558729885187e-08,6.043736699989921e-08
1938,8.427389275311725e-08,2.722695080503712e-08
1939,4.282334131744392e-08,4.435274547631707e-08
1940,6.593035806190528e-08,7.100192078723921e-08
1941,6.493305537702554e-08,4.132103814669108e-08
1942,1.0316320242509391e-07,3.944475324146879e-08
1943,8.419382169222445e-08,4.935499831049128e-08
1944,6.7476911169706e-08,7.390327994016843e-08
1945,6.099811145077183e-08,6.753362669087437e-08
1946,8.909506732379668e-08,4.733175451576699e-08
1947,8.583027288899814e-08,6.198852986472048e-08
1948,6.84928949112873e-08,7.284165093324191e-08
1949,6.577395339490977e-08,3.5341230386620737e-08
1950,8.189228140054183e-08,3.19060831088791e-08
1951,6.610068936652169e-08,5.010858705745136e-08
1952,5.483298082253896e-08,3.268889159357968e-08
1953,6.679773179030235e-08,3.878578014315792e-08
1954,5.863521579385633e-08,4.3976411179258434e-08
1955,3.9419553843345057e-08,2.627970197011109e-08
1956,6.01758785023776e-08,6.802490526425231e-08
1957,5.8311248829490125e-08,4.329168562522412e-08
1958,4.1361218450219894e-08,4.715178647529683e-08
1959,6.433120458559927e-08,4.80546376024904e-08
1960,8.304999865593743e-08,3.668041614890427e-08
1961,5.766972321907815e-08,3.057190056665604e-08
1962,6.659054463398206e-08,3.9954323960422755e-08
1963,7.241979460559378e-08,4.332255754135872e-08
1964,7.361601461752798e-08,3.8329000195957974e-08
1965,7.82502169727195e-08,5.0890002656345246e-08
1966,6.702280330728172e-08,4.763604399826704e-08
1967,6.45873967641819e-08,6.458739398862434e-08
1968,8.174377169600788e-08,4.0422743152745966e-08
1969,7.312229877154408e-08,3.4517360858465906e-08
1970,5.794393445612833e-08,4.644712206514079e-08
1971,6.422996534638514e-08,5.343933329182704e-08
1972,5.848367323757486e-08,4.206720516375384e-08
1973,4.5759591671412636e-08,3.969506640055798e-08
1974,4.7817358961310674e-08,3.0940645712185244e-08
1975,4.7976435268992645e-08,3.541117621352896e-08
1976,3.885198274211632e-08,2.9710339022326337e-08
1977,3.7023727028628883e-08,4.642657547293538e-08
1978,4.990096869050831e-08,4.574255207945299e-08
1979,4.974177159056126e-08,4.037861600636461e-08
1980,3.8090508747146146e-08,4.0933084477501325e-08
1981,3.6055632757214795e-08,3.6688188487232765e-08
1982,3.476201249075217e-08,2.917526009671434e-08
1983,3.536577020124554e-08,3.8523428003145455e-08
1984,3.3054348591576854e-08,4.2332761851504586e-08
1985,2.5265342928904033e-08,3.2484013701150616e-08
1986,6.174319910901005e-08,3.1770774455708306e-08
1987,2.8109757022054538e-08,4.0331391226722246e-08
1988,4.437449863115006e-08,3.777828871953659e-08
1989,4.116091645300912e-08,3.018467253923518e-08
1990,5.2307051134903304e-08,2.8877850444253284e-08
1991,2.989347314130697e-08,2.9307325455363298e-08
1992,3.305966345124034e-08,4.407955400687058e-08
1993,4.09901339537555e-08,4.099013439784471e-08
1994,4.219941351912837e-08,3.9034457000042266e-08
1995,3.199245818263918e-08,3.4161441120339475e-08
1996,4.3238546965085334e-08,3.309617047086988e-08
1997,3.068732468136659e-08,2.4453961633419397e-08
1998,4.338997749986362e-08,4.8158105836471066e-08
1999,3.3362468343511864e-08,3.062034781287082e-08
2000,3.357703992623584e-08,3.2693432627795005e-08
2001,3.5049695229494304e-08,2.672539201054036e-08
2002,3.855474872693776e-08,3.2421037743368686e-08
2003,3.500215195462175e-08,2.2501383700745947e-08
2004,3.567880924038036e-08,2.8190664025373735e-08
2005,4.2785622156316094e-08,4.008337073369006e-08
2006,4.406142251056622e-08,3.2531329408058696e-08
2007,4.1143138673760404e-08,2.9559148018165615e-08
2008,3.150505376026125e-08,3.491100719621443e-08
2009,4.148327437114574e-08,2.813233512810598e-08
2010,3.259417252765573e-08,3.448368990355277e-08
2011,1.988465478386381e-08,4.2063692751170834e-08
2012,4.255315877443877e-08,5.685101989172381e-08
2013,4.29525266465447e-08,4.825186250556612e-08
2014,6.842807015461361e-08,5.933319924267266e-08
2015,6.472399932677675e-08,6.250742634605899e-08
2016,8.57534783182956e-08,6.959702858466699e-08
2017,4.050134272404193e-08,3.018733529813744e-08
2018,5.369450833958567e-08,6.066446722741148e-08
2019,6.147880782236825e-08,6.658077822407904e-08
