year,beaux_ADJ yeux_NOUN,beaux_ADJ cieux_NOUN
1837,1.5279528042810853e-06,1.1132625488130543e-08
1838,1.4865141793052317e-06,5.680945713848473e-09
1839,1.2263047892702161e-06,1.957613093850341e-08
1840,1.3510109511116752e-06,4.458782232319436e-09
1841,1.3855543556928751e-06,8.988767952189392e-09
1842,1.8219648154627066e-06,2.0124794275488966e-08
1843,1.5948660347930854e-06,4.134837805480629e-09
1844,1.3523814459404093e-06,1.0428266250528395e-08
1845,1.3710620123674744e-06,2.2320911785556063e-09
1846,1.4044949239178095e-06,9.952652035849496e-09
1847,1.0209372476310818e-06,9.168480197274675e-09
1848,1.3507926723832497e-06,1.045878850192139e-08
1849,1.239315452039591e-06,8.379414939696517e-10
1850,1.109321942749375e-06,2.0366988096043315e-09
1851,1.1415506833145628e-06,4.514607354622058e-09
1852,1.5026338360257796e-06,8.463708844885787e-09
1853,1.5628545497747837e-06,5.971931837933653e-09
1854,1.4984295830799965e-06,1.4028294081924741e-08
1855,2.0129211861785734e-06,1.4328730202350926e-08
1856,1.68828137248056e-06,2.0708756931497874e-09
1857,1.9760348095587688e-06,3.905207379695241e-09
1858,1.9804706425929908e-06,1.468102794888182e-08
1859,1.9991873614344513e-06,1.7313389832906978e-08
1860,2.1517341792787192e-06,2.746310290291376e-09
1861,1.6713375998733682e-06,4.2443675241088386e-09
1862,1.990172904697829e-06,5.873382225018986e-09
1863,1.9009527250091196e-06,5.9935452156878455e-09
1864,1.7841182398115052e-06,5.753673537611803e-09
1865,2.0182949356239988e-06,1.882737743486018e-09
1866,1.953057108039502e-06,1.1190909532388105e-08
1867,1.6965428812909522e-06,3.396968040192405e-09
1868,1.8020660945694544e-06,7.409810875991241e-09
1869,1.927525090650306e-06,1.0743741896135361e-08
1870,1.5848910379645531e-06,1.3188312664169644e-08
1871,1.4646603858636809e-06,6.37270636261178e-09
1872,1.4918786064299638e-06,5.442605477412599e-09
1873,1.5826996104806312e-06,1.1972008939764578e-09
1874,1.7356239823129727e-06,7.766991494406739e-09
1875,1.8446203284838703e-06,1.2587359599081083e-08
1876,1.7194865904457401e-06,7.859819461941697e-09
1877,2.2116901163826697e-06,1.2369632207409609e-08
1878,1.7235558971151477e-06,1.1474268646338714e-08
1879,1.950096702785231e-06,9.163987790827832e-09
1880,1.9426820472290274e-06,3.8507077526617195e-09
1881,1.9467240690573817e-06,6.2752567586699115e-09
1882,2.1031016785855172e-06,3.3276925659464496e-09
1883,2.144783593394095e-06,1.2638677882037541e-09
1884,1.829330244618177e-06,3.9610181801208455e-09
1885,1.710671767796157e-06,2.5782542767416317e-09
1886,1.7514701085019624e-06,3.872078213618124e-09
1887,1.6922972463362385e-06,8.48760173255414e-09
1888,1.7284515934079536e-06,3.804368819970705e-09
1889,1.7366959355058498e-06,5.012109394186837e-09
1890,1.5370036408057786e-06,2.6217545912032847e-09
1891,1.7484485397289973e-06,7.0116419337296065e-09
1892,1.6874835182534298e-06,5.641661360300532e-09
1893,1.4952635183362872e-06,9.23762488724833e-09
1894,1.6730587049096357e-06,5.671385139294216e-09
1895,1.553404445076012e-06,1.1435367319734269e-08
1896,1.536765807941265e-06,5.897029031753931e-09
1897,1.6442985497633344e-06,4.07869948926276e-09
1898,1.3964819345346768e-06,5.092519517191363e-09
1899,1.5842039147173637e-06,4.4220627160029835e-09
1900,1.6087074072856922e-06,2.07642125715779e-09
1901,1.6017326061046333e-06,1.0618603774048552e-08
1902,1.3655499060405418e-06,2.9461704187383475e-09
1903,1.4829005294814124e-06,1.4580594509538969e-08
1904,1.3038841188972583e-06,0.0
1905,1.410435402249277e-06,3.6125313851442797e-09
1906,1.3945884802524233e-06,1.18316245689698e-08
1907,1.711538288873271e-06,9.771402353919711e-09
1908,1.7415785578123177e-06,9.822778146428846e-09
1909,1.8532813328420161e-06,8.251475058784763e-09
1910,1.8704527064983267e-06,5.34415089958884e-09
1911,1.5189667692538933e-06,3.1922244847493175e-09
1912,1.5055227322591236e-06,5.730363294986773e-09
1913,1.6890022607185529e-06,7.954484182448596e-09
1914,1.4940435448806966e-06,2.0090231700464756e-09
1915,1.0920766726485454e-06,0.0
1916,1.2855330169259105e-06,0.0
1917,1.343386998087226e-06,1.4256352209862655e-08
1918,1.4564725461241324e-06,1.722956355365568e-08
1919,1.7476496623203275e-06,1.012863304339362e-08
1920,1.652260948503681e-06,1.514446346106979e-08
1921,1.9469532617222285e-06,9.087297137000405e-09
1922,1.8983428162755445e-06,2.2133805899215986e-09
1923,2.2272258775046794e-06,8.492758496458919e-09
1924,2.1232506242085947e-06,0.0
1925,2.2920203264220618e-06,1.429763130111894e-08
1926,2.278270812894334e-06,7.802296586589819e-09
1927,2.770582341327099e-06,1.1149224654616319e-08
1928,1.7996014776144875e-06,1.1426041224282812e-09
1929,2.056518951576436e-06,1.0026365737658693e-08
1930,1.7866630059870658e-06,4.201441416995522e-09
1931,1.7495816564405686e-06,1.1405356659111021e-08
1932,1.5584461152684526e-06,1.3151443933878681e-08
1933,1.452185870221001e-06,1.1470662197865522e-09
1934,1.4593564401366166e-06,0.0
1935,1.3715654176849057e-06,4.787313656606784e-09
1936,1.414954226675036e-06,4.849885826274658e-09
1937,1.4706425872645923e-06,6.295559185076627e-09
1938,1.833281316976354e-06,2.5930428915188486e-09
1939,1.5156404060689965e-06,6.117620188206274e-09
1940,1.065028868652007e-06,0.0
1941,1.5170722917901003e-06,8.854508237732261e-09
1942,1.5990295878509642e-06,9.102635090130207e-09
1943,1.5735535043859272e-06,8.709705845433291e-09
1944,1.4459337762673385e-06,6.4263723231761105e-09
1945,1.7210181795235258e-06,0.0
1946,1.922504452522844e-06,2.7842208538686464e-09
1947,1.7619047412154032e-06,9.536696765621855e-09
1948,1.5970803133313893e-06,6.523132922708896e-09
1949,1.568757966197154e-06,1.9634016634739737e-09
1950,2.028163407885586e-06,6.381216888229346e-09
1951,1.4595459560950985e-06,5.330700769690111e-09
1952,1.6787328149803216e-06,2.1089607837865287e-09
1953,1.3004009815631434e-06,2.1547654771580937e-09
1954,1.684785274846945e-06,3.9090144454689835e-09
1955,1.1910336752407602e-06,1.0324168187025862e-08
1956,1.4084644135436974e-06,6.104799332717903e-09
1957,1.2748959079544875e-06,2.6505113659425206e-09
1958,1.561799535920727e-06,4.9633461784992505e-09
1959,1.3858336842531571e-06,6.975672928177801e-09
1960,1.6540791420993628e-06,9.689166802218097e-09
1961,1.5362379599537235e-06,2.779263708063695e-09
1962,1.5950020042510005e-06,4.439369427622353e-09
1963,1.4076597381063038e-06,6.466053248388448e-10
1964,1.4589355714633712e-06,6.083968440151466e-09
1965,1.3411978443400585e-06,7.660860390501512e-09
1966,1.5398627510876395e-06,5.539074865446025e-09
1967,1.640322693674534e-06,8.381570104631919e-09
1968,1.9209785477869445e-06,6.287982134978165e-09
1969,1.1640524917311268e-06,1.8167031212712459e-09
1970,1.3018990330238012e-06,3.219107563845469e-09
1971,1.539977688480576e-06,7.707596338946132e-09
1972,1.2466257430787664e-06,7.69522046084603e-09
1973,1.0612917549224221e-06,4.9618833486420044e-09
1974,9.090923640542314e-07,2.812785782069227e-09
1975,9.715228088680306e-07,5.140332159925265e-09
1976,8.707414735908969e-07,5.142174241967723e-09
1977,8.762281709095987e-07,2.3507127355770763e-09
1978,1.2297024341023644e-06,1.7821774056514528e-09
1979,1.1341123808961129e-06,1.7555920051037788e-09
1980,9.374813316753716e-07,1.1370301367108482e-09
1981,1.0044972214018344e-06,6.325549528618524e-10
1982,9.286423505727726e-07,1.8622506869903077e-09
1983,9.952938171409187e-07,1.2630632095778083e-09
1984,9.069649422599468e-07,1.1598016991243298e-09
1985,9.817390491662081e-07,6.015558051686298e-10
1986,1.0502338909645914e-06,5.994485463567401e-10
1987,9.710088306746911e-07,3.0554083707556856e-09
1988,8.790947845227493e-07,0.0
1989,8.934662787396519e-07,1.6464366536794728e-09
1990,9.3444361937145e-07,2.724325487424295e-09
1991,7.825055945431814e-07,5.861465202094962e-10
1992,8.584493116359226e-07,4.4079553340736766e-09
1993,9.843171255852212e-07,1.1078414852150331e-09
1994,9.204746902469196e-07,4.219941174277153e-09
1995,9.90139483292296e-07,1.0844901643380922e-09
1996,8.738456926948857e-07,1.6014276571496566e-09
1997,8.045832942116249e-07,1.438468344439059e-09
1998,9.536258289699617e-07,3.814503379828693e-09
1999,1.0013310429712874e-06,5.484241422104574e-09
2000,9.136489325101138e-07,1.7672125984802278e-09
2001,9.042821034199733e-07,5.695575205910686e-09
2002,1.0089953548231279e-06,4.81934359086722e-09
2003,9.571422197041102e-07,1.2500769308587678e-09
2004,9.373395641887328e-07,4.8452703238499595e-09
2005,1.0277556157234358e-06,4.053374635937246e-09
2006,1.0562387160462094e-06,4.941467679486777e-09
2007,1.1927515970455715e-06,1.5977917877663117e-09
2008,1.3151230859875795e-06,5.5346713878634546e-09
2009,1.4318882222141838e-06,6.675469510497578e-09
2010,1.7435520476283273e-06,7.085689368580006e-09
2011,1.7968844758797786e-06,2.6767803529281764e-09
2012,2.247147222078638e-06,6.808505426114664e-10
2013,2.6231721221847693e-06,2.7891249310130206e-09
2014,2.935044449259294e-06,3.4647122948427977e-09
2015,3.234426912968047e-06,3.103205470367243e-09
2016,3.543234242897597e-06,4.764082017771898e-09
2017,2.5442893729632488e-06,1.0062445321423752e-09
2018,3.218056463083485e-06,4.130346731301415e-09
2019,3.277253881606157e-06,3.3162841361900064e-09
