year,deux_DET eaux_NOUN,deux_DET sauts_NOUN
1907,3.342848184928471e-07,1.2857107989372452e-08
1908,3.153111804987674e-07,2.701263923654551e-08
1909,3.2455802134734313e-07,2.3104131385842663e-08
1910,3.014100866671754e-07,2.351426231506082e-08
1911,2.2185960579790276e-07,1.649316061502759e-08
1912,2.7870402474761136e-07,3.0735584743979416e-08
1913,2.487102257475726e-07,2.0151361468379037e-08
1914,2.2634993790404678e-07,1.4732836284281348e-08
1915,4.1703897180056515e-07,2.238344798399794e-08
1916,2.5820535798359856e-07,3.186363883855847e-08
1917,2.9499682341338485e-07,6.57985488317081e-09
1918,2.6533529240424514e-07,3.331049214239101e-08
1919,2.0349345597470148e-07,2.4861190439651182e-08
1920,2.1126525950876385e-07,1.665891025126598e-08
1921,2.0219235352669784e-07,1.2873671018098776e-08
1922,2.7150802139885855e-07,2.139601357198373e-08
1923,2.590291372506215e-07,1.6985516548828627e-08
1924,2.6427831256725653e-07,2.1915761649893284e-08
1925,2.111650161396028e-07,1.429763130111894e-08
1926,3.2546725425852685e-07,3.78968714187522e-08
1927,3.177529165343529e-07,4.3481975353643065e-08
1928,2.742249889386983e-07,5.027458083173286e-08
1929,2.428608536497734e-07,3.676334259239411e-08
1930,2.2897855211923002e-07,2.8359729342675166e-08
1931,2.2582605918586296e-07,3.763767608688795e-08
1932,1.9727166034044785e-07,2.3015026551220785e-08
1933,2.7070761943193133e-07,2.5235456169170334e-08
1934,2.132721306224994e-07,2.3963160344919743e-08
1935,2.1901960156611722e-07,4.4282652211791174e-08
1936,2.012702564613278e-07,3.516167268458048e-08
1937,2.0523522925586235e-07,2.266401277761787e-08
1938,1.9966430764295495e-07,2.2040865133021725e-08
1939,3.3646911745677244e-07,1.5294050470515685e-08
1940,3.575453888515767e-07,1.2678914806940611e-08
1941,2.774412468653509e-07,1.4757512545315876e-08
1942,2.973527655214525e-07,2.730790527039062e-08
1943,3.280655676007882e-07,2.9032351633873077e-08
1944,2.634812688029342e-07,5.1410978585408884e-08
1945,3.7034567412774777e-07,2.832055301382752e-08
1946,3.549881455455761e-07,2.9234318077442367e-08
1947,3.0159803565688037e-07,4.053096125389288e-08
1948,2.989769223304961e-07,1.7395020535104777e-08
1949,2.7487622922262034e-07,3.239612667016445e-08
1950,2.190884502706325e-07,2.2334259330847317e-08
1951,2.9851923954993254e-07,4.904244754744269e-08
1952,2.4463944647834523e-07,2.5307528517259925e-08
1953,2.95202881805956e-07,2.908933460776808e-08
1954,3.3422074663391754e-07,1.7590565448699635e-08
1955,3.0127802119750413e-07,4.5050917218958375e-08
1956,2.9739092788361177e-07,3.139610993407871e-08
1957,2.9509026200358335e-07,2.47381048978923e-08
1958,2.4072228282934205e-07,2.1507833736222892e-08
1959,2.7437647753814076e-07,1.4726420638488946e-08
1960,2.6368374606011713e-07,2.629916728835724e-08
1961,2.9668640832980486e-07,2.640300600376122e-08
1962,2.3592077491585428e-07,2.536782484074962e-08
1963,2.586421374850545e-07,3.168366191630412e-08
1964,2.482258998348641e-07,2.981144392455448e-08
1965,2.8016862541058174e-07,3.0096237779719814e-08
1966,2.902475080279743e-07,4.486650695412209e-08
1967,2.9434104042991294e-07,4.0921784849601295e-08
1968,2.748746443514971e-07,4.042274193150064e-08
1969,2.566093195155439e-07,2.5888019672404283e-08
1970,2.3085599709649074e-07,2.1614008360870685e-08
1971,2.3020020112340944e-07,4.7787097057216954e-08
1972,2.7189778095682016e-07,3.7450072154499026e-08
1973,2.519534116895983e-07,2.701469781207777e-08
1974,2.396493653522569e-07,1.8001828527847152e-08
1975,2.096113220773077e-07,1.1994108817248161e-08
1976,1.8797503975598318e-07,1.942599137105816e-08
1977,2.3154519812607077e-07,1.763034590540613e-08
1978,2.405939536487267e-07,1.9603951684210585e-08
1979,2.744575454682874e-07,2.3407893290361415e-08
1980,2.4105039431177033e-07,1.989802811408481e-08
1981,2.897101820664716e-07,1.581387387705746e-08
1982,2.805791071702757e-07,2.358850825778802e-08
1983,2.5892794663917584e-07,2.3998200759933752e-08
1984,2.8705092197656157e-07,3.0154845065410996e-08
1985,2.8092657089473505e-07,1.8648230404316735e-08
1986,2.0680974399667207e-07,1.3187867797803676e-08
1987,2.16322919133205e-07,1.649920555735207e-08
1988,2.3386559155902376e-07,2.998276826815527e-08
1989,2.145855804158714e-07,1.6464365870660913e-08
1990,2.1086279988757894e-07,3.0512445514663256e-08
1991,2.2039109204285978e-07,1.992898113201136e-08
1992,2.639263274595294e-07,1.8733810502880033e-08
1993,2.647741190742181e-07,2.1048988330107932e-08
1994,2.4475659177181086e-07,2.320967773528082e-08
1995,2.2774293917393607e-07,2.3316537756112865e-08
1996,2.0871940553668367e-07,2.0818559098856326e-08
1997,2.330318693566369e-07,2.4453961966486304e-08
1998,2.3792964931601546e-07,1.6688451509594415e-08
1999,2.170845561089152e-07,1.6909743744131234e-08
2000,2.4210811866431925e-07,2.3415566818840716e-08
2001,2.760163293480389e-07,2.3220422029623933e-08
2002,2.729500869769197e-07,2.322047332192767e-08
2003,2.470985251967761e-07,1.7084383518994883e-08
2004,2.466683159951799e-07,3.0833539277352884e-08
2005,2.5626335187212135e-07,1.9366123926722878e-08
2006,2.9278198265814126e-07,1.68833483860098e-08
2007,2.328781548155412e-07,1.3581230362547103e-08
2008,2.7503059163436205e-07,2.6396125507588408e-08
2009,3.156543451066085e-07,2.4317781122107363e-08
2010,2.9051327343765365e-07,4.440365541924507e-08
2011,3.3612713035147124e-07,3.36509548004571e-08
2012,3.8808481539476247e-07,5.651059553635207e-08
2013,3.645386483785984e-07,4.18368759080856e-08
2014,4.1576546716548535e-07,4.958869548321587e-08
2015,3.86127433360528e-07,4.211493412342726e-08
2016,3.5772043593951253e-07,4.8676491282151346e-08
2017,3.3457630377320413e-07,2.842640789424422e-08
2018,3.9238293014776104e-07,5.111304246518955e-08
2019,3.576484872702679e-07,5.152995297130758e-08
