year,seriez_VERB en_ADP,seriez_VERB sans_ADP
2008,3.8316958494988285e-08,1.1920831433087642e-08
2009,5.292693572300777e-08,1.1443662017995848e-08
2010,7.747020447368413e-08,1.747803501928047e-08
2011,8.412738594643088e-08,3.326855591012645e-08
2012,9.123397148869117e-08,2.927657405393802e-08
2013,1.0877587897084595e-07,3.876883880593596e-08
2014,1.1087079343496953e-07,3.291476602385046e-08
2015,1.1326699933533746e-07,3.3026974932681696e-08
2016,1.2552320072245493e-07,3.956259320148092e-08
2017,1.0615880086106699e-07,3.144514337805049e-08
2018,1.141008283411793e-07,3.2268335559137995e-08
2019,1.14539346895981e-07,3.4948531180134523e-08
